,State,PC No.,PC Name,Category,Winner,Gender,Party,Vote,Runner Up,Gender,Party,Vote
19,Andhra Pradesh,20,Tirupati,(SC),Chinta Mohan,M,TDP,318467,Penchalaiah Pasala,M,INC,283686
20,Andhra Pradesh,21,Chittoor,GEN,N.P.Jhansi Lakshmi,F,TDP,332543,Amaranadha Reddy Nallari,M,INC,271332
21,Andhra Pradesh,22,Rajampet,GEN,Palakondrayudu Sugavasi,M,TDP,298060,A.Sai Prathap,M,INC,180913
22,Andhra Pradesh,23,Cuddapah,GEN,D.N.Reddy,M,TDP,332915,Obula Reddy Kandula,M,INC,278607
23,Andhra Pradesh,24,Hindupur,GEN,K. Ramachandra Reddy,M,TDP,349239,D. Reddappa Reddy,M,INC,193902
24,Andhra Pradesh,25,Anantapur,GEN,Devineni Narayana Swamy,M,TDP,302307,Daruru Pullaiah,M,INC,193658
25,Andhra Pradesh,26,Kurnool,GEN,Erasu Ayyapu Reddy,M,TDP,253832,Kotla Vijaya Bhaskara Reddy,M,INC,246542
26,Andhra Pradesh,27,Nandyal,GEN,Maddur Subba Reddy,M,TDP,298420,Pendekanti Venkata Subbaiah,M,INC,248157
27,Andhra Pradesh,28,Nagarkurnool,(SC),V. Tulsiram,M,TDP,301089,Anantharamulu Mallu,M,INC,211952
28,Andhra Pradesh,29,Mahabubnagar,GEN,Sudini Jaipal Reddy,M,JNP,274064,Mallikarjun,M,INC,193961
29,Andhra Pradesh,30,Hyderabad,GEN,Sultan Salahuddin Owaise,M,IND,222187,K.Prahbakara Reddy,M,TDP,218706
30,Andhra Pradesh,31,Secunderabad,GEN,T.Anjaiah,M,INC,246309,Bandaru Dattareya,M,BJP,237835
31,Andhra Pradesh,By Polls (1987),Secunderabad,GEN,T.Manemmhja(W),F,INC,182861,B.P.Reddy,M,TDP,90300
32,Andhra Pradesh,32,Siddipet,(SC),G.Vijayaramarao,M,TDP,253243,Yelliah Nandi,M,INC,239042
33,Andhra Pradesh,33,Medak,GEN,P.Manik Reddy,M,TDP,263524,P.Manik Reddy,M,INC,261708
34,Andhra Pradesh,34,Nizamabad,GEN,Tadur Bala Goud,M,INC,251172,M. Narayan Reddy,M,TDP,248725
35,Andhra Pradesh,35,Adilabad,GEN,C. Madhav Reddy,M,TDP,238440,C. Narisimha Reddy,M,INC,183882
36,Andhra Pradesh,36,Peddapalli,(SC),Gotte Bhoopathy,M,TDP,246334,Ganta Srihari,M,INC,199376
37,Andhra Pradesh,37,Karimnagar,GEN,Juvvadi Chokkarao,M,INC,243357,Chenna Reddy M.,M,IND,164750
38,Andhra Pradesh,38,Hanamkonda,GEN,Chandupatla Janga Reddy,M,BJP,263762,P.V. Narasimha Rao,M,INC,209564
39,Andhra Pradesh,39,Warangal,GEN,T. Kalpana Devi,F,TDP,232088,Kamaluddin Ahmed,M,INC,223632
40,Andhra Pradesh,40,Khammam,GEN,Jalagam Vengala Rao,M,INC,261056,Nallamala Prasad Rao,M,CPI,169557
41,Andhra Pradesh,41,Nalgonda,GEN,Mallareddy Raguma Reddy,M,TDP,324973,Damodar Reddy Tummalpally,M,INC,210563
42,Andhra Pradesh,42,Miryalguda,GEN,Bhimreddy Narsimha Reddy,M,CPM,282973,Chakilam Sreenivasa Rao,M,INC,241218
43,Arunachal Pradesh,1,Arunachal West,GEN,P.K.Thangon,M,INC,56219,Tomo Riba,M,PPA,55758
44,Arunachal Pradesh,2,Arunachal East,GEN,Wangpha Lowang,M,INC,41912,Bakin Pertin,M,PPA,22697
45,Bihar,1,Bagaha,(SC),Bhola Raut,M,INC,209301,Jagannath Prasad Swatantra,M,JNP,43767
46,Bihar,2,Bettiah,GEN,Manoj Kumar Pande,M,INC,223945,Pitambar Singh,M,CPI,88677
47,Bihar,3,Motihari,GEN,Prabhawati Gupta,F,INC,255980,Kamla Mishra Madhukar,M,CPI,111685
48,Bihar,4,Gopalganj,GEN,Kali Prasad Pandey,M,IND,287360,Nagina Roy,M,LKD,110268
49,Bihar,5,Siwan,GEN,Abdul Ghafoor,M,INC,250235,Janardan Tiwari,M,BJP,112243
50,Bihar,6,Maharajganj,GEN,Krishnapratap Singh,M,INC,255462,Ram Deo Singh,M,JNP,121558
51,Bihar,7,Chapra,GEN,Ram Bahadur Singh,M,JNP,163494,Bhishmaprasad Yadav,M,INC,137488
52,Bihar,8,Hajipur,(SC),Ram Ratan Ram,M,INC,314725,Ram Bilas Paswan,M,LKD,263509
53,Bihar,9,Vaishali,GEN,Kishori Sinha,F,INC,267546,Tarkeshwari Sinha,F,LKD,247593
54,Bihar,10,Muzaffarpur,GEN,Laliteshwar Prasad Shahi,M,INC,325604,Jainarayan Prasad Nishad,M,LKD,176630
55,Bihar,11,Sitamarhi,GEN,Ranshresth Khirhar,M,INC,217307,Indal Singh Navin,M,LKD,95763
56,Bihar,12,Sheohar,GEN,Ram Dulari Singh,F,INC,254881,Hari Kishor Singh,M,JNP,174328
57,Bihar,13,Madhubani,GEN,Abdul Hannan An,M,INC,350684,Bhogendra Jha,M,CPI,201864
58,Bihar,14,Jhanjharpur,GEN,Gauri Shankar Rajhans,M,INC,375745,Dhanik Lal Mandal,M,LKD,170353
59,Bihar,15,Darbhanga,GEN,Vijay Kumar Mishra,M,LKD,224540,Hari Nath Mishra,M,INC,152373
60,Bihar,16,Rosera,(SC),Ram Bhagat Paswan,M,INC,268848,Ram Sewak Hazari,M,LKD,171630
61,Bihar,17,Samastipur,GEN,Ramdeo Rai,M,INC,327585,Karpoori Thakur,M,LKD,219224
62,Bihar,18,Barh,GEN,Prakash Chandra,M,INC,384719,Dharamaveer Singh,M,ICS,161983
63,Bihar,19,Balia,GEN,Chandra Bhanu Devi,F,INC,246049,Surj Narayan Singh,M,CPI,122148
64,Bihar,20,Saharsa,GEN,Chandra Kishore Pathak,M,INC,273793,Vinayak Prasad Yadav,M,LKD,165709
65,Bihar,21,Madhepura,GEN,Mahabir Prasad Yadav,M,INC,298258,Rajendra Prasad Yadav,M,LKD,222961
66,Bihar,22,Araria,(SC),Doomar Lal Baitha,M,INC,294582,Mahendra Nasardar,M,LKD,95696
67,Bihar,23,Kishanganj,GEN,Jamilur Rahman,M,INC,191754,M. Mushtak,M,LKD,75624
68,Bihar,By Polls (1985),Kishanganj,GEN,S.Shahabuddin,M,JNP,212423,I.Haque,M,INC,138731
69,Bihar,24,Purnia,GEN,Madhuree Singh,F,INC,294076,Kamal Natha Jha,M,LKD,103676
70,Bihar,25,Katihar,GEN,Tariq Anwar,M,INC,229883,Juvraj,M,JNP,183940
71,Bihar,26,Rajmahal,(ST),Seth Hembrom,M,INC,154676,Simon Marandi,M,JMM,75820
72,Bihar,27,Dumka,(ST),Prithiwi Chand Kisku,M,INC,199722,Shibu Soren,M,JMM,102535
73,Bihar,28,Godda,GEN,Saminuddin,M,INC,192465,Falguni Prasad Yaddav,M,BJP,72092
74,Bihar,By Polls (1985),Godda,GEN,Salauddin,M,INC,197478,J.Yadav,M,BJP,185901
75,Bihar,29,Banka,GEN,Manorma Singh,F,INC,306703,Janardan Yadav,M,BJP,154731
76,Bihar,By Polls (1985),Banka,GEN,C.Singh,M,INC,162754,G.Fernandes,M,JNP,125659
77,Bihar,By Polls (1986),Banka,GEN,M.Singh,F,INC,186237,G.Fernendes,M,JNP,156853
78,Bihar,30,Bhagalpur,(ST),Bhagwat Jha Azad,M,INC,228030,Jagesar Mandal,M,LKD,197545
79,Bihar,31,Khagaria,GEN,Chandra Shekhar Prasad Verma,M,INC,252055,Yogeshwar Gope,M,CPM,110529
80,Bihar,32,Monghyr,GEN,Devendra Pd. Yadav,M,INC,268328,Brahmanand Singh,M,CPI,104985
81,Bihar,33,Begusarai,GEN,Krishna Shahi,F,INC,387165,Kapil Deo Singh,M,JNP,105529
82,Bihar,34,Nalanda,GEN,Vijay Kumar Yadav,M,CPI,230531,Pankaj Kumar Sinha,M,INC,191060
83,Bihar,35,Patna,GEN,C. P. Thakur,M,INC,214989,Ramavatar Shashtri,M,CPI,142808
84,Bihar,36,Arrah,GEN,Bali Ram Bhagat,M,INC,227206,Noor Ahmad,M,LKD,72284
85,Bihar,37,Buxar,GEN,Kamla Kant Tiwari,M,INC,207732,Tej Narayan Singh,M,CPI,152030
86,Bihar,38,Sasaram,(SC),Jagjiwan Ram,M,ICJ,207275,Mahabir Paswan,M,INC,205903
87,Bihar,39,Bikramganj,GEN,Tapeshwar Singh,M,INC,283232,Ram Awadhesh Singh,M,LKD,281819
88,Bihar,40,Aurangabad,GEN,Satyendra Narain Singh,M,INC,277567,Shankar Deyal Singh,M,JNP,111532
89,Bihar,41,Jahanabad,GEN,Ramasharay Pd. Singh,M,CPI,376640,Mahendra Prasad,M,INC,345664
90,Bihar,42,Nawada,GEN,Kunwar Ram,M,INC,351358,Prem Pradeep,M,CPM,114256
91,Bihar,43,Gaya,(SC),Ram Swaroop Ram,M,INC,234195,Ishwar Chaudhary,M,BJP,149760
92,Bihar,44,Chatra,GEN,Yogeshwar Prasad Yogesh,M,INC,211020,Shukdeo Prasad Verma,M,ICJ,54478
93,Bihar,45,Kodarma,GEN,Tilak Dhari Singh,M,INC,208731,Ritlal Pd. Verma,M,BJP,97348
94,Bihar,46,Giridih,GEN,Sarfraj Ahmed,M,INC,195519,Binod Bihari Mahto,M,IND,70766
95,Bihar,47,Dhanbad,GEN,Shankar Dayal Singh,M,INC,203909,A.K.Roy,M,IND,141614
96,Bihar,48,Hazaribagh,GEN,Damodar Pandey,M,INC,176762,Bhuwaneshwar Pd. Mehto,M,CPI,116381
97,Bihar,49,Ranchi,GEN,Sheo Prasad Sahu,M,INC,162945,Ram Tahal Chowdhary,M,BJP,54384
98,Bihar,50,Jamshedpur,GEN,Gopeshwar,M,INC,196965,Tikaram Manjhi,M,CPI,130763
99,Bihar,51,Singhbhum,(ST),Begun Sumbrui,M,INC,103160,Devendra Majhi,M,IND,42949
100,Bihar,52,Khunti,(ST),Simon Tigga,M,INC,97721,Nirel Enem Horo,M,IND,64711
101,Bihar,53,Lohardaga,(ST),Sumati Oraon,F,INC,157284,Lalit Oraon,M,BJP,55217
102,Bihar,54,Palamu,(SC),Kamla Kumari,F,INC,254846,Ram Sundar Das,M,JNP,69796
103,Goa,1,Panaji,GEN,Shantaram L. Naik,M,INC,88326,Bandekar Motilal Bombi,M,MAG,48778
104,Goa,2,Mormugao,GEN,Eduardo Faleiro,M,INC,100453,Luizinho Faleiro,M,IND,41644
105,Gujarat,1,Kutch,GEN,Ushaben Raghavji Thakkar,F,INC,129624,Mahipatray Mulshanker Mehta,M,LKD,99539
106,Gujarat,2,Surendranagar,GEN,Jhala Digivijaysinhji Pratapsinhji,M,INC,191632,Shah Babulal,M,BJP,155254
107,Gujarat,3,Jamnagar,GEN,Jadeja Daulatsinh Partap Sinh,M,INC,177317,Chelubhai Rambhai,M,IND,154227
108,Gujarat,4,Rajkot,GEN,Mavani Ramaben Ramjibhai,F,INC,225360,Shukla Chimanbhai Harilal,M,BJP,167770
109,Gujarat,5,Porbandar,GEN,Odedara Bharatbhai Maldevji,M,INC,205262,Amin Ramadas Kishordas (R.K.Amin),M,BJP,127311
110,Gujarat,6,Junagadh,GEN,Patel Mohanbhai Laljibhai,M,INC,188441,Ramnikbhai Dhami,M,JNP,156498
111,Gujarat,7,Amreli,GEN,Ravani Navinchandrabhai Parmananddas,M,INC,208205,Pateldwarkadas Mohan Lal,M,IND,170337
112,Gujarat,8,Bhavnagar,GEN,Gohil Gigabhai Bhavubhai,M,INC,132444,Mehta Prasannvadan Manilal,M,JNP,121449
113,Gujarat,9,Dhandhuka,(SC),Narsinhbhai Karsanbhai Makwana,M,INC,194403,Ratilal Kalidas Verma,M,BJP,171787
114,Gujarat,10,Ahmedabad,GEN,Haroobhai Mehta,M,INC,231751,Ashok Bhatt,M,BJP,198614
115,Gujarat,11,Gandhinagar,GEN,G.I.Patel,M,INC,250126,Indubhai Chaturbhai Patel,M,JNP,247372
116,Gujarat,12,Mehsana,GEN,A.K.Patel,M,BJP,287555,Rayanka Sagarbhai Kalyanbhai,M,INC,243659
117,Gujarat,13,Patan,GEN,Vankar Punamchand Mithabhai,M,INC,183052,Chavda Khemchandbhai Sombhai,M,JNP,176265
118,Gujarat,14,Banaskantha,GEN,B.K.Gadhvi,M,INC,182674,Chavda Harisinhji Pratapsinhji,M,JNP,155391
119,Gujarat,15,Sabarkantha,GEN,H.M.Patel,M,JNP,208477,Shantubhai Chunibhai Patel,M,INC,201718
120,Gujarat,16,Kapadvanj,GEN,Solanki Nataversingh Kesarisinghji,M,INC,229664,Gabhaji Mangaji Thakor,M,BJP,197340
121,Gujarat,17,Dohad,GEN,Damor Somjibhai Punjabhai,M,INC,169944,Hathila Narsinhbhai Kanjibhai,M,JNP,55207
122,Gujarat,18,Godhra,GEN,Jaydeepsinhji,M,INC,205741,Solanki Gopalsinh Gulabsinh,M,BJP,119894
123,Gujarat,By Polls (1988),Godhra,GEN,P.S.Pursottambhai,M,JNP,141633,U.Baria,M,INC,104796
124,Gujarat,19,Kaira,GEN,Ajitsinh Fulsinhji Dyabhai,M,INC,292019,Satyam Patel,M,LKD,144586
125,Gujarat,20,Anand,GEN,Ishverbhai Khodabhai Chavada,M,INC,250877,Manubhai Dahyabhai Patel,M,JNP,175704
126,Gujarat,21,Chhota Udaipur,(ST),Rathwa Amarsinh Viriyabhai,M,INC,222414,Kolidhor Bhimsinhbhai Nagjibhai,M,JNP,110427
127,Gujarat,22,Baroda,GEN,Gaekwad Ranjitsinh Pratapshinh,M,INC,296716,Jaspalsing Niranjansing,M,BJP,144164
128,Gujarat,23,Bharuch,GEN,Patel Ahmedbhai Mohammedbhai,M,INC,271458,Deshmukh Chandubhai Shanabhai,M,JNP,148389
129,Gujarat,24,Surat,GEN,Patel Chhaganbhai Devabhai,M,INC,286928,Rana Kashiram Chhabildas,M,BJP,236253
130,Gujarat,25,Mandvi,(ST),Gamit Chhitubhai Devjibhai,M,INC,239862,Amarsinh Zinabhai Chaudhary,M,JNP,134339
131,Gujarat,26,Bulsar,(ST),Patel Uttambhai Harjibhai,M,INC,220217,Patel Kanjibhai Maganbhai,M,BJP,165527
132,Haryana,1,Ambala,(SC),Ram Prakash,M,INC,283062,Suraj Bhan,M,BJP,105710
133,Haryana,2,Kurukshetra,GEN,Harpal Singh,M,INC,275112,Manohar Lal,M,LKD,131836
134,Haryana,3,Karnal,GEN,Chiranji Lal,M,INC,247063,Devi Singh,M,ICJ,148111
135,Haryana,4,Sonipat,GEN,Dharam Pal Singh,M,INC,243491,Devi Lal,M,LKD,240550
136,Haryana,5,Rohtak,GEN,Hardwari Lal,M,INC,216294,Sarup Singh,M,LKD,185363
137,Haryana,By Polls (1987),Rohtak,GEN,Hardwari Lal,M,LKD,263209,S.Singh,M,INC,160705
138,Haryana,6,Faridabad,GEN,Rahim Khan,M,INC,285214,Tayyab Hussain,M,ICJ,150843
139,Haryana,By Polls (1988),Faridabad,GEN,K.A.Chaudhry,M,LKD,288123,J.P.Nagar,M,INC,186240
140,Haryana,7,Mahendragarh,GEN,Birender Singh,M,INC,360971,Ram Bilas,M,BJP,130757
141,Haryana,8,Bhiwani,GEN,Bansi Lal,M,INC,347226,Jai Narain,M,ICJ,160149
142,Haryana,By Polls (1987),Bhiwani,GEN,R.N.Singh,M,LKD,312900,D.Nand,M,INC,223548
143,Haryana,9,Hisar,GEN,Birinder Singh,M,INC,251367,Om Parkash,M,LKD,200161
144,Haryana,10,Sirsa,(SC),Dalbir Singh,M,INC,277855,Mani Ram,M,LKD,195923
145,Haryana,By Polls (1988),Sirsa,(SC),H.Ram,M,LKD,300442,Selja,M,INC,185098
146,Himachal Pradesh,1,Shimla,(SC),Krishan Dutt Sultanpuri,M,INC,244010,Kirpal Dharampuri,M,JNP,47719
147,Himachal Pradesh,2,Mandi,GEN,Sukh Ram,M,INC,224146,Madhukar,M,BJP,92495
148,Himachal Pradesh,3,Kangra,GEN,Chandresh Kumari,F,INC,232287,Sarvan Kumar,M,BJP,114854
149,Himachal Pradesh,4,Hamirpur,GEN,Narain Chand,M,INC,242214,Prem Kumar Dhumel,M,BJP,117281
150,Jammu And Kashmir,1,Baramulla,GEN,Saif -Ud- Din Soz,M,JKN,234357,Mohi -Ud -Din -Wani,M,IND,93938
151,Jammu And Kashmir,2,Srinagar,GEN,Abdul Rashid Kabuli,M,JKN,367249,Muzaffer Ahmed Shah,M,IND,80972
152,Jammu And Kashmir,3,Anantnag,GEN,Akbar Jahan Begum,F,JKN,240973,Peer Hussan-Ud-Din,M,INC,158963
153,Jammu And Kashmir,4,Ladakh,GEN,Phuntsog Namgyal,M,INC,33037,Qamar Ali,M,JKN,25060
154,Jammu And Kashmir,5,Udhampur,GEN,Girdhari Lal Dogra,M,INC,206639,Bhim Singh,M,JPP,95149
155,Jammu And Kashmir,By Polls (1988),Udhampur,GEN,Mohd. A. Khan,M,INC,133893,B.Singh,M,JPP,131517
156,Jammu And Kashmir,6,Jammu,GEN,Janak Raj Gupta,M,INC,262796,Shabir Ahmed Salaria,M,JKN,142604
157,Karnataka,1,Bidar,(SC),Nasing Suryavansi,M,INC,179836,Rajendra Verma,M,BJP,120221
158,Karnataka,2,Gulbarga,GEN,Veerenira Patil,M,INC,235751,Vidyadhar Guruji,M,JNP,140261
159,Karnataka,3,Raichur,GEN,B. V. Desai,M,INC,212244,Vishwanath Reddy,M,JNP,154858
160,Karnataka,By Polls (1986),Raichur,GEN,M.Y.Chorpade,M,INC,169696,R.A.Naik,M,JNP,164014
161,Karnataka,4,Koppal,GEN,H. G. Ramulu,M,INC,238466,K. Paparao Veerayya,M,JNP,180515
162,Karnataka,5,Bellary,GEN,Basavarajeswari,F,INC,276640,M. P. Prakash,M,JNP,204354
163,Karnataka,6,Davanagere,GEN,Channaiah Odeyar,M,INC,290003,K. G. Maheswarappa,M,JNP,224262
164,Karnataka,7,Chitradurga,GEN,K. H. Ranganath,M,INC,279146,B. L. Gowda,M,JNP,222335
165,Karnataka,8,Tumkur,GEN,G. S. Basavaraju,M,INC,265249,Y. K. Ramaiah,M,JNP,234839
166,Karnataka,9,Chikkaballapur,GEN,V. Krishna Rao,M,INC,282279,R. L .Jalappa,M,JNP,237965
167,Karnataka,10,Kolar,(SC),V. Venkatesh,M,JNP,239562,G. Y. Krishnan,M,INC,194797
168,Karnataka,11,Kanakapura,GEN,M. V. Chandrashekara Murthy,M,INC,305210,P. G. R. Sindhiya,M,JNP,298184
169,Karnataka,12,Bangalore North,GEN,C. K. Jaffer Sharief,M,INC,260279,George Fernandes,M,JNP,218733
170,Karnataka,13,Bangalore South,GEN,V. S. Krishna Iyer,M,JNP,264765,K. Venkatagiri Gowda,M,INC,252033
171,Karnataka,14,Mandya,GEN,K. V. Shankaragowda,M,JNP,319176,S. M. Krishna,M,INC,198780
172,Karnataka,15,Chamarajanagar,(SC),V. Sreenivasa Prasad,M,INC,240665,G. N. Malleshaiah,M,JNP,160012
173,Karnataka,16,Mysore,GEN,Srikantadatta Narasimharaja Wadiyar,M,INC,247754,K. P. Shanthamurthy,M,IND,183144
174,Karnataka,17,Mangalore,GEN,Janardhana Poojary,M,INC,299490,K. Rama Bhat,M,BJP,180091
175,Karnataka,18,Udupi,GEN,Oscar Fernandes,M,INC,287412,K. S. Hegde,M,BJP,145076
176,Karnataka,19,Hassan,GEN,H. N. Nanjegowda,M,INC,265488,K. B. Mallappa,M,JNP,233519
177,Karnataka,20,Chikmagalur,GEN,D. K. Taradevi,F,INC,268912,B. K. Sundaresh,M,CPI,128872
178,Karnataka,21,Shimoga,GEN,T. V. Chandrashekarappa,M,INC,299038,D. G. Shivannagowda,M,BJP,175364
179,Karnataka,22,Kanara,GEN,G. Devaray Naik,M,INC,237064,G. S. Hegde Ajjibal,M,JNP,187866
180,Karnataka,23,Dharwad North,GEN,Naikar Dyamappa Kallappa,M,INC,229865,S. I. Shettar,M,JNP,185014
181,Karnataka,24,Dharwad South,GEN,Azeez Sait,M,INC,257834,Abdul Nairsab,M,JNP,200227
182,Karnataka,25,Belgaum,GEN,Sidnal Shanmukhappa Basappa,M,INC,202506,Appayyagouda Basagouda Patil,M,JNP,166966
183,Karnataka,26,Chikkodi,(SC),B. Shankaranad,M,INC,228030,Annappa Kallappa Rayannavar,M,JNP,224385
184,Karnataka,27,Bagalkot,GEN,Patil Hanmantagouda Bhimanagouda,M,INC,234955,Nadagouda Mallangagouda Pravatagouda,M,JNP,224443
185,Karnataka,28,Bijapur,GEN,Guraddi Shivashankareppa Mallappa,M,JNP,206737,Choudhari Rayagondappa Bhimanna,M,INC,204318
186,Kerala,1,Kasaragod,GEN,I. Rama Rai,M,INC,262904,Balanandan,M,CPM,251535
187,Kerala,2,Cannanore,GEN,Muliappalli Ramachandran,M,INC,288791,Pattiam Rajan,M,CPM,263738
188,Kerala,3,Badagara,GEN,K. P. Unnikrishnan,M,ICS,270416,K. M. Radhakrishnan,M,IND,259437
189,Kerala,4,Calicut,GEN,K. G. Adiyodi,M,INC,278216,Moideenkutty Haji (Bavae Haji),M,IML,224155
190,Kerala,5,Manjeri,GEN,Ebrahim Sulaman Sait,M,MUL,287538,E. K. Imbichi Bava,M,CPM,216363
191,Kerala,6,Ponnani,GEN,G. M. Banatwalla,M,MUL,288216,Koladi Govindankutty,M,CPI,185890
192,Kerala,7,Palghat,GEN,V. S. Vijayaraghavan,M,INC,287170,T. Sivadasa Menon,M,CPM,249017
193,Kerala,8,Ottapalam,(SC),K. R. Narayanan,M,INC,290177,A. K. Balan,M,CPM,234607
194,Kerala,9,Trichur,GEN,P. A. Antony,M,INC,268683,V. V. Raghavan,M,CPI,217393
195,Kerala,10,Mukundapuram,GEN,K. Mohandas,M,KCJ,290594,M. M. Lawrence,M,CPM,246209
196,Kerala,11,Ernakulam,GEN,K. V. Thomas,M,INC,277374,A. A. Kochunny Master,M,ICS,207050
197,Kerala,12,Muvattupuzha,GEN,George Joseph Mundakkal (Baby),M,KCJ,307519,P. P. Esthose,M,CPM,199319
198,Kerala,13,Kottayam,GEN,Suresh Kurup,M,CPM,264444,Skaria Thomas,M,KEC,258591
199,Kerala,14,Idukki,GEN,P. J. Kurian,M,INC,308056,C. A. Kurian,M,CPI,177432
200,Kerala,15,Alleppey,GEN,Vakkon Purushothaman,M,INC,303732,Suseela Gopalan,F,CPM,265968
201,Kerala,16,Mavelikkara,GEN,Thampan Thomas,M,JNP,232339,T. N. Upendranatha Kurup,M,IND,231052
202,Kerala,17,Adoor,(SC),K. K. Kunhambu,M,INC,273463,P. K. Raghavan,M,CPI,222491
203,Kerala,18,Quilon,GEN,S. Krishna Kumar,M,INC,279728,R. S. Unni,M,IND,259371
204,Kerala,19,Chirayinkil,GEN,Thalekkunnil Basheer,M,INC,266230,K. Sudhakaran,M,CPM,234765
205,Kerala,20,Trivandrum,GEN,A. Charles,M,INC,239791,A. Neela Lohithadasan Nadar,M,LKD,186353
206,Madhya Pradesh,1,Morena,(SC),Kammodilal Jatav,M,INC,157683,Munsilal,M,BJP,136115
207,Madhya Pradesh,2,Bhind,GEN,Krishna Singh,M,INC,194160,Vasundhara Raje,F,BJP,106757
208,Madhya Pradesh,3,Gwalior,GEN,Madhavrao Jiwajirao Scindia,M,INC,307735,Atal Behari,M,BJP,132141
209,Madhya Pradesh,4,Guna,GEN,Mahendra Singh,M,INC,229091,Udhav Singh,M,BJP,88611
210,Madhya Pradesh,5,Sagar,(SC),Nandlal Choudhary,M,INC,228673,Ramprasad Ahirwar,M,BJP,141232
211,Madhya Pradesh,6,Khajuraho,GEN,Chaturvedi Vidyawati,F,INC,195820,Uma Bharti,F,BJP,144994
212,Madhya Pradesh,7,Damoh,GEN,Dal Chandra Jain,M,INC,227570,Narendra Singh Yadvendra Singh,M,BJP,177301
213,Madhya Pradesh,8,Satna,GEN,Aziz Qureshi,M,INC,224684,Brijendra Pathak,M,BJP,125374
214,Madhya Pradesh,9,Rewa,GEN,Martand Singh,M,INC,223619,Yamuna Prasad Shastri,M,JNP,106790
215,Madhya Pradesh,10,Sidhi,(ST),Motilal Singh,M,INC,223248,Jagannath Singh,M,BJP,103279
216,Madhya Pradesh,11,Shahdol,(ST),Dalbir Singh,M,INC,193579,Gyan Singh,M,BJP,53322
217,Madhya Pradesh,12,Surguja,(ST),Vijai Pratap Singh,M,INC,180878,Larang Sai,M,BJP,93708
218,Madhya Pradesh,13,Raigarh,(ST),Pushpa Devi,F,INC,216777,Nand Kumar Sai,M,BJP,103986
219,Madhya Pradesh,14,Janjgir,GEN,Prabhat Kumar Mishra,M,INC,213710,Badri Dhar Diwan,M,BJP,61530
220,Madhya Pradesh,15,Bilaspur,(SC),Khelan Ram Jangde,M,INC,213395,Govindram Miri,M,BJP,99128
221,Madhya Pradesh,16,Sarangarh,(SC),Parasram Bharadwaj,M,INC,232861,Reshamlal Jangde,M,BJP,67682
222,Madhya Pradesh,17,Raipur,GEN,Kaiyur Bhushan,M,INC,223192,Ramesh Bais,M,BJP,119151
