,State,PC No.,PC Name,Category,Winner,Gender,Party,Vote,Runner Up,Gender,Party,Vote
91,Bihar,30,Bhagalpur,GEN,Subodh Ray,M,CPM,321159,Prabhash Chandra Tiwari,M,BJP,275619
92,Bihar,31,Khagaria,GEN,Renu Kumari,F,JD(U),293412,Nayana Rana,M,RJD,261590
93,Bihar,32,Monghyr,GEN,Brahma Nand Mandal,M,JD(U),346615,Bijoy Kumar  Bijoy,M,RJD,324800
94,Bihar,33,Begusarai,GEN,Rajo Singh,M,INC,318244,Shyam Sundar Singh,M,JD(U),298294
95,Bihar,34,Nalanda,GEN,George Fernandes,M,JD(U),464458,Gaya Singh,M,CPI,358637
96,Bihar,35,Patna,GEN,C P Thakur,M,BJP,379370,Ram Kripal Yadav,M,RJD,332478
97,Bihar,36,Arrah,GEN,Ram Prasad Singh,M,RJD,264140,H P Singh,M,JD(U),171858
98,Bihar,37,Buxar,GEN,Lal Muni Choubey,M,BJP,235968,Shivanand Tiwary,M,RJD,224362
99,Bihar,38,Sasaram,(SC),Muni Lall,M,BJP,257223,Ram Keshi Bharati,M,RJD,238547
100,Bihar,39,Bikramganj,GEN,Kanti Singh,F,RJD,346259,Vashisht  Narayan Singh,M,JD(U),311491
101,Bihar,40,Aurangabad,GEN,Shyama Singh,F,INC,317418,Sushil Kumar Singh,M,JD(U),247002
102,Bihar,41,Jahanabad,GEN,Arun Kumar,M,JD(U),333332,Surendra Prasad Yadav,M,RJD,316045
103,Bihar,42,Nawada,(SC),Sanjay Paswan,M,BJP,453943,Vijay Kumar Choudhary,M,RJD,369858
104,Bihar,43,Gaya,(SC),Ramji Manjhi,M,BJP,319530,Rajesh Kumar,M,RJD,298747
105,Bihar,44,Chatra,GEN,Nagmani,M,RJD,219783,Dhirendra Agrawal,M,BJP,164684
106,Bihar,45,Kodarma,GEN,Tilakdhari Pd Singh,M,INC,273808,Ritlal Prasad Verma,M,BJP,263630
107,Bihar,46,Giridih,GEN,Ravindra Kumar Pandey,M,BJP,248454,Rajendra Prasad Singh,M,INC,228630
108,Bihar,47,Dhanbad,GEN,Rita Verma,F,BJP,366065,A K Roy,M,MCO,351839
109,Bihar,48,Hazaribagh,GEN,Yashwant Sinha,M,BJP,283956,Akalu Ram Mahto,M,RJD,101314
110,Bihar,49,Ranchi,GEN,Ram Tahal Choudhary,M,BJP,379261,K K Tewari,M,INC,138084
111,Bihar,50,Jamshedpur,GEN,Abha Mahato,F,BJP,285232,Ghanashyam Mahato,M,INC,163744
112,Bihar,51,Singhbhum,(ST),Laxman Gilua,M,BJP,231237,Vijay Singh Soy,M,INC,148926
113,Bihar,52,Khunti,(ST),Kariya Munda,M,BJP,187484,Sushila Kerketta,M,INC,161222
114,Bihar,53,Lohardaga,(ST),Dukha Bhagat,M,BJP,163658,Indra Nath Bhagat,M,INC,159835
115,Bihar,54,Palamu,(SC),Braj Mohan Ram,M,BJP,271657,Jorawar Ram,M,RJD,186532
116,Goa,1,Panaji,GEN,Shripad Yasso Naik,M,BJP,104958,Khalap Ramakant,M,INC,68237
117,Goa,2,Mormugao,GEN,Angle Ramakant Soiru,M,BJP,106064,Alemao Joaquim Braz,M,INC,91607
118,Gujarat,1,Kutch,GEN,Gadhvi Pushpadan Sambhudan,M,BJP,191533,Babubhai Meghji Shah,M,INC,187218
119,Gujarat,2,Surendranagar,GEN,Makwana Savshibhai Kanjibhai,M,INC,244368,Dave Bhavnaben Kardamkumar,M,BJP,218463
120,Gujarat,3,Jamnagar,GEN,Koradiya Chandreshbhai Valjibhai (Chandresh Patel),M,BJP,190726,Patel Raghavji Hansrajbhai,M,INC,154957
121,Gujarat,4,Rajkot,GEN,Dr Kathiriya Vallabhbhai Ramjibhai,M,BJP,312941,Radadiya Vithalbhai Hansarajbhai,M,INC,226194
122,Gujarat,5,Porbandar,GEN,Javiya Gordhanbhai Jadavbhai,M,BJP,210627,Manvar Balvantbhai Bachubhai,M,INC,109267
123,Gujarat,6,Junagadh,GEN,Chikhaliya Bhavnaben Devrajbhai,F,BJP,266809,Chavda Pethaljibhai Nathabhai,M,INC,219961
124,Gujarat,7,Amreli,GEN,Dileep Sanghani,M,BJP,217670,Virjibhai Thummar,M,INC,181346
125,Gujarat,8,Bhavnagar,GEN,Rana Rajendrasinh Ghanshyamsinh (Rajubhai Rana),M,BJP,265446,Gohil Dilipsinh Ajitsinh (Dilipsinh Gohil),M,INC,164093
126,Gujarat,9,Dhandhuka,(SC),Varma Ratilal Kalidas,M,BJP,229754,Manubhai Parmar,M,INC,224531
127,Gujarat,10,Ahmedabad,GEN,Harin Pathak,M,BJP,280696,Girish Popatlal Dani    (Girish Dani),M,INC,227728
128,Gujarat,11,Gandhinagar,GEN,Lal Krishna Advani (L K Advani),M,BJP,453229,T N Seshan,M,INC,264285
129,Gujarat,12,Mehsana,GEN,Patel Atmaram Maganbhai,M,INC,340445,Dr A K Patel,M,BJP,284710
130,Gujarat,By Polls (2002),Mehsana,GEN,Thakor Punjaji Sadaji,M,BJP,485558,Patel Maneklal Madhavlal,M,INC,384988
131,Gujarat,13,Patan,(SC),Rashtrapal Pravinchandra Somabhai,M,INC,246798,Kanodia Maheshkumar  Mithabhai,M,BJP,229671
132,Gujarat,14,Banaskantha,GEN,Chaudhary Haribhai Parthibhai,M,BJP,308313,B K Gadhvi,M,INC,282337
133,Gujarat,15,Sabarkantha,GEN,Nisha Amarsinh Chaudhary,F,INC,334565,Patel Kanubhai Ravjibhai,M,BJP,320189
134,Gujarat,By Polls (2001),Sabarkantha,GEN,Mistry Madhusudan Devram,M,INC,265209,Upendra Trivedi,M,BJP,244400
135,Gujarat,16,Kapadvanj,GEN,Vaghela Shankarsinh Laxmansinh,M,INC,413193,Chauhan Jaysinhji Manshingji,M,BJP,247812
136,Gujarat,17,Dohad,(ST),Katara Babubhai Khimabhai,M,BJP,232288,Somjibhai Damor,M,INC,219857
137,Gujarat,18,Godhra,GEN,Solanki Bhupendrasinh Prabhatsinh,M,BJP,280684,Patel Shantilal Parshotamdas,M,INC,185662
138,Gujarat,19,Kaira,GEN,Dinsha Patel,M,INC,258024,Chauhan Prabhatsinh Hathisinh,M,BJP,224307
139,Gujarat,20,Anand,GEN,Patel Dipakbhai Chimanbhai   (Sathi),M,BJP,273683,Chavda Ishvarbhai Khodabhai,M,INC,270022
140,Gujarat,21,Chhota Udaipur,(ST),Ramsinh Rathawa,M,BJP,248970,Naranbhai Rathawa,M,INC,247772
141,Gujarat,22,Baroda,GEN,Jayaben Thakkar,F,BJP,322758,Dr Urmilaben Chimanbhai Patel,M,INC,230109
142,Gujarat,23,Bharuch,GEN,Mansukhbhai Vasava,M,BJP,290195,Amarsinh Ramsinh Vasava,M,INC,243055
143,Gujarat,24,Surat,GEN,Kashiram Rana,M,BJP,423773,Rupin Rameshchandra Patchigar,M,INC,174576
144,Gujarat,25,Mandvi,(ST),Patel Mansinhbhai Kalyanji,M,BJP,320172,Gamit Chhitubhai Devjibhai,M,INC,263341
145,Gujarat,26,Bulsar,(ST),Manibhai Ramjibhai Chaudhari,M,BJP,300195,Uttambhai Harjibhai Patel,M,INC,273409
146,Haryana,1,Ambala,(SC),Rattan Lal Kataria,M,BJP,357460,Phool Chand Mullana,M,INC,232982
147,Haryana,2,Kurukshetra,GEN,Prof Kailasho Devi,F,INLD,438701,Om Parkash Jindal,M,INC,275091
148,Haryana,3,Karnal,GEN,I.D. Swami,M,BJP,433733,Bhajan Lal,M,INC,285879
149,Haryana,4,Sonipat,GEN,Kishan Singh Sangwan,M,BJP,457056,Chiranji Lal,M,INC,190918
150,Haryana,5,Rohtak,GEN,Inder Singh,M,INLD,366926,Bhupinder Singh,M,INC,222233
151,Haryana,6,Faridabad,GEN,Ram Chander Bainda,M,BJP,367842,Zakir Hussain,M,INC,333594
152,Haryana,7,Mahendragarh,GEN,Dr. Sudha Yadav,F,BJP,420706,Inderjit Singh,M,INC,281566
153,Haryana,8,Bhiwani,GEN,Ajay Singh Chautala,M,INLD,381255,Dharambir,M,INC,177849
154,Haryana,9,Hisar,GEN,Surender Singh Barwala,M,INLD,396540,Birender Singh,M,INC,236088
155,Haryana,10,Sirsa,(SC),Dr. Sushil Kumar Indora,M,INLD,419278,Om Parkash,M,INC,199552
156,Himachal Pradesh,1,Shimla,(SC),Lt. Col. Dhani Ram Shandil,M,HVC,264002,Gangu Ram Musafir,M,INC,217072
157,Himachal Pradesh,2,Mandi,GEN,Maheshwar Singh,M,BJP,325929,Kaul Singh,M,INC,194904
158,Himachal Pradesh,3,Kangra,GEN,Shanta Kumar,M,BJP,325066,Sat Mahajan,M,INC,224324
159,Himachal Pradesh,4,Hamirpur,GEN,Suresh Chandel,M,BJP,336172,Thakur Ram Lal,M,INC,206925
160,Jammu And Kashmir,1,Baramulla,GEN,Abdul Rashid Shaheen,M,JKN,84243,Muzaffar Hussain Baig,M,IND,48130
161,Jammu And Kashmir,2,Srinagar,GEN,Omer Abdullah,M,JKN,55542,Mebooba Mufti,M,IND,18683
162,Jammu And Kashmir,3,Anantnag,GEN,Ali Mohd Naik,M,JKN,38745,Mufti Mohmad Syeed,M,IND,25253
163,Jammu And Kashmir,4,Ladakh,GEN,Hassan Khan,M,JKN,52187,Thupstan Chhewang,M,INC,50097
164,Jammu And Kashmir,5,Udhampur,GEN,Prof. Chaman Lal Gupta,M,BJP,194678,Jagjiwan Lal,M,JKN,76371
165,Jammu And Kashmir,6,Jammu,GEN,Vishno Datt Sharma,M,BJP,289412,Rajinder Singh Chib,M,JKN,147393
166,Jammu And Kashmir,By Polls (2002),Jammu,GEN,Chowdhary Talib Hussain,M,JKN,253891,Dr.Nirmal Kumar Singh,M,BJP,198402
167,Karnataka,1,Bidar,(SC),Ramchandra Veerappa,M,BJP,350221,Narasingarao Suryawanshi,M,INC,198188
168,Karnataka,2,Gulbarga,GEN,Iqbal Ahemed Saradgi,M,INC,352359,Basavaraj Patil Sedam,M,BJP,282522
169,Karnataka,3,Raichur,GEN,A. Venkatesh Naik,M,INC,359946,Abdul Samad Siddiq,M,JD(U),187740
170,Karnataka,4,Koppal,GEN,H.G.Ramulu,M,INC,350599,Basavaraj Rayareddy,M,JD(U),338087
171,Karnataka,5,Bellary,GEN,Sonia Gandhi,F,INC,414650,Sushma Swaraj,M,BJP,358550
172,Karnataka,By Polls (2000),Bellary,GEN,Kolur Basavanagoud,M,INC,259851,K.S. Veerabhadrappa,M,BJP,163831
173,Karnataka,6,Davanagere,GEN,G.Mallikarjunappa,M,BJP,398969,Shamanur Shivashankarappa,M,INC,382700
174,Karnataka,7,Chitradurga,GEN,Shashi Kumar,M,JD(U),370793,C.P.Mudalagiriyappa,M,INC,359615
175,Karnataka,8,Tumkur,GEN,G.S.Basavaraj,M,INC,318922,S.Mallikarjunaiah,M,BJP,254985
176,Karnataka,9,Chikkaballapur,GEN,R.L. Jalappa,M,INC,422587,N.Ramesh,M,JD(U),211401
177,Karnataka,10,Kolar,(SC),K.H. Muniyappa,M,INC,321964,G. Mangamma,M,BJP,239182
178,Karnataka,11,Kanakapura,GEN,M.V.Chandrashekara Murthy,M,INC,532910,M. Srinivas,M,BJP,498893
179,Karnataka,By Polls (2002),Kanakapura,GEN,H.D.Devegowda,M,JD(S),581709,D.K.Shivakumar,M,INC,529133
180,Karnataka,12,Bangalore North,GEN,C.K Jaffar Sharief,M,INC,525523,Michael B.Fernandes,M,JD(U),349918
181,Karnataka,13,Bangalore South,GEN,Ananth Kumar,M,BJP,410161,B.K.Hari Prasad,M,INC,344107
182,Karnataka,14,Mandya,GEN,Amaranatha .M.H,M,INC,418110,Krishna,M,JD(S),265930
183,Karnataka,15,Chamarajanagar,(SC),V.Sreenivasaprasad,M,JD(U),311547,A.Siddaraju,M,INC,295401
184,Karnataka,16,Mysore,GEN,Srikantadatta Narasimharaja Wadiyar,M,INC,338051,C.H.Vijayashankar,M,BJP,324620
185,Karnataka,17,Mangalore,GEN,V.Dhananjaya Kumar,M,BJP,353536,M.Veerappa Moily,M,INC,345067
186,Karnataka,18,Udupi,GEN,Vinay Kumar Sorake,M,INC,352326,I.M. Jayaram Shetty,M,BJP,320739
187,Karnataka,19,Hassan,GEN,G.Putta Swamy Gowda,M,INC,398344,H.D.Deve Gowda,M,JD(S),256587
188,Karnataka,20,Chikmagalur,GEN,D.C.Srikantappa,M,BJP,324470,D.M.Putte Gowda,M,INC,294193
189,Karnataka,21,Shimoga,GEN,S.Bangarappa,M,INC,427870,Ayanur Manjunatha,M,BJP,332832
190,Karnataka,22,Kanara,GEN,Alva Margaret,F,INC,356246,Anant Kumar,M,BJP,345655
191,Karnataka,23,Dharwad South,GEN,Prof. I.G. Sanadi,M,INC,355523,B.M.Menasinkai,M,JD(U),316325
192,Karnataka,24,Dharwad North,GEN,Vijay Sankeshwar,M,BJP,345197,Veeranna A.Mattikatti,M,INC,303595
193,Karnataka,25,Belgaum,GEN,Amarsinh Vasantarao Patil,M,INC,383444,Babagouda Patil,M,BJP,333546
194,Karnataka,26,Chikkodi,(SC),Jigajinagi Rameshchandappa,M,JD(U),392450,Kanagali Pradeepkumar Shankaranand,M,INC,307860
195,Karnataka,27,Bagalkot,GEN,R.S. Patil,M,INC,378488,Ajayakumar Sambasadashiv Sarnaik,M,JD(U),302054
196,Karnataka,28,Bijapur,GEN,Basangouda Ramangouda Patil(Yatnal),M,BJP,348816,Gudadinni Laxmibai Basagondappa,M,INC,312177
197,Kerala,1,Kasaragod,GEN,T. Govindan,M,CPM,423564,Khader Mangad,M,INC,391986
198,Kerala,2,Cannanore,GEN,A.P. Abdullakkutty,M,CPM,428390,Mullappally Ramachandran,M,INC,418143
199,Kerala,3,Badagara,GEN,A.K. Premajam,F,CPM,404355,P.M. Suresh Babu,M,INC,378511
200,Kerala,4,Calicut,GEN,K. Muraleedharan,M,INC,383425,C.M. Ibrahim,M,JD(S),333023
201,Kerala,5,Manjeri,GEN,E. Ahamed,M,MUL,437563,Adv. I.T. Najeeb,M,CPM,314152
202,Kerala,6,Ponnani,GEN,G.M. Banatwalla,M,MUL,372572,P.P. Suneer,M,CPI,243094
203,Kerala,7,Palghat,GEN,N.N.Krishnadas,M,CPM,372536,M.T. Padma,M,INC,341769
204,Kerala,8,Ottapalam,(SC),S. Ajayakumar,M,CPM,359758,Pandalam Sudhakaran,M,INC,346043
205,Kerala,9,Trichur,GEN,A.C. Jose,M,INC,343793,V.V. Raghavan,M,CPI,332161
206,Kerala,10,Mukundapuram,GEN,K. Karunakaran,M,INC,397156,E.M. Sreedharan,M,CPM,344693
207,Kerala,11,Ernakulam,GEN,Adv. George Eden,M,INC,394058,Mani Vithayathil,M,IND,282753
208,Kerala,By Polls (2003),Ernakulam,GEN,Dr.Sebastian Paul,M,IND,335308,M.O.John,M,INC,313176
209,Kerala,12,Muvattupuzha,GEN,Adv. P.C. Thomas,M,KEC(M),357402,Adv. P.M. Ismail,M,CPM,280463
210,Kerala,13,Kottayam,GEN,Suresh Kurup,M,CPM,344296,P.C. Chacko,M,INC,333697
211,Kerala,14,Idukki,GEN,K. Francis George,M,KEC,365313,Prof. P.J.Kurian,M,INC,356015
212,Kerala,15,Alleppey,GEN,V.M. Sudheeran,M,INC,392700,Murali,M,CPM,357606
213,Kerala,16,Mavelikkara,GEN,Ramesh Chennithala,M,INC,310455,Prof. Ninan Koshy,M,IND,277012
214,Kerala,17,Adoor,(SC),Kodikunnil Suresh,M,INC,337003,Chengara Surendran,M,CPI,314997
215,Kerala,18,Quilon,GEN,P. Rajendran,M,CPM,351869,M.P. Gangadharan,M,INC,332585
216,Kerala,19,Chirayinkil,GEN,Varkala Radhakrishnan,M,CPM,309304,M.I. Shanavas,M,INC,306176
217,Kerala,20,Trivandrum,GEN,Advocate V.S. Sivakumar,M,INC,288390,Kaniyapuram Ramachandran,M,CPI,273905
218,Madhya Pradesh,1,Morena,(SC),Ashok Chhaviram  Argal,M,BJP,210790,Gopal Das,M,INC,148564
