,State,PC No.,PC Name,Category,Winner,Gender,Party,Vote,Runner Up,Gender,Party,Vote
19,Andhra Pradesh,20,Tirupati,(SC),Pasala Penchalaiah,M,INC(I),241965,Balakrishnaiah Tambura,M,JNP,86659
20,Andhra Pradesh,21,Chittoor,GEN,P. Rajagopal Naidu,M,INC(I),232249,N. P. Chengalraya Nayudu,M,JNP,172402
21,Andhra Pradesh,22,Rajampet,GEN,P. Parthasarathy,M,INC(I),189311,Rathnasabapathy Bandaru,M,INC(U),147910
22,Andhra Pradesh,23,Cuddapah,GEN,K. Obul Reddy,M,INC(I),256204,P. V. S. Murthy,M,JNP,205658
23,Andhra Pradesh,24,Hindupur,GEN,P. Bayapa Reddy,M,INC(I),172401,K. Rama Chandra Reddi,M,JNP,93962
24,Andhra Pradesh,25,Anantapur,GEN,Darur Pullaiah,M,INC(I),171838,D. Narayanaswmy,M,JNP,98561
25,Andhra Pradesh,26,Kurnool,GEN,K. Vijayabhaskara Reddi,M,INC(I),231889,Nasir Ahmed,M,JNP,27040
26,Andhra Pradesh,27,Nandyal,GEN,P. Venkata Subbaiah,M,INC(I),219606,Asif Pasha,M,INC(U),141228
27,Andhra Pradesh,28,Nagarkurnool,(SC),Anantharamulu Mallu,M,INC(I),230364,M. Bheeshamdev,M,JNP,80405
28,Andhra Pradesh,29,Mahabubnagar,GEN,Mallikarjun,M,INC(I),241665,J. Rameshwar Rao,M,INC(U),89004
29,Andhra Pradesh,30,Hyderabad,GEN,K.S. Narayana,M,INC(I),166868,Ale Narendra,M,JNP,135304
30,Andhra Pradesh,31,Secunderabad,GEN,P. Shiv Shanker,M,INC(I),186238,M. Sreedhar Reddy,M,JNP,157715
31,Andhra Pradesh,32,Siddipet,(SC),Nandi Yellaiah,M,INC(I),247670,Babu Rao,M,JNP(S),55138
32,Andhra Pradesh,33,Medak,GEN,Indira Gandhi,M,INC(I),301577,S. Jaipal Reddy,M,JNP,82453
33,Andhra Pradesh,34,Nizamabad,GEN,M. Ramgopal Reddy,M,INC(I),248283,K. M. Khan,M,JNP,47968
34,Andhra Pradesh,35,Adilabad,GEN,G. Narasimha Reddy,M,INC(I),234300,P. Rajeshwar Rao,M,JNP,52345
35,Andhra Pradesh,36,Peddapalli,(SC),K. Rajamallu,M,INC(I),198106,P. Rajalingaiah,M,CPI,88266
36,Andhra Pradesh,37,Karimnagar,GEN,M.Satyanarayana Rao,M,INC(I),201777,Chennamaneni Vidya Sagar Rao,M,JNP,45449
37,Andhra Pradesh,38,Hanamkonda,GEN,P. V. Narsimha Rao,M,INC(I),257961,Janardhan Reddy P,M,INC(U),95012
38,Andhra Pradesh,39,Warangal,GEN,Md. Kamaloddin Ahmed,M,INC(I),265042,T. Purshotham Rao,M,INC(U),143000
39,Andhra Pradesh,40,Khammam,GEN,Kondala Rao Jalagam,M,INC(I),201559,Upendraiah Samineni,M,INC(U),106076
40,Andhra Pradesh,41,Nalgonda,GEN,T. Damodar Reddy,M,INC(I),220952,B. Dharma Bhiksham,M,CPI,167283
41,Andhra Pradesh,42,Miryalguda,GEN,G. S. Reddy,M,INC(I),221980,B. Narasimha Reddy,M,CPM,173973
42,Arunachal Pradesh,1,Arunachal West,GEN,Prem Khandu Thungon,M,INC(I),41736,Kuru Hasang,M,PPA,37381
43,Arunachal Pradesh,2,Arunachal East,GEN,Sobeng Tayeng,M,INC(I),34864,Bakin Pertin,M,PPA,32429
44,Assam,1,Karimganj,(SC),Nihar Ranjan Laskar,M,INC(I),130933,Kamdeb Das,M,CPM,58146
45,Assam,2,Silchar,GEN,Santosh Mohan Dev (Rana Dev),M,INC(I),192426,Rashida Haque Chaudhury,M,INC(U),173820
46,Bihar,1,Bagaha,(SC),Bhola Raut,M,INC(I),176888,Narsing Baitha,M,INC(U),53490
47,Bihar,2,Bettiah,GEN,Kedar Pandey,M,INC(I),172019,Fazlur Rahman,M,JNP(S),67294
48,Bihar,3,Motihari,GEN,Kamla Mishra Madhukar,M,CPI,130228,Prabhawati Gupta,M,INC(I),124722
49,Bihar,4,Gopalganj,GEN,Nagina Rai,M,INC(I),159823,Dwarka Nath Tiwari,M,JNP,96003
50,Bihar,5,Siwan,GEN,M. Yusuf,M,INC(I),131297,Mrityunjay Prasad Verma,M,JNP,115698
51,Bihar,6,Maharajganj,GEN,Krishna Pratap Singh,M,INC(I),144744,Ramdeo Singh,M,JNP,113812
52,Bihar,7,Chapra,GEN,Satyadeo Singh,M,JNP,160054,Lallu Prasad,M,JNP(S),151273
53,Bihar,8,Hajipur,(SC),Ram Vilas Paswan,M,JNP(S),266428,Medni Paswan,M,JNP,120589
54,Bihar,9,Vaishali,GEN,Kishroi Sinha,M,JNP,121655,Laliteshwar Prasad Sahi,M,INC(I),118324
55,Bihar,10,Muzaffarpur,GEN,George Farnandes,M,JNP(S),195510,Digvijay Narain Singh,M,JNP,172401
56,Bihar,11,Sitamarhi,GEN,Baliram Bhagat,M,INC(U),213245,Shashi Shekhareshwar Pd. Narain Singh,M,INC(I),180996
57,Bihar,12,Sheohar,GEN,Ram Dulari Singh,M,INC(I),174188,Hari Kishore Singh,M,INC(U),122796
58,Bihar,13,Madhubani,GEN,Shafiqullah Ansari,M,INC(I),185427,Bhogendra Jha,M,CPI,182204
59,Bihar,By Polls (1980),Madhubani,GEN,B.Jha,M,CPI,231874,M.R.Z.Ajazi,M,INC(I),169648
60,Bihar,14,Jhanjharpur,GEN,Dhanik Lal Mandal,M,JNP(S),202710,Jagannath Mishra,M,INC(I),157227
61,Bihar,15,Darbhanga,GEN,Hari Nath Mishra,M,INC(I),225584,Hukmdeo Narayan Yadav,M,JNP(S),167383
62,Bihar,16,Rosera,(SC),Baleshwar Ram,M,INC(I),222607,Ram Sewak Hazari,M,JNP(S),203212
63,Bihar,17,Samastipur,GEN,Ajit Kumar Mehta,M,JNP(S),236436,K. K. Mandal,M,INC(I),149912
64,Bihar,18,Barh,GEN,Dharmvir Singh,M,INC(U),192407,Kamla Devi,F,JNP,160801
65,Bihar,19,Balia,GEN,Surya Narayan Singh,M,CPI,131670,Chandrabhanu Devi,F,INC(I),129770
66,Bihar,20,Saharsa,GEN,Kamal Nath Jha,M,INC(I),195337,Vinayak Pd. Yadav,M,JNP(S),194082
67,Bihar,21,Madhepura,GEN,Rajendra Pd. Yadav,M,INC(U),204022,Ramendra Kumar Yadav Ravi,F,INC(I),146524
68,Bihar,22,Araria,(SC),Dumar Lal Baitha,M,INC(I),189309,Nawal Kishore Bharti,M,JNP(S),126485
69,Bihar,23,Kishanganj,GEN,Zamilur Rahman,M,INC(I),170662,Halimuddin Ahmad,M,JNP,71613
70,Bihar,24,Purnia,GEN,Madhuri Singh,M,INC(I),163022,Niyanand Arya,M,JNP(S),101066
71,Bihar,25,Katihar,GEN,Shah Tarique Anwar,M,INC(I),138099,Yuvraj,M,JNP,99943
72,Bihar,26,Rajmahal,(ST),Seth Hemrem,M,INC(I),89661,Palu Hasda,M,JNP,49471
73,Bihar,27,Dumka,(ST),Shibu Siren,M,IND,112160,Prithivi Chand Kisku,M,INC(I),108647
74,Bihar,28,Godda,GEN,Samin Udin,M,INC(I),127223,Jagdambi Prasad Yadav,M,JNP,96881
75,Bihar,29,Banka,GEN,Chandra Shekhar Singh,M,INC(I),171781,Limaye Madhu,M,JNP(S),95358
76,Bihar,30,Bhagalpur,GEN,Bhagwat Jha Azad,M,INC(I),175995,Jageshwar Mandal,M,JNP(S),99310
77,Bihar,31,Khagaria,GEN,Satish Pd. Singh,M,INC(I),170264,Sumitra Devi,F,JNP(S),116495
78,Bihar,32,Monghyr,GEN,Devendra Prasad Yadav,M,INC(U),202181,Tarini Prasad Singh,M,INC(I),138048
79,Bihar,33,Begusarai,GEN,Krishna Shahi,M,INC(I),272234,Shyam Nandan Mishra,M,JNP(S),99511
80,Bihar,34,Nalanda,GEN,Vijay Kumar Yadav,M,CPI,198959,Sidheshwar Prasad,M,INC(U),136358
81,Bihar,35,Patna,GEN,Ramavatar Shastri,M,CPI,167290,Mahamaya Pd. Sinha,M,JNP,146877
82,Bihar,36,Arrah,GEN,Chandradeo Prasad Verma,M,JNP(S),158533,Imamul Hai Khan,M,JNP,149584
83,Bihar,37,Buxar,GEN,K. K. Tiwari,M,INC(I),133999,Suraj Prasad,M,CPI,102275
84,Bihar,38,Sasaram,(SC),Jagjiwan Ram,M,JNP,169207,Mahabir Paswan,M,INC(I),118037
85,Bihar,39,Bikramganj,GEN,Tapeshwar Singh,M,INC(I),164271,Ram Awdhesh Singh,M,JNP(S),142885
86,Bihar,40,Aurangabad,GEN,Satyendra Narain Singh,M,JNP,278361,Sidhnath Singh,M,INC(I),103532
87,Bihar,41,Jahanabad,GEN,Mahendara Prasad,M,INC(I),231946,Chandra Shekhar Singh,M,CPI,203804
88,Bihar,42,Nawada,(SC),Kunwar Ram,M,INC(I),183736,Prem Pradeep,M,CPM,127549
89,Bihar,43,Gaya,(SC),Ramswaroop Ram,M,INC(I),148208,Ishwar Chaudhary,M,JNP,114281
90,Bihar,44,Chatra,GEN,Ranjit Singh,M,INC(I),106751,Sukdeo Prasad Verma,M,JNP,61165
91,Bihar,45,Kodarma,GEN,Reet Lal Pd. Verma,M,JNP,108236,Javed Warsi,M,INC(I),85870
92,Bihar,46,Giridih,GEN,Bindeshwari Dubey,M,INC(I),105282,Ramdas Singh,M,JNP,79253
93,Bihar,47,Dhanbad,GEN,A. K. Roy,M,IND,136280,Yogeshwar Prasad 'Yogesh',M,INC(I),120974
94,Bihar,48,Hazaribagh,GEN,Kunwar Basant Narayan Singh,M,JNP,96182,Azima Hussain,M,INC(I),66818
95,Bihar,49,Ranchi,GEN,Shiva Prasad Sahu,M,INC(I),106506,Shiva Kumar Sinha,M,JNP,68380
96,Bihar,50,Jamshedpur,GEN,Rudra Pratap Sarangi,M,JNP,91847,V.G. Gopal,M,JNP,81390
97,Bihar,51,Singhbhum,(ST),Bagun Sumbrui,M,JNP,53463,Theodore Bodra,M,INC(I),36655
98,Bihar,52,Khunti,(ST),Nirel Enem Horo,M,JKD,74279,Karia Munda,M,JNP,54400
99,Bihar,53,Lohardaga,(ST),Kartik Oraon,M,INC(I),129038,Karma Oraon,M,JNP,59692
100,Bihar,By Polls (1982),Lohardaga,(ST),S.Oraon(W),F,INC,134670,L.Oraon,M,BJP,59221
101,Bihar,54,Palamu,(SC),Kamla Kumari,F,INC(I),129013,Ramdeni Ram,M,JNP,83673
102,"Goa, Daman And Diu",1,Panaji,GEN,Rane Sirdessai Sayogita Jaibaa,M,MAG,70730,Kakodkar Purshottam Keshav,M,INC(I),43030
103,"Goa, Daman And Diu",2,Mormugao,GEN,Eduardo Martinho Faleiro,M,INC(U),97539,Gomes David Diogo,M,MAG,56458
104,Gujarat,1,Kutch,GEN,Mehta Mahipatray Mulshanker,M,INC(I),133163,Dava Anantray Devshanker,M,JNP,112212
105,Gujarat,2,Surendranagar,GEN,Digvijaysinh Pratapsinhg Zala,M,INC(I),193632,Parmar Juvansinh Jilubha,M,JNP,109116
106,Gujarat,3,Jamnagar,GEN,Jadeja Dolatsinhji Pratapsinhji,M,INC(I),133978,Vinodbhai B. Sheth,M,JNP,76191
107,Gujarat,4,Rajkot,GEN,Mavani Ramjibhai Bhurabhai,M,INC(I),158220,Shukla Chimanbhai Harilal,M,JNP,104744
108,Gujarat,5,Porbandar,GEN,Odedra Maldeji Mandlikji,M,INC(I),162721,Patel Dharmasinbhai Dahyabhai,M,JNP,102413
109,Gujarat,6,Junagadh,GEN,Patel Mohanlal Laljibhai,M,INC(I),159923,Shah Virendrakumar Jeewanlal,M,JNP,149142
110,Gujarat,7,Amreli,GEN,Ravani Navinchandra Parmananddas,M,INC(I),174241,Jasvant Mehta,M,JNP,74103
111,Gujarat,8,Bhavnagar,GEN,Gohil Gigabhai Bhavubhai,M,INC(I),131082,Shah Jayaben Vajubhai,M,JNP,77153
112,Gujarat,9,Dhandhuka,(SC),Makwana Narsinhbhai Karsanbhai,M,INC(I),181096,Parmar Natvarlal Bhagvandas,M,JNP,94223
113,Gujarat,10,Ahmedabad,GEN,Maganbhai Barot,M,INC(I),248206,Krushnavadan Joshi,M,JNP,140053
114,Gujarat,11,Gandhinagar,GEN,Amrit Mohanal Patel,M,INC(I),241694,Puroshottam Ganesh Navalankar,M,JNP,192477
115,Gujarat,12,Mehsana,GEN,Chaudhary Motibhai Ranchhodbhai,M,JNP,161040,Raval Narendrakumar Mohanlal,M,INC(I),141612
116,Gujarat,13,Patan,(SC),Parmar Hiralal Ranchhoddas,M,INC(I),123864,Chavda Khemchanbhai Somabhai,M,JNP,121110
117,Gujarat,14,Banaskantha,GEN,Bheravdan Khetdanji Gadhavi,M,INC(I),184057,Achhva Kasambhai Mahmadbhai,M,JNP,94570
118,Gujarat,15,Sabarkantha,GEN,Patel Shantubhai Cunibhai,M,INC(I),202194,H.M. Patel,M,JNP,122895
119,Gujarat,16,Kapadvanj,GEN,Solanki Natavarsinhji Kesarisinhji,M,INC(I),182274,Vaghela Shankarji Laxmanji,M,JNP,132178
120,Gujarat,17,Dohad,(ST),Damor Somjibhai Punjabhai,M,INC(I),134226,Minama Govindsinh Lalchandbhai,M,JNP,57103
121,Gujarat,18,Godhra,GEN,Maharaol Jaydeepsinhji Subhagsinhji,M,INC(I),187481,Mody Piloo Homi,M,JNP,124512
122,Gujarat,19,Kaira,GEN,Ajitsinh Fulsinhji Dabhi,M,INC(I),245758,Chauhan Prabhatbhai Hathisinh,M,JNP,138536
123,Gujarat,20,Anand,GEN,Ishvarbhai Khodabhai Chavda,M,INC(I),256897,Mahida Dilipsinh Ashabhai(Vedalankar),M,JNP,142636
124,Gujarat,21,Chhota Udaipur,(ST),Rathawa Amarsinghbhai Viriyabhai,M,INC(I),209984,Rathawa Mohansinh Chhotubhai,M,JNP,137501
125,Gujarat,22,Baroda,GEN,Gaekwad Ranjitsinhji Pratapsinji,M,INC(I),265277,Patel Prabhudas Khushalbhai,M,JNP,169784
126,Gujarat,23,Bharuch,GEN,Patel Ahmedbhai Mohammedbhai,M,INC(I),212847,Deshmukh Chandubhai Shanabhai,M,JNP,130003
127,Gujarat,24,Surat,GEN,Patel Chhaganbhai Devabhai,M,INC(I),234263,Ashok Ranjitram Mehta,M,JNP,207602
128,Gujarat,25,Mandvi,(ST),Gamit Chhitubhai Devjibhai,M,INC(I),177889,Amarsinh Zinabhai Chaudhri,M,JNP,141970
129,Gujarat,26,Bulsar,(ST),Patel Uttambhai Harjibhai,M,INC(I),179241,Jadav Ramubhai Balubhai,M,JNP,153294
130,Haryana,1,Ambala,(SC),Suraj Bhan,M,JNP,145293,Som Nath,M,INC(I),142998
131,Haryana,2,Kurukshetra,GEN,Manohar Lal,M,JNP(S),159196,Bishan Singh,M,JNP,131267
132,Haryana,3,Karnal,GEN,Chiranji Lal,M,INC(I),151786,Sushma Swaraj,M,JNP,129458
133,Haryana,4,Sonipat,GEN,Devi Lal,M,JNP(S),255363,Randhir Singh,M,INC(I),97572
134,Haryana,5,Rohtak,GEN,Inder Vesh,M,JNP(S),219004,Sher Singh,M,JNP,97564
135,Haryana,6,Faridabad,GEN,Tayyab Hussain,M,INC(I),151665,Khurshed Ahmed,M,JNP,151507
136,Haryana,7,Mahendragarh,GEN,Birender Singh,M,INC(I),247238,Ram Bilas,M,JNP,155891
137,Haryana,8,Bhiwani,GEN,Bansi Lal,M,INC(I),194437,Balwant Rai Tayal,M,JNP,144366
138,Haryana,9,Hisar,GEN,Mani Ram S/O Harji Ram,M,JNP(S),192074,Mani Ram S/O Ramjas,M,INC(I),99363
139,Haryana,10,Sirsa,(SC),Dalbir Singh,M,INC(I),153233,Phool Chand,M,JNP(S),131732
140,Himachal Pradesh,1,Shimla,(SC),Krishan Dutt,M,INC(I),136841,Balak Ram,M,JNP,101707
141,Himachal Pradesh,2,Mandi,GEN,Vir Bahadur Singh,M,INC(I),166949,Ganga Singh,M,JNP,108595
142,Himachal Pradesh,3,Kangra,GEN,Vikram Chand Mahajan,M,INC(I),148946,Sarvan Kumar Chaudhari,M,JNP,118016
143,Himachal Pradesh,4,Hamirpur,GEN,Narain Chand,M,INC(I),200282,Ranjit Singh,M,JNP,127848
144,Jammu And Kashmir,1,Baramulla,GEN,Khawaja Mubarak Shah,M,JKN,178533,Muzaffar Hussain Beg,M,IND,75256
145,Jammu And Kashmir,2,Srinagar,GEN,Farooq Abdullah,M,JKN,,Uncontested,,,
146,Jammu And Kashmir,3,Anantnag,GEN,Gh. Rasool Kochak,M,JKN,179020,Ali Mohd. Naik,M,IND,95050
147,Jammu And Kashmir,4,Ladakh,GEN,Phuntsog Namgyal,M,IND,20314,Kacho Habib Ullah Khan,M,JKN,14262
148,Jammu And Kashmir,5,Udhampur,GEN,Karan Singh,M,INC(U),176757,Devi Das Thakur,F,JKN,121328
149,Jammu And Kashmir,6,Jammu,GEN,Girdhari Lal Dogra,M,INC(I),249760,Thakur Baldev Singh,M,JKN,115503
150,Karnataka,1,Bidar,(SC),Narsing Hulla,M,INC(I),158817,Shankar Dev,M,JNP,53409
151,Karnataka,2,Gulbarga,GEN,Dharamsingh,M,INC(I),174398,Vaijnath Patil,M,JNP,56422
152,Karnataka,By Polls (1980),Gulbarga,GEN,C.M.Stephen,M,INC(I),150665,B.R.Gouda,M,JNP,76985
153,Karnataka,3,Raichur,GEN,B.V. Desai,M,INC(I),175888,Raja Pid Naik,M,INC(U),46838
154,Karnataka,4,Koppal,GEN,H.G. Ramulu,M,INC(I),248077,"H,R. Basavaraj",M,INC(U),86274
155,Karnataka,5,Bellary,GEN,R.Y. Ghorpade,M,INC(I),234792,M.Y. Ghorpade,M,INC(U),98755
156,Karnataka,6,Davanagere,GEN,T.V. Chandrashekharappa,M,INC(I),238506,Kondajji Basappa,M,JNP,97510
157,Karnataka,7,Chitradurga,GEN,K. Mallanna,M,INC(I),215180,B.L. Gowda,M,JNP,105819
158,Karnataka,8,Tumkur,GEN,K. Lakkappa,M,INC(I),243229,S. Mallikarjuniah,M,JNP,126168
159,Karnataka,9,Chikkaballapur,GEN,S.N. Prasan Kumar,M,INC(I),234172,Lakshminarasimhaiah,M,JNP,87229
160,Karnataka,10,Kolar,(SC),G.Y. Krishnan,M,INC(I),182241,T. Channaiah,M,JNP,84729
161,Karnataka,11,Kanakapura,GEN,M.V. Chandrasekhara Murthy,M,INC(I),252383,M.V. Rajasekharan,M,JNP,123879
162,Karnataka,12,Bangalore North,GEN,C.K. Jaffar Sharief,M,INC(I),219108,B. Channabyregowda,M,JNP,102573
163,Karnataka,13,Bangalore South,GEN,T.R. Shamanna,M,JNP,198390,D.P. Sharma,M,INC(I),195663
164,Karnataka,14,Mandya,GEN,S.M. Krishna,M,INC(I),223675,C. Bandegowda,M,JNP,108333
165,Karnataka,15,Chamarajanagar,(SC),V. Sreenivasa Prasad,M,INC(I),228748,B. Rachaiah,M,INC(U),118287
166,Karnataka,16,Mysore,GEN,M. Rajashekaramurthy,M,INC(I),195724,H.D. Tulsidasappa,M,INC(U),112688
167,Karnataka,17,Mangalore,GEN,Janardhana Poojari,M,INC(I),249283,Karambally Sanjeeva Shetty,M,JNP,120386
168,Karnataka,18,Udupi,GEN,Oscar Fernandes,M,INC(I),261738,V.S. Acharya,M,JNP,101769
169,Karnataka,19,Hassan,GEN,H.N. Nanjegowda,M,INC(I),219969,B.B. Shivappa,M,JNP,125221
170,Karnataka,20,Chikmagalur,GEN,D.M. Puttegowda,M,INC(I),239522,K.M. Thammaiah,M,JNP,75386
171,Karnataka,21,Shimoga,GEN,S.T. Quadri,M,INC(I),246328,D.H. Shankara Murthy,M,JNP,94530
172,Karnataka,22,Kanara,GEN,Naik Devaray G.,M,INC(I),240431,Deshpande Raghunath Vishwanathrao,M,JNP,123731
173,Karnataka,23,Dharwad South,GEN,Mohsin Fakruddinsab Hussensab,M,INC(I),226083,Banakar Basavannappa Gadlappa,M,INC(U),75050
174,Karnataka,24,Dharwad North,GEN,D.K. Naikar,M,INC(I),208269,Mahishi Sarojini Bindurao,F,JNP,111575
175,Karnataka,25,Belgaum,GEN,Sidnal Shanmukhappa Basappa,M,INC(I),217527,Anand Balakrishna Gogate,M,IND,76330
176,Karnataka,26,Chikkodi,(SC),B. Shankaranand,M,INC(I),212092,Kamble Dinakar Devendra,M,INC(U),66008
177,Karnataka,27,Bagalkot,GEN,Veerendra Patil,M,INC(I),245812,Hundekar Totappa Malleshappa,M,JNP,91839
178,Karnataka,28,Bijapur,GEN,Choudhari Kalingappa Bhimanna,M,INC(I),167091,Khed Ningappa Siddappa,M,JNP,156529
179,Kerala,1,Kasaragod,GEN,M. Ramanna Rai,M,CPM,263673,O. Rajagopal,M,JNP,190086
180,Kerala,2,Cannanore,GEN,K. Kunhambu,M,INC(U),257812,N. Ramakrishnan,M,INC(I),184555
181,Kerala,3,Badagara,GEN,K.P. Unnikrishnan,M,INC(U),271796,Mullappally Ramachandran,M,INC(I),230114
182,Kerala,4,Calicut,GEN,E. K. Imbichi Bava,M,CPM,226940,Arangil Sreeedharan,M,JNP,186245
183,Kerala,5,Manjeri,GEN,Ebrahim Sulaiman Sait,M,MUL,231401,K. Moideenkutty Haji (Bava Haji),M,IML,196820
184,Kerala,6,Ponnani,GEN,Banatwala Gulam Mehmood,M,MUL,222834,Ariadan Mohamed,M,INC(U),171971
185,Kerala,7,Palghat,GEN,V.S. Vijaya Raghavan,M,INC(I),204355,T. Sivadasa Menon,M,CPM,192267
186,Kerala,8,Ottapalam,(SC),A.K. Balan,M,CPM,203256,V. Eacharan,M,INC(I),179848
187,Kerala,9,Trichur,GEN,K. A. Rajan,M,CPM,195343,P.P. George,M,INC(I),152192
188,Kerala,10,Mukundapuram,GEN,Balanandan,M,CPM,227235,C.G. Kumaran,M,IND,162104
189,Kerala,11,Ernakulam,GEN,Xavier Varghese Arakal,M,INC(I),189225,Henry Austin,M,INC(U),186723
190,Kerala,12,Muvattupuzha,GEN,George Joseph (Baby Mundackal),M,IND,172651,George J. Mathew,M,KEC,168321
191,Kerala,13,Kottayam,GEN,Skaria Thomas,M,KEC,188676,K.M. Chandy,M,INC(I),183301
192,Kerala,14,Idukki,GEN,M.M. Lawrence,M,CPM,184919,T.S. John,M,IND,177886
193,Kerala,15,Alleppey,GEN,Suseela Gopalana,M,CPM,260754,Omana Pillai,M,JNP,145990
194,Kerala,16,Mavelikkara,GEN,P. J. Kurien,M,INC(U),226645,Thevally Madhavan Pillai,M,IND,163523
195,Kerala,17,Adoor,(SC),P. K. Kodiyan,M,CPI,170433,R. Achuthan,M,INC(I),145034
196,Kerala,18,Quilon,GEN,B. K. Nair,M,INC(I),222148,N. Sreekantan Nair,M,RSP,185562
197,Kerala,19,Chirayinkil,GEN,A. A. Rahim,M,INC(I),185596,Vayalar Ravi,M,INC(U),179533
198,Kerala,20,Trivandrum,GEN,A. Neelalohithadasan Nadar,M,INC(I),273818,M. N. Govindan Nair,M,CPI,166761
199,Madhya Pradesh,1,Morena,(SC),Babulal Solanki,M,INC(I),113837,Chhaviram Argal,M,JNP,81783
200,Madhya Pradesh,2,Bhind,GEN,Kalicharan Sharma,M,INC(I),105806,Rama Shankar Singh,M,JNP(S),95770
201,Madhya Pradesh,3,Gwalior,GEN,Narayan Krishnarao Shejwalkar,M,JNP,143616,Rajendra Singh,M,INC(I),118136
202,Madhya Pradesh,4,Guna,GEN,Madhavrao Seindia,M,INC(I),203176,Naresh Johri Balakram,M,JNP,87050
203,Madhya Pradesh,5,Sagar,(SC),Sahodrabai Rai,F,INC(I),191204,Narmada Prasad Babulal,M,JNP,119453
204,Madhya Pradesh,By Polls (1981),Sagar,(SC),R.P.Ahirwar,M,BJP,143620,R.L.Thakkar,M,INC,139595
205,Madhya Pradesh,6,Khajuraho,GEN,Chaturvedi Vidyawati,M,INC(I),139246,Laxmi Narain Nayak,M,JNP,92810
206,Madhya Pradesh,7,Damoh,GEN,Prabhunarayan Ramdhan,M,INC(I),161492,Vijaykumar Malaya,M,JNP,107967
207,Madhya Pradesh,8,Satna,GEN,Gulsher Ahmed,M,INC(I),169514,Sukhendra Singh,M,JNP,117395
208,Madhya Pradesh,9,Rewa,GEN,Maharaja Martand Singh,M,IND,294234,Yamuna Prasad Shastri,M,JNP,55883
209,Madhya Pradesh,10,Sidhi,(ST),Moti Lal Singh,M,INC(I),143427,Sita Pratap Singh,M,JNP,72742
210,Madhya Pradesh,11,Shahdol,(ST),Dalbir Singh,M,INC(I),126011,Kundan Singh,M,JNP,69527
211,Madhya Pradesh,12,Surguja,(ST),Chakaradhari,M,INC(I),128284,Larang Sai,M,JNP,65995
212,Madhya Pradesh,13,Raigarh,(ST),Pushpa Devi Singh,F,INC(I),137129,Narhari Prasad Sai,M,JNP,56034
213,Madhya Pradesh,14,Janjgir,GEN,Ramgopal Tiwari,M,INC(I),129770,Madan Bhaiya,M,JNP,65460
