,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year,Party_clean
192,Kerala,7,Palghat,GEN,V. S. Vijayaraghavan,M,INC,287170,T. Sivadasa Menon,M,CPM,249017,38153,1984,INC
193,Kerala,8,Ottapalam,SC,K. R. Narayanan,M,INC,290177,A. K. Balan,M,CPM,234607,55570,1984,INC
194,Kerala,9,Trichur,GEN,P. A. Antony,M,INC,268683,V. V. Raghavan,M,CPI,217393,51290,1984,INC
195,Kerala,10,Mukundapuram,GEN,K. Mohandas,M,KCJ,290594,M. M. Lawrence,M,CPM,246209,44385,1984,KCJ
196,Kerala,11,Ernakulam,GEN,K. V. Thomas,M,INC,277374,A. A. Kochunny Master,M,ICS,207050,70324,1984,INC
197,Kerala,12,Muvattupuzha,GEN,George Joseph Mundakkal (Baby),M,KCJ,307519,P. P. Esthose,M,CPM,199319,108200,1984,KCJ
198,Kerala,13,Kottayam,GEN,Suresh Kurup,M,CPI,264444,Skaria Thomas,M,KEC,258591,5853,1984,CPI
199,Kerala,14,Idukki,GEN,P. J. Kurian,M,INC,308056,C. A. Kurian,M,CPI,177432,130624,1984,INC
200,Kerala,15,Alleppey,GEN,Vakkon Purushothaman,M,INC,303732,Suseela Gopalan,F,CPM,265968,37764,1984,INC
201,Kerala,16,Mavelikkara,GEN,Thampan Thomas,M,JNP,232339,T. N. Upendranatha Kurup,M,IND,231052,1287,1984,JNP
202,Kerala,17,Adoor,SC,K. K. Kunhambu,M,INC,273463,P. K. Raghavan,M,CPI,222491,50972,1984,INC
203,Kerala,18,Quilon,GEN,S. Krishna Kumar,M,INC,279728,R. S. Unni,M,IND,259371,20357,1984,INC
204,Kerala,19,Chirayinkil,GEN,Thalekkunnil Basheer,M,INC,266230,K. Sudhakaran,M,CPM,234765,31465,1984,INC
205,Kerala,20,Trivandrum,GEN,A. Charles,M,INC,239791,A. Neela Lohithadasan Nadar,M,LKD,186353,53438,1984,INC
206,Madhya Pradesh,1,Morena,SC,Kammodilal Jatav,M,INC,157683,Munsilal,M,BJP,136115,21568,1984,INC
207,Madhya Pradesh,2,Bhind,GEN,Krishna Singh,M,INC,194160,Vasundhara Raje,F,BJP,106757,87403,1984,INC
208,Madhya Pradesh,3,Gwalior,GEN,Madhavrao Jiwajirao Scindia,M,INC,307735,Atal Behari,M,BJP,132141,175594,1984,INC
209,Madhya Pradesh,4,Guna,GEN,Mahendra Singh,M,INC,229091,Udhav Singh,M,BJP,88611,140480,1984,INC
210,Madhya Pradesh,5,Sagar,SC,Nandlal Choudhary,M,INC,228673,Ramprasad Ahirwar,M,BJP,141232,87441,1984,INC
211,Madhya Pradesh,6,Khajuraho,GEN,Chaturvedi Vidyawati,F,INC,195820,Uma Bharti,F,BJP,144994,50826,1984,INC
212,Madhya Pradesh,7,Damoh,GEN,Dal Chandra Jain,M,INC,227570,Narendra Singh Yadvendra Singh,M,BJP,177301,50269,1984,INC
213,Madhya Pradesh,8,Satna,GEN,Aziz Qureshi,M,INC,224684,Brijendra Pathak,M,BJP,125374,99310,1984,INC
214,Madhya Pradesh,9,Rewa,GEN,Martand Singh,M,INC,223619,Yamuna Prasad Shastri,M,JNP,106790,116829,1984,INC
215,Madhya Pradesh,10,Sidhi,ST,Motilal Singh,M,INC,223248,Jagannath Singh,M,BJP,103279,119969,1984,INC
216,Madhya Pradesh,11,Shahdol,ST,Dalbir Singh,M,INC,193579,Gyan Singh,M,BJP,53322,140257,1984,INC
217,Madhya Pradesh,12,Surguja,ST,Vijai Pratap Singh,M,INC,180878,Larang Sai,M,BJP,93708,87170,1984,INC
218,Madhya Pradesh,13,Raigarh,ST,Pushpa Devi,F,INC,216777,Nand Kumar Sai,M,BJP,103986,112791,1984,INC
219,Madhya Pradesh,14,Janjgir,GEN,Prabhat Kumar Mishra,M,INC,213710,Badri Dhar Diwan,M,BJP,61530,152180,1984,INC
220,Madhya Pradesh,15,Bilaspur,SC,Khelan Ram Jangde,M,INC,213395,Govindram Miri,M,BJP,99128,114267,1984,INC
221,Madhya Pradesh,16,Sarangarh,SC,Parasram Bharadwaj,M,INC,232861,Reshamlal Jangde,M,BJP,67682,165179,1984,INC
222,Madhya Pradesh,17,Raipur,GEN,Kaiyur Bhushan,M,INC,223192,Ramesh Bais,M,BJP,119151,104041,1984,INC
223,Madhya Pradesh,18,Mahasamund,GEN,Vidyacharan Shukla,M,INC,233325,Ramesh,M,BJP,94185,139140,1984,INC
224,Madhya Pradesh,19,Kanker,ST,Arvind Netam,M,INC,225545,Aghan Singh Thakur,M,BJP,89358,136187,1984,INC
225,Madhya Pradesh,20,Bastar,ST,Mankuram Sodi,M,INC,118729,Mahendra Karma,M,CPI,42419,76310,1984,INC
226,Madhya Pradesh,21,Durg,GEN,Chandulal Chandrakar,M,INC,311000,Dharampal Singh Gupta,M,BJP,138406,172594,1984,INC
227,Madhya Pradesh,22,Rajnandgaon,GEN,Shivendra Bahadur Singh,M,INC,165891,Kishorilal Shukla,M,IND,64838,101053,1984,INC
228,Madhya Pradesh,23,Balaghat,GEN,Nandkishore Sharma,M,INC,169497,Lochanlal Narayan Thakre,M,BJP,101380,68117,1984,INC
229,Madhya Pradesh,24,Mandla,ST,Mohan Lal,M,INC,198095,Shyamlal Dhurve,M,BJP,69787,128308,1984,INC
230,Madhya Pradesh,25,Jabalpur,GEN,Ajay Narayan Mushran,M,INC,256911,Babhurao Paranjpe,M,BJP,134588,122323,1984,INC
231,Madhya Pradesh,26,Seoni,GEN,Gargishanker Mishra,M,INC,190241,Mahesh Prasad,M,BJP,138191,52050,1984,INC
232,Madhya Pradesh,27,Chhindwara,GEN,Kamal Nath,M,INC,234846,Batra Ram Kishan,M,BJP,81021,153825,1984,INC
233,Madhya Pradesh,28,Betul,GEN,Aslam Sherkhan,M,INC,147190,M. N. Buch,M,IND,109240,37950,1984,INC
234,Madhya Pradesh,29,Hoshangabad,GEN,Rameshwar Nikhra,M,INC,238358,Nageen Kochar,M,BJP,167779,70579,1984,INC
235,Madhya Pradesh,30,Bhopal,GEN,K. N. Pradhan,M,INC,240717,Laxmi Narayan Sharma,M,BJP,112053,128664,1984,INC
236,Madhya Pradesh,31,Vidisha,GEN,Pratapbhanu Krishna Gopal,M,INC,205437,Raghavji,M,BJP,195884,9553,1984,INC
237,Madhya Pradesh,32,Rajgarh,GEN,Digvijai Singh,M,INC,277435,Jamnalal,M,BJP,125338,152097,1984,INC
238,Madhya Pradesh,33,Shajapur,SC,Bapulal Malviya,M,INC,257753,Phoolchand Verma,M,BJP,187477,70276,1984,INC
239,Madhya Pradesh,34,Khandwa,GEN,Kalicharan Ramratan,M,INC,239563,Arif Beg Karamat Beg,M,BJP,152093,87470,1984,INC
240,Madhya Pradesh,35,Khargone,GEN,Subhash Yadav,M,INC,229669,Rameshwar Patidar,M,BJP,162467,67202,1984,INC
241,Madhya Pradesh,36,Dhar,ST,Pratapsingh Baghel,M,INC,264577,Dheerendrasingh Lachhamansingh,M,BJP,129222,135355,1984,INC
242,Madhya Pradesh,37,Indore,GEN,Prakash Chand Sethi,M,INC,272122,Rajendra Nilkanth Dharkar,M,BJP,181296,90826,1984,INC
243,Madhya Pradesh,38,Ujjain,SC,Satyanarayan Pawar,M,INC,226342,Satyanarayan Jatiya,M,BJP,183983,42359,1984,INC
244,Madhya Pradesh,39,Jhabua,ST,Dileep Singh Bhurio,M,INC,216786,Bhagwan Singh Chauhan,M,BJP,82254,134532,1984,INC
245,Madhya Pradesh,40,Mandsaur,GEN,Balkavi Bairagi,M,INC,292131,Laxmi Narayan Pandey,M,BJP,232368,59763,1984,INC
246,Maharashtra,1,Rajapur,GEN,Madhu Dandavate,M,JNP,182034,Bhai Sawant,M,INC,155903,26131,1984,JNP
247,Maharashtra,2,Ratnagiri,GEN,Husen Dalwai,M,INC,167859,Natu Shridhar Dattatrey,M,BJP,144014,23845,1984,INC
248,Maharashtra,3,Kolaba,GEN,D. B. Patil,M,PWP,211194,A. R. Antulay,M,IND,173270,37924,1984,PWP
249,Maharashtra,4,Mumbai-South,GEN,Deora Murli,M,INC,200152,Jayawantiben Navinchandra Mehta,F,BJP,94874,105278,1984,INC
250,Maharashtra,5,Mumbai-South-Central,GEN,Datta Samant,M,IND,158841,Deshpande Roza Vidyadhar,F,IND,86230,72611,1984,IND
251,Maharashtra,6,Mumbai-North-Central,GEN,Dighe Sharad Shankar,M,INC,211443,Manohar Joshi,M,BJP,79345,132098,1984,INC
252,Maharashtra,7,Mumbai-North-East,GEN,Gurudas Kamat,M,INC,273847,Pramod Mahajan,M,BJP,177573,96274,1984,INC
253,Maharashtra,8,Mumbai-North-West,GEN,Sunil Dutt,M,INC,308989,Ram Jethmalani,M,BJP,154349,154640,1984,INC
254,Maharashtra,9,Mumbai-North,GEN,Anoopchand Khimchand Shah,M,INC,275522,Ravinder Verma,M,JNP,175398,100124,1984,INC
255,Maharashtra,10,Thane,GEN,Ghopal Shantaram Gopal,M,INC,328709,Patil Jagannath Shivram,M,BJP,213319,115390,1984,INC
256,Maharashtra,11,Dahanu,ST,Shingada Damu Barku,M,INC,166655,Lahanu Shidava,M,CPM,96935,69720,1984,INC
257,Maharashtra,12,Nashik,GEN,Mane Murlidhar Pandurang,M,INC,197428,Pralhad Namdeo Patilkarad,M,ICS,159882,37546,1984,INC
258,Maharashtra,13,Mgaon,ST,Bhoye Sitaram Sayaji,M,INC,202424,Mahale Hari Shankar,M,JNP,164149,38275,1984,INC
259,Maharashtra,14,Dhule,ST,Bhoye Reshama Motiram,M,INC,219323,Valvi Kuwarsing Fulzi,M,BJP,153391,65932,1984,INC
260,Maharashtra,15,Nandurbar,ST,Gavit Manikrao Holdya,M,INC,254327,Vasave Zina Shamya,M,JNP,96808,157519,1984,INC
261,Maharashtra,16,Erandol,GEN,Vijaykumar Naval Patil,M,INC,221522,Patil Brijlal Bhutta,M,JNP,156367,65155,1984,INC
262,Maharashtra,17,Jalgaon,GEN,Mahajan Yadav Shivram,M,INC,231537,Patil Pralhadrao Eknathrao,M,ICS,177072,54465,1984,INC
263,Maharashtra,18,Buldhana,SC,Wasnik Mukul Balkrishna,M,INC,166281,Kale Sukhdev Nandji,M,ICS,118223,48058,1984,INC
264,Maharashtra,19,Akola,GEN,Madhusudan Atmaram Vairale,M,INC,178874,Ambedkar Prakash Yeshwant,M,IND,165064,13810,1984,INC
265,Maharashtra,20,Washim,GEN,Ghulam Nabi Azad,M,INC,197822,Rathod Gokuldas Dekhsing,M,ICS,187463,10359,1984,INC
266,Maharashtra,21,Amravati,GEN,Choudhary Ushatai Prakash,F,INC,217910,Tasar Sharad Motiram,M,ICS,96164,121746,1984,INC
267,Maharashtra,22,Ramtek,GEN,Narsimha Rao P. V.,M,INC,290905,Gedam Shankarrao Daulatrao,M,ICS,104933,185972,1984,INC
268,Maharashtra,23,Nagpur,GEN,Banwarilal Bhagwandas Purohit,M,INC,293739,Khobragde Shyam Dewaji,M,RPK,163056,130683,1984,INC
269,Maharashtra,24,Bhandara,GEN,Keshaorao Atmaramji Pardhi,M,INC,249195,Mankar Laxmanrao Bisanlal,M,BJP,127491,121704,1984,INC
270,Maharashtra,25,Chimur,GEN,Muttemwar Vilas Baburao,M,INC,282404,Ramteke Harichandra Sadashio,M,IND,110304,172100,1984,INC
271,Maharashtra,26,Chandrapur,GEN,Potdukhe Shantaram Rajeshwar,M,INC,249994,Dada Deshkar,M,BJP,60839,189155,1984,INC
272,Maharashtra,27,Wardha,GEN,Sathe Vasant Purushottam,M,INC,244390,Ghangare Ramchandra Marotrao,M,CPM,220967,23423,1984,INC
273,Maharashtra,28,Yavatmal,GEN,Patil Uttamrao Deorao,M,INC,274957,Gilani Janmohammed Noormohammed,M,ICS,108755,166202,1984,INC
274,Maharashtra,29,Hingoli,GEN,Rathode Uttamraoji Baliramji,M,INC,221026,Kharate Shankarrao Sambhaji,M,JNP,85935,135091,1984,INC
275,Maharashtra,30,Nanded,GEN,Chavan Shankarrao Bhurao,M,INC,306026,Kadam Kamalkishor Nanasaheb,M,ICS,134502,171524,1984,INC
276,Maharashtra,By Polls (1987),Nanded,GEN,C.A.Shankarrao,M,INC,283019,P.Y.Ambedkar,M,IND,171901,111118,1984,INC
277,Maharashtra,31,Parbhani,GEN,Yadav Ramrao Narayanrao,M,INC,212958,Deshmukh Sheshrao Apparao,M,PWP,124640,88318,1984,INC
278,Maharashtra,32,Jalna,GEN,Balasaheb Ramrao Pawar,M,INC,186318,Pundlik Hari Danwe,M,BJP,119751,66567,1984,INC
279,Maharashtra,33,Aurangabad,GEN,Sahebrao P.Dongaonkar,M,ICS,246136,Abdul Azim Abdul Hamid,M,INC,153717,92419,1984,ICS
280,Maharashtra,34,Beed,GEN,Kshirsagar Kehsarbai Sonajirao,F,INC,221421,Gite (Patil) Shridharrao Gangaramji,M,IND,111059,110362,1984,INC
281,Maharashtra,35,Latur,GEN,Patil Shivraj Vishwanath,M,INC,289466,Padmasinha Bajirao Patil,M,ICS,203929,85537,1984,INC
282,Maharashtra,36,Osmanabad,SC,Arvind Tulshiramji Kamble,M,INC,210727,Shrungare Tukaram Sadashiv,M,ICS,153599,57128,1984,INC
283,Maharashtra,37,Solapur,GEN,Kuchan Gangadhar Sinramappa,M,INC,258050,Racheti Hanmantappaerappa,M,BJP,67418,190632,1984,INC
284,Maharashtra,38,Pandharpur,SC,Thorat Sandipan Bhagwan,M,INC,269989,Laxmanrao Dhobale,M,ICS,179156,90833,1984,INC
285,Maharashtra,39,Ahmednagar,GEN,Gadakh Yeshwantrao Kankarrao,M,INC,281873,Dhakne Babanrao Dadaba,M,JNP,181550,100323,1984,INC
286,Maharashtra,40,Kopargaon,GEN,Vikhe Eknathrao Alias Balesaheb Vithalrao,M,INC,217982,Aikwad Madhavrao Bayaji,M,CPI,146497,71485,1984,INC
287,Maharashtra,41,Khed,GEN,Ramkrishna More,M,INC,219413,Kakde Sambhajirao Sahebrao,M,JNP,201389,18024,1984,INC
288,Maharashtra,42,Pune,GEN,Gadil Vithalrao Narhari,M,INC,311278,Jagannath Rao Joshi,M,BJP,112924,198354,1984,INC
289,Maharashtra,43,Baramati,GEN,Pawar Sharadchandra Govindrao,M,ICS,361618,Patil Shankarrao Bajirao,M,INC,221086,140532,1984,ICS
290,Maharashtra,By Polls (1985),Baramati,GEN,K.S.Sahebrao,M,JNP,179507,P.S.Bajirao,M,INC,130955,48552,1984,JNP
291,Maharashtra,44,Satara,GEN,Bhosale Prataprao Baburao,M,INC,270110,Nimbalkar Yashwant Singh Appasaheb Alias Dadraje Khardekar,M,ICS,174590,95520,1984,INC
292,Maharashtra,45,Karad,GEN,Chavan Premalabai Dajisaheb,F,INC,346579,Kacchi Yunu Ahmad,M,JNP,61311,285268,1984,INC
293,Maharashtra,46,Sangli,GEN,Patil Prakash Vasantrao,M,INC,304202,Patil Vishwasrao Ramrao,M,JNP,162509,141693,1984,INC
294,Maharashtra,47,Ichalkaranji,GEN,Mane Balaso Alias Rajaram Shankarrao,M,INC,278457,Kadambande Rajvardhan Raghujirao,M,ICS,234319,44138,1984,INC
295,Maharashtra,48,Kolhapur,GEN,Gaikwad Udaysingrao Nanasaheb,M,INC,277603,Killedar B.D.,M,PWP,128129,149474,1984,INC
296,Manipur,1,Inner Manipur,GEN,N.Tombi Singh,M,INC,104091,Oinam Tomba,M,IND,89362,14729,1984,INC
297,Manipur,2,Outer Manipur,ST,Meijinlung,M,INC,189911,Lhingzaneng,F,MRP,149019,40892,1984,INC
298,Meghalaya,1,Shillong,GEN,G.G.Swell,M,INC,142638,Pakem,M,IND,91812,50826,1984,INC
299,Meghalaya,2,Tura,GEN,Purno Agitok Sangma,M,INC,106628,Willnan Sangma,M,IND,27890,78738,1984,INC
300,Meghalaya,By Polls (1988),Tura,GEN,W. A. Sangma,M,INC,106240,L.Sangma,M,IND,28672,77568,1984,INC
301,Nagaland,1,Nagaland,GEN,Chingwang,M,INC,251101,Chalie Kevichusa,M,NND,113919,137182,1984,INC
302,Orissa,1,Mayurbhanj,ST,Sidhalal Murmu,M,INC,175013,Bhagey Gohardhan,M,JNP,105775,69238,1984,INC
303,Orissa,2,Balasore,GEN,Chintamani Jena,M,INC,274294,Samarendra Kundu,M,JNP,195109,79185,1984,INC
304,Orissa,3,Bhadrak,SC,Ananta Prasad Sethi,M,INC,256854,Mangaraj Malik,M,JNP,189435,67419,1984,INC
305,Orissa,4,Jajpur,SC,Anadi Charan Das,M,INC,252316,Rama Chandra Mallick,M,JNP,192811,59505,1984,INC
306,Orissa,5,Kendrapara,GEN,Bijayananda Pattnaik,M,JNP,255506,Bhagabat Prasad Mohanty,M,INC,238730,16776,1984,JNP
307,Orissa,By Polls (1985),Kendrapara,GEN,S.K.Deb,M,JNP,275105,B.K.Biswal,M,INC,235160,39945,1984,JNP
308,Orissa,6,Cuttack,GEN,Jayanti Pattanik,F,INC,263960,Jogesh Chandra Rout,M,JNP,185039,78921,1984,INC
309,Orissa,7,Jagatsinghpur,GEN,Lakshman Mallick,M,INC,263352,Rabi Roy,M,JNP,262394,958,1984,INC
310,Orissa,8,Puri,GEN,Brajamohan Mohenty,M,INC,239019,Ranjit Mohanty,M,JNP,134579,104440,1984,INC
311,Orissa,9,Bhubaneswar,GEN,Chintamoni Panigrahi,M,INC,237716,Sivaji Patnaik,M,CPM,147862,89854,1984,INC
312,Orissa,10,Aska,GEN,Somnath Rath,M,INC,244253,Ram Chandra Rath,M,JNP,126209,118044,1984,INC
313,Orissa,11,Berhampur,GEN,R.Jagannath Rao,M,INC,235466,Sujiyanarayan Patra,M,JNP,90606,144860,1984,INC
314,Orissa,12,Koraput,ST,Gridhar Gomango,M,INC,154713,Labanyo Saboro,M,JNP,54891,99822,1984,INC
315,Orissa,13,Nowrangpur,ST,Khagapati Pradhani,M,INC,172305,Jabab Majhi,M,JNP,68570,103735,1984,INC
316,Orissa,14,Kalahandi,GEN,Jagannath Patnaik,M,INC,154941,Pratap Keshari Deo,M,JNP,130867,24074,1984,INC
317,Orissa,15,Phulbani,SC,Radha Kanta Digal,M,INC,227667,Rajendra Nayak,M,JNP,102588,125079,1984,INC
318,Orissa,16,Bolangir,GEN,Nityanand Misra,M,INC,184386,Anang Uday Singh Deo,M,JNP,149434,34952,1984,INC
319,Orissa,17,Sambalpur,GEN,Krupasindhu Bhoi,M,INC,249662,Sairindri Nayak,F,JNP,110002,139660,1984,INC
320,Orissa,18,Deogarh,GEN,Sriballav Panigrahi,M,INC,215256,Prasanna Kumar Panda,M,CPI,121734,93522,1984,INC
321,Orissa,19,Dhenkanal,GEN,Raja Kamakhya Prasad Singh Deo Mahindra Bahadur,M,INC,295754,Adwait Prasad Singh,M,JNP,92181,203573,1984,INC
322,Orissa,20,Sundargarh,ST,Maurice Kujur,M,INC,176107,Ignace Majhi,M,JNP,69560,106547,1984,INC
323,Orissa,21,Keonjhar,ST,Harinder Soren,M,INC,181169,Govinda Chandra Munda,M,JNP,96545,84624,1984,INC
324,Rajasthan,1,Ganganagar,SC,Birbal,M,INC,282573,Begaram,M,LKD,117059,165514,1984,INC
325,Rajasthan,2,Bikaner,GEN,Manphool Singh,M,INC,280090,Kedar Nath,M,JNP,154008,126082,1984,INC
326,Rajasthan,3,Churu,GEN,Mohar Singh,M,INC,255348,Daulat Ram,M,LKD,143925,111423,1984,INC
327,Rajasthan,By Polls (1985),Churu,GEN,N.Budnia,M,INC,253663,D.Saran,M,LKD,186016,67647,1984,INC
328,Rajasthan,4,Jhunjhunu,GEN,Mohd. Ayub Khan,M,INC,261152,Sumitra Singh,F,LKD,203846,57306,1984,INC
329,Rajasthan,5,Sikar,GEN,Bal Ram,M,INC,292132,Ghanshyam Tiwari,M,BJP,112573,179559,1984,INC
330,Rajasthan,6,Jaipur,GEN,Nawal Kishore Sharma,M,INC,280436,Satish Chandra Agrawal,M,BJP,196579,83857,1984,INC
331,Rajasthan,7,Dausa,GEN,Rajesh Pilot,M,INC,245246,Nathu Singh,M,BJP,170903,74343,1984,INC
332,Rajasthan,8,Alwar,GEN,Ram Singh Yadev,M,INC,199910,Sampat Ram,M,IND,74379,125531,1984,INC
333,Rajasthan,9,Bharatpur,GEN,K.Natwar Singh,M,INC,187305,Nathi Singh,M,LKD,107996,79309,1984,INC
334,Rajasthan,10,Bayana,SC,Lala Ram Ken,M,INC,156708,Shyam Sunder,M,LKD,78306,78402,1984,INC
335,Rajasthan,11,Sawai Madhopur,ST,Ram Kumar,M,INC,248422,Kirodilal,M,BJP,147424,100998,1984,INC
336,Rajasthan,12,Ajmer,GEN,Vishnu Kumar Modi,M,INC,216173,Kailash Meghwal,M,BJP,159479,56694,1984,INC
337,Rajasthan,13,Tonk,SC,Banwari Lal,M,INC,231678,Jiya Lal,M,BJP,128969,102709,1984,INC
338,Rajasthan,14,Kota,GEN,Shanti Kumar Dhariwal,M,INC,230375,Krishan Kumar Goyal,M,BJP,175528,54847,1984,INC
339,Rajasthan,15,Jhalawar,GEN,Jujharsingh,M,INC,212489,Chaturbhuj,M,BJP,143176,69313,1984,INC
340,Rajasthan,16,Banswara,ST,Prabhulal Rawat,M,INC,199308,Hira Bhai,M,LKD,78183,121125,1984,INC
341,Rajasthan,17,Salumber,ST,Alkha Ram,M,INC,185000,Nand Lal Meena,M,BJP,105989,79011,1984,INC
342,Rajasthan,18,Udaipur,GEN,Indubala Sukhadia,F,INC,264214,Bhanu Kumar Shastri,M,BJP,159412,104802,1984,INC
343,Rajasthan,19,Chittorgarh,GEN,Nirmla Kumari,F,INC,226717,Hari Krishan,M,BJP,150328,76389,1984,INC
344,Rajasthan,20,Bhilwara,GEN,Girdhari Lal Vyas,M,INC,250254,Arjun Lal Chochani,M,BJP,98618,151636,1984,INC
345,Rajasthan,21,Pali,GEN,Mool Chand Daga,M,INC,188274,Pushpa Jain,F,BJP,152553,35721,1984,INC
346,Rajasthan,By Polls (1988),Pali,GEN,S.S/O Sohanlal,M,INC,202483,G.Lodha,M,BJP,163278,39205,1984,INC
347,Rajasthan,22,Jalore,SC,Buta Singh,M,INC,281627,Hukam Ram Meghwal,M,BJP,118163,163464,1984,INC
348,Rajasthan,23,Barmer,GEN,Virdhi Chand,M,INC,220658,Gangaram Choodhari,M,LKD,113945,106713,1984,INC
349,Rajasthan,24,Jodhpur,GEN,Ashok Gehlot,M,INC,282066,Balveer Singh,M,BJP,128718,153348,1984,INC
350,Rajasthan,25,Nagaur,GEN,Ram Niwas,M,INC,219961,Nathuram,M,LKD,171426,48535,1984,INC
351,Sikkim,1,Sikkim,GEN,Nar Bhadur Bhandari,M,IND,56614,Pahalman Subba,M,INC,21327,35287,1984,IND
352,Sikkim,By Polls (1985),Sikkim,GEN,D.K.Bhandari(W),F,SSP,0,Uncontested,,,0,0,1984,SSP
353,Tamil Nadu,1,Madras North,GEN,N.V.N.Somu,M,DMK,261941,G.Lakshmanan,M,INC,225491,36450,1984,DMK
354,Tamil Nadu,2,Madras Central,GEN,Kalanidhi A.,M,DMK,313848,Earnest Paul E.,M,GKC,217104,96744,1984,DMK
355,Tamil Nadu,3,Madras South,GEN,Vyjayanthimala,F,INC,336353,Era Sezhiyan,M,JNP,288336,48017,1984,INC
356,Tamil Nadu,4,Sriperumbudur,SC,Maragatham Chandrasekhar,F,INC,332468,Nagaratnam T.,M,DMK,222994,109474,1984,INC
357,Tamil Nadu,5,Chengalpattu,GEN,S. Jagathrakshakan,M,AIADMK,297415,M.V.Ramu,M,DMK,239206,58209,1984,AIADMK
358,Tamil Nadu,6,Arakkonam,GEN,R. Jeevarathinam,M,INC,292606,Pulavar K. Govindan,M,DMK,231664,60942,1984,INC
359,Tamil Nadu,7,Vellore,GEN,A.C. Shanmugam,M,AIADMK,284416,A.M. Ramalingam,M,DMK,209693,74723,1984,AIADMK
360,Tamil Nadu,8,Tiruppattur,GEN,Jayamohan A.,M,INC,298159,Abdul Latheef M.,M,DMK,176372,121787,1984,INC
361,Tamil Nadu,9,Vandavasi,GEN,Balaraman L.,M,INC,341267,Pandian R.K.,M,DMK,206375,134892,1984,INC
362,Tamil Nadu,10,Tindivanam,GEN,S.S. Eramasamy Padayatchi,M,INC,356127,M.R. Lakshminarayanan,M,JNP,154269,201858,1984,INC
363,Tamil Nadu,11,Cuddalore,GEN,Venkatesan P.R.S.,M,INC,327393,Ramu T. Alias Killivalavan,M,DMK,195439,131954,1984,INC
364,Tamil Nadu,12,Chidambaram,SC,Vallalperuman P.,M,INC,329892,Kannapiran S.,M,DMK,209001,120891,1984,INC
365,Tamil Nadu,13,Dharmapuri,GEN,M. Thambi Duriai,M,AIADMK,333427,Parvathi Krishnan,F,CPI,182175,151252,1984,AIADMK
366,Tamil Nadu,14,Krishnagiri,GEN,K. Ramamurthi,M,INC,304854,T. Chandrasekaran,M,DMK,138488,166366,1984,INC
367,Tamil Nadu,15,Rasipuram,SC,Devarajan B.,M,INC,367276,Duraisami P.,M,DMK,165870,201406,1984,INC
368,Tamil Nadu,16,Salem,GEN,Rangarajan Kumar Mangalam,M,INC,359819,Kandasamy M.A.,M,JNP,123644,236175,1984,INC
369,Tamil Nadu,17,Tiruchengode,GEN,Kannan P.,M,AIADMK,426648,Kandaswamy M.,M,DMK,268582,158066,1984,AIADMK
370,Tamil Nadu,18,Nilgiris,GEN,R.Prabhu,M,INC,341824,C.T. Dhandapani,M,DMK,209885,131939,1984,INC
371,Tamil Nadu,19,Gobichettipalayam,GEN,Kholandaivelu P.,M,AIADMK,338243,Saminathan P.A.,M,DMK,177616,160627,1984,AIADMK
372,Tamil Nadu,20,Coimbatore,GEN,Kuppuswamy C. K.,M,INC,355525,Umanath R.,M,CPM,253006,102519,1984,INC
373,Tamil Nadu,21,Pollachi,SC,Anna Nambi R.,M,AIADMK,324200,Krishnaswamy K.,M,DMK,222770,101430,1984,AIADMK
374,Tamil Nadu,22,Palani,GEN,Senapathy Gounder A.,M,INC,408104,Velusamy S.R.,M,TNC,144076,264028,1984,INC
375,Tamil Nadu,23,Dindigul,GEN,K.R. Natarajan,M,AIADMK,343571,K.Maya Thevar,M,DMK,202253,141318,1984,AIADMK
376,Tamil Nadu,24,Madurai,GEN,Subburaman A.G.,M,INC,365948,Sankariah N.,M,CPM,192937,173011,1984,INC
377,Tamil Nadu,25,Periyakulam,GEN,Selvendran P.,M,AIADMK,348903,Agniraju S.,M,DMK,190290,158613,1984,AIADMK
378,Tamil Nadu,26,Karur,GEN,Murugaiah A. R.,M,INC,413533,"Kandaswamy, M.",M,DMK,177970,235563,1984,INC
379,Tamil Nadu,27,Tiruchirappalli,GEN,Adaikalaraj,M,INC,337786,N. Selvarasu,M,DMK,234881,102905,1984,INC
380,Tamil Nadu,28,Perambalur,SC,S. Thangaraju,M,AIADMK,350549,C. Thiyagarajan,M,DMK,197780,152769,1984,AIADMK
381,Tamil Nadu,29,Mayiladuthurai,GEN,Pakeer Mohamed E.S.M.,M,INC,335033,Kalayanam P.,M,DMK,215390,119643,1984,INC
382,Tamil Nadu,30,Nagapattinam,SC,"Mahalingam, M.",M,AIADMK,300912,Murugaiyan K.,M,CPI,298623,2289,1984,AIADMK
383,Tamil Nadu,31,Thanjavur,GEN,Singaravadivel,M,INC,306351,Palanimanickam S.,M,DMK,217030,89321,1984,INC
384,Tamil Nadu,32,Pudukkottai,GEN,Sundararaj N.,M,INC,426717,Veeriah K.,M,DMK,161813,264904,1984,INC
385,Tamil Nadu,33,Sivaganga,GEN,P. Chidambaram,M,INC,377160,Tha Krutinan,M,DMK,164627,212533,1984,INC
386,Tamil Nadu,34,Ramanathapuram,GEN,V. Rajeshwaran,M,INC,274922,M.S.K. Sathiyendren,M,DMK,174778,100144,1984,INC
