,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year,Party_clean
48,Bihar,4,Gopalganj,GEN,Kali Prasad Pandey,M,IND,287360,Nagina Roy,M,LKD,110268,177092,1984,IND
49,Bihar,5,Siwan,GEN,Abdul Ghafoor,M,INC,250235,Janardan Tiwari,M,BJP,112243,137992,1984,INC
50,Bihar,6,Maharajganj,GEN,Krishnapratap Singh,M,INC,255462,Ram Deo Singh,M,JNP,121558,133904,1984,INC
51,Bihar,7,Chapra,GEN,Ram Bahadur Singh,M,JNP,163494,Bhishmaprasad Yadav,M,INC,137488,26006,1984,JNP
52,Bihar,8,Hajipur,SC,Ram Ratan Ram,M,INC,314725,Ram Bilas Paswan,M,LKD,263509,51216,1984,INC
53,Bihar,9,Vaishali,GEN,Kishori Sinha,F,INC,267546,Tarkeshwari Sinha,F,LKD,247593,19953,1984,INC
54,Bihar,10,Muzaffarpur,GEN,Laliteshwar Prasad Shahi,M,INC,325604,Jainarayan Prasad Nishad,M,LKD,176630,148974,1984,INC
55,Bihar,11,Sitamarhi,GEN,Ranshresth Khirhar,M,INC,217307,Indal Singh Navin,M,LKD,95763,121544,1984,INC
56,Bihar,12,Sheohar,GEN,Ram Dulari Singh,F,INC,254881,Hari Kishor Singh,M,JNP,174328,80553,1984,INC
57,Bihar,13,Madhubani,GEN,Abdul Hannan An,M,INC,350684,Bhogendra Jha,M,CPI,201864,148820,1984,INC
58,Bihar,14,Jhanjharpur,GEN,Gauri Shankar Rajhans,M,INC,375745,Dhanik Lal Mandal,M,LKD,170353,205392,1984,INC
59,Bihar,15,Darbhanga,GEN,Vijay Kumar Mishra,M,LKD,224540,Hari Nath Mishra,M,INC,152373,72167,1984,LKD
60,Bihar,16,Rosera,SC,Ram Bhagat Paswan,M,INC,268848,Ram Sewak Hazari,M,LKD,171630,97218,1984,INC
61,Bihar,17,Samastipur,GEN,Ramdeo Rai,M,INC,327585,Karpoori Thakur,M,LKD,219224,108361,1984,INC
62,Bihar,18,Barh,GEN,Prakash Chandra,M,INC,384719,Dharamaveer Singh,M,ICS,161983,222736,1984,INC
63,Bihar,19,Balia,GEN,Chandra Bhanu Devi,F,INC,246049,Surj Narayan Singh,M,CPI,122148,123901,1984,INC
64,Bihar,20,Saharsa,GEN,Chandra Kishore Pathak,M,INC,273793,Vinayak Prasad Yadav,M,LKD,165709,108084,1984,INC
65,Bihar,21,Madhepura,GEN,Mahabir Prasad Yadav,M,INC,298258,Rajendra Prasad Yadav,M,LKD,222961,75297,1984,INC
66,Bihar,22,Araria,SC,Doomar Lal Baitha,M,INC,294582,Mahendra Nasardar,M,LKD,95696,198886,1984,INC
67,Bihar,23,Kishanganj,GEN,Jamilur Rahman,M,INC,191754,M. Mushtak,M,LKD,75624,116130,1984,INC
68,Bihar,By Polls (1985),Kishanganj,GEN,S.Shahabuddin,M,JNP,212423,I.Haque,M,INC,138731,73692,1984,JNP
69,Bihar,24,Purnia,GEN,Madhuree Singh,F,INC,294076,Kamal Natha Jha,M,LKD,103676,190400,1984,INC
70,Bihar,25,Katihar,GEN,Tariq Anwar,M,INC,229883,Juvraj,M,JNP,183940,45943,1984,INC
71,Bihar,26,Rajmahal,ST,Seth Hembrom,M,INC,154676,Simon Marandi,M,JMM,75820,78856,1984,INC
72,Bihar,27,Dumka,ST,Prithiwi Chand Kisku,M,INC,199722,Shibu Soren,M,JMM,102535,97187,1984,INC
73,Bihar,28,Godda,GEN,Saminuddin,M,INC,192465,Falguni Prasad Yaddav,M,BJP,72092,120373,1984,INC
74,Bihar,By Polls (1985),Godda,GEN,Salauddin,M,INC,197478,J.Yadav,M,BJP,185901,11577,1984,INC
75,Bihar,29,Banka,GEN,Manorma Singh,F,INC,306703,Janardan Yadav,M,BJP,154731,151972,1984,INC
76,Bihar,By Polls (1985),Banka,GEN,C.Singh,M,INC,162754,G.Fernandes,M,JNP,125659,37095,1984,INC
77,Bihar,By Polls (1986),Banka,GEN,M.Singh,F,INC,186237,G.Fernendes,M,JNP,156853,29384,1984,INC
78,Bihar,30,Bhagalpur,ST,Bhagwat Jha Azad,M,INC,228030,Jagesar Mandal,M,LKD,197545,30485,1984,INC
79,Bihar,31,Khagaria,GEN,Chandra Shekhar Prasad Verma,M,INC,252055,Yogeshwar Gope,M,CPM,110529,141526,1984,INC
80,Bihar,32,Monghyr,GEN,Devendra Pd. Yadav,M,INC,268328,Brahmanand Singh,M,CPI,104985,163343,1984,INC
81,Bihar,33,Begusarai,GEN,Krishna Shahi,F,INC,387165,Kapil Deo Singh,M,JNP,105529,281636,1984,INC
82,Bihar,34,Nalanda,GEN,Vijay Kumar Yadav,M,CPI,230531,Pankaj Kumar Sinha,M,INC,191060,39471,1984,CPI
83,Bihar,35,Patna,GEN,C. P. Thakur,M,INC,214989,Ramavatar Shashtri,M,CPI,142808,72181,1984,INC
84,Bihar,36,Arrah,GEN,Bali Ram Bhagat,M,INC,227206,Noor Ahmad,M,LKD,72284,154922,1984,INC
85,Bihar,37,Buxar,GEN,Kamla Kant Tiwari,M,INC,207732,Tej Narayan Singh,M,CPI,152030,55702,1984,INC
86,Bihar,38,Sasaram,SC,Jagjiwan Ram,M,ICJ,207275,Mahabir Paswan,M,INC,205903,1372,1984,ICJ
87,Bihar,39,Bikramganj,GEN,Tapeshwar Singh,M,INC,283232,Ram Awadhesh Singh,M,LKD,281819,1413,1984,INC
88,Bihar,40,Aurangabad,GEN,Satyendra Narain Singh,M,INC,277567,Shankar Deyal Singh,M,JNP,111532,166035,1984,INC
89,Bihar,41,Jahanabad,GEN,Ramasharay Pd. Singh,M,CPI,376640,Mahendra Prasad,M,INC,345664,30976,1984,CPI
90,Bihar,42,Nawada,GEN,Kunwar Ram,M,INC,351358,Prem Pradeep,M,CPM,114256,237102,1984,INC
91,Bihar,43,Gaya,SC,Ram Swaroop Ram,M,INC,234195,Ishwar Chaudhary,M,BJP,149760,84435,1984,INC
92,Bihar,44,Chatra,GEN,Yogeshwar Prasad Yogesh,M,INC,211020,Shukdeo Prasad Verma,M,ICJ,54478,156542,1984,INC
93,Bihar,45,Kodarma,GEN,Tilak Dhari Singh,M,INC,208731,Ritlal Pd. Verma,M,BJP,97348,111383,1984,INC
94,Bihar,46,Giridih,GEN,Sarfraj Ahmed,M,INC,195519,Binod Bihari Mahto,M,IND,70766,124753,1984,INC
95,Bihar,47,Dhanbad,GEN,Shankar Dayal Singh,M,INC,203909,A.K.Roy,M,IND,141614,62295,1984,INC
96,Bihar,48,Hazaribagh,GEN,Damodar Pandey,M,INC,176762,Bhuwaneshwar Pd. Mehto,M,CPI,116381,60381,1984,INC
97,Bihar,49,Ranchi,GEN,Sheo Prasad Sahu,M,INC,162945,Ram Tahal Chowdhary,M,BJP,54384,108561,1984,INC
98,Bihar,50,Jamshedpur,GEN,Gopeshwar,M,INC,196965,Tikaram Manjhi,M,CPI,130763,66202,1984,INC
99,Bihar,51,Singhbhum,ST,Begun Sumbrui,M,INC,103160,Devendra Majhi,M,IND,42949,60211,1984,INC
100,Bihar,52,Khunti,ST,Simon Tigga,M,INC,97721,Nirel Enem Horo,M,IND,64711,33010,1984,INC
101,Bihar,53,Lohardaga,ST,Sumati Oraon,F,INC,157284,Lalit Oraon,M,BJP,55217,102067,1984,INC
102,Bihar,54,Palamu,SC,Kamla Kumari,F,INC,254846,Ram Sundar Das,M,JNP,69796,185050,1984,INC
103,Goa,1,Panaji,GEN,Shantaram L. Naik,M,INC,88326,Bandekar Motilal Bombi,M,MAG,48778,39548,1984,INC
104,Goa,2,Mormugao,GEN,Eduardo Faleiro,M,INC,100453,Luizinho Faleiro,M,IND,41644,58809,1984,INC
105,Gujarat,1,Kutch,GEN,Ushaben Raghavji Thakkar,F,INC,129624,Mahipatray Mulshanker Mehta,M,LKD,99539,30085,1984,INC
106,Gujarat,2,Surendranagar,GEN,Jhala Digivijaysinhji Pratapsinhji,M,INC,191632,Shah Babulal,M,BJP,155254,36378,1984,INC
107,Gujarat,3,Jamnagar,GEN,Jadeja Daulatsinh Partap Sinh,M,INC,177317,Chelubhai Rambhai,M,IND,154227,23090,1984,INC
108,Gujarat,4,Rajkot,GEN,Mavani Ramaben Ramjibhai,F,INC,225360,Shukla Chimanbhai Harilal,M,BJP,167770,57590,1984,INC
109,Gujarat,5,Porbandar,GEN,Odedara Bharatbhai Maldevji,M,INC,205262,Amin Ramadas Kishordas (R.K.Amin),M,BJP,127311,77951,1984,INC
110,Gujarat,6,Junagadh,GEN,Patel Mohanbhai Laljibhai,M,INC,188441,Ramnikbhai Dhami,M,JNP,156498,31943,1984,INC
111,Gujarat,7,Amreli,GEN,Ravani Navinchandrabhai Parmananddas,M,INC,208205,Pateldwarkadas Mohan Lal,M,IND,170337,37868,1984,INC
112,Gujarat,8,Bhavnagar,GEN,Gohil Gigabhai Bhavubhai,M,INC,132444,Mehta Prasannvadan Manilal,M,JNP,121449,10995,1984,INC
113,Gujarat,9,Dhandhuka,SC,Narsinhbhai Karsanbhai Makwana,M,INC,194403,Ratilal Kalidas Verma,M,BJP,171787,22616,1984,INC
114,Gujarat,10,Ahmedabad,GEN,Haroobhai Mehta,M,INC,231751,Ashok Bhatt,M,BJP,198614,33137,1984,INC
115,Gujarat,11,Gandhinagar,GEN,G.I.Patel,M,INC,250126,Indubhai Chaturbhai Patel,M,JNP,247372,2754,1984,INC
116,Gujarat,12,Mehsana,GEN,A.K.Patel,M,BJP,287555,Rayanka Sagarbhai Kalyanbhai,M,INC,243659,43896,1984,BJP
117,Gujarat,13,Patan,GEN,Vankar Punamchand Mithabhai,M,INC,183052,Chavda Khemchandbhai Sombhai,M,JNP,176265,6787,1984,INC
118,Gujarat,14,Banaskantha,GEN,B.K.Gadhvi,M,INC,182674,Chavda Harisinhji Pratapsinhji,M,JNP,155391,27283,1984,INC
119,Gujarat,15,Sabarkantha,GEN,H.M.Patel,M,JNP,208477,Shantubhai Chunibhai Patel,M,INC,201718,6759,1984,JNP
120,Gujarat,16,Kapadvanj,GEN,Solanki Nataversingh Kesarisinghji,M,INC,229664,Gabhaji Mangaji Thakor,M,BJP,197340,32324,1984,INC
121,Gujarat,17,Dohad,GEN,Damor Somjibhai Punjabhai,M,INC,169944,Hathila Narsinhbhai Kanjibhai,M,JNP,55207,114737,1984,INC
122,Gujarat,18,Godhra,GEN,Jaydeepsinhji,M,INC,205741,Solanki Gopalsinh Gulabsinh,M,BJP,119894,85847,1984,INC
123,Gujarat,By Polls (1988),Godhra,GEN,P.S.Pursottambhai,M,JNP,141633,U.Baria,M,INC,104796,36837,1984,JNP
124,Gujarat,19,Kaira,GEN,Ajitsinh Fulsinhji Dyabhai,M,INC,292019,Satyam Patel,M,LKD,144586,147433,1984,INC
125,Gujarat,20,Anand,GEN,Ishverbhai Khodabhai Chavada,M,INC,250877,Manubhai Dahyabhai Patel,M,JNP,175704,75173,1984,INC
126,Gujarat,21,Chhota Udaipur,ST,Rathwa Amarsinh Viriyabhai,M,INC,222414,Kolidhor Bhimsinhbhai Nagjibhai,M,JNP,110427,111987,1984,INC
127,Gujarat,22,Baroda,GEN,Gaekwad Ranjitsinh Pratapshinh,M,INC,296716,Jaspalsing Niranjansing,M,BJP,144164,152552,1984,INC
128,Gujarat,23,Bharuch,GEN,Patel Ahmedbhai Mohammedbhai,M,INC,271458,Deshmukh Chandubhai Shanabhai,M,JNP,148389,123069,1984,INC
129,Gujarat,24,Surat,GEN,Patel Chhaganbhai Devabhai,M,INC,286928,Rana Kashiram Chhabildas,M,BJP,236253,50675,1984,INC
130,Gujarat,25,Mandvi,ST,Gamit Chhitubhai Devjibhai,M,INC,239862,Amarsinh Zinabhai Chaudhary,M,JNP,134339,105523,1984,INC
131,Gujarat,26,Bulsar,ST,Patel Uttambhai Harjibhai,M,INC,220217,Patel Kanjibhai Maganbhai,M,BJP,165527,54690,1984,INC
132,Haryana,1,Ambala,SC,Ram Prakash,M,INC,283062,Suraj Bhan,M,BJP,105710,177352,1984,INC
133,Haryana,2,Kurukshetra,GEN,Harpal Singh,M,INC,275112,Manohar Lal,M,LKD,131836,143276,1984,INC
134,Haryana,3,Karnal,GEN,Chiranji Lal,M,INC,247063,Devi Singh,M,ICJ,148111,98952,1984,INC
135,Haryana,4,Sonipat,GEN,Dharam Pal Singh,M,INC,243491,Devi Lal,M,LKD,240550,2941,1984,INC
136,Haryana,5,Rohtak,GEN,Hardwari Lal,M,INC,216294,Sarup Singh,M,LKD,185363,30931,1984,INC
137,Haryana,By Polls (1987),Rohtak,GEN,Hardwari Lal,M,LKD,263209,S.Singh,M,INC,160705,102504,1984,LKD
138,Haryana,6,Faridabad,GEN,Rahim Khan,M,INC,285214,Tayyab Hussain,M,ICJ,150843,134371,1984,INC
139,Haryana,By Polls (1988),Faridabad,GEN,K.A.Chaudhry,M,LKD,288123,J.P.Nagar,M,INC,186240,101883,1984,LKD
140,Haryana,7,Mahendragarh,GEN,Birender Singh,M,INC,360971,Ram Bilas,M,BJP,130757,230214,1984,INC
141,Haryana,8,Bhiwani,GEN,Bansi Lal,M,INC,347226,Jai Narain,M,ICJ,160149,187077,1984,INC
142,Haryana,By Polls (1987),Bhiwani,GEN,R.N.Singh,M,LKD,312900,D.Nand,M,INC,223548,89352,1984,LKD
143,Haryana,9,Hisar,GEN,Birinder Singh,M,INC,251367,Om Parkash,M,LKD,200161,51206,1984,INC
144,Haryana,10,Sirsa,SC,Dalbir Singh,M,INC,277855,Mani Ram,M,LKD,195923,81932,1984,INC
145,Haryana,By Polls (1988),Sirsa,SC,H.Ram,M,LKD,300442,Selja,M,INC,185098,115344,1984,LKD
146,Himachal Pradesh,1,Shimla,SC,Krishan Dutt Sultanpuri,M,INC,244010,Kirpal Dharampuri,M,JNP,47719,196291,1984,INC
147,Himachal Pradesh,2,Mandi,GEN,Sukh Ram,M,INC,224146,Madhukar,M,BJP,92495,131651,1984,INC
148,Himachal Pradesh,3,Kangra,GEN,Chandresh Kumari,F,INC,232287,Sarvan Kumar,M,BJP,114854,117433,1984,INC
149,Himachal Pradesh,4,Hamirpur,GEN,Narain Chand,M,INC,242214,Prem Kumar Dhumel,M,BJP,117281,124933,1984,INC
150,Jammu And Kashmir,1,Baramulla,GEN,Saif -Ud- Din Soz,M,JKN,234357,Mohi -Ud -Din -Wani,M,IND,93938,140419,1984,JKN
151,Jammu And Kashmir,2,Srinagar,GEN,Abdul Rashid Kabuli,M,JKN,367249,Muzaffer Ahmed Shah,M,IND,80972,286277,1984,JKN
152,Jammu And Kashmir,3,Anantnag,GEN,Akbar Jahan Begum,F,JKN,240973,Peer Hussan-Ud-Din,M,INC,158963,82010,1984,JKN
153,Jammu And Kashmir,4,Ladakh,GEN,Phuntsog Namgyal,M,INC,33037,Qamar Ali,M,JKN,25060,7977,1984,INC
154,Jammu And Kashmir,5,Udhampur,GEN,Girdhari Lal Dogra,M,INC,206639,Bhim Singh,M,JPP,95149,111490,1984,INC
155,Jammu And Kashmir,By Polls (1988),Udhampur,GEN,Mohd. A. Khan,M,INC,133893,B.Singh,M,JPP,131517,2376,1984,INC
156,Jammu And Kashmir,6,Jammu,GEN,Janak Raj Gupta,M,INC,262796,Shabir Ahmed Salaria,M,JKN,142604,120192,1984,INC
157,Karnataka,1,Bidar,SC,Nasing Suryavansi,M,INC,179836,Rajendra Verma,M,BJP,120221,59615,1984,INC
158,Karnataka,2,Gulbarga,GEN,Veerenira Patil,M,INC,235751,Vidyadhar Guruji,M,JNP,140261,95490,1984,INC
159,Karnataka,3,Raichur,GEN,B. V. Desai,M,INC,212244,Vishwanath Reddy,M,JNP,154858,57386,1984,INC
160,Karnataka,By Polls (1986),Raichur,GEN,M.Y.Chorpade,M,INC,169696,R.A.Naik,M,JNP,164014,5682,1984,INC
161,Karnataka,4,Koppal,GEN,H. G. Ramulu,M,INC,238466,K. Paparao Veerayya,M,JNP,180515,57951,1984,INC
162,Karnataka,5,Bellary,GEN,Basavarajeswari,F,INC,276640,M. P. Prakash,M,JNP,204354,72286,1984,INC
163,Karnataka,6,Davanagere,GEN,Channaiah Odeyar,M,INC,290003,K. G. Maheswarappa,M,JNP,224262,65741,1984,INC
164,Karnataka,7,Chitradurga,GEN,K. H. Ranganath,M,INC,279146,B. L. Gowda,M,JNP,222335,56811,1984,INC
165,Karnataka,8,Tumkur,GEN,G. S. Basavaraju,M,INC,265249,Y. K. Ramaiah,M,JNP,234839,30410,1984,INC
166,Karnataka,9,Chikkaballapur,GEN,V. Krishna Rao,M,INC,282279,R. L .Jalappa,M,JNP,237965,44314,1984,INC
167,Karnataka,10,Kolar,SC,V. Venkatesh,M,JNP,239562,G. Y. Krishnan,M,INC,194797,44765,1984,JNP
168,Karnataka,11,Kanakapura,GEN,M. V. Chandrashekara Murthy,M,INC,305210,P. G. R. Sindhiya,M,JNP,298184,7026,1984,INC
169,Karnataka,12,Bangalore North,GEN,C. K. Jaffer Sharief,M,INC,260279,George Fernandes,M,JNP,218733,41546,1984,INC
170,Karnataka,13,Bangalore South,GEN,V. S. Krishna Iyer,M,JNP,264765,K. Venkatagiri Gowda,M,INC,252033,12732,1984,JNP
171,Karnataka,14,Mandya,GEN,K. V. Shankaragowda,M,JNP,319176,S. M. Krishna,M,INC,198780,120396,1984,JNP
172,Karnataka,15,Chamarajanagar,SC,V. Sreenivasa Prasad,M,INC,240665,G. N. Malleshaiah,M,JNP,160012,80653,1984,INC
173,Karnataka,16,Mysore,GEN,Srikantadatta Narasimharaja Wadiyar,M,INC,247754,K. P. Shanthamurthy,M,IND,183144,64610,1984,INC
174,Karnataka,17,Mangalore,GEN,Janardhana Poojary,M,INC,299490,K. Rama Bhat,M,BJP,180091,119399,1984,INC
175,Karnataka,18,Udupi,GEN,Oscar Fernandes,M,INC,287412,K. S. Hegde,M,BJP,145076,142336,1984,INC
176,Karnataka,19,Hassan,GEN,H. N. Nanjegowda,M,INC,265488,K. B. Mallappa,M,JNP,233519,31969,1984,INC
177,Karnataka,20,Chikmagalur,GEN,D. K. Taradevi,F,INC,268912,B. K. Sundaresh,M,CPI,128872,140040,1984,INC
178,Karnataka,21,Shimoga,GEN,T. V. Chandrashekarappa,M,INC,299038,D. G. Shivannagowda,M,BJP,175364,123674,1984,INC
179,Karnataka,22,Kanara,GEN,G. Devaray Naik,M,INC,237064,G. S. Hegde Ajjibal,M,JNP,187866,49198,1984,INC
180,Karnataka,23,Dharwad North,GEN,Naikar Dyamappa Kallappa,M,INC,229865,S. I. Shettar,M,JNP,185014,44851,1984,INC
181,Karnataka,24,Dharwad South,GEN,Azeez Sait,M,INC,257834,Abdul Nairsab,M,JNP,200227,57607,1984,INC
182,Karnataka,25,Belgaum,GEN,Sidnal Shanmukhappa Basappa,M,INC,202506,Appayyagouda Basagouda Patil,M,JNP,166966,35540,1984,INC
183,Karnataka,26,Chikkodi,SC,B. Shankaranad,M,INC,228030,Annappa Kallappa Rayannavar,M,JNP,224385,3645,1984,INC
184,Karnataka,27,Bagalkot,GEN,Patil Hanmantagouda Bhimanagouda,M,INC,234955,Nadagouda Mallangagouda Pravatagouda,M,JNP,224443,10512,1984,INC
185,Karnataka,28,Bijapur,GEN,Guraddi Shivashankareppa Mallappa,M,JNP,206737,Choudhari Rayagondappa Bhimanna,M,INC,204318,2419,1984,JNP
186,Kerala,1,Kasaragod,GEN,I. Rama Rai,M,INC,262904,Balanandan,M,CPM,251535,11369,1984,INC
187,Kerala,2,Cannanore,GEN,Muliappalli Ramachandran,M,INC,288791,Pattiam Rajan,M,CPM,263738,25053,1984,INC
188,Kerala,3,Badagara,GEN,K. P. Unnikrishnan,M,ICS,270416,K. M. Radhakrishnan,M,IND,259437,10979,1984,ICS
189,Kerala,4,Calicut,GEN,K. G. Adiyodi,M,INC,278216,Moideenkutty Haji (Bavae Haji),M,IML,224155,54061,1984,INC
190,Kerala,5,Manjeri,GEN,Ebrahim Sulaman Sait,M,MUL,287538,E. K. Imbichi Bava,M,CPM,216363,71175,1984,MUL
191,Kerala,6,Ponnani,GEN,G. M. Banatwalla,M,MUL,288216,Koladi Govindankutty,M,CPI,185890,102326,1984,MUL
