,State,Name,Type,Candidate,Winning Party,Winner's Votes,Winning Percentage,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up Percentage,Margin,Margin %,Party_clean
409,Telangana,Nalgonda,GEN,Nalamada Uttam Kumar Reddy,INC,526028,,Vemireddy Narasimha Reddy,Telangana Rashtra Samithi,500346,,25682,,INC
410,Telangana,Bhongir,GEN,Komatireddy Venkat Reddy,INC,532795,,Boora Narsaiah Goud,Telangana Rashtra Samithi,527576,,5219,,INC
411,Telangana,Warangal,SC,Dayakar Pasunoori,TRS,612498,,Dommati Sambaiah,INC,262200,,350298,,TRS
412,Telangana,Mahabubabad,ST,Kavitha Maloth,TRS,462109,,Balaram Naik Porika,INC,315446,,146663,,TRS
413,Telangana,Khammam,GEN,Nama Nageswara Rao,TRS,567459,,Renuka Chowdhury,INC,399397,,168062,,TRS
414,Tripura,Tripura West,GEN,Pratima Bhowmik,BJP,573532,,Subal Bhowmick,INC,267843,,305689,,BJP
415,Tripura,Tripura East,ST,Rebati Tripura,BJP,482126,,Pragya Deb Burman,INC,277836,,204290,,BJP
416,Uttar Pradesh,Saharanpur,GEN,Haji Fazlur Rehman,BSP,514139,,Raghav Lakhanpal,Bharatiya Janata Party,491722,,22417,,BSP
417,Uttar Pradesh,Kairana,GEN,Pradeep Kumar Choudhary,BJP,566961,,Begum Tabassum Hasan,Samajwadi Party,474801,,92160,,BJP
418,Uttar Pradesh,Muzaffarnagar,GEN,Sanjeev Kumar Balyan,BJP,573780,,Ajit Singh,Rashtriya Lok Dal,567254,,6526,,BJP
419,Uttar Pradesh,Bijnor,GEN,Malook Nagar,BSP,561045,,Bharatendra Singh,Bharatiya Janata Party,491104,,69941,,BSP
420,Uttar Pradesh,Nagina,SC,Girish Chandra,BSP,568378,,Yashwant Singh,Bharatiya Janata Party,401546,,166832,,BSP
421,Uttar Pradesh,Moradabad,GEN,S. T. Hasan,SP,649416,,Kunwar Sarvesh Kumar Singh,Bharatiya Janata Party,551538,,97878,,SP
422,Uttar Pradesh,Rampur,GEN,Azam Khan,SP,559177,,Jaya Prada,Bharatiya Janata Party,449180,,109997,,SP
423,Uttar Pradesh,Sambhal,GEN,Shafiqur Rehman Barq,SP,658006,,Parameshwar Lal Saini,Bharatiya Janata Party,483180,,174826,,SP
424,Uttar Pradesh,Amroha,GEN,Kunwar Danish Ali,BSP,601082,,Kanwar Singh Tanwar,Bharatiya Janata Party,537834,,63248,,BSP
425,Uttar Pradesh,Meerut,GEN,Rajendra Agrawal,BJP,586184,,Hazi Mohammad Yakoob,Bahujan Samaj Party,581455,,4729,,BJP
426,Uttar Pradesh,Baghpat,GEN,Satya Pal Singh,BJP,525789,,Jayant Chaudhary,Rashtriya Lok Dal,502287,,23502,,BJP
427,Uttar Pradesh,Ghaziabad,GEN,General Vijay Kumar Singh,BJP,944503,,Suresh Bansal,Samajwadi Party,443003,,501500,,BJP
428,Uttar Pradesh,Gautam Buddha Nagar,GEN,Mahesh Sharma,BJP,830812,,Satveer Singh Gurjar,Bahujan Samaj Party,493890,,336922,,BJP
429,Uttar Pradesh,Bulandshahr,SC,Bhola Singh,BJP,681321,,Yogesh Verma,Bahujan Samaj Party,391264,,290057,,BJP
430,Uttar Pradesh,Aligarh,GEN,Satish Kumar Gautam,BJP,656215,,Ajeet Baliyan,Bahujan Samaj Party,426954,,229261,,BJP
431,Uttar Pradesh,Hathras,SC,Rajvir Singh Diler,BJP,684299,,Ram Ji Lal Suman,Samajwadi Party,424091,,260208,,BJP
432,Uttar Pradesh,Mathura,GEN,Hema Malini,BJP,671293,,Kunwar Narendra Singh,Rashtriya Lok Dal,377822,,293471,,BJP
433,Uttar Pradesh,Agra,SC,Satya Pal Singh Baghel,BJP,646875,,Manoj Kumar Soni,Bahujan Samaj Party,435329,,211546,,BJP
434,Uttar Pradesh,Fatehpur Sikri,GEN,Rajkumar Chahar,BJP,667147,,Raj Babbar,INC,172082,,495065,,BJP
435,Uttar Pradesh,Firozabad,GEN,Chandra Sen Jadon,BJP,495819,,Akshay Yadav,Samajwadi Party,467038,,28781,,BJP
436,Uttar Pradesh,Mainpuri,GEN,Mulayam Singh Yadav,SP,524926,,Prem Singh Shakya,Bharatiya Janata Party,430537,,94389,,SP
437,Uttar Pradesh,Etah,GEN,Rajveer Singh,BJP,545348,,Devendra Singh Yadav,Samajwadi Party,422678,,122670,,BJP
438,Uttar Pradesh,Badaun,GEN,Sanghmitra Maurya,BJP,511352,,Dharmendra Yadav,Samajwadi Party,492898,,18454,,BJP
439,Uttar Pradesh,Aonla,GEN,Dharmendra Kashyap,BJP,537675,,Ruchi Veera,Bahujan Samaj Party,423932,,113743,,BJP
440,Uttar Pradesh,Bareilly,GEN,Santosh Kumar Gangwar,BJP,565270,,Bhagwat Saran Gangwar,Samajwadi Party,397988,,167282,,BJP
441,Uttar Pradesh,Pilibhit,GEN,Varun Gandhi,BJP,704549,,Hemraj Verma,Samajwadi Party,448922,,255627,,BJP
442,Uttar Pradesh,Shahjahanpur,SC,Arun Kumar Sagar,BJP,688990,,Amar Chandra Jauhar,Bahujan Samaj Party,420572,,268418,,BJP
443,Uttar Pradesh,Kheri,GEN,Ajay Kumar Mishra,BJP,609589,,Purvi Verma,Samajwadi Party,390782,,218807,,BJP
444,Uttar Pradesh,Dhaurahra,GEN,Rekha Verma,BJP,512905,,Arshad Iliyas Siddiqui,Bahujan Samaj Party,352294,,160611,,BJP
445,Uttar Pradesh,Sitapur,GEN,Rajesh Verma,BJP,514528,,Nakul Dubey,Bahujan Samaj Party,413695,,100833,,BJP
446,Uttar Pradesh,Hardoi,SC,Jai Prakash Rawat,BJP,568143,,Usha Verma,Samajwadi Party,435669,,132474,,BJP
447,Uttar Pradesh,Misrikh,SC,Ashok Kumar Rawat,BJP,534429,,Neelu Satyarthi,Bahujan Samaj Party,433757,,100672,,BJP
448,Uttar Pradesh,Unnao,GEN,Sakshi Maharaj,BJP,703507,,Arun Shankar Shukla,Samajwadi Party,302551,,400956,,BJP
449,Uttar Pradesh,Mohanlalganj,SC,Kaushal Kishore,BJP,629748,,C. L. Verma,Bahujan Samaj Party,539519,,90229,,BJP
450,Uttar Pradesh,Lucknow,GEN,Rajnath Singh,BJP,633026,,Poonam Sinha,Samajwadi Party,285724,,347302,,BJP
451,Uttar Pradesh,Rae Bareli,GEN,Sonia Gandhi,INC,534918,,Dinesh Pratap Singh,Bharatiya Janata Party,367740,,167178,,INC
452,Uttar Pradesh,Amethi,GEN,Smriti Irani,BJP,468514,,Rahul Gandhi,INC,413394,,55120,,BJP
453,Uttar Pradesh,Sultanpur,GEN,Maneka Gandhi,BJP,459196,,Chandrabhadra Singh,Bahujan Samaj Party,444670,,14526,,BJP
454,Uttar Pradesh,Pratapgarh,GEN,Sangam Lal Gupta,BJP,436291,,Ashok Tripathi,Bahujan Samaj Party,318539,,117752,,BJP
455,Uttar Pradesh,Farrukhabad,GEN,Mukesh Rajput,BJP,569880,,Manoj Agarwal,Bahujan Samaj Party,348178,,221702,,BJP
456,Uttar Pradesh,Etawah,SC,Ram Shankar Katheria,BJP,522119,,Kamlesh Kumar Katheria,Samajwadi Party,457682,,64437,,BJP
457,Uttar Pradesh,Kannauj,GEN,Subrat Pathak,BJP,563087,,Dimple Yadav,Samajwadi Party,550734,,12353,,BJP
458,Uttar Pradesh,Kanpur Urban,GEN,Satyadev Pachauri,BJP,468937,,Sriprakash Jaiswal,INC,313003,,155934,,BJP
459,Uttar Pradesh,Akbarpur,GEN,Devendra Singh Bhole,BJP,581282,,Nisha Sachan,Bahujan Samaj Party,306140,,275142,,BJP
460,Uttar Pradesh,Jalaun,SC,Bhanu Pratap Singh Verma,BJP,581763,,Ajay Singh 'Pankaj',Bahujan Samaj Party,423386,,158377,,BJP
461,Uttar Pradesh,Jhansi,GEN,Anurag Sharma,BJP,809272,,Shyam Sundar Singh Yadav,Samajwadi Party,443589,,365683,,BJP
462,Uttar Pradesh,Hamirpur,GEN,Pushpendra Singh Chandel,BJP,575122,,Dilip Kumar Singh,Bahujan Samaj Party,326470,,248652,,BJP
463,Uttar Pradesh,Banda,GEN,R. K. Singh Patel,BJP,477926,,Shyama Charan Gupta,Samajwadi Party,418988,,58938,,BJP
464,Uttar Pradesh,Fatehpur,GEN,Niranjan Jyoti,BJP,566040,,Sukhdev Prasad Verma,Bahujan Samaj Party,367835,,198205,,BJP
465,Uttar Pradesh,Kaushambi,SC,Vinod Kumar Sonkar,BJP,383009,,Indrajit Saroj,Samajwadi Party,344287,,38722,,BJP
466,Uttar Pradesh,Phulpur,GEN,Keshari Devi Patel,BJP,544701,,Pandhari Yadav,Samajwadi Party,372733,,171968,,BJP
467,Uttar Pradesh,Allahabad,GEN,Rita Bahuguna Joshi,BJP,494454,,Rajendra Patel,Samajwadi Party,310179,,184275,,BJP
468,Uttar Pradesh,Barabanki,SC,Upendra Singh Rawat,BJP,535917,,Ram Sagar Rawat,Samajwadi Party,425777,,110140,,BJP
469,Uttar Pradesh,Faizabad,GEN,Lallu Singh,BJP,529021,,Anand Sen Yadav,Samajwadi Party,463544,,65477,,BJP
470,Uttar Pradesh,Ambedkar Nagar,GEN,Ritesh Pandey,BSP,564118,,Mukut Bihari Verma,Bharatiya Janata Party,468238,,95880,,BSP
471,Uttar Pradesh,Bahraich,SC,Akshaybara Lal Gaud,BJP,525982,,Shabbir Balmiki,Samajwadi Party,397230,,128752,,BJP
472,Uttar Pradesh,Kaiserganj,GEN,Brij Bhushan Sharan Singh,BJP,581358,,Chandradev Ram Yadav,Bahujan Samaj Party,319757,,261601,,BJP
473,Uttar Pradesh,Shravasti,GEN,Ram Shiromani Verma,BSP,441771,,Daddan Mishra,Bharatiya Janata Party,436451,,5320,,BSP
474,Uttar Pradesh,Gonda,GEN,Kirti Vardhan Singh,BJP,508190,,Pandit Singh,Samajwadi Party,341830,,166360,,BJP
475,Uttar Pradesh,Domariyaganj,GEN,Jagdambika Pal,BJP,492253,,Aftab Alam,Bahujan Samaj Party,386932,,105321,,BJP
476,Uttar Pradesh,Basti,GEN,Harish Dwivedi,BJP,471162,,Ram Prasad Chaudhary,Bahujan Samaj Party,440808,,30354,,BJP
477,Uttar Pradesh,Sant Kabir Nagar,GEN,Praveen Kumar Nishad,BJP,467543,,Bhishma Shankar Tiwari,Bahujan Samaj Party,431794,,35749,,BJP
478,Uttar Pradesh,Maharajganj,GEN,Pankaj Choudhary,BJP,726349,,Akhilesh Kumar Singh,Samajwadi Party,385925,,340424,,BJP
479,Uttar Pradesh,Gorakhpur,GEN,Ravi Kishan,BJP,717122,,Rambhual Nishad,Samajwadi Party,415458,,301664,,BJP
480,Uttar Pradesh,Kushi Nagar,GEN,Vijay Kumar Dubey,BJP,597039,,Nathuni Prasad Kushwaha,Samajwadi Party,259479,,337560,,BJP
481,Uttar Pradesh,Deoria,GEN,Ramapati Ram Tripathi,BJP,580644,,Binod Kumar Jaiswal,Bahujan Samaj Party,330713,,249931,,BJP
482,Uttar Pradesh,Bansgaon,SC,Kamlesh Paswan,BJP,546673,,Sadal Prasad,Bahujan Samaj Party,393205,,153468,,BJP
483,Uttar Pradesh,Lalganj,SC,Sangeeta Azad,BSP,518820,,Neelam Sonkar,Bharatiya Janata Party,357223,,161597,,BSP
484,Uttar Pradesh,Azamgarh,GEN,Akhilesh Yadav,SP,621578,,Dinesh Lal Yadav 'Nirahua',Bharatiya Janata Party,361704,,259874,,SP
485,Uttar Pradesh,Ghosi,GEN,Atul Rai,BSP,573829,,Harinarayan Rajbhar,Bharatiya Janata Party,451261,,122568,,BSP
486,Uttar Pradesh,Salempur,GEN,Ravindra Kushawaha,BJP,467241,,R. S. Kushwaha,Bahujan Samaj Party,354764,,112477,,BJP
487,Uttar Pradesh,Ballia,GEN,Virendra Singh Mast,BJP,469114,,Sanatan Pandey,Samajwadi Party,453595,,15519,,BJP
488,Uttar Pradesh,Jaunpur,GEN,Shyam Singh Yadav,BSP,521128,,Krishna Pratap,Bharatiya Janata Party,440192,,80936,,BSP
489,Uttar Pradesh,Machhlishahr,SC,B. P. Saroj,BJP,488397,,Tribhuvan Ram,Bahujan Samaj Party,488216,,181,,BJP
490,Uttar Pradesh,Ghazipur,GEN,Afzal Ansari,BSP,566082,,Manoj Sinha,Bharatiya Janata Party,446690,,119392,,BSP
491,Uttar Pradesh,Chandauli,GEN,Mahendra Nath Pandey,BJP,510733,,Sanjay Singh Chauhan,Samajwadi Party,496774,,13959,,BJP
492,Uttar Pradesh,Varanasi,GEN,Narendra Modi,BJP,674664,,Shalini Yadav,Samajwadi Party,195159,,479505,,BJP
493,Uttar Pradesh,Bhadohi,GEN,Ramesh Chand Bind,BJP,510029,,Rangnath Mishra,Bahujan Samaj Party,466414,,43615,,BJP
494,Uttar Pradesh,Mirzapur,GEN,Anupriya Patel,AD(S),591564,,Ram Charitra Nishad,Samajwadi Party,359556,,232008,,AD(S)
495,Uttar Pradesh,Robertsganj,SC,Pakauri Lal,AD(S),447914,,Bhai Lal,Samajwadi Party,393578,,54336,,AD(S)
496,Uttarakhand,Tehri Garhwal,GEN,Mala Rajya Laxmi Shah,BJP,565333,,Pritam Singh,INC,264747,,300586,,BJP
497,Uttarakhand,Garhwal,GEN,Tirath Singh Rawat,BJP,506980,,Manish Khanduri,INC,204311,,302669,,BJP
498,Uttarakhand,Almora,SC,Ajay Tamta,BJP,444651,,Pradeep Tamta,INC,211665,,232986,,BJP
499,Uttarakhand,Nainital‑Udhamsingh Nagar,GEN,Ajay Bhatt,BJP,772195,,Harish Rawat,INC,433099,,339096,,BJP
500,Uttarakhand,Haridwar,GEN,Ramesh Pokhriyal,BJP,665674,,Ambrish Kumar,INC,406945,,258729,,BJP
501,West Bengal,Cooch Behar,SC,Nisith Pramanik,BJP,731594,,Adhikari Paresh Chandra,TMC,677363,,54231,,BJP
502,West Bengal,Alipurduars,SC,John Barla,BJP,750804,,Dasrath Tirkey,TMC,506815,,243989,,BJP
503,West Bengal,Jalpaiguri,SC,Jayanta Kumar Roy,BJP,760145,,Bijoy Chandra Barman,TMC,576141,,184004,,BJP
504,West Bengal,Darjeeling,GEN,Raju Singh Bisht,BJP,750067,,Amar Singh Rai,TMC,336624,,413443,,BJP
505,West Bengal,Raiganj,GEN,Debasree Chaudhuri,BJP,511652,,Kanaiyalal Agarwal,TMC,451078,,60574,,BJP
506,West Bengal,Balurghat,GEN,Sukanta Majumder,BJP,539317,,Arpita Ghosh,TMC,506024,,33293,,BJP
507,West Bengal,Maldaha Uttar,GEN,Khagen Murmu,BJP,509524,,Mausam Noor,TMC,425236,,84288,,BJP
508,West Bengal,Maldaha Dakshin,GEN,Abu Hasem Khan Choudhury,INC,444270,,Sreerupa Mitra Chaudhury,BJP,436048,,8222,,INC
509,West Bengal,Jangipur,GEN,Khalilur Rahman,TMC(M),562838,,Mafuja Khatun,BJP,317056,,245782,,TMC(M)
510,West Bengal,Baharampur,GEN,Adhir Ranjan Chowdhury,INC,591106,,Apurba Sarkar,TMC,510410,,80696,,INC
511,West Bengal,Murshidabad,GEN,Abu Taher Khan,TMC(M),604346,,Abu Hena,INC,377929,,226417,,TMC(M)
512,West Bengal,Krishnanagar,GEN,Mahua Moitra,TMC(M),614872,,Kalyan Chaubey,BJP,551654,,63218,,TMC(M)
513,West Bengal,Ranaghat,SC,Jagannath Sarkar,BJP,783253,,Rupali Biswas,TMC,549825,,233428,,BJP
514,West Bengal,Bangaon,SC,Shantanu Thakur,BJP,687622,,Mamata Bala Thakur,TMC,576028,,111594,,BJP
515,West Bengal,Barrackpore,GEN,Arjun Singh,BJP,472994,,Dinesh Trivedi,TMC,458137,,14857,,BJP
516,West Bengal,Dum Dum,GEN,Saugata Roy,TMC(M),512062,,Samik Bhattacharya,BJP,459060,,53002,,TMC(M)
517,West Bengal,Barasat,GEN,Kakali Ghosh Dastidar,TMC(M),648084,,Mrinal Kanti Debnath,BJP,538101,,109983,,TMC(M)
518,West Bengal,Basirhat,GEN,Nusrat Jahan,TMC(M),782078,,Sayantan Basu,BJP,431709,,350369,,TMC(M)
519,West Bengal,Jaynagar,SC,Pratima Mondal,TMC(M),761202,,Ashok Kandary,BJP,444427,,316775,,TMC(M)
520,West Bengal,Mathurapur,SC,Choudhury Mohan Jatua,TMC(M),726828,,Shyama Prasad Halder,BJP,522854,,203974,,TMC(M)
521,West Bengal,Diamond Harbour,GEN,Abhishek Banerjee,TMC(M),791127,,Nilanjan Roy,BJP,470533,,320594,,TMC(M)
522,West Bengal,Jadavpur,GEN,Mimi Chakraborty,TMC(M),688472,,Anupam Hazra,BJP,393233,,295239,,TMC(M)
523,West Bengal,Kolkata Dakshin,GEN,Mala Roy,TMC(M),573119,,Chandra Kumar Bose,BJP,417927,,155192,,TMC(M)
524,West Bengal,Kolkata Uttar,GEN,Sudip Bandyopadhyay,TMC(M),474891,,Rahul Sinha,BJP,347796,,127095,,TMC(M)
525,West Bengal,Howrah,GEN,Prasun Banerjee,TMC(M),576711,,Rantidev Sen Gupta,BJP,473016,,103695,,TMC(M)
526,West Bengal,Uluberia,GEN,Sajda Ahmed,TMC(M),694945,,Joy Banerjee,BJP,479586,,215359,,TMC(M)
527,West Bengal,Serampore,GEN,Kalyan Banerjee,TMC(M),637707,,Debjit Sarkar,BJP,539171,,98536,,TMC(M)
528,West Bengal,Hooghly,GEN,Locket Chatterjee,BJP,671448,,Ratna De,TMC,598086,,73362,,BJP
529,West Bengal,Arambagh,SC,Aparupa Poddar,TMC(M),649929,,Tapan Kumar Ray,BJP,648787,,1142,,TMC(M)
530,West Bengal,Tamluk,GEN,Dibyendu Adhikari,TMC(M),724433,,Sidhartha Shankar Naskar,BJP,534268,,190165,,TMC(M)
531,West Bengal,Kanthi,GEN,Sisir Adhikari,TMC(M),711872,,Debasish Samanta,BJP,600204,,111668,,TMC(M)
532,West Bengal,Ghatal,GEN,Deepak Adhikari (Dev),TMC(M),717959,,Bharati Ghosh,BJP,609986,,107973,,TMC(M)
533,West Bengal,Jhargram,ST,Kumar Hembram,BJP,626583,,Birbaha Saren,TMC,614816,,11767,,BJP
534,West Bengal,Medinipur,GEN,Dilip Ghosh,BJP,685433,,Manas Bhunia,TMC,596481,,88952,,BJP
535,West Bengal,Purulia,GEN,Jyotirmoy Singh Mahato,BJP,668107,,Mriganko Mahato,TMC,463375,,204732,,BJP
536,West Bengal,Bankura,GEN,Subhash Sarkar,BJP,675319,,Subrata Mukherjee,TMC,500986,,174333,,BJP
537,West Bengal,Bishnupur,SC,Saumitra Khan,BJP,657019,,Shyamal Santra,TMC,578972,,78047,,BJP
538,West Bengal,Bardhaman Purba,SC,Sunil Kumar Mondal,TMC(M),640834,,Paresh Chandra Das,BJP,551523,,89311,,TMC(M)
539,West Bengal,Bardhaman-Durgapur,GEN,S. S. Ahluwalia,BJP,598376,,Mamtaz Sanghamita,TMC,595937,,2439,,BJP
540,West Bengal,Asansol,GEN,Babul Supriyo,BJP,633378,,Moon Moon Sen,TMC,435741,,197637,,BJP
541,West Bengal,Bolpur,SC,Asit Kumar Mal,TMC(M),699171,,Ramprasad Das,BJP,592769,,106402,,TMC(M)
542,West Bengal,Birbhum,GEN,Shatabdi Roy,TMC(M),654077,,Dudh Kumar Mondal,BJP,565153,,88924,,TMC(M)
