,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year,Party_clean
410,410,Tamil Nadu,25,Perambalur,GEN,D. Napoleon,M,DMK,398742,"Balasubramanian,K.K.",M,ADMK,321138,77604,2009,DMK
411,411,Tamil Nadu,26,Cuddalore,GEN,Sambandam Keerapalayam Alagiri,M,INC,320473,Sampath M C,M,ADMK,296941,23532,2009,INC
412,412,Tamil Nadu,27,Chidambaram,SC,Thirumaa Valavan Thol,M,VCK,428804,"Ponnuswamy,E",M,PMK,329721,99083,2009,VCK
413,413,Tamil Nadu,28,Mayiladuthurai,GEN,O. S. Manian,M,AIADMK,364089,Mani Shankar Aiyar,M,INC,327235,36854,2009,AIADMK
414,414,Tamil Nadu,29,Nagapattinam,SC,A.K.S. Vijayan,M,DMK,369915,Selvaraj M,M,CPI,321953,47962,2009,DMK
415,415,Tamil Nadu,30,Thanjavur,GEN,S.S. Palanimanickam,M,DMK,408343,Durai.Balakrishnan,M,MDMK,306556,101787,2009,DMK
416,416,Tamil Nadu,31,Sivaganga,GEN,Palaniappan Chidambaram,M,INC,334348,Raja Kannappan R.S.,M,ADMK,330994,3354,2009,INC
417,417,Tamil Nadu,32,Madurai,GEN,M. K. Alagiri,M,DMK,431295,Mohan P,M,CPM,290310,140985,2009,DMK
418,418,Tamil Nadu,33,Theni,GEN,J.M. Aaroon Rasheed,M,INC,340575,Thanga Tamilselvan,M,ADMK,334273,6302,2009,INC
419,419,Tamil Nadu,34,Virudhunagar,GEN,Manicka Tagore,M,INC,307187,Vaiko,M,MDMK,291423,15764,2009,INC
420,420,Tamil Nadu,35,Ramanathapuram,GEN,K. Alias J.K. Ritheesh Shivakumar,M,DMK,294945,Sathiamoorthy. V,M,ADMK,225030,69915,2009,DMK
421,421,Tamil Nadu,36,Thoothukkudi,GEN,S. R. Jeyadurai,M,DMK,311017,Cynthia Pandian.Dr,M,ADMK,234368,76649,2009,DMK
422,422,Tamil Nadu,37,Tenkasi,SC,P. Lingam,M,CPI,281174,Vellaipandi G,M,INC,246497,34677,2009,CPI
423,423,Tamil Nadu,38,Tirunelveli,GEN,S.S. Ramasubbu,M,INC,274932,Annamalai K,M,ADMK,253629,21303,2009,INC
424,424,Tamil Nadu,39,Kanniyakumari,GEN,Smt. Davidson J. Helen,F,DMK,320161,Radhakrishnan P,M,BJP,254474,65687,2009,DMK
425,425,Tripura,1,Tripura West,GEN,Khagen Das,M,CPI,563799,Sudip Roy Barman,M,INC,315250,248549,2009,CPI
426,426,Tripura,2,Tripura East,ST,Baju Ban Riyan,M,CPI,521084,Diba Chandra Hrangkhawl,M,INC,225503,295581,2009,CPI
427,427,Uttar Pradesh,1,Saharanpur,GEN,Jagdish Singh Rana,M,BSP,354807,Rasheed Masood,M,SP,269934,84873,2009,BSP
428,428,Uttar Pradesh,2,Kairana,GEN,Begum Tabassum Hasan,F,BSP,283259,Hukum Singh,M,BJP,260796,22463,2009,BSP
429,429,Uttar Pradesh,3,Muzaffarnagar,GEN,Kadir Rana,M,BSP,275318,Anuradha Chaudhary,M,RLD,254720,20598,2009,BSP
430,430,Uttar Pradesh,4,Bijnor,GEN,Sanjay Singh Chauhan,M,RLD,244587,Shahid Siddiqui,M,BSP,216157,28430,2009,RLD
431,431,Uttar Pradesh,5,Nagina,SC,Yashvir Singh,M,SP,234815,Ram Kishan Singh,M,BSP,175127,59688,2009,SP
432,432,Uttar Pradesh,6,Moradabad,GEN,Mohammed Azharuddin,M,INC,301283,Kunwar Sarvesh Kumar Alias Rakesh,M,BJP,252176,49107,2009,INC
433,433,Uttar Pradesh,7,Rampur,GEN,Smt. P. Jaya Prada Nahata,F,SP,230724,Begum Noor Bano Urf Mehtab Zamani Begum,M,BJP,199793,30931,2009,SP
434,434,Uttar Pradesh,8,Sambhal,GEN,Shafiqur Rahman Barq,M,BSP,207422,Iqbal Mehmood,M,SP,193958,13464,2009,BSP
435,435,Uttar Pradesh,9,Amroha,GEN,Devendra Nagpal,M,RLD,283182,Mehboob Ali,M,SP,191099,92083,2009,RLD
436,436,Uttar Pradesh,10,Meerut,GEN,Rajendra Agrawal,M,BJP,232137,Malook Nagar,M,BSP,184991,47146,2009,BJP
437,437,Uttar Pradesh,11,Baghpat,GEN,Ajit Singh,M,RLD,238638,Mukesh Sharma,M,BSP,175611,63027,2009,RLD
438,438,Uttar Pradesh,12,Ghaziabad,GEN,Rajnath Singh,M,BJP,359637,Surendra Prakash Goel,M,INC,268956,90681,2009,BJP
439,439,Uttar Pradesh,13,Gautam Buddha Nagar,GEN,Surendra Singh Nagar,M,BSP,245613,Mahesh Kumar Sharma,M,BJP,229709,15904,2009,BSP
440,440,Uttar Pradesh,14,Bulandshahr,SC,Kamlesh Balmiki,M,SP,236257,Ashok Kumar Pradhan,M,BJP,170192,66065,2009,SP
441,441,Uttar Pradesh,15,Aligarh,GEN,Smt. Raj Kumari Chauhan,F,BSP,193444,Zafar Alam,M,SP,176887,16557,2009,BSP
442,442,Uttar Pradesh,16,Hathras,SC,Smt. Sarika Devendra Singh Baghel,F,RLD,247927,Rajendra Kumar,M,BSP,211075,36852,2009,RLD
443,443,Uttar Pradesh,17,Mathura,GEN,Jayant Chaudhary,M,RLD,379870,Shyam Sunder Sharma,M,BSP,210257,169613,2009,RLD
444,444,Uttar Pradesh,18,Agra,SC,Prof.(Dr.) Ram Shankar,M,BJP,203697,Kunwar Chand (Vakil),M,BSP,193982,9715,2009,BJP
445,445,Uttar Pradesh,19,Fatehpur Sikri,GEN,Smt. Seema Upadhyay,F,BSP,209466,Raj Babbar,M,INC,199530,9936,2009,BSP
446,446,Uttar Pradesh,20,Firozabad,GEN,Akhilesh Yadav,M,INC,287011,Prof. S.P. Singh Baghel,M,BSP,219710,67301,2009,INC
447,447,Uttar Pradesh,By Polls (2009),Firozabad,GEN,Raj Babbar,M,INC,312728,Dimple Yadav,F,SP,227385,85343,2009,INC
448,448,Uttar Pradesh,21,Mainpuri,GEN,Mulayam Singh Yadav,M,SP,392308,Vinay Shakya,M,BSP,219239,173069,2009,SP
449,449,Uttar Pradesh,22,Etah,GEN,Kalyan Singh,M,IND,275717,Kunwar Devendra Singh Yadav,M,BSP,147449,128268,2009,IND
450,450,Uttar Pradesh,23,Badaun,GEN,Dharmendra Yadav,M,SP,233744,Dharam Yadav Urf D. P.Yadav,M,BSP,201202,32542,2009,SP
451,451,Uttar Pradesh,24,Aonla,GEN,Smt. Maneka Gandhi,F,BJP,216503,Dharmendra Kumar,M,SP,208822,7681,2009,BJP
452,452,Uttar Pradesh,25,Bareilly,GEN,Praveen Singh. Aron,M,INC,220976,Santosh Gangwar,M,BJP,211638,9338,2009,INC
453,453,Uttar Pradesh,26,Pilibhit,GEN,Feroze Varun Gandhi,M,BJP,419539,V. M. Singh,M,INC,138038,281501,2009,BJP
454,454,Uttar Pradesh,27,Shahjahanpur,SC,Mithlesh Kumar,M,SP,257033,Sunita Singh,M,BSP,186454,70579,2009,SP
455,455,Uttar Pradesh,28,Kheri,GEN,Zafar Ali Naqvi,M,INC,184982,Iliyas Azmi,M,BSP,176205,8777,2009,INC
456,456,Uttar Pradesh,29,Dhaurahra,GEN,Jitin Prasada,M,INC,391391,Rajesh Kumar Singh Alias Rajesh Verma,M,BSP,206882,184509,2009,INC
457,457,Uttar Pradesh,30,Sitapur,GEN,Smt. Kaisar Jahan,F,BSP,241106,Mahendra Singh Verma,M,SP,221474,19632,2009,BSP
458,458,Uttar Pradesh,31,Hardoi,SC,Smt. Usha Verma,F,SP,294030,Ram Kumar Kuril,M,BSP,201095,92935,2009,SP
459,459,Uttar Pradesh,32,Misrikh,SC,Ashok Kumar Rawat,M,BSP,207627,Shyam Prakash,M,SP,184335,23292,2009,BSP
460,460,Uttar Pradesh,33,Unnao,GEN,Smt. Annu Tandon,F,INC,475476,Arunshankarshukla,M,BSP,173384,302092,2009,INC
461,461,Uttar Pradesh,34,Mohanlalganj,SC,Smt. Sushila Saroj,F,SP,256367,Jai Prakash,M,BSP,179772,76595,2009,SP
462,462,Uttar Pradesh,35,Lucknow,GEN,Lal Ji Tandon,M,BJP,204028,Rita Bahuguna Joshi,F,INC,163127,40901,2009,BJP
463,463,Uttar Pradesh,36,Rae Bareli,GEN,Smt. Sonia Gandhi,F,INC,481490,R.S.Kushwaha,M,BSP,109325,372165,2009,INC
464,464,Uttar Pradesh,37,Amethi,GEN,Rahul Gandhi,M,INC,464195,Asheesh Shukla,M,BSP,93997,370198,2009,INC
465,465,Uttar Pradesh,38,Sultanpur,GEN,Dr. Sanjay Sinh,M,INC,300411,Mohd.Tahir,M,BSP,201632,98779,2009,INC
466,466,Uttar Pradesh,39,Pratapgarh,GEN,Rajkumari Ratna Singh,F,INC,169137,Prof. Shivakant Ojha,M,BSP,139358,29779,2009,INC
467,467,Uttar Pradesh,40,Farrukhabad,GEN,Salman Khurshid,M,INC,169351,Naresh Chandra Agrawal,M,BSP,142152,27199,2009,INC
468,468,Uttar Pradesh,41,Etawah,SC,Premdas Katheria,M,SP,278776,Gaurishanker,M,BSP,232030,46746,2009,SP
469,469,Uttar Pradesh,42,Kannauj,GEN,Akhilesh Yadav,M,SP,337751,Dr. Mahesh Chandra Verma,M,BSP,221887,115864,2009,SP
470,470,Uttar Pradesh,By Polls (2012),Kannauj,GEN,Dimple Yadav,F,SP,0,Uncontested,,,0,0,2009,SP
471,471,Uttar Pradesh,43,Kanpur,GEN,Sriprakash Jaiswal,M,INC,214988,Sukhda Mishra,M,BJP,196082,18906,2009,INC
472,472,Uttar Pradesh,44,Akbarpur,GEN,Raja Ram Pal,M,INC,192549,Anil Shukla Warsi,M,BSP,160506,32043,2009,INC
473,473,Uttar Pradesh,45,Jalaun,SC,Ghanshyam Anuragi,M,SP,283023,Tilak Chandra Ahirwar,M,SC,271614,11409,2009,SP
474,474,Uttar Pradesh,46,Jhansi,GEN,Pradeep Kumar Jain Aditya,M,INC,252712,Ramesh Kumar Sharma,M,BSP,205042,47670,2009,INC
475,475,Uttar Pradesh,47,Hamirpur,GEN,Vijay Bahadur Singh,M,BSP,199143,Siddha Gopal Sahu,M,INC,173641,25502,2009,BSP
476,476,Uttar Pradesh,48,Banda,GEN,R.K. Singh Patel,M,SP,240948,Bhairon Prasad Mishra,M,BSP,206355,34593,2009,SP
477,477,Uttar Pradesh,49,Fatehpur,GEN,Rakesh Sachan,M,SP,218953,Mahendra Prasad Nishad,M,BSP,166725,52228,2009,SP
478,478,Uttar Pradesh,50,Kaushambi,SC,Shailendra Kumar,M,SP,246501,Girish Chandra Pasi,M,BSP,190712,55789,2009,SP
479,479,Uttar Pradesh,51,Phulpur,GEN,Kapil Muni Karwariya,M,BSP,167542,Shyama Charan Gupta,M,SP,152964,14578,2009,BSP
480,480,Uttar Pradesh,52,Allahabad,GEN,Kunwar Rewati Raman Singh,M,SP,209431,Ashok Kumar Bajpai,M,BSP,174511,34920,2009,SP
481,481,Uttar Pradesh,53,Barabanki,SC,P.L. Punia,M,INC,328418,Ram Sagar,M,SP,160505,167913,2009,INC
482,482,Uttar Pradesh,54,Faizabad,GEN,Dr. Nirmal Khatri,M,INC,211543,Mitrasen,M,SP,157315,54228,2009,INC
483,483,Uttar Pradesh,55,Ambedkar Nagar,GEN,Rakesh Pandey,M,BSP,259487,Shankhlal Majhi,M,SP,236751,22736,2009,BSP
484,484,Uttar Pradesh,56,Bahraich,SC,Kamal Kishor,M,INC,160005,Lal Mani Prasad,M,BSP,121052,38953,2009,INC
485,485,Uttar Pradesh,57,Kaiserganj,GEN,Brijbhushan Sharan Singh,M,SP,196063,Surendra Nath Awasthi,M,BSP,123864,72199,2009,SP
486,486,Uttar Pradesh,58,Shravasti,GEN,"Dr. Vinay Kumar ""Vinnu"" Pandey",M,INC,201556,Rizvan Zaheer,M,BSP,159527,42029,2009,INC
487,487,Uttar Pradesh,59,Gonda,GEN,Beni Prasad Verma,M,INC,155675,Kirti Vardhan Singh (Raja Bhaiya),M,BSP,132000,23675,2009,INC
488,488,Uttar Pradesh,60,Domariyaganj,GEN,Jagdambika Pal,M,INC,229872,Jai Pratap Singh,M,BJP,153306,76566,2009,INC
489,489,Uttar Pradesh,61,Basti,GEN,Arvind Kumar Chaudhary,M,BSP,268666,Raj Kishor Singh,M,SP,163456,105210,2009,BSP
490,490,Uttar Pradesh,62,Sant Kabir Nagar,GEN,Bhismshankar Alias Kushal Tiwari,M,BSP,211043,Bhal Chandra Yadav,M,SP,171045,39998,2009,BSP
491,491,Uttar Pradesh,63,Maharajganj,GEN,Harsh Vardhan,M,INC,305474,Ganesh Shanker Pandey,M,BSP,181846,123628,2009,INC
492,492,Uttar Pradesh,64,Gorakhpur,GEN,Yogi Adityanath,M,BJP,403156,Vinay Shankar Tiwari,M,BSP,182885,220271,2009,BJP
493,493,Uttar Pradesh,65,Kushi Nagar,GEN,Ratanjit Pratap Narain Singh,M,INC,223954,Swami Prasad Maurya,M,BSP,202860,21094,2009,INC
494,494,Uttar Pradesh,66,Deoria,GEN,Gorakh Prasad Jaiswal,M,BSP,219889,Prakash Mani Tripathi,M,BJP,178110,41779,2009,BSP
495,495,Uttar Pradesh,67,Bansgaon,SC,Kamlesh Paswan,M,BJP,223011,Shree Nath Ji,M,BSP,170224,52787,2009,BJP
496,496,Uttar Pradesh,68,Lalganj,SC,Dr. Baliram,M,BSP,207998,Neelam Sonkar,M,BJP,168050,39948,2009,BSP
497,497,Uttar Pradesh,69,Azamgarh,GEN,Ramakant Yadav,M,BJP,247648,Akbar Ahmad Dumpy,M,BSP,198609,49039,2009,BJP
498,498,Uttar Pradesh,70,Ghosi,GEN,Dara Singh Chauhan,M,BSP,220695,Arshad Jamal Ansari,M,SP,159750,60945,2009,BSP
499,499,Uttar Pradesh,71,Salempur,GEN,Ramashankar Rajbhar,M,BSP,175088,Dr. Bhola Pandey,M,INC,156783,18305,2009,BSP
500,500,Uttar Pradesh,72,Ballia,GEN,Neeraj Shekhar,M,SP,276649,Sangram Singh Yadav,M,BSP,204094,72555,2009,SP
501,501,Uttar Pradesh,73,Jaunpur,GEN,Dhananjay Singh,M,BSP,302618,Paras Nath Yadava,M,SP,222267,80351,2009,BSP
502,502,Uttar Pradesh,74,Machhlishahr,SC,Tufani Saroj,M,SP,223152,Kamla Kant Gautam,M,BSP,198846,24306,2009,SP
503,503,Uttar Pradesh,75,Ghazipur,GEN,Radhe Mohan Singh,M,SP,379233,Afzal Ansari,M,BSP,309924,69309,2009,SP
504,504,Uttar Pradesh,76,Chandauli,GEN,Ramkishun,M,SP,180114,Kailash Nath Singh Yadav,M,BSP,179655,459,2009,SP
505,505,Uttar Pradesh,77,Varanasi,GEN,Dr. Murli Manohar Joshi,M,BJP,203122,Mukhtar Ansari,M,BSP,185911,17211,2009,BJP
506,506,Uttar Pradesh,78,Bhadohi,GEN,Gorakh Nath Pandey,M,BSP,195808,Chhotelal Bind,M,SP,182845,12963,2009,BSP
507,507,Uttar Pradesh,79,Mirzapur,GEN,Bal Kumar Patel,M,SP,218898,Anil Kumar Maurya,M,BSP,199216,19682,2009,SP
508,508,Uttar Pradesh,80,Robertsganj,SC,Pakauri Lal,M,SP,216478,Ram Chandra Tyagi,M,BSP,166219,50259,2009,SP
509,509,Uttarakhand,1,Tehri Garhwal,GEN,Vijay Bahuguna,M,INC,263083,Jaspal Rana,M,BJP,210144,52939,2009,INC
510,510,Uttarakhand,By Polls (2012),Tehri Garhwal,GEN,Smt. Mala Rajya Laxmi Shah,F,BJP,245835,Saket Bahuguna,F,INC,223141,22694,2009,BJP
511,511,Uttarakhand,2,Garhwal,GEN,Satpal Maharaj,M,INC,236949,"Lt. Gen(Retd) Tejpal Singh Rawat P.V.S.M, V.S.M",M,BJP,219552,17397,2009,INC
512,512,Uttarakhand,3,Almora,SC,Pradeep Tamta,M,INC,200824,Ajay Tamta,M,BJP,193874,6950,2009,INC
513,513,Uttarakhand,4,Nainital-Udhamsingh Nagar,GEN,K.C. Singh Baba,M,INC,321377,Bachi Singh Rawat,M,BJP,232965,88412,2009,INC
514,514,Uttarakhand,5,Hardwar,GEN,Harish Rawat,M,INC,332235,Swami Yatindranand Giri,M,BJP,204823,127412,2009,INC
515,515,West Bengal,1,Cooch Behar,SC,Nripendra Nath Roy,M,AIFB,500677,Arghya Roy Pradhan,M,AITC,466928,33749,2009,AIFB
516,516,West Bengal,2,Alipurduars,SC,Manohar Tirkey,M,RSP,384890,Paban Kumar Lakra,M,AITC,272068,112822,2009,RSP
517,517,West Bengal,3,Jalpaiguri,SC,Mahendra Kumar Roy,M,CPI,469613,Barma Sukhbilas,M,INC,381242,88371,2009,CPI
518,518,West Bengal,4,Darjeeling,GEN,Jaswant Singh,M,BJP,497649,Jibesh Sarkar,M,CPM,244360,253289,2009,BJP
519,519,West Bengal,5,Raiganj,GEN,Smt. Deepa Dasmunsi,F,INC,451776,Bireswar Lahiri,M,CPM,346573,105203,2009,INC
520,520,West Bengal,6,Balurghat,GEN,Prasanta Kumar Majumdar,M,RSP,388444,Biplab Mitra,M,AITC,383339,5105,2009,RSP
521,521,West Bengal,7,Maldaha Uttar,GEN,Smt. Mausam Noor,F,INC,440264,Sailen Sarkar,M,CPM,380123,60141,2009,INC
522,522,West Bengal,8,Maldaha Dakshin,GEN,Abu Hasem Khan Choudhury,M,INC,443377,Abdur Razzaque,M,CPM,307097,136280,2009,INC
523,523,West Bengal,9,Jangipur,GEN,Pranab Mukherjee,M,INC,506749,Mriganka Sekhar Bhattacharya,M,CPM,378600,128149,2009,INC
524,524,West Bengal,By Polls (2012),Jangipur,GEN,Abhijit Mukherjee,M,INC,332919,Muzaffar Hossain,M,CPM,330383,2536,2009,INC
525,525,West Bengal,10,Baharampur,GEN,Adhir Ranjan Chowdhury,M,INC,541920,Pramothes Mukherjee,M,RSP,354943,186977,2009,INC
526,526,West Bengal,11,Murshidabad,GEN,Abdul Mannan Hossain,M,INC,496348,Anisur Rahaman Sarkar,M,CPM,460701,35647,2009,INC
527,527,West Bengal,12,Krishnanagar,GEN,Tapas Paul,M,AITC,443679,Jyotirmoyee Sikdar,M,CPM,366293,77386,2009,AITC
528,528,West Bengal,13,Ranaghat,SC,Dr. Sucharu Ranjan Haldar,M,AITC,575058,Basudeb Barman,M,CPM,473235,101823,2009,AITC
529,529,West Bengal,14,Bangaon,SC,Gobinda Chandra Naskar,M,AITC,546596,Asim Bala,M,CPM,453770,92826,2009,AITC
530,530,West Bengal,15,Barrackpore,GEN,Dinesh Trivedi,M,AITC,428699,Tarit Baran Topdar,M,CPM,372675,56024,2009,AITC
531,531,West Bengal,16,Dum Dum,GEN,Prof. Saugata Roy,M,AITC,458988,Amitava Nandy,M,CPM,438510,20478,2009,AITC
532,532,West Bengal,17,Barasat,GEN,Dr. (Smt.) Kakoli Ghosh Dastidar,F,AITC,522530,Sudin Chattopadhyay,M,AIFB,399629,122901,2009,AITC
533,533,West Bengal,18,Basirhat,GEN,Sk. Nurul Islam,M,AITC,479650,Ajay Chakraborty,M,CPI,419267,60383,2009,AITC
534,534,West Bengal,19,Joynagar,SC,Dr. Tarun Mandal,M,IND,446200,Nimai Barman,M,RSP,392495,53705,2009,IND
535,535,West Bengal,20,Mathurapur,SC,Choudhury Mohan Jatua,M,AITC,565505,Animesh Naskar,M,CPM,435542,129963,2009,AITC
536,536,West Bengal,21,Diamond Harbour,GEN,Somendra Nath Mitra,M,AITC,564612,Samik Lahiri,M,CPM,412923,151689,2009,AITC
537,537,West Bengal,22,Jadavpur,GEN,Kabir Suman,M,AITC,540667,Sujan Chakraborty,M,CPM,484400,56267,2009,AITC
538,538,West Bengal,23,ata Dakshin,GEN,Mamata Banerjee,M,AITC,576045,Rabin Deb,M,CPM,356474,219571,2009,AITC
539,539,West Bengal,By Polls (2011),Kolkata Dakshin,GEN,Subrata Bakshi,F,AITC,516761,R. Banerjee,M,CPM,286662,230099,2009,AITC
540,540,West Bengal,24,Kolkata Uttar,GEN,Sudip Bandyopadhyay,M,AITC,460646,Md. Salim,M,CPM,351368,109278,2009,AITC
541,541,West Bengal,25,Howrah,GEN,Ambica Banerjee,M,AITC,477449,Swadesh Chakrabortty,M,CPM,440057,37392,2009,AITC
542,542,West Bengal,By Polls (2013),Howrah,GEN,Prasun Banerjee,M,AITC,426387,Sridip Bhattacharya,M,CPI(M),399422,26965,2009,AITC
543,543,West Bengal,26,Uluberia,GEN,Sultan Ahmed,M,AITC,514193,Hannan Mollah,M,CPM,415257,98936,2009,AITC
544,544,West Bengal,27,Serampore,GEN,Kalyan Banerjee,M,AITC,569725,Santasri Chatterjee,M,CPM,432535,137190,2009,AITC
545,545,West Bengal,28,Hooghly,GEN,Dr. Ratna De Nag,F,AITC,574022,Rupchand Pal,M,CPM,492499,81523,2009,AITC
546,546,West Bengal,29,Arambagh,SC,Sakti Mohan Malik,M,CPI,630254,Sambhu Nath Malik,M,INC,428696,201558,2009,CPI
547,547,West Bengal,30,Tamluk,GEN,Suvendu Adhikari,M,AITC,637664,Lakshman Chandra Seth,M,CPM,464706,172958,2009,AITC
548,548,West Bengal,31,Kanthi,GEN,Sisir Kumar Adhikari,M,AITC,606712,Prasanta Pradhan,M,CPM,477609,129103,2009,AITC
549,549,West Bengal,32,Ghatal,GEN,Gurudas Dasgupta,M,CPI,625923,Nure Alam Chowdhury,M,AITC,478739,147184,2009,CPI
550,550,West Bengal,33,Jhargram,ST,Dr. Pulin Bihari Baske,M,CPI,545231,Amrit Hansda,M,INC,252886,292345,2009,CPI
551,551,West Bengal,34,Medinipur,GEN,Prabodh Panda,M,CPI,493021,Dipak Kumar Ghosh,M,AITC,445004,48017,2009,CPI
552,552,West Bengal,35,Purulia,GEN,Narahari Mahato,M,AIFB,399201,Shantiram Mahato,M,INC,379900,19301,2009,AIFB
553,553,West Bengal,36,Bankura,GEN,Basudeb Acharia,M,CPI,469223,Subrata Mukherjee,M,INC,361421,107802,2009,CPI
554,554,West Bengal,37,Bishnupur,SC,Smt. Susmita Bauri,F,CPI,541075,Seuli Saha,M,AITC,411709,129366,2009,CPI
555,555,West Bengal,38,Bardhaman Purba,SC,Dr. Anup Kumar Saha,M,CPI,531987,Ashoke Biswas,M,AITC,472568,59419,2009,CPI
556,556,West Bengal,39,Bardhaman-Durgapur,GEN,Prof. Sk. Saidul Haque,M,CPI,573399,Nargis Begum,M,INC,465162,108237,2009,CPI
557,557,West Bengal,40,Asansol,GEN,Bansa Gopal Chowdhury,M,CPI,435161,Ghatak Moloy,M,AITC,362205,72956,2009,CPI
558,558,West Bengal,41,Bolpur,SC,Dr. Ram Chandra Dome,M,CPI,538383,Asit Kumar Mal,M,INC,411501,126882,2009,CPI
559,559,West Bengal,42,Birbhum,GEN,Smt. Satabdi Roy,F,AITC,486553,Braja Mukherjee,M,CPM,425034,61519,2009,AITC
