,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year,Party_clean
0,0,Andhra Pradesh,1,Adilabad,ST,Ramesh Rathod,M,TDP,372268,Kotnak Ramesh,M,INC,257181,115087,2009,TDP
1,1,Andhra Pradesh,2,Peddapalli,SC,Dr. Gaddam Vivekanand,M,INC,313748,Gomasa Srinivas,M,TRS,264731,49017,2009,INC
2,2,Andhra Pradesh,3,Karimnagar,GEN,Ponnam Prabhakar,M,INC,317927,Vinod Kumar Boinapally,M,TRS,267684,50243,2009,INC
3,3,Andhra Pradesh,4,Nizamabad,GEN,Madhu Goud Yaskhi,M,INC,296504,Bigala Ganesh Gupta,M,TRS,236114,60390,2009,INC
4,4,Andhra Pradesh,5,Zahirabad,GEN,Suresh Kumar Shetkar,M,INC,395767,Syed Yousuf Ali,M,TRS,378360,17407,2009,INC
5,5,Andhra Pradesh,6,Medak,GEN,Smt. M. Vijaya Shanthi,F,TRS,388839,Narendranath .C,M,INC,382762,6077,2009,TRS
6,6,Andhra Pradesh,7,Malkajgiri,GEN,Sathyanarayana Sarvey,M,INC,388368,Bheemsen.T,M,TDP,295042,93326,2009,INC
7,7,Andhra Pradesh,8,Secunderabad,GEN,M. Anjan Kumar Yadav,M,INC,340549,Bandaru Dattatreya,M,BJP,170382,170167,2009,INC
8,8,Andhra Pradesh,9,Hyderabad,GEN,Asaduddin Owaisi,M,AIMIM,308061,Zahid Ali Khan,M,TDP,194196,113865,2009,AIMIM
9,9,Andhra Pradesh,10,Chelvella,GEN,Jaipal Sudini Reddy,M,INC,420807,A.P.Jithender Reddy,M,TDP,402275,18532,2009,INC
10,10,Andhra Pradesh,11,Mahabubnagar,GEN,Kalva Kuntla Chandrasekhar Rao,M,TRS,366569,Devarakonda Vittal Rao,M,INC,346385,20184,2009,TRS
11,11,Andhra Pradesh,12,Nagarkurnool,SC,Dr. M. Jagannath,M,INC,422745,Guvvala Balaraju,M,TRS,374978,47767,2009,INC
12,12,Andhra Pradesh,13,Nalgonda,GEN,Sukender Reddy Gutha,M,INC,493849,Suravaram Sudhakar Reddy,M,CPI,340867,152982,2009,INC
13,13,Andhra Pradesh,14,Bhongir,GEN,Komatireddy Raj Gopal Reddy,M,INC,504103,Nomula Narsimhaiah,M,CPM,364215,139888,2009,INC
14,14,Andhra Pradesh,15,Warangal,SC,Rajaiah Siricilla,M,INC,396568,Ramagalla Parameshwar,M,TRS,271907,124661,2009,INC
15,15,Andhra Pradesh,16,Mahabubabad,ST,Porika Balram Naik,M,INC,394447,Kunja Srinivasa Rao,M,CPI,325490,68957,2009,INC
16,16,Andhra Pradesh,17,Khammam,GEN,Nama Nageswara Rao,M,TDP,469368,Renuka Chowdhury,M,INC,344920,124448,2009,TDP
17,17,Andhra Pradesh,18,Araku,ST,V. Kishore Chandra Deo,M,INC,360458,Midiyam Babu Rao,M,CPM,168014,192444,2009,INC
18,18,Andhra Pradesh,19,Srikakulam,GEN,Dr. Kruparani Killi,F,INC,387694,Yerrnnaidu Kinjarapu,M,TDP,304707,82987,2009,INC
19,19,Andhra Pradesh,20,Vizianagaram,GEN,"Dr. Jhansi Lakshmi Botcha ,",F,INC,411584,Appalanaidu Kondapalli,M,TDP,351013,60571,2009,INC
20,20,Andhra Pradesh,21,Visakhapatnam,GEN,Smt. Daggubati Purandeswari,F,INC,368812,Palla Srinivasa Rao,M,PRAP,302126,66686,2009,INC
21,21,Andhra Pradesh,22,Anakapalli,GEN,Sabbam Hari,M,INC,369968,Nookarapu Surya Prakasa Rao,M,TDP,317056,52912,2009,INC
22,22,Andhra Pradesh,23,Kakinada,GEN,Dr. M. Mangapati Pallam Raju,M,INC,323607,Chalamalasetty Sunil,M,PRAP,289563,34044,2009,INC
23,23,Andhra Pradesh,24,Amalapuram,SC,G.V. Harsha Kumar,M,INC,368501,Pothula Prameela Devi,F,PRAP,328496,40005,2009,INC
24,24,Andhra Pradesh,25,Rajahmundry,GEN,Aruna Kumar Vundavalli,M,INC,357449,M. Murali Mohan,M,TDP,355302,2147,2009,INC
25,25,Andhra Pradesh,26,Kurnool,GEN,Kotla Jaya Surya Prakash Reddy,M,INC,382668,B.T.Naidu,M,TDP,308895,73773,2009,INC
26,26,Andhra Pradesh,27,Narsapuram,GEN,Bapi Raju Kanumuri,M,INC,389422,Thota Sita Rama Lakshmi,F,TDP,274732,114690,2009,INC
27,27,Andhra Pradesh,28,Eluru,GEN,Dr. Kavuri Samba Siva Rao,M,INC,423777,Maganti Venkateswara Rao (Babu),M,TDP,380994,42783,2009,INC
28,28,Andhra Pradesh,29,Machilipatnam,GEN,Konakalla Narayana Rao,M,TDP,409936,Badiga Ramakrishna,M,INC,397480,12456,2009,TDP
29,29,Andhra Pradesh,30,Vijayawada,GEN,Rajagopal Lagadapati,M,INC,429394,Vamsi Mohan Vallabhaneni,M,TDP,416682,12712,2009,INC
30,30,Andhra Pradesh,31,Guntur,GEN,Rayapati Sambasiva Rao,M,INC,403937,Madala Rajendra,M,TDP,364582,39355,2009,INC
31,31,Andhra Pradesh,32,Narasaraopet,GEN,Modugula Venugopala Reddy,M,TDP,463358,Balashowry Vallabhaneni,M,INC,461751,1607,2009,TDP
32,32,Andhra Pradesh,33,Bapatla,SC,Smt. Lakshmi Panabaka,F,INC,460757,Malyadri Sriram,M,TDP,391419,69338,2009,INC
33,33,Andhra Pradesh,34,Ongole,GEN,Magunta Sreenivasulu Reddy,M,INC,450442,Madduluri Malakondaiah Yadav,M,TDP,371919,78523,2009,INC
34,34,Andhra Pradesh,35,Nandyal,GEN,S.P.Y. Reddy,M,INC,400023,Nasyam Mohammed Farook,M,TDP,309176,90847,2009,INC
35,35,Andhra Pradesh,36,Anantapur,GEN,Anantha Venkatarami Reddy,M,INC,457876,Kalava Srinivasulu,M,TDP,379955,77921,2009,INC
36,36,Andhra Pradesh,37,Hindupur,GEN,Kristappa Nimmala,M,TDP,435753,P Khasim Khan,M,INC,412918,22835,2009,TDP
37,37,Andhra Pradesh,38,Kadapa,GEN,Y. S. Jagan Mohan Reddy,M,YSRCP,542611,Palem Srikanth Reddy,M,TDP,363765,178846,2009,YSRCP
38,38,Andhra Pradesh,By Polls (2011),Kadapa,GEN,Y.S.J.M. Reddy,M,YSRCP,692251,D.L.R. Reddy,M,INC,146579,545672,2009,YSRCP
39,39,Andhra Pradesh,39,Nellore,GEN,Mekapati Rajamohan Reddy,M,YSRCP,430235,Vanteru Venu Gopala Reddy,M,TDP,375242,54993,2009,YSRCP
40,40,Andhra Pradesh,By Polls (2012),Nellore,GEN,M.K.Reddy,M,YSRCP,535436,T. S. Reddy,M,INC,243691,291745,2009,YSRCP
41,41,Andhra Pradesh,40,Tirupati,SC,Dr. Chinta Mohan,M,INC,428403,Varla Ramaiah,M,TDP,409127,19276,2009,INC
42,42,Andhra Pradesh,41,Rajampet,GEN,Sai Prathap Annayyagari,M,INC,423910,Ramesh Kumar Reddy Reddappagari,M,TDP,313533,110377,2009,INC
43,43,Andhra Pradesh,42,Chittoor,SC,Dr. Naramalli Sivaprasad,M,TDP,434376,Thippeswamy M,M,INC,423717,10659,2009,TDP
44,44,Andaman and Nicobar Islands,1,Andaman & Nicobar Islands,GEN,Bishnu Pada Ray,M,BJP,75211,Shri. Kuldeep Rai Sharma,M,INC,72221,2990,2009,BJP
45,45,Arunachal Pradesh,1,Arunachal West,ST,Takam Sanjoy,M,INC,140443,Kiren Rijiju,M,BJP,139129,1314,2009,INC
46,46,Arunachal Pradesh,2,Arunachal East,ST,Ninong Ering,M,INC,115423,Tapir Gao,M,BJP,46974,68449,2009,INC
47,47,Assam,1,Karimganj,SC,Lalit Mohan Suklabaidya,M,INC,259717,Rajesh Mallah,M,AUDF,251797,7920,2009,INC
48,48,Assam,2,Silchar,GEN,Kabindra Purkayastha,M,BJP,243532,Badruddin Ajmal,M,AUDF,202062,41470,2009,BJP
49,49,Assam,3,Autonomous District,ST,Biren Singh Engti,M,INC,197835,Elwin Teron,M,ASDC,123287,74548,2009,INC
50,50,Assam,4,Dhubri,GEN,Maulana Badruddin Ajmal,M,AUDF,540820,Anwar Hussain,M,INC,356401,184419,2009,AUDF
51,51,Assam,5,Kokrajhar,ST,Sansuma Khunggur Bwiswmuthiary,M,BOPF,495211,Urkhao Gwra Brahma,M,IND,304889,190322,2009,BOPF
52,52,Assam,6,Barpeta,GEN,Ismail Hussain,M,INC,322137,Bhupen Ray,M,AGP,291708,30429,2009,INC
53,53,Assam,7,Gauhati,GEN,Smt. Bijoya Chakravarty,F,BJP,496047,Capt. Robin Bordoloi,M,INC,484192,11855,2009,BJP
54,54,Assam,8,Mangaldoi,GEN,Ramen Deka,M,BJP,307881,Madhab Rajbangshi,M,INC,252032,55849,2009,BJP
55,55,Assam,9,Tezpur,GEN,Joseph Toppo,M,AGP,352246,Moni Kumar Subba,M,INC,322093,30153,2009,AGP
56,56,Assam,10,Nawgong,GEN,Rajen Gohain,M,BJP,380921,Anil Raja,M,INC,335541,45380,2009,BJP
57,57,Assam,11,Kaliabor,GEN,Dip Gogoi,M,INC,434676,Gunin Hazarika,M,AGP,282687,151989,2009,INC
58,58,Assam,12,Jorhat,GEN,Bijoy Krishna Handique,M,INC,362320,Kamakhya Tasa,M,BJP,290406,71914,2009,INC
59,59,Assam,13,Dibrugarh,ST,Paban Singh Ghatowar,M,INC,359163,Sarbananda Sonowal,M,AGP,324020,35143,2009,INC
60,60,Assam,14,Lakhimpur,GEN,Smt. Ranee Narah,F,INC,352330,Dr. Arun Kr. Sarma,M,AGP,307758,44572,2009,INC
61,61,Bihar,1,Valmiki Nagar,GEN,Baidyanath Prasad Mahto,M,JD(U),277696,Fakhruddin,M,IND,94021,183675,2009,JD(U)
62,62,Bihar,2,Paschim Champaran,GEN,Dr. Sanjay Jaiswal,M,BJP,198781,Prakash Jha,M,LJP,151438,47343,2009,BJP
63,63,Bihar,3,Purvi Champaran,GEN,Radha Mohan Singh,M,BJP,201114,Akhilesh Prasad Singh,M,RJD,121824,79290,2009,BJP
64,64,Bihar,4,Sheohar,GEN,Smt. Rama Devi,F,BJP,233499,Md. Anwarul Haque,M,BSP,107815,125684,2009,BJP
65,65,Bihar,5,Sitamarhi,GEN,Dr. Arjun Roy,M,JD(U),232782,Samir Kumar Mahaseth,M,INC,122216,110566,2009,JD(U)
66,66,Bihar,6,Madhubani,GEN,Hukmdev Narayan Yadav,M,BJP,164094,Abdulbari Siddiki,M,RJD,154167,9927,2009,BJP
67,67,Bihar,7,Jhanjharpur,GEN,Mangani Lal Mandal,M,JD(U),265175,Devendra Prasad Yadav,M,RJD,192466,72709,2009,JD(U)
68,68,Bihar,8,Supaul,GEN,Vishwa Mohan Kumar,M,JD(U),313677,Ranjeet Ranjan,M,INC,147602,166075,2009,JD(U)
69,69,Bihar,9,Araria,GEN,Pradeep Kumar Singh,M,BJP,282742,Zakir Hussain Khan,M,LJP,260240,22502,2009,BJP
70,70,Bihar,10,Kishanganj,GEN,Maulana Asrarul Haque Mohammad,M,INC,239405,Syed Mahmood Ashraf,M,JD(U),159136,80269,2009,INC
71,71,Bihar,11,Katihar,GEN,Nikhil Kumar Choudhary,M,BJP,269834,Harish Choudhar,M,NCP,255819,14015,2009,BJP
72,72,Bihar,12,Purnia,GEN,Uday Singh,M,BJP,362952,Shanti Priya,M,IND,176725,186227,2009,BJP
73,73,Bihar,13,Madhepura,GEN,Sharad Yadav,M,JD(U),370585,Prof. Ravindra Charan Yadav,M,RJD,192964,177621,2009,JD(U)
74,74,Bihar,14,Darbhanga,GEN,Kirti Jha Azad,M,BJP,239268,Md. Ali Ashraf Fatmi,M,RJD,192815,46453,2009,BJP
75,75,Bihar,15,Muzaffarpur,GEN,Capt.(Retd.) Jainarain Prasad Nishad,M,JD(U),195091,Bhagwanlal Sahni,M,LJP,147282,47809,2009,JD(U)
76,76,Bihar,16,Vaishali,GEN,Dr. Raghuvansh Prasad Singh,M,RJD,284479,Vijay Kumar Shukla,M,JD(U),262171,22308,2009,RJD
77,77,Bihar,17,Gopalganj,SC,Purnmasi Ram,M,JD(U),200024,Anil Kumar,M,RJD,157552,42472,2009,JD(U)
78,78,Bihar,18,Siwan,GEN,Om Prakash Yadav,M,IND,236194,Hena Shahab,M,RJD,172764,63430,2009,IND
79,79,Bihar,19,Maharajganj,GEN,Uma Shanaker Singh,M,RJD,211610,Prabhunath Singh,M,JD(U),208813,2797,2009,RJD
80,80,Bihar,By Polls (2013),Maharajganj,GEN,Prabhu Nath Singh,M,RJD,381452,Prashant Kumar Shahi,M,JD(U),244326,137126,2009,RJD
81,81,Bihar,20,Saran,GEN,Lalu Prasad,M,RJD,274209,Rajiv Pratap Rudy,M,BJP,222394,51815,2009,RJD
82,82,Bihar,21,Hajipur,SC,Ram Sundar Das,M,JD(U),246715,Ram Vilas Paswan,M,LJP,208761,37954,2009,JD(U)
83,83,Bihar,22,Ujiarpur,GEN,Smt. Ashwamedh Devi,F,JD(U),180082,Alok Kumar Mehta,M,RJD,154770,25312,2009,JD(U)
84,84,Bihar,23,Samastipur,SC,Maheshwar Hazari,M,JD(U),259458,Ram Chandra Paswan,M,LJP,155082,104376,2009,JD(U)
85,85,Bihar,24,Begusarai,GEN,Dr. Monazir Hassan,M,JD(U),205680,Shatrughna Prasad Singh,M,CPI,164843,40837,2009,JD(U)
86,86,Bihar,25,Khagaria,GEN,Dinesh Chandra Yadav,M,JD(U),266964,Ravindar Kr. Rana,M,RJD,128209,138755,2009,JD(U)
87,87,Bihar,26,Bhagalpur,GEN,Syed Shahnawaz Hussain,M,BJP,228384,Shakuni Choudhary,M,RJD,172573,55811,2009,BJP
88,88,Bihar,27,Banka,GEN,Digvijay Singh,M,IND,185762,Jai Prakash Narayan,M,RJD,157046,28716,2009,IND
89,89,Bihar,By Polls (2010),Banka,GEN,Putul Kumari,F,IND,288958,Jai Prakash Narayan,M,RJD,219839,69119,2009,IND
90,90,Bihar,28,Munger,GEN,Rajiv Ranjan (Lalan) Singh,M,JD(U),374317,Ram Badan Roy,M,RJD,184956,189361,2009,JD(U)
91,91,Bihar,29,Nalanda,GEN,Kaushalendra Kumar,M,JD(U),299155,Satish Kumar,M,LJP,146478,152677,2009,JD(U)
92,92,Bihar,30,Patna Sahib,GEN,Shatrughan Prasad Sinha,M,BJP,316549,Vijay Kumar,M,RJD,149779,166770,2009,BJP
93,93,Bihar,31,Pataliputra,GEN,Prof. Ranjan Prasad Yadav,M,JD(U),269298,Lalu Prasad,M,RJD,245757,23541,2009,JD(U)
94,94,Bihar,32,Arrah,GEN,Smt. Meena Singh,F,JD(U),212726,Rama Kishore Singh,M,LJP,138006,74720,2009,JD(U)
95,95,Bihar,33,Buxar,GEN,Jagadanand Singh,M,RJD,132614,Lal Muni Choubey,M,BJP,130376,2238,2009,RJD
96,96,Bihar,34,Sasaram,SC,Smt. Meira Kumar,F,INC,192213,Muni Lal,M,BJP,149259,42954,2009,INC
97,97,Bihar,35,Karakat,GEN,Mahabali Singh,M,JD(U),196946,Kanti Singh,M,RJD,176463,20483,2009,JD(U)
98,98,Bihar,36,Jahanabad,GEN,Jagdish Sharma,M,JD(U),234769,Surendra Prasad Yadav,M,RJD,213442,21327,2009,JD(U)
99,99,Bihar,37,Aurangabad,GEN,Sushil Kumar Singh,M,JD(U),260153,Shakil Ahmad Khan,M,RJD,188095,72058,2009,JD(U)
100,100,Bihar,38,Gaya,SC,Hari Manjhi,M,BJP,246255,Ramji Manjhi,M,RJD,183802,62453,2009,BJP
101,101,Bihar,39,Nawada,GEN,Dr. Bhola Singh,M,BJP,130608,Veena Devi,F,LJP,95691,34917,2009,BJP
102,102,Bihar,40,Jamui,SC,Bhudeo Choudhary,M,JD(U),178560,Shyam Rajak,M,RJD,148763,29797,2009,JD(U)
103,103,Chhattisgarh,1,Surguja,ST,Murarilal Singh,M,BJP,416532,Bhanu Pratap Singh,M,INC,256983,159549,2009,BJP
104,104,Chhattisgarh,2,Raigarh,ST,Vishnu Deo Sai,M,BJP,443948,Hridayaram Rathiya,M,INC,149111,294837,2009,BJP
105,105,Chhattisgarh,3,Janjgir-Champa,SC,Smt. Kamla Devi Patle,F,BJP,302142,Dr.Shivkumar Dahariya,M,INC,214931,87211,2009,BJP
106,106,Chhattisgarh,4,Korba,GEN,Dr. Charan Das Mahant,M,INC,314616,Karuna Shukla,M,BJP,273216,41400,2009,INC
107,107,Chhattisgarh,5,Bilaspur,GEN,Dilip Singh Judeo,M,BJP,347930,Dr.Renu Jogi,F,INC,214931,132999,2009,BJP
108,108,Chhattisgarh,6,Rajnandgaon,GEN,Madhusudan Yadav,M,BJP,437721,Devwrat Singh,M,INC,321843,115878,2009,BJP
109,109,Chhattisgarh,7,Durg,GEN,Km. Saroj Pandey,F,BJP,283170,Pradeep Choubey,M,INC,273216,9954,2009,BJP
110,110,Chhattisgarh,8,Raipur,GEN,Ramesh Bais,M,BJP,364943,Bhupesh Baghel,M,INC,319726,45217,2009,BJP
111,111,Chhattisgarh,9,Mahasamund,GEN,Chandu Lal Sahu,M,BJP,371201,Motilal Sahu,M,INC,319726,51475,2009,BJP
112,112,Chhattisgarh,10,Bastar,ST,Baliram Kashyap,M,BJP,249373,Shankar Sodi,M,INC,149111,100262,2009,BJP
113,113,Chhattisgarh,By Polls (2011),Bastar,ST,Dinesh Kashyap,M,BJP,286691,Kawasi Lakhma,M,INC,197807,88884,2009,BJP
114,114,Chhattisgarh,11,Kanker,ST,Sohan Potai,M,BJP,341131,Smt. Phoolo Devi Netam,F,INC,318647,22484,2009,BJP
115,115,Chandigarh,1,Chandigarh,GEN,Pawan Kumar Bansal,M,INC,161042,Satya Pal Jain,M,BJP,102075,58967,2009,INC
116,116,Dadra And Nagar Haveli,1,Dadra And Nagar Haveli,ST,Natubhai Gomanbhai Patel,M,BJP,51242,Delkar Mohanbhai Sanjibhai,M,INC,50624,618,2009,BJP
117,117,Daman And Diu,1,Daman And Diu,GEN,Lalubhai Babubhai Patel,M,BJP,44546,Dahyabhai Vallabhbhai Patel,M,INC,19708,24838,2009,BJP
118,118,Delhi,1,Chandni Chowk,GEN,Kapil Sibal,M,INC,465713,Vijender Gupta,M,BJP,265003,200710,2009,INC
119,119,Delhi,2,North East Delhi,GEN,Jai Prakash Agarwal,M,INC,518191,B.L.Sharma Prem,M,BJP,295948,222243,2009,INC
120,120,Delhi,3,East Delhi,GEN,Sandeep Dikshit,M,INC,518001,Chetan Chauhan,M,BJP,276948,241053,2009,INC
121,121,Delhi,4,New Delhi,GEN,Ajay Maken,M,INC,455867,Vijay Goel,M,BJP,268058,187809,2009,INC
122,122,Delhi,5,North West Delhi,SC,Smt. Krishna Tirath,F,INC,487404,Meera Kanwaria,M,BJP,295948,191456,2009,INC
123,123,Delhi,6,West Delhi,GEN,Mahabal Mishra,M,INC,479899,Prof. Jagdish Mukhi,M,BJP,302971,176928,2009,INC
124,124,Delhi,7,South Delhi,GEN,Ramesh Kumar,M,INC,360278,Ramesh Bidhuri,M,BJP,267059,93219,2009,INC
125,125,Goa,1,North Goa,GEN,Shripad Yesso Naik,M,BJP,137716,Jitendra Raghuraj Deshprabhu,M,NCP,131363,6353,2009,BJP
126,126,Goa,2,South Goa,GEN,Francisco Sardinha,M,INC,127494,Adv. Narendra Keshav Sawaikar,M,BJP,114978,12516,2009,INC
127,127,Gujarat,1,Kutch,SC,Smt. Poonam Veljibhai Jat,F,BJP,285300,Danicha Valjibhai Punamchandra,M,INC,213957,71343,2009,BJP
128,128,Gujarat,2,Banaskantha,GEN,Mukeshkumar  Bheiravdanji Gadhvi,M,INC,289409,Chaudhary Haribhai,M,BJP,279108,10301,2009,INC
129,129,Gujarat,By Polls (2013),Banaskantha,GEN,Chaudhary Haribhai Parthibhai,M,BJP,377988,Gadhvi Krishnaben Mukeshkumar,F,INC,236011,141977,2009,BJP
130,130,Gujarat,3,Patan,GEN,Jagdish Thakor,M,INC,283778,Rathod Bhavsinhbhai Dahyabhai,M,BJP,265274,18504,2009,INC
131,131,Gujarat,4,Mehsana,GEN,Smt. Jayshreeben Patel,F,BJP,334631,Patel Jivabhai Ambalal,M,INC,312766,21865,2009,BJP
132,132,Gujarat,5,Sabarkantha,GEN,Dr. Mahendrasinh Pruthvisinh Chauhan,M,BJP,337432,Mistry Madhusudan,M,INC,320272,17160,2009,BJP
133,133,Gujarat,6,Gandhinagar,GEN,Lal Krishna Advani,M,BJP,434044,Patel Sureshkumar Chaturdas,M,INC,312297,121747,2009,BJP
134,134,Gujarat,7,Ahmedabad East,GEN,Harin Pathak,M,BJP,318846,Babaria Dipakbhai Ratilal,M,INC,232790,86056,2009,BJP
135,135,Gujarat,8,Ahmedabad West,SC,Dr. Kirit Premjibhai Solanki,M,BJP,376823,Parmar Shailesh Manharlal,M,INC,285696,91127,2009,BJP
136,136,Gujarat,9,Surendranagar,GEN,Somabhai Gandalal Koli Patel,M,INC,247710,Mer Laljibhai Chaturbhai,M,BJP,242879,4831,2009,INC
137,137,Gujarat,10,Rajkot,GEN,Kunwarjibhai Mohanbhai Bavaliya,M,INC,307553,Kirankumar Valjibhai Bhalodia (Patel),M,BJP,282818,24735,2009,INC
138,138,Gujarat,11,Porbandar,GEN,Vitthalbhai Hansrajbhai Radadiya,M,INC,329436,Khachariya Mansukhbhai Shamjibhai,M,BJP,289933,39503,2009,INC
139,139,Gujarat,By Polls (2013),Porbandar,GEN,Radadiya Vithalbhai Hansrajbhai,M,BJP,289893,Amipura Vinubhai Gordhanbhai,M,INC,144370,145523,2009,BJP
140,140,Gujarat,12,Jamnagar,GEN,Vikrambhai Arjanbhai Maadam,M,INC,281410,Mungra Rameshbhai Devraj Bhai,M,BJP,254992,26418,2009,INC
141,141,Gujarat,13,Junagadh,GEN,Dinubhai Boghabhai Solanki,M,BJP,355335,Barad Jashubhai Dhanabhai,M,INC,341576,13759,2009,BJP
142,142,Gujarat,14,Amreli,GEN,Naranbhai Kachhadia,M,BJP,247666,Nilaben Virjibhai Thummar,M,INC,210349,37317,2009,BJP
143,143,Gujarat,15,Bhavnagar,GEN,Rajendrasinh (Raju Rana) Rana,M,BJP,213376,Gohilmahavirsinhbhagir Athsinh,M,INC,207483,5893,2009,BJP
144,144,Gujarat,16,Anand,GEN,Bharatsinh Madhavsinh Solanki,M,INC,348655,Patel Dipakbhai Chimanbhai,M,BJP,281337,67318,2009,INC
145,145,Gujarat,17,Kheda,GEN,Dinsha J. Patel,M,INC,284004,Chauhan Devusinh Jesingbhai,M,BJP,283158,846,2009,INC
146,146,Gujarat,18,Panchmahal,GEN,Prabhatsinh Pratapsinh Chauhan,M,BJP,282079,Vaghela Shankarsinh Laxmansinh,M,INC,279998,2081,2009,BJP
147,147,Gujarat,19,Dahod,ST,Dr. (Smt.) Prabha Kishor Taviadi,F,INC,250586,Damor Somjibhai Punjabhai,M,BJP,192050,58536,2009,INC
148,148,Gujarat,20,Vadodara,GEN,Balkrishna Khanderao Shukla,M,BJP,428833,Gaekwad Satyajitsinh Dulipsinh,M,INC,292805,136028,2009,BJP
149,149,Gujarat,21,Chhota Udaipur,ST,Ramsinh Patalyabhai Rathwa,M,BJP,353534,Rathwa Naranbhai Jemlabhai,M,INC,326536,26998,2009,BJP
150,150,Gujarat,22,Bharuch,GEN,Mansukhbhai D. Vasava,M,BJP,311019,Umerji Ahmed Ugharatdar (Aziz Tankarvi),M,INC,283787,27232,2009,BJP
151,151,Gujarat,23,Bardoli,ST,Dr. Tushar Amarsinh Chaudhary,M,INC,398430,Vasava Riteshkumar Amarsinh,M,BJP,339445,58985,2009,INC
152,152,Gujarat,24,Surat,GEN,Smt. Darshana Vikram Jardosh,F,BJP,364947,Gajera Dhirubhai Haribhai,M,INC,290149,74798,2009,BJP
153,153,Gujarat,25,Navsari,GEN,Chandrakant Raghunath Patil,M,BJP,423413,Dhansukh Rajput,M,INC,290770,132643,2009,BJP
154,154,Gujarat,26,Valsad,ST,Kishanbhai Vestabhai Patel,M,INC,357755,Patel Dhirubhai Chhaganbhai (Dr. D.C.Patel),M,BJP,350586,7169,2009,INC
155,155,Haryana,1,Ambala,SC,Kumari Selja,F,INC,322258,Rattan Lal Kataria,M,BJP,307688,14570,2009,INC
156,156,Haryana,2,Kurukshetra,GEN,Naveen Jindal,M,INC,397204,Ashok Kumar Arora,M,INLD,278475,118729,2009,INC
157,157,Haryana,3,Sirsa,SC,Ashok Tanwar,M,INC,415584,Dr. Sita Ram,M,INLD,380085,35499,2009,INC
158,158,Haryana,4,Hisar,GEN,Bhajan Lal,M,HJCBL,248476,Sampat Singh,M,INLD,241493,6983,2009,HJCBL
159,159,Haryana,By Polls (2011),Hisar,GEN,Kuldeep Bishnoi,M,HJCBL,355955,Ajay Singh Chautala,M,INLD,349618,6337,2009,HJCBL
160,160,Haryana,5,Karnal,GEN,"Dr. Arvind Kumar Sharma,",M,INC,304698,Maratha Virender Verma,M,BSP,228352,76346,2009,INC
161,161,Haryana,6,Sonipat,GEN,Jitender Singh Malik,M,INC,338795,Kishan Singh Sangwan,M,BJP,177511,161284,2009,INC
162,162,Haryana,7,Rohtak,GEN,Deepender Singh Hooda,M,INC,585016,Nafe Singh Rathee,M,INLD,139280,445736,2009,INC
163,163,Haryana,8,Bhiwani-Mahendragarh,GEN,Smt. Shruti Choudhry,F,INC,302817,Ajay Singh Chautala,M,INLD,247240,55577,2009,INC
164,164,Haryana,9,Gurgaon,GEN,Inderjit Singh Rao,M,INC,278516,Zakir Hussain,M,BSP,193652,84864,2009,INC
165,165,Haryana,10,Faridabad,GEN,Avtar Singh Bhadana,M,INC,257864,Ramchander Bainda,M,BJP,189663,68201,2009,INC
166,166,Himachal Pradesh,1,Kangra,GEN,Dr. Rajan Sushant,M,BJP,322254,Chander Kumar,M,INC,301475,20779,2009,BJP
167,167,Himachal Pradesh,2,Mandi,GEN,Virbhadra Singh,M,INC,340973,Maheshwar Singh,M,BJP,326976,13997,2009,INC
168,168,Himachal Pradesh,3,Hamirpur,GEN,Anurag Singh Thakur,M,BJP,373598,Narinder Thakur,M,INC,300866,72732,2009,BJP
169,169,Himachal Pradesh,4,Shimla,SC,Virender Kashyap,M,BJP,310946,Dhani Ram Shandil,M,INC,283619,27327,2009,BJP
170,170,Jammu And Kashmir,1,Baramulla,GEN,Sharifuddin Shariq,M,JKNC,203022,Mohammad Dilawar Mir,M,JKPDP,138208,64814,2009,JKNC
171,171,Jammu And Kashmir,2,Srinagar,GEN,Dr. Farooq Abdullah,M,JKNC,147035,Iftikhar Hussain Ansari,M,JKPDP,116793,30242,2009,JKNC
172,172,Jammu And Kashmir,3,Anantnag,GEN,Dr. Mirza Mehboob Beg,M,JKNC,148317,Peer Mohd Hussain,M,JKPDP,143093,5224,2009,JKNC
173,173,Jammu And Kashmir,4,Ladakh,ST,Hassan Khan,M,IND,32701,Phuntsog Namgyal,M,INC,29017,3684,2009,IND
174,174,Jammu And Kashmir,5,Udhampur,GEN,Chaudhary Lal Singh,M,INC,231853,Dr. Nirmal Singh,M,BJP,218459,13394,2009,INC
175,175,Jammu And Kashmir,6,Jammu,GEN,Madan Lal Sharma,M,INC,382305,Lila Karan Sharma,M,BJP,260932,121373,2009,INC
176,176,Jharkhand,1,Rajmahal,ST,Devidhan Besra,M,BJP,168357,Hemlal Murmu,M,JMM,159374,8983,2009,BJP
177,177,Jharkhand,2,Dumka,ST,Shibu Soren,M,JMM,208518,Sunil Soren,M,BJP,189706,18812,2009,JMM
178,178,Jharkhand,3,Godda,GEN,Nishikant Dubey,M,BJP,189526,Furkan Ansari,M,INC,183119,6407,2009,BJP
