,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year,Party_clean
361,Rajasthan,19,Chittorgarh,GEN,Jaswant Singh,M,BJP,240840,Gulab Singh Shaktawat,M,INC,192997,47843,1996,BJP
362,Rajasthan,20,Bhilwara,GEN,Subhash Chandra Baheriya,M,BJP,212731,Mahendra Singh Mewar,M,INC,195522,17209,1996,BJP
363,Rajasthan,21,Pali,GEN,Gumanmal Lodha,M,BJP,142356,Mitha Lal Jain,M,IND,127885,14471,1996,BJP
364,Rajasthan,22,Jalore,SC,Parsa Ram Meghwal,M,INC,211727,Gena Ram,M,BJP,205885,5842,1996,INC
365,Rajasthan,23,Barmer,GEN,Sona Ram,M,INC,329738,Jograj Singh,M,BJP,265072,64666,1996,INC
366,Rajasthan,24,Jodhpur,GEN,Ashok Gahlot,M,INC,296543,Jaswant Singh,M,BJP,242176,54367,1996,INC
367,Rajasthan,25,Nagaur,GEN,Nathuram Mirdha,M,INC,287594,Harishchand Kumawat,M,BJP,128560,159034,1996,INC
368,Rajasthan,By Polls (1997),Nagaur,GEN,Bhanuprakash Mirdha,M,BJP,286896,Ramniwas Mirdha,M,INC,285765,1131,1996,BJP
369,Sikkim,1,Sikkim,GEN,Bhim Prasad Dahal,M,SDF,124218,Nar Bahadur Bhandari,M,SSP,42175,82043,1996,SDF
370,Tamil Nadu,1,Madras North,GEN,Somu N.V.N,M,DMK,559048,Pandian.D,M,INC,169431,389617,1996,DMK
371,Tamil Nadu,2,Madras Central,GEN,Murasoli Maran,M,DMK,403867,G.K.J.Bharathi,M,INC,123400,280467,1996,DMK
372,Tamil Nadu,3,Madras South,GEN,Baalu T.R,M,DMK,538697,Ganesham.H,M,ADMK,199516,339181,1996,DMK
373,Tamil Nadu,4,Sriperumbudur,SC,Nagaratnam.T,M,DMK,431919,Lata Priyakumar,M,INC,186208,245711,1996,DMK
374,Tamil Nadu,5,Chengalpattu,GEN,Parasuraman.K,M,DMK,410483,Krishnan.S.M,M,INC,174826,235657,1996,DMK
375,Tamil Nadu,6,Arakkonam,GEN,Velu.A.M,M,TMC(M),425974,Raviram.R,M,INC,161129,264845,1996,TMC(M)
376,Tamil Nadu,7,Vellore,GEN,Shanmugam.P,M,DMK,391141,Akber Pasha.B,M,INC,180106,211035,1996,DMK
377,Tamil Nadu,8,Tiruppattur,GEN,Venugopal.D,M,DMK,430766,Anbarasu.R,M,INC,190502,240264,1996,DMK
378,Tamil Nadu,9,Vandavasi,GEN,Balaraman.L,M,TMC(M),342184,Krishnaswamy.M,M,INC,168880,173304,1996,TMC(M)
379,Tamil Nadu,10,Tindivanam,GEN,Venkatraman G,M,DMK,367308,Ramamurthee K,M,INC,177032,190276,1996,DMK
380,Tamil Nadu,11,Cuddalore,GEN,Venkatesan P.R.S,M,TMC(M),389660,Santhamurthy V,M,INC,184456,205204,1996,TMC(M)
381,Tamil Nadu,12,Chidambaram,SC,Ganesan V,M,DMK,336164,Elumalai.R,M,PMK,159898,176266,1996,DMK
382,Tamil Nadu,13,Dharmapuri,GEN,Theertharaman.P,M,TMC(M),297166,Subramaniyam.M.P,M,INC,165920,131246,1996,TMC(M)
383,Tamil Nadu,14,Krishnagiri,GEN,Narasimhan C,M,TMC(M),371009,Elankovan. E.V.K.S.,M,INC,176333,194676,1996,TMC(M)
384,Tamil Nadu,15,Rasipuram,SC,Kandasamy K,M,TMC(M),408791,Jayakumar K,M,INC,215613,193178,1996,TMC(M)
385,Tamil Nadu,16,Salem,GEN,Devadass.R,M,TMC(M),315277,Thangkabalu K.V,M,INC,194392,120885,1996,TMC(M)
386,Tamil Nadu,17,Tiruchengode,GEN,K.P.Ramalingam,M,DMK,471533,Kumarasamy A.V.,M,ADMK,278345,193188,1996,DMK
387,Tamil Nadu,18,Nilgiris,GEN,Balasubramaniyan S.R.,M,TMC(M),475515,R.Prabhu,M,INC,194139,281376,1996,TMC(M)
388,Tamil Nadu,19,Gobichettipalayam,GEN,Shanmugasundaram V.P,M,DMK,353982,Narayanan P.G,M,ADMK,211014,142968,1996,DMK
389,Tamil Nadu,20,Coimbatore,GEN,Ramanathan M.,M,DMK,463807,Kuppuswamy C.K.,M,INC,201020,262787,1996,DMK
390,Tamil Nadu,21,Pollachi,SC,Kandasamy .V,M,TMC(M),361743,Anna Nambi .R,M,ADMK,222852,138891,1996,TMC(M)
391,Tamil Nadu,22,Palani,GEN,Kaarvendhan .S.K,M,TMC(M),405782,Kumarasamy .P,M,ADMK,213149,192633,1996,TMC(M)
392,Tamil Nadu,23,Dindigul,GEN,Chitthan.N.S.V.,M,TMC(M),444858,Sreenivaasan.C,M,ADMK,176944,267914,1996,TMC(M)
393,Tamil Nadu,24,Madurai,GEN,Ram Babu A.G.S,M,TMC(M),334055,Subramanian Swamy,M,JD,144249,189806,1996,TMC(M)
394,Tamil Nadu,25,Periyakulam,GEN,Gnanagurusamy R,M,DMK,326665,Ramasamy R,M,ADMK,195328,131337,1996,DMK
395,Tamil Nadu,26,Karur,GEN,Natrayan.K,M,TMC(M),409830,Thambidurai.M,M,ADMK,241556,168274,1996,TMC(M)
396,Tamil Nadu,27,Tiruchirappalli,GEN,Adaikkalraj.L,M,TMC(M),434149,Gopal K,M,INC,169441,264708,1996,TMC(M)
397,Tamil Nadu,28,Perambalur,SC,Raja A,M,DMK,399079,Subramanian P.V,M,INC,184832,214247,1996,DMK
398,Tamil Nadu,29,Mayiladuthurai,GEN,Rajendiran P.V,M,TMC(M),367778,Mani Shankar Aiyar,M,INC,214234,153544,1996,TMC(M)
399,Tamil Nadu,30,Nagapattinam,SC,Selvarasu M,M,CPI,394330,Kannivannan M,M,INC,172984,221346,1996,CPI
400,Tamil Nadu,31,Thanjavur,GEN,Palanimanickam S.S,M,DMK,390010,Thulasiah Vandayar K,M,INC,189582,200428,1996,DMK
401,Tamil Nadu,32,Pudukkottai,GEN,"Siva,N.",M,DMK,398209,"Swaminathan, V.N.",M,INC,220336,177873,1996,DMK
402,Tamil Nadu,33,Sivaganga,GEN,Chidambaram P.,M,TMC(M),418774,Gowrishankaran M.,M,INC,171472,247302,1996,TMC(M)
403,Tamil Nadu,34,Ramanathapuram,GEN,"Udayappan, S.P.",M,TMC(M),331249,Rajeshwaran V,M,INC,135945,195304,1996,TMC(M)
404,Tamil Nadu,35,Sivakasi,GEN,"Alagirisamy, V.",M,CPI,238483,Sanjay Ramasamy,M,ADMK,214861,23622,1996,CPI
405,Tamil Nadu,36,Tirunelveli,GEN,Sivaprakasam D.S.A.,M,DMK,295001,Rajaselvam A.R,M,ADMK,176721,118280,1996,DMK
406,Tamil Nadu,37,Tenkasi,SC,"Arunachalam, M.",M,TMC(M),290663,Selvaraj V.,M,INC,194737,95926,1996,TMC(M)
407,Tamil Nadu,38,Tiruchendur,GEN,Dhanuskodi Athithan R.,M,TMC(M),317943,Justin S,M,INC,114232,203711,1996,TMC(M)
408,Tamil Nadu,39,Nagercoil,GEN,Dennis N,M,TMC(M),197582,Radhakrishnan P.,M,BJP,169885,27697,1996,TMC(M)
409,Tripura,1,Tripura West,GEN,Badal Choudhury,M,CPI,346457,Ashok Kumar Bhattacharyya,M,INC,265646,80811,1996,CPI
410,Tripura,2,Tripura East,ST,Baju Ban Riyan,M,CPI,327929,Kashiram Reang,M,INC,173560,154369,1996,CPI
411,Uttar Pradesh,1,Tehri Garhwal,GEN,Manbender Shah,M,BJP,94853,Nav Prabhat,M,AIIC(T),59936,34917,1996,BJP
412,Uttar Pradesh,2,Garhwal,GEN,Satpal Maharaj,M,AIIC(T),163528,Bhuwan Chandra Khanduri,M,BJP,148508,15020,1996,AIIC(T)
413,Uttar Pradesh,3,Almora,GEN,Bachi Singh Rawat,M,BJP,161548,Harish Chandra Singh Rawat,M,INC,104642,56906,1996,BJP
414,Uttar Pradesh,4,Nainital,GEN,Narayan Dutt Tiwari,M,AIIC(T),307449,Balraj Pasi,M,BJP,151604,155845,1996,AIIC(T)
415,Uttar Pradesh,5,Bijnor,SC,Mangal Ram Premi,M,BJP,220806,Satish Kumar,M,SP,193389,27417,1996,BJP
416,Uttar Pradesh,6,Amroha,GEN,Pratap Singh,M,SP,257905,Chetan Chouhan,M,BJP,210305,47600,1996,SP
417,Uttar Pradesh,7,Moradabad,GEN,Shafiqur Rahman Warq,M,SP,242030,Sandeep,M,BJP,240145,1885,1996,SP
418,Uttar Pradesh,8,Rampur,GEN,Begam Nurbano Alias Mehtab Zamani Begum,M,INC,271330,Rajindra Kumar Sharma,M,BJP,196583,74747,1996,INC
419,Uttar Pradesh,9,Sambhal,GEN,Dharmpal Yadav Alias D.P.Yadav,M,BSP,183742,Shri Pal Singh Yadav,M,JD,178848,4894,1996,BSP
420,Uttar Pradesh,10,Budaun,GEN,Salim Iqbal Shervani,M,SP,198065,Braj Pal Singh,M,BSP,152878,45187,1996,SP
421,Uttar Pradesh,11,Aonla,GEN,Kunwar Sarvraj Singh,M,SP,146709,Rajvir Singh,M,BJP,139917,6792,1996,SP
422,Uttar Pradesh,12,Bareilly,GEN,Santosh Kumar Gangwar,M,BJP,225285,Islam Sabir,M,SP,186193,39092,1996,BJP
423,Uttar Pradesh,13,Pilibhit,GEN,Maneka Gandhi,M,JD,395827,Parashu Ram,M,BJP,112517,283310,1996,JD
424,Uttar Pradesh,14,Shahjahanpur,GEN,Ram Murthi Singh,M,INC,150249,Satyapal Singh Yadav,M,SP,143346,6903,1996,INC
425,Uttar Pradesh,15,Kheri,GEN,Gaindanlal Kanaujiya,M,BJP,125003,Usha Verma,F,SP,119559,5444,1996,BJP
426,Uttar Pradesh,16,Shahabad,GEN,Aliyas Azmi,M,BSP,188068,Surinder Pal Pathak,M,BJP,130966,57102,1996,BSP
427,Uttar Pradesh,17,Sitapur,GEN,Mukhtar Anis,M,SP,148252,Janaradan Prasad Mishra,M,BJP,138206,10046,1996,SP
428,Uttar Pradesh,18,Misrikh,SC,Chaudhary Paragi Lal,M,BJP,128791,Shyam Lal Rawat,M,SP,119576,9215,1996,BJP
429,Uttar Pradesh,19,Hardoi,SC,Jaiprakash,M,BJP,142278,Shyam Prakash,M,BSP,118960,23318,1996,BJP
430,Uttar Pradesh,20,Lucknow,GEN,Atal Bihari Vajpayee,M,BJP,394865,Raj Babbar,M,SP,276194,118671,1996,BJP
431,Uttar Pradesh,21,Mohanlalganj,SC,Purnima Verma,M,BJP,164586,Suntvaksh Rawat,M,SP,132147,32439,1996,BJP
432,Uttar Pradesh,22,Unnao,GEN,Devi Bux,F,BJP,167301,P.Vajiurrahman Safavi Alias Vazzi Mian,M,BSP,121645,45656,1996,BJP
433,Uttar Pradesh,23,Rae Bareli,GEN,Ashok Singh,M,BJP,163390,Ashok Singh S/O Ram Aqbal Singh,M,JD,129503,33887,1996,BJP
434,Uttar Pradesh,24,Pratapgarh,GEN,Rajkumari Ratna Singh,M,INC,139326,Udairaj Mishra,M,BJP,117689,21637,1996,INC
435,Uttar Pradesh,25,Amethi,GEN,Satish Sharma,M,INC,157868,Raja Mohan Singh,M,BJP,117725,40143,1996,INC
436,Uttar Pradesh,26,Sultanpur,GEN,Devendra Bahadur Rai,M,BJP,238843,Kamruzama Faugi,M,SP,120559,118284,1996,BJP
437,Uttar Pradesh,27,Akbarpur,SC,Ghanshyam Chandra Kharwar,M,BSP,199795,Bechan Ram,M,BJP,175228,24567,1996,BSP
438,Uttar Pradesh,28,Faizabad,GEN,Vinay Katiyar,M,BJP,217038,Mitrasen Yadav,M,SP,190736,26302,1996,BJP
439,Uttar Pradesh,29,Barabanki,SC,Ram Sagar,M,SP,180912,Kapil Dev Singh,M,BJP,166190,14722,1996,SP
440,Uttar Pradesh,30,Kaiserganj,GEN,Beni Prasad Verma,M,SP,203490,Laxmi Narain Mani Tripathi,M,BJP,179567,23923,1996,SP
441,Uttar Pradesh,31,Bahraich,GEN,Padam Sen Chaudhari,M,BJP,162165,Aarif Mohd Khan,M,IND,96197,65968,1996,BJP
442,Uttar Pradesh,32,Balrampur,GEN,Satyadev Singh,M,BJP,166132,Akbal Husain,M,SP,108542,57590,1996,BJP
443,Uttar Pradesh,33,Gonda,GEN,Ketki Devi Singh,M,BJP,245605,Kunwar Anand Singh,M,SP,178456,67149,1996,BJP
444,Uttar Pradesh,34,Basti,SC,Sriram Chauhan,M,BJP,199941,Ramkaran Arya,M,SP,150103,49838,1996,BJP
445,Uttar Pradesh,35,Domariyaganj,GEN,Brij Bhushan Tiwari,M,SP,191675,Rampal Singh,M,BJP,165752,25923,1996,SP
446,Uttar Pradesh,36,Khalilabad,GEN,Surendra Yadav,M,JD,196259,Ram Prashad Choudhary,M,BSP,153071,43188,1996,JD
447,Uttar Pradesh,37,Bansgaon,SC,Subhawati Debi,F,SP,203591,Raj Narain,M,BJP,177422,26169,1996,SP
448,Uttar Pradesh,38,Gorakhpur,GEN,Avaidyanath,M,BJP,236369,Virender Pratap Shahi,M,SP,179489,56880,1996,BJP
449,Uttar Pradesh,39,Maharajganj,GEN,Pankaj Chaudhary,M,BJP,182855,Harsh Vardhan,M,BSP,149305,33550,1996,BJP
450,Uttar Pradesh,40,Padrauna,GEN,Ram Nagina Misra,M,BJP,197983,Kasim Ali,M,SP,151463,46520,1996,BJP
451,Uttar Pradesh,41,Deoria,GEN,Shriprakash Mani,M,BJP,227155,Nand Kishore Singh,M,JD,180228,46927,1996,BJP
452,Uttar Pradesh,42,Salempur,GEN,Harivansh Sahay,M,SP,156427,Harikeval Prashad,M,SAP,120731,35696,1996,SP
453,Uttar Pradesh,43,Ballia,GEN,Chandra Shekhar,M,SAP,305592,Jagannath,M,INC,118987,186605,1996,SAP
454,Uttar Pradesh,44,Ghosi,GEN,Kalapnath Rai,M,IND,194789,Mukhtar Ansari,M,BSP,180237,14552,1996,IND
455,Uttar Pradesh,45,Azamgarh,GEN,Rama Kant Yadav,M,SP,161586,Ram Krishna Yadav,M,BSP,139505,22081,1996,SP
456,Uttar Pradesh,46,Lalganj,SC,Bali Ram,M,BSP,223043,Daroga Prashad Saroj,M,SP,168853,54190,1996,BSP
457,Uttar Pradesh,47,Machhlishahr,GEN,Ram Vilas Veddanti,M,BJP,215684,Lal Bahadur Yadav S/O Shiv Govind,M,JD,172554,43130,1996,BJP
458,Uttar Pradesh,48,Jaunpur,GEN,Raj Keshar,M,BJP,198039,Parasnath Yadav,M,SP,155394,42645,1996,BJP
459,Uttar Pradesh,49,Saidpur,SC,Vidhyasagar,M,BJP,196624,Raj Bahadur,M,SP,172255,24369,1996,BJP
460,Uttar Pradesh,50,Ghazipur,GEN,Manoj,M,BJP,275706,Yunus,M,BSP,170207,105499,1996,BJP
461,Uttar Pradesh,51,Chandauli,GEN,Anand Ratna Maurya,M,BJP,189179,Kailash Nath Yadava,M,SP,158028,31151,1996,BJP
462,Uttar Pradesh,52,Varanasi,GEN,Shankar Prasad Jaiswal,M,BJP,250991,Raj Kishore,M,CPM,150299,100692,1996,BJP
463,Uttar Pradesh,53,Robertsganj,SC,Ramshakal,M,BJP,225735,Vijay Singh,M,SP,153894,71841,1996,BJP
464,Uttar Pradesh,54,Mirzapur,GEN,Phulan Devi,F,SP,297998,Virendra Singh,M,BJP,260952,37046,1996,SP
465,Uttar Pradesh,55,Phulpur,GEN,Jang Bahadur Singh Patel,M,SP,162844,Kanshi Ram,M,BSP,146823,16021,1996,SP
466,Uttar Pradesh,56,Allahabad,GEN,Murli Manohar Joshi,M,BJP,216844,Saroj Dubey,M,JD,113321,103523,1996,BJP
467,Uttar Pradesh,57,Chail,SC,Amrit Lal Bharti,F,BJP,131839,Suresh Pasi,M,SP,100260,31579,1996,BJP
468,Uttar Pradesh,58,Fatehpur,GEN,Vishambhar Pratap Nishad,M,BSP,135043,Mahender Pratap Narayan,M,BJP,111569,23474,1996,BSP
469,Uttar Pradesh,59,Banda,GEN,Ram Sajeevan Singh,M,BSP,125778,Prakash Narayan,M,BJP,116607,9171,1996,BSP
470,Uttar Pradesh,60,Hamirpur,GEN,Ganga Charan Rajput,M,BJP,173238,Raj Narayan,M,SP,105258,67980,1996,BJP
471,Uttar Pradesh,61,Jhansi,GEN,Rajendra Agnihotri,M,BJP,163836,Hargovind Kushwaha,M,SP,134152,29684,1996,BJP
472,Uttar Pradesh,62,Jalaun,SC,Bhanu Pratap Singh,M,BJP,190464,Chain Sukh Bharti,M,BSP,144740,45724,1996,BJP
473,Uttar Pradesh,63,Ghatampur,SC,Kamal Rani,F,BJP,147215,Dhani Ram Sankhwar,M,BSP,136064,11151,1996,BJP
474,Uttar Pradesh,64,Bilhaur,GEN,Shyam Behari S/O Baij Nath,M,BJP,215561,Rajaram Pal,M,BSP,182022,33539,1996,BJP
475,Uttar Pradesh,65,Kanpur,GEN,Jagatveer Singh Dron,M,BJP,297550,Subhashini Ali,M,CPM,146460,151090,1996,BJP
476,Uttar Pradesh,66,Etawah,GEN,Ram Singh Shakya,M,SP,182015,Sukhda Mishra,M,BJP,171282,10733,1996,SP
477,Uttar Pradesh,67,Kannauj,GEN,Chandra Bhusan Singh Alias Munoo Baboo,M,BJP,219039,Chhotey Singh Yadav,M,SP,164159,54880,1996,BJP
478,Uttar Pradesh,68,Farrukhabad,GEN,Swami Sacchidanand Sakshi,F,BJP,229906,Anwar Mohammed Khan,M,SP,144928,84978,1996,BJP
479,Uttar Pradesh,69,Mainpuri,GEN,Mulayam Singh Yadav,M,SP,273303,Updesh Singh Chauhan,M,BJP,221345,51958,1996,SP
480,Uttar Pradesh,70,Jalesar,GEN,Om Pal Singh Nigar,M,BJP,194422,Satyapal Singh Baghel,M,BSP,155047,39375,1996,BJP
481,Uttar Pradesh,71,Etah,GEN,Mahadeepak Singh,M,BJP,190855,Ramesh Yadav,M,SP,145152,45703,1996,BJP
482,Uttar Pradesh,72,Firozabad,SC,Prabhudayal Katheria,M,BJP,211332,Ramjilal Suman,M,SP,144300,67032,1996,BJP
483,Uttar Pradesh,73,Agra,GEN,Bhagwan Shankar Rawat,M,BJP,224935,A.K.Maurya,M,BSP,140367,84568,1996,BJP
484,Uttar Pradesh,74,Mathura,GEN,Tej Veer Singh,M,BJP,167369,Laxmi Narayan Chaudhary,M,INC,102797,64572,1996,BJP
485,Uttar Pradesh,75,Hathras,SC,Kishan Lal Diler,M,BJP,207057,Ranbir Singh Kashyap,M,BSP,95263,111794,1996,BJP
486,Uttar Pradesh,76,Aligarh,GEN,Sheela Gautam,M,BJP,233130,Abdul Khaliq,M,BSP,142082,91048,1996,BJP
487,Uttar Pradesh,77,Khurja,SC,Ashok Kumar Pradhan,M,BJP,250373,Bir Sen,M,BSP,89570,160803,1996,BJP
488,Uttar Pradesh,78,Bulandshahr,GEN,Chattar Pal,M,BJP,197183,Kiran Pal Singh,M,SP,146013,51170,1996,BJP
489,Uttar Pradesh,79,Hapur,GEN,Ramesh Chand Tomar,M,BJP,247769,K.C.Tyagi,M,SP,153320,94449,1996,BJP
490,Uttar Pradesh,80,Meerut,GEN,Amar Pal Singh,M,BJP,310732,Mohd. Afzal,M,JD,142616,168116,1996,BJP
491,Uttar Pradesh,81,Baghpat,GEN,Ajit Singh,M,INC,348600,Mukhia Gurjar,M,SP,149709,198891,1996,INC
492,Uttar Pradesh,82,Muzaffarnagar,GEN,Sohan Veer,M,BJP,210705,Sanjay Singh,M,SP,176053,34652,1996,BJP
493,Uttar Pradesh,83,Kairana,GEN,Munawwar Hasan,M,SP,184636,Udai Veer Singh,M,BJP,174614,10022,1996,SP
494,Uttar Pradesh,84,Saharanpur,GEN,Nakli Singh,M,BJP,235811,Rashid Masood,M,SP,233312,2499,1996,BJP
495,Uttar Pradesh,85,Hardwar,SC,Harpal Sathi,M,BJP,227675,Jag Pal Singh,M,SP,161575,66100,1996,BJP
496,West Bengal,1,Cooch Behar,SC,Amar Roy Pradhan,M,FBL,393667,Sabita Roy,M,INC,304633,89034,1996,FBL
497,West Bengal,2,Alipurduars,ST,Joachim Baxla,M,RSP,437371,Pius Tirkey,M,INC,299561,137810,1996,RSP
498,West Bengal,3,Jalpaiguri,GEN,Jitendra Nath Das,M,CPI,434577,Deb Prasad Roy,M,INC,322115,112462,1996,CPI
499,West Bengal,4,Darjeeling,GEN,R B Rai,M,CPI,357291,K B Chettri,M,INC,280167,77124,1996,CPI
500,West Bengal,5,Raiganj,GEN,Subrata Mukherjee,M,CPI,383051,Golam Yazdani,M,INC,372095,10956,1996,CPI
501,West Bengal,6,Balurghat,SC,Barman Ranen,M,RSP,440283,Satyendra Nath Roy,M,INC,296576,143707,1996,RSP
502,West Bengal,7,Malda,GEN,Abul Barkat Ataul G K Choudhury,M,INC,417427,Sailen Sarkar,M,CPM,327605,89822,1996,INC
503,West Bengal,8,Jangipur,GEN,Md. Idris Ali,M,INC,392942,Abedin Zainal,M,CPM,379820,13122,1996,INC
504,West Bengal,9,Murshidabad,GEN,Masudal Hossain Syed,M,CPI,452273,Anarul Hossain Khan,M,INC,415088,37185,1996,CPI
505,West Bengal,10,Berhampore,GEN,Pramothes Mukherjee,M,RSP,449656,Siddhartha Shankar Ray,M,INC,405299,44357,1996,RSP
506,West Bengal,11,Krishnanagar,GEN,Ajoay Mukhopadhyay,M,CPI,408389,Sri Jyotirmoy Bhattacharya,M,INC,369479,38910,1996,CPI
507,West Bengal,12,Nabadwip,SC,Asim Bala,F,CPI,522151,Protap Kanti Roy,M,INC,483083,39068,1996,CPI
508,West Bengal,13,Barasat,GEN,Chitta Basu,M,FBL,484474,Ranjit Kumar Panja,M,INC,449127,35347,1996,FBL
509,West Bengal,14,Basirhat,GEN,Ajay Chakraborty,M,CPI,453126,Dilip Majumder,M,INC,367110,86016,1996,CPI
510,West Bengal,15,Joynagar,SC,Sanat Kumar Mandal,M,RSP,418373,Jogesh Roy,M,INC,274446,143927,1996,RSP
511,West Bengal,16,Mathurapur,SC,Radhika Ranjan Pramanik,M,CPI,410110,Sujit Patwari,M,INC,394042,16068,1996,CPI
512,West Bengal,17,Diamond Harbour,GEN,Samik Lahiri,M,CPI,411844,Amjad Ali Sardar,M,INC,389318,22526,1996,CPI
513,West Bengal,18,Jadavpur,GEN,Krishna Bose,M,INC,499254,Malini Bhattacharya,M,CPM,486216,13038,1996,INC
514,West Bengal,19,Barrackpore,GEN,Tarit Baran Topdar,M,CPI,399466,Ghosal Debi,M,INC,348572,50894,1996,CPI
515,West Bengal,20,Dum Dum,GEN,Nirmal Kanti Chatterjee,M,CPI,580455,Ashutosh Laha,M,INC,522164,58291,1996,CPI
516,West Bengal,21,Calcutta North West,GEN,Debi Prosad Pal,M,INC,212637,Shyamal Bhattacherjee,M,JD,147686,64951,1996,INC
517,West Bengal,22,Calcutta North East,GEN,Ajit Kumar Panja,M,INC,335855,Dipen Ghosh,M,CPM,270870,64985,1996,INC
518,West Bengal,23,Calcutta South,GEN,Mamata Banerjee,M,INC,438252,Bharati Mukherjee,M,CPM,334991,103261,1996,INC
519,West Bengal,24,Howrah,GEN,Priya Ranjan Das Munsi,M,INC,459059,Susanta Chakraborty,M,CPM,425128,33931,1996,INC
520,West Bengal,25,Uluberia,GEN,Hannan Mollah,M,CPI,415592,Minati Adhikari,M,INC,387750,27842,1996,CPI
521,West Bengal,26,Serampore,GEN,Pradip Bhattacharya,M,INC,449205,Sudarsan Roy Chaudhuri,M,CPM,443742,5463,1996,INC
522,West Bengal,27,Hooghly,GEN,Rupchand Pal,M,CPI,452353,Gouri Sankar Banerjee,M,INC,413856,38497,1996,CPI
523,West Bengal,28,Arambagh,GEN,Anil Basu,M,CPI,544289,Monoranjan Hazra,M,INC,317956,226333,1996,CPI
524,West Bengal,29,Panskura,GEN,Geeta Mukherjee,M,CPI,455414,Padma Khastgir,M,INC,344026,111388,1996,CPI
525,West Bengal,30,Tamluk,GEN,Jayanta Bhattacharya,M,INC,450473,Seth Lakshman Chandra,M,CPM,442563,7910,1996,INC
526,West Bengal,31,Contai,GEN,Sudhir Giri,M,CPI,397028,Nitish Sengupta,M,INC,372986,24042,1996,CPI
527,West Bengal,32,Midnapore,GEN,Indrajit Gupta,M,CPI,488569,D P Roy,M,INC,277920,210649,1996,CPI
528,West Bengal,33,Jhargram,ST,Rupchand Murmu,M,CPI,485498,Subodh Hansda,M,INC,138234,347264,1996,CPI
529,West Bengal,34,Purulia,GEN,Bir Sing Mahato,M,FBL,375559,Gobinda Mukherjee,M,INC,265689,109870,1996,FBL
530,West Bengal,35,Bankura,GEN,Acharia Basudeb,M,CPI,420402,Gouri Sankar Dey,M,INC,191415,228987,1996,CPI
531,West Bengal,36,Vishnupur,SC,Sandhya Bauri,M,CPI,480777,Ashis Rajak,M,INC,214931,265846,1996,CPI
532,West Bengal,37,Durgapur,SC,Sunil Khan,M,CPI,496250,Chittaranjan Pramanik,M,INC,314537,181713,1996,CPI
533,West Bengal,38,Asansol,GEN,Haradhan Roy,M,CPI,376806,Sukumar Bandyopadhyay,M,INC,329856,46950,1996,CPI
534,West Bengal,39,Burdwan,GEN,Balai Ray,M,CPI,578279,Ritesh Kumar Dutta,M,INC,315565,262714,1996,CPI
535,West Bengal,40,Katwa,GEN,Mahaboob Zahedi,M,CPI,475264,Nurul Islam,M,INC,369062,106202,1996,CPI
536,West Bengal,41,Bolpur,GEN,Somnath Chatterjee,M,CPI,471549,Sunil Das,M,INC,217903,253646,1996,CPI
537,West Bengal,42,Birbhum,SC,Ramchandra Dome,M,CPI,402893,Mamata Saha,M,INC,291873,111020,1996,CPI
538,Andaman and Nicobar Islands,1,Andaman & Nicobar Islands,GEN,Manoranjan Bhakta,M,INC,74642,Bishnu Pada Ray,M,BJP,31097,43545,1996,INC
539,Chandigarh,1,Chandigarh,GEN,Satya Pal Jain,M,BJP,101137,Pawan Kumar Bansal,M,INC,77168,23969,1996,BJP
540,Dadra And Nagar Haveli,1,Dadra And Nagar Haveli,ST,Delkar Mohanbhai Sanjibhai,M,INC,39384,Gavli Sitarambhai Javyabhai,M,BJP,30035,9349,1996,INC
541,Daman And Diu,1,Daman And Diu,GEN,Tandel Gopalbhai Kalyanbhai,M,INC,24543,Tandal Devjibhai Jogibhai,M,BJP,19612,4931,1996,INC
542,Delhi,1,New Delhi,GEN,Jagmohan,M,BJP,139945,Rajesh Khanna,M,INC,81630,58315,1996,BJP
543,Delhi,2,South Delhi,GEN,Sushma Swaraj,M,BJP,294570,Kapil Sibal,M,INC,180564,114006,1996,BJP
544,Delhi,3,Outer Delhi,GEN,Krishan Lal Sharma,M,BJP,701262,Sajjan Kumar,M,INC,468129,233133,1996,BJP
545,Delhi,4,East Delhi,GEN,B.L. Sharma (Prem),M,BJP,538655,Deep Chand Bandhu,M,INC,386156,152499,1996,BJP
546,Delhi,By Polls (1997),East Delhi,GEN,Lal Bihari Tiwari,M,BJP,264550,Dr. Ashok Kumar Walia,M,INC,142027,122523,1996,BJP
547,Delhi,5,Chandni Chowk,GEN,Jai Parkash Agarwal,M,INC,92634,J.K. Jain,M,BJP,70390,22244,1996,INC
548,Delhi,6,Delhi Sadar,GEN,Vijay Kumar Goel,M,BJP,140282,Jagdish Tytler,M,INC,138679,1603,1996,BJP
549,Delhi,7,Karol Bagh,SC,Meira Kumar,M,INC,151336,Kalka Das,M,BJP,109446,41890,1996,INC
550,Lakshadweep,1,Lakshadweep,ST,P M Sayeed,M,INC,15611,Mohammedkoya Kunnamkulam,M,JD,14577,1034,1996,INC
551,Pondicherry,1,Pondicherry,GEN,M.O.H. Farook,M,INC,183986,S. Arumugham,M,DMK,183702,284,1996,INC
