,State,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
14,Andhra Pradesh,Warangal,SC,Rajaiah Siricilla,M,INC,396568,Ramagalla Parameshwar,M,TRS,271907,124661,2009
15,Andhra Pradesh,Mahabubabad,ST,Porika Balram Naik,M,INC,394447,Kunja Srinivasa Rao,M,CPI,325490,68957,2009
16,Andhra Pradesh,Khammam,GEN,Nama Nageswara Rao,M,TDP,469368,Renuka Chowdhury,M,INC,344920,124448,2009
17,Andhra Pradesh,Araku,ST,V. Kishore Chandra Deo,M,INC,360458,Midiyam Babu Rao,M,CPI,168014,192444,2009
18,Andhra Pradesh,Srikakulam,GEN,Dr. Kruparani Killi,F,INC,387694,Yerrnnaidu Kinjarapu,M,TDP,304707,82987,2009
19,Andhra Pradesh,Vizianagaram,GEN,"Dr. Jhansi Lakshmi Botcha ,",F,INC,411584,Appalanaidu Kondapalli,M,TDP,351013,60571,2009
20,Andhra Pradesh,Visakhapatnam,GEN,Smt. Daggubati Purandeswari,F,INC,368812,Palla Srinivasa Rao,M,PRAP,302126,66686,2009
21,Andhra Pradesh,Anakapalli,GEN,Sabbam Hari,M,INC,369968,Nookarapu Surya Prakasa Rao,M,TDP,317056,52912,2009
22,Andhra Pradesh,Kakinada,GEN,Dr. M. Mangapati Pallam Raju,M,INC,323607,Chalamalasetty Sunil,M,PRAP,289563,34044,2009
23,Andhra Pradesh,Amalapuram,SC,G.V. Harsha Kumar,M,INC,368501,Pothula Prameela Devi,F,PRAP,328496,40005,2009
24,Andhra Pradesh,Rajahmundry,GEN,Aruna Kumar Vundavalli,M,INC,357449,M. Murali Mohan,M,TDP,355302,2147,2009
25,Andhra Pradesh,Kurnool,GEN,Kotla Jaya Surya Prakash Reddy,M,INC,382668,B.T.Naidu,M,TDP,308895,73773,2009
26,Andhra Pradesh,Narsapuram,GEN,Bapi Raju Kanumuri,M,INC,389422,Thota Sita Rama Lakshmi,F,TDP,274732,114690,2009
27,Andhra Pradesh,Eluru,GEN,Dr. Kavuri Samba Siva Rao,M,INC,423777,Maganti Venkateswara Rao (Babu),M,TDP,380994,42783,2009
28,Andhra Pradesh,Machilipatnam,GEN,Konakalla Narayana Rao,M,TDP,409936,Badiga Ramakrishna,M,INC,397480,12456,2009
29,Andhra Pradesh,Vijayawada,GEN,Rajagopal Lagadapati,M,INC,429394,Vamsi Mohan Vallabhaneni,M,TDP,416682,12712,2009
30,Andhra Pradesh,Guntur,GEN,Rayapati Sambasiva Rao,M,INC,403937,Madala Rajendra,M,TDP,364582,39355,2009
31,Andhra Pradesh,Narasaraopet,GEN,Modugula Venugopala Reddy,M,TDP,463358,Balashowry Vallabhaneni,M,INC,461751,1607,2009
32,Andhra Pradesh,Bapatla,SC,Smt. Lakshmi Panabaka,F,INC,460757,Malyadri Sriram,M,TDP,391419,69338,2009
33,Andhra Pradesh,Ongole,GEN,Magunta Sreenivasulu Reddy,M,INC,450442,Madduluri Malakondaiah Yadav,M,TDP,371919,78523,2009
34,Andhra Pradesh,Nandyal,GEN,S.P.Y. Reddy,M,INC,400023,Nasyam Mohammed Farook,M,TDP,309176,90847,2009
35,Andhra Pradesh,Anantapur,GEN,Anantha Venkatarami Reddy,M,INC,457876,Kalava Srinivasulu,M,TDP,379955,77921,2009
36,Andhra Pradesh,Hindupur,GEN,Kristappa Nimmala,M,TDP,435753,P Khasim Khan,M,INC,412918,22835,2009
37,Andhra Pradesh,Kadapa,GEN,Y. S. Jagan Mohan Reddy,M,YSRCP,542611,Palem Srikanth Reddy,M,TDP,363765,178846,2009
38,Andhra Pradesh,Kadapa,GEN,Y.S.J.M. Reddy,M,YSRCP,692251,D.L.R. Reddy,M,INC,146579,545672,2009
39,Andhra Pradesh,Nellore,GEN,Mekapati Rajamohan Reddy,M,YSRCP,430235,Vanteru Venu Gopala Reddy,M,TDP,375242,54993,2009
40,Andhra Pradesh,Nellore,GEN,M.K.Reddy,M,YSRCP,535436,T. S. Reddy,M,INC,243691,291745,2009
41,Andhra Pradesh,Tirupati,SC,Dr. Chinta Mohan,M,INC,428403,Varla Ramaiah,M,TDP,409127,19276,2009
42,Andhra Pradesh,Rajampet,GEN,Sai Prathap Annayyagari,M,INC,423910,Ramesh Kumar Reddy Reddappagari,M,TDP,313533,110377,2009
43,Andhra Pradesh,Chittoor,SC,Dr. Naramalli Sivaprasad,M,TDP,434376,Thippeswamy M,M,INC,423717,10659,2009
44,Andaman And Nicobar Islands,Andaman And Nicobar Islands,GEN,Bishnu Pada Ray,M,BJP,75211,Shri. Kuldeep Rai Sharma,M,INC,72221,2990,2009
45,Arunachal Pradesh,Arunachal West,ST,Takam Sanjoy,M,INC,140443,Kiren Rijiju,M,BJP,139129,1314,2009
46,Arunachal Pradesh,Arunachal East,ST,Ninong Ering,M,INC,115423,Tapir Gao,M,BJP,46974,68449,2009
47,Assam,Karimganj,SC,Lalit Mohan Suklabaidya,M,INC,259717,Rajesh Mallah,M,AUDF,251797,7920,2009
48,Assam,Silchar,GEN,Kabindra Purkayastha,M,BJP,243532,Badruddin Ajmal,M,AUDF,202062,41470,2009
49,Assam,Diphu,ST,Biren Singh Engti,M,INC,197835,Elwin Teron,M,ASDC,123287,74548,2009
50,Assam,Dhubri,GEN,Maulana Badruddin Ajmal,M,AUDF,540820,Anwar Hussain,M,INC,356401,184419,2009
51,Assam,Kokrajhar,ST,Sansuma Khunggur Bwiswmuthiary,M,BOPF,495211,Urkhao Gwra Brahma,M,IND,304889,190322,2009
52,Assam,Barpeta,GEN,Ismail Hussain,M,INC,322137,Bhupen Ray,M,AGP,291708,30429,2009
53,Assam,Guwahati,GEN,Smt. Bijoya Chakravarty,F,BJP,496047,Capt. Robin Bordoloi,M,INC,484192,11855,2009
54,Assam,Darrang–Udalguri,GEN,Ramen Deka,M,BJP,307881,Madhab Rajbangshi,M,INC,252032,55849,2009
55,Assam,Sonitpur,GEN,Joseph Toppo,M,AGP,352246,Moni Kumar Subba,M,INC,322093,30153,2009
56,Assam,Nowgong,GEN,Rajen Gohain,M,BJP,380921,Anil Raja,M,INC,335541,45380,2009
57,Assam,Kaliabor,GEN,Dip Gogoi,M,INC,434676,Gunin Hazarika,M,AGP,282687,151989,2009
58,Assam,Jorhat,GEN,Bijoy Krishna Handique,M,INC,362320,Kamakhya Tasa,M,BJP,290406,71914,2009
59,Assam,Dibrugarh,ST,Paban Singh Ghatowar,M,INC,359163,Sarbananda Sonowal,M,AGP,324020,35143,2009
60,Assam,Lakhimpur,GEN,Smt. Ranee Narah,F,INC,352330,Dr. Arun Kr. Sarma,M,AGP,307758,44572,2009
61,Bihar,Valmiki Nagar,GEN,Baidyanath Prasad Mahto,M,JD(U),277696,Fakhruddin,M,IND,94021,183675,2009
62,Bihar,Paschim Champaran,GEN,Dr. Sanjay Jaiswal,M,BJP,198781,Prakash Jha,M,LJP,151438,47343,2009
63,Bihar,Purvi Champaran,GEN,Radha Mohan Singh,M,BJP,201114,Akhilesh Prasad Singh,M,RJD,121824,79290,2009
64,Bihar,Sheohar,GEN,Smt. Rama Devi,F,BJP,233499,Md. Anwarul Haque,M,BSP,107815,125684,2009
65,Bihar,Sitamarhi,GEN,Dr. Arjun Roy,M,JD(U),232782,Samir Kumar Mahaseth,M,INC,122216,110566,2009
66,Bihar,Madhubani,GEN,Hukmdev Narayan Yadav,M,BJP,164094,Abdulbari Siddiki,M,RJD,154167,9927,2009
67,Bihar,Jhanjharpur,GEN,Mangani Lal Mandal,M,JD(U),265175,Devendra Prasad Yadav,M,RJD,192466,72709,2009
68,Bihar,Supaul,GEN,Vishwa Mohan Kumar,M,JD(U),313677,Ranjeet Ranjan,M,INC,147602,166075,2009
69,Bihar,Araria,GEN,Pradeep Kumar Singh,M,BJP,282742,Zakir Hussain Khan,M,LJP,260240,22502,2009
70,Bihar,Kishanganj,GEN,Maulana Asrarul Haque Mohammad,M,INC,239405,Syed Mahmood Ashraf,M,JD(U),159136,80269,2009
71,Bihar,Katihar,GEN,Nikhil Kumar Choudhary,M,BJP,269834,Harish Choudhar,M,NCP,255819,14015,2009
72,Bihar,Purnia,GEN,Uday Singh,M,BJP,362952,Shanti Priya,M,IND,176725,186227,2009
73,Bihar,Madhepura,GEN,Sharad Yadav,M,JD(U),370585,Prof. Ravindra Charan Yadav,M,RJD,192964,177621,2009
74,Bihar,Darbhanga,GEN,Kirti Jha Azad,M,BJP,239268,Md. Ali Ashraf Fatmi,M,RJD,192815,46453,2009
75,Bihar,Muzaffarpur,GEN,Capt.(Retd.) Jainarain Prasad Nishad,M,JD(U),195091,Bhagwanlal Sahni,M,LJP,147282,47809,2009
76,Bihar,Vaishali,GEN,Dr. Raghuvansh Prasad Singh,M,RJD,284479,Vijay Kumar Shukla,M,JD(U),262171,22308,2009
77,Bihar,Gopalganj,SC,Purnmasi Ram,M,JD(U),200024,Anil Kumar,M,RJD,157552,42472,2009
78,Bihar,Siwan,GEN,Om Prakash Yadav,M,IND,236194,Hena Shahab,M,RJD,172764,63430,2009
79,Bihar,Maharajganj,GEN,Uma Shanaker Singh,M,RJD,211610,Prabhunath Singh,M,JD(U),208813,2797,2009
80,Bihar,Maharajganj,GEN,Prabhu Nath Singh,M,RJD,381452,Prashant Kumar Shahi,M,JD(U),244326,137126,2009
81,Bihar,Saran,GEN,Lalu Prasad,M,RJD,274209,Rajiv Pratap Rudy,M,BJP,222394,51815,2009
82,Bihar,Hajipur,SC,Ram Sundar Das,M,JD(U),246715,Ram Vilas Paswan,M,LJP,208761,37954,2009
83,Bihar,Ujiarpur,GEN,Smt. Ashwamedh Devi,F,JD(U),180082,Alok Kumar Mehta,M,RJD,154770,25312,2009
84,Bihar,Samastipur,SC,Maheshwar Hazari,M,JD(U),259458,Ram Chandra Paswan,M,LJP,155082,104376,2009
85,Bihar,Begusarai,GEN,Dr. Monazir Hassan,M,JD(U),205680,Shatrughna Prasad Singh,M,CPI,164843,40837,2009
86,Bihar,Khagaria,GEN,Dinesh Chandra Yadav,M,JD(U),266964,Ravindar Kr. Rana,M,RJD,128209,138755,2009
87,Bihar,Bhagalpur,GEN,Syed Shahnawaz Hussain,M,BJP,228384,Shakuni Choudhary,M,RJD,172573,55811,2009
88,Bihar,Banka,GEN,Digvijay Singh,M,IND,185762,Jai Prakash Narayan,M,RJD,157046,28716,2009
89,Bihar,Banka,GEN,Putul Kumari,F,IND,288958,Jai Prakash Narayan,M,RJD,219839,69119,2009
90,Bihar,Munger,GEN,Rajiv Ranjan (Lalan) Singh,M,JD(U),374317,Ram Badan Roy,M,RJD,184956,189361,2009
91,Bihar,Nalanda,GEN,Kaushalendra Kumar,M,JD(U),299155,Satish Kumar,M,LJP,146478,152677,2009
92,Bihar,Patna Sahib,GEN,Shatrughan Prasad Sinha,M,BJP,316549,Vijay Kumar,M,RJD,149779,166770,2009
93,Bihar,Pataliputra,GEN,Prof. Ranjan Prasad Yadav,M,JD(U),269298,Lalu Prasad,M,RJD,245757,23541,2009
94,Bihar,Arrah,GEN,Smt. Meena Singh,F,JD(U),212726,Rama Kishore Singh,M,LJP,138006,74720,2009
95,Bihar,Buxar,GEN,Jagadanand Singh,M,RJD,132614,Lal Muni Choubey,M,BJP,130376,2238,2009
96,Bihar,Sasaram,SC,Smt. Meira Kumar,F,INC,192213,Muni Lal,M,BJP,149259,42954,2009
97,Bihar,Karakat,GEN,Mahabali Singh,M,JD(U),196946,Kanti Singh,M,RJD,176463,20483,2009
98,Bihar,Jahanabad,GEN,Jagdish Sharma,M,JD(U),234769,Surendra Prasad Yadav,M,RJD,213442,21327,2009
99,Bihar,Aurangabad,GEN,Sushil Kumar Singh,M,JD(U),260153,Shakil Ahmad Khan,M,RJD,188095,72058,2009
100,Bihar,Gaya,SC,Hari Manjhi,M,BJP,246255,Ramji Manjhi,M,RJD,183802,62453,2009
101,Bihar,Nawada,GEN,Dr. Bhola Singh,M,BJP,130608,Veena Devi,F,LJP,95691,34917,2009
102,Bihar,Jamui,SC,Bhudeo Choudhary,M,JD(U),178560,Shyam Rajak,M,RJD,148763,29797,2009
103,Chhattisgarh,Surguja,ST,Murarilal Singh,M,BJP,416532,Bhanu Pratap Singh,M,INC,256983,159549,2009
104,Chhattisgarh,Raigarh,ST,Vishnu Deo Sai,M,BJP,443948,Hridayaram Rathiya,M,INC,149111,294837,2009
105,Chhattisgarh,Janjgir‑Champa,SC,Smt. Kamla Devi Patle,F,BJP,302142,Dr.Shivkumar Dahariya,M,INC,214931,87211,2009
106,Chhattisgarh,Korba,GEN,Dr. Charan Das Mahant,M,INC,314616,Karuna Shukla,M,BJP,273216,41400,2009
107,Chhattisgarh,Bilaspur,GEN,Dilip Singh Judeo,M,BJP,347930,Dr.Renu Jogi,F,INC,214931,132999,2009
108,Chhattisgarh,Rajnandgaon,GEN,Madhusudan Yadav,M,BJP,437721,Devwrat Singh,M,INC,321843,115878,2009
109,Chhattisgarh,Durg,GEN,Km. Saroj Pandey,F,BJP,283170,Pradeep Choubey,M,INC,273216,9954,2009
110,Chhattisgarh,Raipur,GEN,Ramesh Bais,M,BJP,364943,Bhupesh Baghel,M,INC,319726,45217,2009
111,Chhattisgarh,Mahasamund,GEN,Chandu Lal Sahu,M,BJP,371201,Motilal Sahu,M,INC,319726,51475,2009
112,Chhattisgarh,Bastar,ST,Baliram Kashyap,M,BJP,249373,Shankar Sodi,M,INC,149111,100262,2009
113,Chhattisgarh,Bastar,ST,Dinesh Kashyap,M,BJP,286691,Kawasi Lakhma,M,INC,197807,88884,2009
114,Chhattisgarh,Kanker,ST,Sohan Potai,M,BJP,341131,Smt. Phoolo Devi Netam,F,INC,318647,22484,2009
115,Chandigarh,Chandigarh,GEN,Pawan Kumar Bansal,M,INC,161042,Satya Pal Jain,M,BJP,102075,58967,2009
116,Dadra And Nagar Haveli,Dadra And Nagar Haveli,ST,Natubhai Gomanbhai Patel,M,BJP,51242,Delkar Mohanbhai Sanjibhai,M,INC,50624,618,2009
117,Daman And Diu,Daman And Diu,GEN,Lalubhai Babubhai Patel,M,BJP,44546,Dahyabhai Vallabhbhai Patel,M,INC,19708,24838,2009
118,Delhi,Chandni Chowk,GEN,Kapil Sibal,M,INC,465713,Vijender Gupta,M,BJP,265003,200710,2009
119,Delhi,North East Delhi,GEN,Jai Prakash Agarwal,M,INC,518191,B.L.Sharma Prem,M,BJP,295948,222243,2009
120,Delhi,East Delhi,GEN,Sandeep Dikshit,M,INC,518001,Chetan Chauhan,M,BJP,276948,241053,2009
121,Delhi,New Delhi,GEN,Ajay Maken,M,INC,455867,Vijay Goel,M,BJP,268058,187809,2009
122,Delhi,North West Delhi,SC,Smt. Krishna Tirath,F,INC,487404,Meera Kanwaria,M,BJP,295948,191456,2009
123,Delhi,West Delhi,GEN,Mahabal Mishra,M,INC,479899,Prof. Jagdish Mukhi,M,BJP,302971,176928,2009
124,Delhi,South Delhi,GEN,Ramesh Kumar,M,INC,360278,Ramesh Bidhuri,M,BJP,267059,93219,2009
125,Goa,North Goa,GEN,Shripad Yesso Naik,M,BJP,137716,Jitendra Raghuraj Deshprabhu,M,NCP,131363,6353,2009
126,Goa,South Goa,GEN,Francisco Sardinha,M,INC,127494,Adv. Narendra Keshav Sawaikar,M,BJP,114978,12516,2009
127,Gujarat,Kachchh,SC,Smt. Poonam Veljibhai Jat,F,BJP,285300,Danicha Valjibhai Punamchandra,M,INC,213957,71343,2009
128,Gujarat,Banaskantha,GEN,Mukeshkumar  Bheiravdanji Gadhvi,M,INC,289409,Chaudhary Haribhai,M,BJP,279108,10301,2009
129,Gujarat,Banaskantha,GEN,Chaudhary Haribhai Parthibhai,M,BJP,377988,Gadhvi Krishnaben Mukeshkumar,F,INC,236011,141977,2009
130,Gujarat,Patan,GEN,Jagdish Thakor,M,INC,283778,Rathod Bhavsinhbhai Dahyabhai,M,BJP,265274,18504,2009
131,Gujarat,Mahesana,GEN,Smt. Jayshreeben Patel,F,BJP,334631,Patel Jivabhai Ambalal,M,INC,312766,21865,2009
132,Gujarat,Sabarkantha,GEN,Dr. Mahendrasinh Pruthvisinh Chauhan,M,BJP,337432,Mistry Madhusudan,M,INC,320272,17160,2009
133,Gujarat,Gandhinagar,GEN,Lal Krishna Advani,M,BJP,434044,Patel Sureshkumar Chaturdas,M,INC,312297,121747,2009
134,Gujarat,Ahmedabad East,GEN,Harin Pathak,M,BJP,318846,Babaria Dipakbhai Ratilal,M,INC,232790,86056,2009
135,Gujarat,Ahmedabad West,SC,Dr. Kirit Premjibhai Solanki,M,BJP,376823,Parmar Shailesh Manharlal,M,INC,285696,91127,2009
136,Gujarat,Surendranagar,GEN,Somabhai Gandalal Koli Patel,M,INC,247710,Mer Laljibhai Chaturbhai,M,BJP,242879,4831,2009
137,Gujarat,Rajkot,GEN,Kunwarjibhai Mohanbhai Bavaliya,M,INC,307553,Kirankumar Valjibhai Bhalodia (Patel),M,BJP,282818,24735,2009
138,Gujarat,Porbandar,GEN,Vitthalbhai Hansrajbhai Radadiya,M,INC,329436,Khachariya Mansukhbhai Shamjibhai,M,BJP,289933,39503,2009
139,Gujarat,Porbandar,GEN,Radadiya Vithalbhai Hansrajbhai,M,BJP,289893,Amipura Vinubhai Gordhanbhai,M,INC,144370,145523,2009
140,Gujarat,Jamnagar,GEN,Vikrambhai Arjanbhai Maadam,M,INC,281410,Mungra Rameshbhai Devraj Bhai,M,BJP,254992,26418,2009
141,Gujarat,Junagadh,GEN,Dinubhai Boghabhai Solanki,M,BJP,355335,Barad Jashubhai Dhanabhai,M,INC,341576,13759,2009
142,Gujarat,Amreli,GEN,Naranbhai Kachhadia,M,BJP,247666,Nilaben Virjibhai Thummar,M,INC,210349,37317,2009
143,Gujarat,Bhavnagar,GEN,Rajendrasinh (Raju Rana) Rana,M,BJP,213376,Gohilmahavirsinhbhagir Athsinh,M,INC,207483,5893,2009
144,Gujarat,Anand,GEN,Bharatsinh Madhavsinh Solanki,M,INC,348655,Patel Dipakbhai Chimanbhai,M,BJP,281337,67318,2009
145,Gujarat,Kheda,GEN,Dinsha J. Patel,M,INC,284004,Chauhan Devusinh Jesingbhai,M,BJP,283158,846,2009
146,Gujarat,Panchmahal,GEN,Prabhatsinh Pratapsinh Chauhan,M,BJP,282079,Vaghela Shankarsinh Laxmansinh,M,INC,279998,2081,2009
147,Gujarat,Dahod,ST,Dr. (Smt.) Prabha Kishor Taviadi,F,INC,250586,Damor Somjibhai Punjabhai,M,BJP,192050,58536,2009
148,Gujarat,Vadodara,GEN,Balkrishna Khanderao Shukla,M,BJP,428833,Gaekwad Satyajitsinh Dulipsinh,M,INC,292805,136028,2009
149,Gujarat,Chhota Udaipur,ST,Ramsinh Patalyabhai Rathwa,M,BJP,353534,Rathwa Naranbhai Jemlabhai,M,INC,326536,26998,2009
150,Gujarat,Bharuch,GEN,Mansukhbhai D. Vasava,M,BJP,311019,Umerji Ahmed Ugharatdar (Aziz Tankarvi),M,INC,283787,27232,2009
151,Gujarat,Bardoli,ST,Dr. Tushar Amarsinh Chaudhary,M,INC,398430,Vasava Riteshkumar Amarsinh,M,BJP,339445,58985,2009
152,Gujarat,Surat,GEN,Smt. Darshana Vikram Jardosh,F,BJP,364947,Gajera Dhirubhai Haribhai,M,INC,290149,74798,2009
153,Gujarat,Navsari,GEN,Chandrakant Raghunath Patil,M,BJP,423413,Dhansukh Rajput,M,INC,290770,132643,2009
154,Gujarat,Valsad,ST,Kishanbhai Vestabhai Patel,M,INC,357755,Patel Dhirubhai Chhaganbhai (Dr. D.C.Patel),M,BJP,350586,7169,2009
155,Haryana,Ambala,SC,Kumari Selja,F,INC,322258,Rattan Lal Kataria,M,BJP,307688,14570,2009
156,Haryana,Kurukshetra,GEN,Naveen Jindal,M,INC,397204,Ashok Kumar Arora,M,INLD,278475,118729,2009
157,Haryana,Sirsa,SC,Ashok Tanwar,M,INC,415584,Dr. Sita Ram,M,INLD,380085,35499,2009
158,Haryana,Hisar,GEN,Bhajan Lal,M,HJCBL,248476,Sampat Singh,M,INLD,241493,6983,2009
159,Haryana,Hisar,GEN,Kuldeep Bishnoi,M,HJCBL,355955,Ajay Singh Chautala,M,INLD,349618,6337,2009
160,Haryana,Karnal,GEN,"Dr. Arvind Kumar Sharma,",M,INC,304698,Maratha Virender Verma,M,BSP,228352,76346,2009
161,Haryana,Sonipat,GEN,Jitender Singh Malik,M,INC,338795,Kishan Singh Sangwan,M,BJP,177511,161284,2009
162,Haryana,Rohtak,GEN,Deepender Singh Hooda,M,INC,585016,Nafe Singh Rathee,M,INLD,139280,445736,2009
163,Haryana,Bhiwani‑Mahendragarh,GEN,Smt. Shruti Choudhry,F,INC,302817,Ajay Singh Chautala,M,INLD,247240,55577,2009
164,Haryana,Gurgaon,GEN,Inderjit Singh Rao,M,INC,278516,Zakir Hussain,M,BSP,193652,84864,2009
165,Haryana,Faridabad,GEN,Avtar Singh Bhadana,M,INC,257864,Ramchander Bainda,M,BJP,189663,68201,2009
166,Himachal Pradesh,Kangra,GEN,Dr. Rajan Sushant,M,BJP,322254,Chander Kumar,M,INC,301475,20779,2009
167,Himachal Pradesh,Mandi,GEN,Virbhadra Singh,M,INC,340973,Maheshwar Singh,M,BJP,326976,13997,2009
168,Himachal Pradesh,Hamirpur,GEN,Anurag Singh Thakur,M,BJP,373598,Narinder Thakur,M,INC,300866,72732,2009
169,Himachal Pradesh,Shimla,SC,Virender Kashyap,M,BJP,310946,Dhani Ram Shandil,M,INC,283619,27327,2009
170,Jammu And Kashmir,Baramulla,GEN,Sharifuddin Shariq,M,J&KNC,203022,Mohammad Dilawar Mir,M,JKPDP,138208,64814,2009
171,Jammu And Kashmir,Srinagar,GEN,Dr. Farooq Abdullah,M,J&KNC,147035,Iftikhar Hussain Ansari,M,JKPDP,116793,30242,2009
172,Jammu And Kashmir,Anantnag‑Rajouri,GEN,Dr. Mirza Mehboob Beg,M,J&KNC,148317,Peer Mohd Hussain,M,JKPDP,143093,5224,2009
173,Jammu And Kashmir,Ladakh,ST,Hassan Khan,M,IND,32701,Phuntsog Namgyal,M,INC,29017,3684,2009
174,Jammu And Kashmir,Udhampur,GEN,Chaudhary Lal Singh,M,INC,231853,Dr. Nirmal Singh,M,BJP,218459,13394,2009
175,Jammu And Kashmir,Jammu,GEN,Madan Lal Sharma,M,INC,382305,Lila Karan Sharma,M,BJP,260932,121373,2009
176,Jharkhand,Rajmahal,ST,Devidhan Besra,M,BJP,168357,Hemlal Murmu,M,JMM,159374,8983,2009
177,Jharkhand,Dumka,ST,Shibu Soren,M,JMM,208518,Sunil Soren,M,BJP,189706,18812,2009
178,Jharkhand,Godda,GEN,Nishikant Dubey,M,BJP,189526,Furkan Ansari,M,INC,183119,6407,2009
179,Jharkhand,Chatra,GEN,Inder Singh Namdhari,M,IND,108336,Dhiraj Prasad Sahu,M,INC,92158,16178,2009
180,Jharkhand,Kodarma,GEN,"Babu Lal Marandi,",M,BJP,199462,Raj Kumar Yadav,M,CPI,150942,48520,2009
181,Jharkhand,Giridih,GEN,Ravindra Kumar Pandey,M,BJP,233435,Teklal Mahto,M,JMM,138697,94738,2009
182,Jharkhand,Dhanbad,GEN,Pashupati Nath Singh,M,BJP,260521,Chandrashekhar Dubey,M,INC,202474,58047,2009
183,Jharkhand,Ranchi,GEN,Subodh Kant Sahai,M,INC,310499,Ram Tahal Choudhary,M,BJP,297149,13350,2009
184,Jharkhand,Jamshedpur,GEN,Dr. (Shri) Ajay Kumar,M,BJP,319620,Suman Mahato,M,JMM,199957,119663,2009
185,Jharkhand,Jamshedpur,GEN,Ajay Kumar,M,BJP,276582,D. Goswami,M,BJP,120856,155726,2009
186,Jharkhand,Singhbhum,SC,Madhu Kora,M,IND,256827,Barkuwar Gagrai,M,BJP,167154,89673,2009
187,Jharkhand,Khunti,ST,Kariya Munda,M,BJP,210214,Neil Tirkey,M,INC,130039,80175,2009
188,Jharkhand,Lohardaga,ST,Sudarshan Bhagat,M,BJP,144628,Chamra Linda,M,IND,136345,8283,2009
189,Jharkhand,Palamu,SC,Kameshwar Baitha,M,JMM,167995,Ghuran Ram,M,RJD,144457,23538,2009
190,Jharkhand,Hazaribagh,GEN,Yashwant Sinha,M,BJP,219810,Saurabh Narain Singh,M,INC,179646,40164,2009
191,Karnataka,Chikkodi,GEN,Ramesh Vishwanath Katti,M,BJP,438081,Prakash Babanna Hukkeri,M,INC,382794,55287,2009
192,Karnataka,Belgaum,GEN,Suresh Chanabasappa Angadi,M,BJP,384324,Amarsinh Vasantrao Patil,M,INC,265637,118687,2009
193,Karnataka,Bagalkot,GEN,Parvatagouda Chandanagouda Gaddigoudar,M,BJP,413272,J.T.Patil,M,INC,377826,35446,2009
194,Karnataka,Bijapur,SC,Ramesh Chandappa Jigajinagi,M,BJP,308939,Prakash Kubasing Rathod,M,INC,266535,42404,2009
195,Karnataka,Gulbarga,SC,Mallikarjun Kharge,M,INC,345241,Revunaik Belamgi,M,BJP,331837,13404,2009
196,Karnataka,Raichur,ST,S. Pakkirappa,M,BJP,316450,Raja Venkatappa Naik,M,INC,285814,30636,2009
197,Karnataka,Bidar,GEN,N.Dharam Singh,M,INC,337957,Gurupadappa Nagmarpalli,M,BJP,298338,39619,2009
198,Karnataka,Koppal,GEN,Shivaramagouda,M,BJP,291693,Basavaraj Rayareddy,M,INC,209904,81789,2009
199,Karnataka,Bellary,ST,Smt. J. Shantha,F,BJP,402213,N.Y. Hanumanthappa,M,INC,399970,2243,2009
