,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
382,382,Tamil Nadu,6,Arakkonam,GEN,"Jagathrakshakan, S. Dr.",M,DMK,346520,"Thangka Balu, K.V.",M,INC,250876,95644,1999
383,383,Tamil Nadu,7,Vellore,GEN,"Shanmugam, N.T.",M,PMK,324547,Mohamed Asif,M,ADMK,298862,25685,1999
384,384,Tamil Nadu,8,Tiruppattur,GEN,"Venugopal, D.",M,DMK,350703,"Rajendran, A.R.",M,ADMK,327090,23613,1999
385,385,Tamil Nadu,9,Vandavasi,GEN,"Durai, M.",M,PMK,345539,"Krishnasswamy, M.",M,INC,286342,59197,1999
386,386,Tamil Nadu,10,Tindivanam,GEN,Ramachandran N. Gingee.,M,MDMK,323234,Ramamurthee K.,M,INC,313884,9350,1999
387,387,Tamil Nadu,11,Cuddalore,GEN,"Sankar, Adhi",M,DMK,358367,Dhamotharan M.C.,M,ADMK,284414,73953,1999
388,388,Tamil Nadu,12,Chidambaram,SC,"Ponnuswamy, E.",M,PMK,345331,"Thirumavalavan, R.",M,TMC(M),225768,119563,1999
389,389,Tamil Nadu,13,Dharmapuri,GEN,"Elangovan, P.D.",M,PMK,340162,"Munusamy, K.P.",M,ADMK,314622,25540,1999
390,390,Tamil Nadu,14,Krishnagiri,GEN,"Vetriselvan, V.",M,DMK,347737,"Thambidurai, M.",M,ADMK,315913,31824,1999
391,391,Tamil Nadu,15,Rasipuram,SC,"Saroja, V. Dr.",F,ADMK,304843,"Uthayarasu, S.",M,PMK,266438,38405,1999
392,392,Tamil Nadu,16,Salem,GEN,"Selvaganapathi, T.M.",M,ADMK,363689,"Ramamurthy, K.",M,TRC,338278,25411,1999
393,393,Tamil Nadu,17,Tiruchengode,GEN,"Kannappan, M.",M,MDMK,409293,"Palanisamy, K.",M,ADMK,404737,4556,1999
394,394,Tamil Nadu,18,Nilgiris,GEN,"Mathan, M. (Alias) Master Mathan, M.",M,BJP,369828,"Prabhu, R.",M,INC,345869,23959,1999
395,395,Tamil Nadu,19,Gobichettipalayam,GEN,"Kaliappan, K.K.",M,ADMK,299184,"Arjun, K.G.S.",M,DMK,269172,30012,1999
396,396,Tamil Nadu,20,Coimbatore,GEN,"Radhakrishnan, C.P.",M,BJP,430068,"Nallakannu, R.",M,CPI,375991,54077,1999
397,397,Tamil Nadu,21,Pollachi,SC,"Krishnan, Dr.C.",M,MDMK,293038,"Thiyagarajan, M.",M,ADMK,283523,9515,1999
398,398,Tamil Nadu,22,Palani,GEN,"Kumarasamy, P.",M,ADMK,297850,"Ganesha Murthi, A.",M,MDMK,269133,28717,1999
399,399,Tamil Nadu,23,Dindigul,GEN,"Sreenivaasan, C.",M,ADMK,294794,"Chandrasekar, S.",M,DMK,274451,20343,1999
400,400,Tamil Nadu,24,Madurai,GEN,"Mohan, P.",M,CPM,328204,"Muthuramalingam, Pon.",M,DMK,290981,37223,1999
401,401,Tamil Nadu,25,Periyakulam,GEN,"Dhinakaran,",M,ADMK,303881,"Selvendran, P.",M,DMK,258075,45806,1999
402,402,Tamil Nadu,26,Karur,GEN,"Chinnasamy, M.",M,ADMK,334407,"Palanisamy, K.C.",M,DMK,331560,2847,1999
403,403,Tamil Nadu,27,Tiruchirappalli,GEN,Arangarajan Kumaramangalam,M,BJP,377450,"Adaikalaraj,L.",M,INC,288253,89197,1999
404,404,Tamil Nadu,By Polls (2001),Tiruchirappalli,GEN,Dalit Ezhimalai R.,M,AIDMK,343874,Sukumar M. N.,M,BJP,326461,17413,1999
405,405,Tamil Nadu,28,Perambalur,SC,Raja. A.,M,DMK,330675,Rajarethinam.P.,M,ADMK,262624,68051,1999
406,406,Tamil Nadu,29,Mayiladuthurai,GEN,Manishankar Aiyar,M,INC,324384,Arul Mozhi P.D.,M,PMK,284253,40131,1999
407,407,Tamil Nadu,30,Nagapattinam,SC,"Vijayan, A.K.S.",M,DMK,342237,Selvarasu.M.,M,CPI,319771,22466,1999
408,408,Tamil Nadu,32,Pudukkottai,GEN,Thirunavukarasu,M,MDMK,396216,Singaaravadivel.S.,M,INC,331914,64302,1999
409,409,Tamil Nadu,33,Sivaganga,GEN,"Sudarsana Natchiappan,E.M.",M,INC,246078,Raja.H.,M,BJP,222267,23811,1999
410,410,Tamil Nadu,34,Ramanathapuram,GEN,Malaisamy.K.,M,ADMK,265253,Bhavani Rajenthiran.M.S.K. (Tmt.),M,DMK,258607,6646,1999
411,411,Tamil Nadu,35,Sivakasi,GEN,Vaiko,M,MDMK,325829,"Ramaswami, V.Justice",M,ADMK,251048,74781,1999
412,412,Tamil Nadu,36,Tirunelveli,GEN,"Pandian, P.H.",M,ADMK,249975,"Geetha Jeevan, P.",M,DMK,223481,26494,1999
413,413,Tamil Nadu,37,Tenkasi,SC,"Murugesan,S.",M,ADMK,239241,"Arumugam,S.",M,BJP,238354,887,1999
414,414,Tamil Nadu,38,Tiruchendur,GEN,"Jayaseelan, A.D.K.",M,DMK,237630,"Rajan, Dr.B.P.",M,ADMK,177964,59666,1999
415,415,Tamil Nadu,39,Nagercoil,GEN,"Radhakrishnan,P.",M,BJP,307319,Dennis.N.,M,INC,161676,145643,1999
416,416,Tripura,1,Tripura West,GEN,Samar Chowdhury,M,CPM,372553,Sudhir Ranjan Majumdar,M,AITC,174154,198399,1999
417,417,Tripura,By Polls (2002),Tripura West,GEN,Khagen Das,M,CPI(M),394364,Manik Deb,M,INC,243521,150843,1999
418,418,Tripura,2,Tripura East,ST,Baju Ban Riyan,M,CPM,304934,Jishnu Dev Varma,M,BJP,154434,150500,1999
419,419,Uttar Pradesh,1,Tehri Garhwal,GEN,Manabendra Shah,M,BJP,207839,Vijay Bahuguna,M,INC,192068,15771,1999
420,420,Uttar Pradesh,2,Garhwal,GEN,Maj Gen. (Rtd) Bhuwan Chandra Khanduri(A.V.S.M.),M,BJP,239745,Satpal Maharaj,M,INC,210063,29682,1999
421,421,Uttar Pradesh,3,Almora,GEN,Bachi Singh Rawat,M,BJP,192388,Harish Rawat,M,INC,180929,11459,1999
422,422,Uttar Pradesh,4,Nainital,GEN,Narayan Datt Tiwari,M,INC,350381,Balraj Passi,M,BJP,237974,112407,1999
423,423,Uttarakhand,By Polls (2002),Nainital,GEN,Mahendra Singh Pal,M,INC,200146,Balraj Pasi,M,BJP,96273,103873,1999
424,424,Uttar Pradesh,5,Bijnor,SC,Sheeshram Singh Ravi,M,BJP,214266,Omwati Devi,M,SP,190566,23700,1999
425,425,Uttar Pradesh,6,Amroha,GEN,Rashid Alvi,M,BSP,337919,Chetan Chauhan,M,BJP,244694,93225,1999
426,426,Uttar Pradesh,7,Moradabad,GEN,Chandra Vijay Singh Alias Baby Raja,M,ABLTC,253321,Dr. Shafiqur Rahman Barq,M,SP,156871,96450,1999
427,427,Uttar Pradesh,8,Rampur,GEN,Begum Noor Bano Urf Mahtab Zamani Begum,F,INC,338493,Mukhtar Abbas Naqvi,M,BJP,223022,115471,1999
428,428,Uttar Pradesh,9,Sambhal,GEN,Mulayam Singh Yadav,M,SP,259430,Ch. Bhupendra Singh,M,BJP,143596,115834,1999
429,429,Uttar Pradesh,10,Budaun,GEN,Saleem Iqbal Shervani,M,SP,236496,Shanti Devi Shakya,M,BJP,195182,41314,1999
430,430,Uttar Pradesh,11,Aonla,GEN,Kunwar Sarvraj Singh,M,SP,195839,Rajveer Singh,M,BJP,178213,17626,1999
431,431,Uttar Pradesh,12,Bareilly,GEN,Santosh Kumar Gangwar,M,BJP,292813,Master Chhote Lal Gangwar,M,SP,158113,134700,1999
432,432,Uttar Pradesh,13,Pilibhit,GEN,Maneka Gandhi,F,IND,433421,Anis Ahmad Khan Alias Phool Baboo,M,BSP,193566,239855,1999
433,433,Uttar Pradesh,14,Shahjahanpur,GEN,Kr. Jitendra Prasad,M,INC,207167,Ram Murti Singh Verma,M,SP,189175,17992,1999
434,434,Uttar Pradesh,15,Kheri,GEN,Ravi Prakash Verma,M,SP,202373,Rajendra Kumar Gupta,M,BJP,197858,4515,1999
435,435,Uttar Pradesh,16,Shahabad,GEN,Daud Ahmad,M,BSP,214146,Raghvendra Singh,M,BJP,172014,42132,1999
436,436,Uttar Pradesh,17,Sitapur,GEN,Rajesh Verma,M,BSP,211120,Janardan Prasad Misra,M,BJP,174758,36362,1999
437,437,Uttar Pradesh,18,Misrikh,SC,Sushila Saroj,F,SP,159279,Ram Shankar Bhargav,M,BSP,155072,4207,1999
438,438,Uttar Pradesh,19,Hardoi,SC,Jai Prakash,M,ABLTC,206256,Usha Verma,M,SP,200852,5404,1999
439,439,Uttar Pradesh,20,Lucknow,GEN,Atal Bihari Vajpayee,M,BJP,362709,Dr Karan Singh,M,INC,239085,123624,1999
440,440,Uttar Pradesh,21,Mohanlalganj,SC,Reena Chowdhary,F,SP,182034,Purnima Verma,M,BJP,146676,35358,1999
441,441,Uttar Pradesh,22,Unnao,GEN,Deepak Kumar,M,SP,207242,Mohd. Moin,M,BSP,169467,37775,1999
442,442,Uttar Pradesh,23,Rae Bareli,GEN,Captain Satish Sharma,M,INC,224202,Gajadhar Singh,M,SP,150653,73549,1999
443,443,Uttar Pradesh,24,Pratapgarh,GEN,Rajkumari Ratna Singh,F,INC,202170,Abhai Pratap Singh,M,BJP,196167,6003,1999
444,444,Uttar Pradesh,25,Amethi,GEN,Sonia Gandhi,F,INC,418960,Dr.Sanjai Singh,M,BJP,118948,300012,1999
445,445,Uttar Pradesh,26,Sultanpur,GEN,Jai Bhadra Singh,M,BSP,173558,Ram Lakhan Verma,M,SP,158959,14599,1999
446,446,Uttar Pradesh,27,Akbarpur,SC,Mayawati,F,BSP,259762,Ram Piyare Suman,M,SP,206376,53386,1999
447,447,Uttar Pradesh,By Polls (2002),Akbarpur,GEN,Tribhuvan Dutt,M,BSP,250405,Mannu Lal Majhi,M,SP,218802,31603,1999
448,448,Uttar Pradesh,28,Faizabad,GEN,Vinay Katiyar,M,BJP,193191,Siya Ram Nishad,M,BSP,135629,57562,1999
449,449,Uttar Pradesh,29,Barabanki,SC,Ram Sagar,M,SP,210958,Baij Nath Rawat,M,BJP,155680,55278,1999
450,450,Uttar Pradesh,30,Kaiserganj,GEN,Beni Prasad Verma,M,SP,233934,Chamundeshwri Pratap Chand Alias C.P.Chandsingh,M,BJP,182375,51559,1999
451,451,Uttar Pradesh,31,Bahraich,GEN,Padamsen Chaudhary,M,BJP,223768,Arif Mohammad Khan,M,BSP,218017,5751,1999
452,452,Uttar Pradesh,32,Balrampur,GEN,Rizvan Zaheer  Alias Rijju Bhaiya,M,SP,255267,Bhisham Shankar Tiwari Alias Kaushal Tiwari,M,BJP,235110,20157,1999
453,453,Uttar Pradesh,33,Gonda,GEN,Braj Bhushan Sharan Singh,M,BJP,243162,Kirti Vardhan Singh Raja Bhaiya,M,SP,183965,59197,1999
454,454,Uttar Pradesh,34,Basti,SC,Shriram Chauhan,M,BJP,174378,Lal Mani Prasad,M,BSP,172546,1832,1999
455,455,Uttar Pradesh,35,Domariyaganj,GEN,Ram Pal Singh,M,BJP,198263,Mohd Mukim,M,INC,162696,35567,1999
456,456,Uttar Pradesh,36,Khalilabad,GEN,Bhal Chandra Yadav,M,SP,236837,Ram Prasad Chaudhary,M,BSP,206809,30028,1999
457,457,Uttar Pradesh,37,Bansgaon,SC,Raj Narayan Pasi,M,BJP,184684,Subhawati Paswan,M,SP,174996,9688,1999
458,458,Uttar Pradesh,38,Gorakhpur,GEN,Aditya Nath,M,BJP,267382,Jamuna Prasad Nishad,M,SP,260043,7339,1999
459,459,Uttar Pradesh,39,Maharajganj,GEN,Akhilesh  Singh,M,SP,239826,Pankaj Chaudhary,M,BJP,229182,10644,1999
460,460,Uttar Pradesh,40,Padrauna,GEN,Ram Nagina Mishra,M,BJP,196651,Baleshwar Yadav,M,SP,169913,26738,1999
461,461,Uttar Pradesh,41,Deoria,GEN,Shri Prakash Mani,M,BJP,251814,Mohan Singh,M,SP,209673,42141,1999
462,462,Uttar Pradesh,42,Salempur,GEN,Babban Rajbhar,M,BSP,170558,Hari Vansh Sahai,M,SP,161508,9050,1999
463,463,Uttar Pradesh,43,Ballia,GEN,Chandra Shekhar,M,SJP(R),235946,Ram Krishna Urf Gopal,M,BJP,180271,55675,1999
464,464,Uttar Pradesh,44,Ghosi,GEN,Bal Krishna,M,BSP,207105,Siddhartha Rai,M,JD(U),170604,36501,1999
465,465,Uttar Pradesh,45,Azamgarh,GEN,Rama Kant Yadav,M,SP,227616,Akbar Ahmad Dumpy,M,BSP,200637,26979,1999
466,466,Uttar Pradesh,46,Lalganj,SC,Dr. Bali Ram,M,BSP,229122,Daroga,M,SP,198123,30999,1999
467,467,Uttar Pradesh,47,Machhlishahr,GEN,Chandra Nath Singh,M,SP,201509,Dr. Ram Vilas Vedanti,M,BJP,180350,21159,1999
468,468,Uttar Pradesh,48,Jaunpur,GEN,Chinmayanand,M,BJP,207405,Paras Nath Yadav,M,SP,198770,8635,1999
469,469,Uttar Pradesh,49,Saidpur,SC,Tufani Saroj,M,SP,237438,Sharada Prasad,M,BSP,206067,31371,1999
470,470,Uttar Pradesh,50,Ghazipur,GEN,Manoj,M,BJP,240592,Om Prakash,M,SP,229559,11033,1999
471,471,Uttar Pradesh,51,Chandauli,GEN,Jawahar Lal Jaiswal,M,SP,265412,Anand Ratna Maurya,M,BJP,191883,73529,1999
472,472,Uttar Pradesh,52,Varanasi,GEN,Shankar Prasad Jaiswal,M,BJP,211955,Rajesh Kumar Mishra,M,INC,159096,52859,1999
473,473,Uttar Pradesh,53,Robertsganj,SC,Ram Shakal,M,BJP,200826,Hari Prasad Alias Ghamdi Singh,M,SP,184898,15928,1999
474,474,Uttar Pradesh,54,Mirzapur,GEN,Phoolan Devi,F,SP,290849,Virendra Singh,M,BJP,206373,84476,1999
475,475,Uttar Pradesh,By Polls (2002),Mirzapur,GEN,Ram Rati Bind,M,SP,195329,N.S.Kushwaha,M,BSP,190332,4997,1999
476,476,Uttar Pradesh,55,Phulpur,GEN,Dharam Raj Singh Patel,M,SP,183282,Beni Madhav Bind,M,BJP,163243,20039,1999
477,477,Uttar Pradesh,56,Allahabad,GEN,Dr. Murli Manohar Joshi,M,BJP,219114,Kunwar Rewati Raman Singh Alias Maniji,M,SP,148783,70331,1999
478,478,Uttar Pradesh,57,Chail,SC,Suresh Pasi,M,BSP,151557,Dr. Amrit Lal Bharti,M,BJP,122272,29285,1999
479,479,Uttar Pradesh,58,Fatehpur,GEN,Ashok Patel,M,BJP,142911,Surya Bali Nishad,M,BSP,141848,1063,1999
480,480,Uttar Pradesh,59,Banda,GEN,Ram Sajiwan,M,BSP,209995,Shyam Charan Gupta,M,SP,181364,28631,1999
481,481,Uttar Pradesh,60,Hamirpur,GEN,Ashok Kumar Singh Chandel,M,BSP,217732,Rajnarain Alias Rajju Maharaj,M,SP,206068,11664,1999
482,482,Uttar Pradesh,61,Jhansi,GEN,Sujan Singh Bundela,M,INC,283387,Rajendra Agnihotri,M,BJP,200866,82521,1999
483,483,Uttar Pradesh,62,Jalaun,SC,Brij Lal Khabri,M,BSP,197705,Bhanu Pratap Singh Varma,M,BJP,184353,13352,1999
484,484,Uttar Pradesh,63,Ghatampur,SC,Pyare Lal Sankhwar,M,BSP,156582,Arun Kumari Kori,M,SP,156477,105,1999
485,485,Uttar Pradesh,64,Bilhaur,GEN,Shyam Bihari Mishra,M,BJP,192054,Raja Ram Pal,M,BSP,188831,3223,1999
486,486,Uttar Pradesh,65,Kanpur,GEN,Sriprakash Jaiswal,M,INC,293610,Jagat Veer Singh Drone,M,BJP,259151,34459,1999
487,487,Uttar Pradesh,66,Etawah,GEN,Raghuraj Singh Shakya,M,SP,233065,Shiv Prasad Yadav,M,BSP,149382,83683,1999
488,488,Uttar Pradesh,67,Kannauj,GEN,Mulayam Singh Yadav,M,SP,291617,Arvind Pratap Singh,M,ABLTC,212478,79139,1999
489,489,Uttar Pradesh,By Polls (2000),Kannauj,GEN,Akhilesh Yadav,M,SP,306054,Akbar Ahmad Dumpy,M,BSP,247329,58725,1999
490,490,Uttar Pradesh,68,Farrukhabad,GEN,Chandra Bhushan Singh (Munnoo Babu),M,SP,222984,Prof. Ram Bakhsh Singh Verma,M,BJP,160422,62562,1999
491,491,Uttar Pradesh,69,Mainpuri,GEN,Balram Singh Yadav,M,SP,244113,Darshan Singh Yadav,M,BJP,216087,28026,1999
492,492,Uttar Pradesh,70,Jalesar,GEN,Prof. S.P. Singh Baghel,M,SP,217336,Ompal Singh Nidar,M,BJP,209274,8062,1999
493,493,Uttar Pradesh,71,Etah,GEN,Kr. Devendra Singh Yadav,M,SP,226999,Dr. Mahadeepak Singh Shakya,M,BJP,174475,52524,1999
494,494,Uttar Pradesh,72,Firozabad,SC,Ram Jilal Suman,M,SP,289459,Prabhu Dayal Katheriyar,M,BJP,206091,83368,1999
495,495,Uttar Pradesh,73,Agra,GEN,Raj Babbar,M,SP,288558,Bhagwan Shankar Rawat,M,BJP,175576,112982,1999
496,496,Uttar Pradesh,74,Mathura,GEN,Ch. Tejvir Singh,M,BJP,210212,Rameshwar Singh,M,RLD,168485,41727,1999
497,497,Uttar Pradesh,75,Hathras,SC,Kishan Lal Diler,M,BJP,178253,Ganga Prasad Pushkar,M,BSP,109846,68407,1999
498,498,Uttar Pradesh,76,Aligarh,GEN,Sheela Gautam,F,BJP,219313,Sahab Singh,M,BSP,138496,80817,1999
499,499,Uttar Pradesh,77,Khurja,SC,Ashok Kumar Pradhan,M,BJP,216011,Smt. Satyawati Urf Satya Bahin,M,INC,105713,110298,1999
500,500,Uttar Pradesh,78,Bulandshahr,GEN,Chhatra Pal,M,BJP,180102,Saeedul Hassan,M,INC,118173,61929,1999
501,501,Uttar Pradesh,79,Hapur,GEN,Ramesh Chand Tomar,M,BJP,234525,Trilok Tyagi,M,RLD,222567,11958,1999
502,502,Uttar Pradesh,80,Meerut,GEN,Avtar Singh Bhadana,M,INC,258456,Amar Pal Singh,M,BJP,233620,24836,1999
503,503,Uttar Pradesh,81,Baghpat,GEN,Ajit Singh,M,RLD,358069,Sompal,M,BJP,203650,154419,1999
504,504,Uttar Pradesh,82,Muzaffarnagar,GEN,Saiduzzaman,M,INC,196669,Sohanveer Singh,M,BJP,170918,25751,1999
505,505,Uttar Pradesh,83,Kairana,GEN,Amir Alam,M,RLD,206345,Niranjan Singh Malik,M,BJP,168073,38272,1999
506,506,Uttar Pradesh,84,Saharanpur,GEN,Mansoor Ali Khan,M,BSP,235659,Rasheed Masood,M,RLD,213352,22307,1999
507,507,Uttar Pradesh,85,Hardwar,SC,Harpal Singh Sathi,M,BJP,236844,Ramesh Kumar Burman,M,BSP,203997,32847,1999
508,508,West Bengal,1,Cooch Behar,SC,Amar Roy Pradhan,M,FBL,443148,Ambika Charan Ray,M,AITC,334983,108165,1999
509,509,West Bengal,2,Alipurduars,ST,Joachim Baxla,M,RSP,389919,Dhirendra Narjinarai,M,BJP,236786,153133,1999
510,510,West Bengal,3,Jalpaiguri,GEN,Minati Sen,F,CPM,405785,Kalyan Chakraborty,M,AITC,296848,108937,1999
511,511,West Bengal,4,Darjeeling,GEN,S.P. Lepcha,M,CPM,256826,Nar Bahadur Khatiwara,M,INC,144857,111969,1999
512,512,West Bengal,5,Raiganj,GEN,Priya Ranjan Dasmunsi,M,INC,409331,Subrata Mukherjee,M,CPM,334076,75255,1999
513,513,West Bengal,6,Balurghat,SC,Barman Ranen,M,RSP,375669,Subhash Ch. Barman,M,BJP,312748,62921,1999
514,514,West Bengal,7,Malda,GEN,Abul Barkat Ataul G K Choudhury,M,INC,325833,Sailen Sarkar,M,CPM,301280,24553,1999
515,515,West Bengal,8,Jangipur,GEN,Abul Hasnat Khan,M,CPM,352580,Mainul Haque,M,INC,291263,61317,1999
516,516,West Bengal,9,Murshidabad,GEN,Moinul Hassan,M,CPM,391366,Mannan Hossain,M,INC,268006,123360,1999
517,517,West Bengal,10,Berhampore,GEN,Adhir Ranjan Chowdhury,M,INC,434073,Pramothes Mukherjee,M,RSP,338682,95391,1999
518,518,West Bengal,11,Krishnanagar,GEN,Satyabrata Mookherjee,M,BJP,366954,Dilip Chakraborty,M,CPM,344720,22234,1999
519,519,West Bengal,12,Nabadwip,SC,Ananda Mohan Biswas,M,AITC,459319,Asim Bala,M,CPM,420184,39135,1999
520,520,West Bengal,By Polls (2003),Nabadwip,GEN,Alakesh Das,M,CPM,520630,Abir Ranjan Biswas,M,AITC,421830,98800,1999
521,521,West Bengal,13,Barasat,GEN,Dr.Ranjit Kumar Panja,M,AITC,518520,Saral Deb,M,FBL,421620,96900,1999
522,522,West Bengal,14,Basirhat,GEN,Ajoy Chakraborty,M,CPI,407903,M. Nuruzzaman,M,AITC,325316,82587,1999
523,523,West Bengal,15,Joynagar,SC,Sanat Kumar Mondal,M,RSP,396383,Krishna Pada  Majumder,M,BJP,284082,112301,1999
524,524,West Bengal,16,Mathurapur,SC,Radhika Ranjan Pramanik,M,CPM,382962,Gobinda Chandra Naskar,M,AITC,331237,51725,1999
525,525,West Bengal,17,Diamond Harbour,GEN,Samik Lahiri,M,CPM,402761,Sardar Amjad Ali,M,AITC,331598,71163,1999
526,526,West Bengal,18,Jadavpur,GEN,Krishna Bose,F,AITC,485366,Kanti Ganguly,M,CPM,418601,66765,1999
527,527,West Bengal,19,Barrackpore,GEN,Tarit Baran Topdar,M,CPM,399269,Jayanta Bhattacharya,M,AITC,358494,40775,1999
528,528,West Bengal,20,Dum Dum,GEN,Tapan Sikdar,M,BJP,614471,Anil Bhattacharya,M,CPM,479910,134561,1999
529,529,West Bengal,21,Calcutta North West,GEN,Sudip Bandyopadhyay,M,AITC,206684,Rajdeo Goala,M,CPM,112514,94170,1999
530,530,West Bengal,22,Calcutta North East,GEN,Ajit Kumar Panja,M,AITC,297491,Md. Salim,M,CPM,255917,41574,1999
531,531,West Bengal,23,Calcutta South,GEN,Mamata Banerjee,F,AITC,469103,Subhankar Chakraborty,M,CPM,255095,214008,1999
532,532,West Bengal,24,Howrah,GEN,Swadesh Chakraborty,M,CPM,490537,Dr. Kakoli Ghosh Dastidar,M,AITC,387088,103449,1999
533,533,West Bengal,25,Uluberia,GEN,Hannan Mollah,M,CPM,399397,Dr. Sudipta Roy,M,AITC,331820,67577,1999
534,534,West Bengal,26,Serampore,GEN,Akbor Ali Khandoker,M,AITC,411406,Sudarsan Roy Chaudhury,M,CPM,363642,47764,1999
535,535,West Bengal,27,Hooghly,GEN,Rupchand Pal,M,CPM,440674,Tapan Das Gupta,M,AITC,428189,12485,1999
536,536,West Bengal,28,Arambagh,GEN,Anil Basu,M,CPM,503920,Chunilal Chakraborty,M,BJP,387199,116721,1999
537,537,West Bengal,29,Panskura,GEN,Gita Mukherjee,F,CPI,401431,Gouri Ghosh,M,AITC,354573,46858,1999
538,538,West Bengal,By Polls (2000),Panskura,GEN,Dr. Bikram Sarkar,M,AITC,426779,Gurudas Dasgupta,M,CPI,385298,41481,1999
539,539,West Bengal,30,Tamluk,GEN,Lakshman Chandra Seth,M,CPM,455168,Nirmndu Bhattacharjee,M,AITC,400342,54826,1999
540,540,West Bengal,31,Contai,GEN,Neetish  Sengupta,M,AITC,395048,Sudhir Giri,M,CPM,382915,12133,1999
541,541,West Bengal,32,Midnapore,GEN,Indrajit Gupta,M,CPI,414545,Manoranjon Dutta,M,BJP,385772,28773,1999
542,542,West Bengal,By Polls (2001),Midnapore,GEN,Probodh Panda,M,CPI,448237,Dutta Manoranjan,M,AITC,330044,118193,1999
543,543,West Bengal,33,Jhargram,ST,Rupchand Murmu,M,CPM,402325,Dakhin Murmu,M,AITC,293644,108681,1999
544,544,West Bengal,34,Purulia,GEN,Birsingh Mahato,M,FBL,351143,Tapati Mahato,M,BJP,176273,174870,1999
545,545,West Bengal,35,Bankura,GEN,Acharia Basudeb,M,CPM,381720,Natabar Bagdi,M,IND,274722,106998,1999
546,546,West Bengal,36,Vishnupur,SC,Sandhya Bauri,F,CPM,483084,Adhibas Duley,M,AITC,301514,181570,1999
547,547,West Bengal,37,Durgapur,SC,Sunil Khan,M,CPM,461940,Anil Kumar Saha,M,BJP,343977,117963,1999
548,548,West Bengal,38,Asansol,GEN,Bikash Chowdhury,M,CPM,377265,Ajit Ghatak (Moloy Ghatak),M,AITC,339401,37864,1999
549,549,West Bengal,39,Burdwan,GEN,Sar Nikhilananda,M,CPM,598170,Anup Mukherjee,M,BJP,296487,301683,1999
550,550,West Bengal,40,Katwa,GEN,Mahboob Zahedi,M,CPM,461502,Amal Kumar Dutta,M,AITC,353140,108362,1999
551,551,West Bengal,41,Bolpur,GEN,Somnath Chatterjee,M,CPM,464199,Suniti Chattaraj,M,AITC,277810,186389,1999
552,552,West Bengal,42,Birbhum,SC,Ram Chandra Dome,M,CPM,373687,Dr. Madan Lal Choudhury,M,BJP,216531,157156,1999
553,553,Andaman and Nicobar Islands,1,Andaman & Nicobar Islands,GEN,Bishnu Pada Ray,M,BJP,76891,Manoranjan Bhakta,M,INC,62944,13947,1999
554,554,Chandigarh,1,Chandigarh,GEN,Pawan Kumar Bansal,M,INC,132924,Krishan Lal Sharma,M,BJP,127475,5449,1999
555,555,Dadra And Nagar Haveli,1,Dadra And Nagar Haveli,ST,Delkar Mohanbhai Sanjibhai,M,IND,29853,Bhurkud Dilipbhai Navjibhai,M,BJP,14975,14878,1999
556,556,Daman And Diu,1,Daman And Diu,GEN,Patel Dahyabhai Vallabhbhai,M,INC,25136,Tandel Devjibhai Jogibhai,M,BJP,21910,3226,1999
557,557,Delhi,1,New Delhi,GEN,Jag Mohan,M,BJP,124626,R.K.Dhawan,M,INC,96733,27893,1999
558,558,Delhi,2,South Delhi,GEN,Vijay Kumar Malhotra,M,BJP,261230,Dr. Manmohan Singh,M,INC,231231,29999,1999
559,559,Delhi,3,Outer Delhi,GEN,Sahib Singh Verma,M,BJP,709692,Deep Chand Sharma,M,INC,507220,202472,1999
560,560,Delhi,4,East Delhi,GEN,Lal Bihari Tiwari,M,BJP,521434,Avm H.L.Kapur,M,INC,438674,82760,1999
561,561,Delhi,5,Chandni Chowk,GEN,Vijay Goel,M,BJP,74001,Jai Prakash Agarwal,M,INC,72006,1995,1999
562,562,Delhi,6,Delhi Sadar,GEN,Madan Lal Khurana,M,BJP,143186,Jagdish Tytler,M,INC,129316,13870,1999
563,563,Delhi,7,Karol Bagh,SC,Anita Arya,F,BJP,128956,Meira Kumar,M,INC,116502,12454,1999
564,564,Lakshadweep,1,Lakshadweep,ST,P.M. Sayeed,M,INC,16113,Dr. K.P. Muthukoya,M,JD(U),12924,3189,1999
565,565,Puducherry,1,Pondicherry,GEN,M O H Farook,M,INC,165108,M Ramadass,M,PMK,140920,24188,1999
