,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
187,187,Karnataka,19,Hassan,GEN,G.Putta Swamy Gowda,M,INC,398344,H.D.Deve Gowda,M,JD(S),256587,141757,1999
188,188,Karnataka,20,Chikmagalur,GEN,D.C.Srikantappa,M,BJP,324470,D.M.Putte Gowda,M,INC,294193,30277,1999
189,189,Karnataka,21,Shimoga,GEN,S.Bangarappa,M,INC,427870,Ayanur Manjunatha,M,BJP,332832,95038,1999
190,190,Karnataka,22,Kanara,GEN,Alva Margaret,F,INC,356246,Anant Kumar,M,BJP,345655,10591,1999
191,191,Karnataka,23,Dharwad South,GEN,Prof. I.G. Sanadi,M,INC,355523,B.M.Menasinkai,M,JD(U),316325,39198,1999
192,192,Karnataka,24,Dharwad North,GEN,Vijay Sankeshwar,M,BJP,345197,Veeranna A.Mattikatti,M,INC,303595,41602,1999
193,193,Karnataka,25,Belgaum,GEN,Amarsinh Vasantarao Patil,M,INC,383444,Babagouda Patil,M,BJP,333546,49898,1999
194,194,Karnataka,26,Chikkodi,SC,Jigajinagi Rameshchandappa,M,JD(U),392450,Kanagali Pradeepkumar Shankaranand,M,INC,307860,84590,1999
195,195,Karnataka,27,Bagalkot,GEN,R.S. Patil,M,INC,378488,Ajayakumar Sambasadashiv Sarnaik,M,JD(U),302054,76434,1999
196,196,Karnataka,28,Bijapur,GEN,Basangouda Ramangouda Patil(Yatnal),M,BJP,348816,Gudadinni Laxmibai Basagondappa,M,INC,312177,36639,1999
197,197,Kerala,1,Kasaragod,GEN,T. Govindan,M,CPM,423564,Khader Mangad,M,INC,391986,31578,1999
198,198,Kerala,2,Cannanore,GEN,A.P. Abdullakkutty,M,CPM,428390,Mullappally Ramachandran,M,INC,418143,10247,1999
199,199,Kerala,3,Badagara,GEN,A.K. Premajam,F,CPM,404355,P.M. Suresh Babu,M,INC,378511,25844,1999
200,200,Kerala,4,Calicut,GEN,K. Muraleedharan,M,INC,383425,C.M. Ibrahim,M,JD(S),333023,50402,1999
201,201,Kerala,5,Manjeri,GEN,E. Ahamed,M,MUL,437563,Adv. I.T. Najeeb,M,CPM,314152,123411,1999
202,202,Kerala,6,Ponnani,GEN,G.M. Banatwalla,M,MUL,372572,P.P. Suneer,M,CPI,243094,129478,1999
203,203,Kerala,7,Palghat,GEN,N.N.Krishnadas,M,CPM,372536,M.T. Padma,M,INC,341769,30767,1999
204,204,Kerala,8,Ottapalam,SC,S. Ajayakumar,M,CPM,359758,Pandalam Sudhakaran,M,INC,346043,13715,1999
205,205,Kerala,9,Trichur,GEN,A.C. Jose,M,INC,343793,V.V. Raghavan,M,CPI,332161,11632,1999
206,206,Kerala,10,Mukundapuram,GEN,K. Karunakaran,M,INC,397156,E.M. Sreedharan,M,CPM,344693,52463,1999
207,207,Kerala,11,Ernakulam,GEN,Adv. George Eden,M,INC,394058,Mani Vithayathil,M,IND,282753,111305,1999
208,208,Kerala,By Polls (2003),Ernakulam,GEN,Dr.Sebastian Paul,M,IND,335308,M.O.John,M,INC,313176,22132,1999
209,209,Kerala,12,Muvattupuzha,GEN,Adv. P.C. Thomas,M,KEC(M),357402,Adv. P.M. Ismail,M,CPM,280463,76939,1999
210,210,Kerala,13,Kottayam,GEN,Suresh Kurup,M,CPM,344296,P.C. Chacko,M,INC,333697,10599,1999
211,211,Kerala,14,Idukki,GEN,K. Francis George,M,KEC,365313,Prof. P.J.Kurian,M,INC,356015,9298,1999
212,212,Kerala,15,Alleppey,GEN,V.M. Sudheeran,M,INC,392700,Murali,M,CPM,357606,35094,1999
213,213,Kerala,16,Mavelikkara,GEN,Ramesh Chennithala,M,INC,310455,Prof. Ninan Koshy,M,IND,277012,33443,1999
214,214,Kerala,17,Adoor,SC,Kodikunnil Suresh,M,INC,337003,Chengara Surendran,M,CPI,314997,22006,1999
215,215,Kerala,18,Quilon,GEN,P. Rajendran,M,CPM,351869,M.P. Gangadharan,M,INC,332585,19284,1999
216,216,Kerala,19,Chirayinkil,GEN,Varkala Radhakrishnan,M,CPM,309304,M.I. Shanavas,M,INC,306176,3128,1999
217,217,Kerala,20,Trivandrum,GEN,Advocate V.S. Sivakumar,M,INC,288390,Kaniyapuram Ramachandran,M,CPI,273905,14485,1999
218,218,Madhya Pradesh,1,Morena,SC,Ashok Chhaviram  Argal,M,BJP,210790,Gopal Das,M,INC,148564,62226,1999
219,219,Madhya Pradesh,2,Bhind,GEN,Dr. Ramlakhan Singh,M,BJP,270766,Satyadev Katare,M,INC,217192,53574,1999
220,220,Madhya Pradesh,3,Gwalior,GEN,Jaibhan Singh Pavaiya,M,BJP,254486,Chandra Mohan Nagori,M,INC,171370,83116,1999
221,221,Madhya Pradesh,4,Guna,GEN,Madhavrao Scindia,M,INC,443965,Rao Deshraj Singh Yadav,M,BJP,229537,214428,1999
222,222,Madhya Pradesh,By Polls (2002),Guna,GEN,Jyotiraditya Madhavrao Scindia,M,INC,535728,Rao Deshraj Singh Yadav,M,BJP,129160,406568,1999
223,223,Madhya Pradesh,5,Sagar,SC,Virendra Kumar,M,BJP,293357,Madhavi Chaudhary Advocate,M,INC,232884,60473,1999
224,224,Madhya Pradesh,6,Khajuraho,GEN,Satyavrat Chaturvedi,M,INC,335861,Akhand Pratap Singh Yadav,M,BJP,254724,81137,1999
225,225,Madhya Pradesh,7,Damoh,GEN,Dr. Ramkrishna Kusmaria,M,BJP,246909,Tilak Singh Lodhi,M,INC,233190,13719,1999
226,226,Madhya Pradesh,8,Satna,GEN,Ramanand Singh,M,BJP,217932,Rajendra Kumar Singh,M,INC,214527,3405,1999
227,227,Madhya Pradesh,9,Rewa,GEN,Sunder Lal Tiwari,M,INC,275115,Ramalakhan Singh Patel,M,BSP,210964,64151,1999
228,228,Madhya Pradesh,10,Sidhi,ST,Chandra Pratap Singh ( Baba Sahab),M,BJP,264981,Tilakraj Singh,M,INC,260126,4855,1999
229,229,Madhya Pradesh,11,Shahdol,ST,Dalpat Singh,M,BJP,262229,Ajit Jogi,M,INC,242328,19901,1999
230,230,Madhya Pradesh,12,Surguja,ST,Khel Sai Singh,M,INC,297778,Larang Sai,M,BJP,236352,61426,1999
231,231,Madhya Pradesh,13,Raigarh,ST,Vishnudeo Sai,M,BJP,276244,Pushpa Devi Singh,M,INC,270471,5773,1999
232,232,Madhya Pradesh,14,Janjgir,GEN,Dr. Charandas Mahant,M,INC,278931,Dr. Banshilal  Mahto,M,BJP,264698,14233,1999
233,233,Madhya Pradesh,15,Bilaspur,SC,Punnulal Mohale,M,BJP,274860,Rameshwar Kosariya,M,INC,199527,75333,1999
234,234,Madhya Pradesh,16,Sarangarh,SC,P. R. Khute,M,BJP,281769,Parasram Bhardwaj,M,INC,230010,51759,1999
235,235,Madhya Pradesh,17,Raipur,GEN,Ramesh Bais,M,BJP,354736,Jugal Kishore Sahu,M,INC,274676,80060,1999
236,236,Madhya Pradesh,18,Mahasamund,GEN,Shyama Charan Shukla,M,INC,340635,"Chandra Shekhar Sahu   "" Champu""",M,BJP,325200,15435,1999
237,237,Madhya Pradesh,19,Kanker,ST,Sohan Potai,M,BJP,318040,Chhabila Arvind Netam,M,INC,229849,88191,1999
238,238,Madhya Pradesh,20,Bastar,ST,Baliram Kashyap,M,BJP,155421,Mahendra Karma,M,INC,134684,20737,1999
239,239,Madhya Pradesh,21,Durg,GEN,Tara Chand Sahu,M,BJP,389777,Pradeep Choubey,M,INC,345259,44518,1999
240,240,Madhya Pradesh,22,Rajnandgaon,GEN,Dr. Raman,M,BJP,304611,Motilal Vora,M,INC,277896,26715,1999
241,241,Madhya Pradesh,23,Balaghat,GEN,Prahladsingh Patel,M,BJP,251308,Vishweshwer Bhagat,M,INC,230630,20678,1999
242,242,Madhya Pradesh,24,Mandla,ST,Faggan Singh Kulaste,M,BJP,232042,Devendra Tekam,M,INC,225470,6572,1999
243,243,Madhya Pradesh,25,Jabalpur,GEN,Jaishree Banerjee ( Bhabhi Ji),F,BJP,300648,Chandra Mohan,M,INC,190894,109754,1999
244,244,Madhya Pradesh,26,Seoni,GEN,Ram Naresh Tripathi,M,BJP,282891,Vimla Verma,M,INC,266957,15934,1999
245,245,Madhya Pradesh,27,Chhindwara,GEN,Kamal Nath,M,INC,399904,Santosh Jain,M,BJP,210976,188928,1999
246,246,Madhya Pradesh,28,Betul,GEN,"Vijay Kumar Khandelwal "" Munni Bhaiya""",M,BJP,272512,Gufran Bhai,M,INC,208040,64472,1999
247,247,Madhya Pradesh,29,Hoshangabad,GEN,Sundar Lal Patwa,M,BJP,353760,Rajkumar Patel,M,INC,309313,44447,1999
248,248,Madhya Pradesh,30,Bhopal,GEN,Uma Bharti,F,BJP,537905,Suresh Pachori,M,INC,369041,168864,1999
249,249,Madhya Pradesh,31,Vidisha,GEN,Shivraj Singh,M,BJP,360421,Jasvant Singh,M,INC,278024,82397,1999
250,250,Madhya Pradesh,32,Rajgarh,GEN,Laxman Singh,M,INC,354234,Nitish Bhardwaj,M,BJP,288541,65693,1999
251,251,Madhya Pradesh,33,Shajapur,SC,Thavarchand Gehlot,M,BJP,387607,Radhakishan Malviya,M,INC,352941,34666,1999
252,252,Madhya Pradesh,34,Khandwa,GEN,Nandkumarsingh Chouhan ( Nandu Bhaiya ),M,BJP,364161,Tanvant Singh Keer,M,INC,238058,126103,1999
253,253,Madhya Pradesh,35,Khargone,GEN,Tarachand Patel,M,INC,354133,Balkrishna Bauji Patidar,M,BJP,315987,38146,1999
254,254,Madhya Pradesh,36,Dhar,ST,Gajendra Singh Rajukhedi,M,INC,355482,Harsh Chouhan,M,BJP,321377,34105,1999
255,255,Madhya Pradesh,37,Indore,GEN,Sumitra Mahajan,F,BJP,474167,Mahesh Joshi,M,INC,342852,131315,1999
256,256,Madhya Pradesh,38,Ujjain,SC,Dr. Satyanarayan Jatiya,M,BJP,360103,Tulasiram Silawat,M,INC,292065,68038,1999
257,257,Madhya Pradesh,39,Jhabua,ST,Kantilal Bhuriya,M,INC,371842,Dilipsingh Bhuriya,M,BJP,222465,149377,1999
258,258,Madhya Pradesh,40,Mandsaur,GEN,Dr. Lakshaminarayan Pandey,M,BJP,395928,Rajendra Singh Gautam,M,INC,340443,55485,1999
259,259,Maharashtra,1,Rajapur,GEN,Suresh Prabhakar Prabhu,M,SHS,221523,Prof  Madhu Dandavate,M,JD(S),108673,112850,1999
260,260,Maharashtra,2,Ratnagiri,GEN,Anant Gangaram Geete,M,SHS,293834,Ziman Sujit Bhagoji,M,NCP,178491,115343,1999
261,261,Maharashtra,3,Kolaba,GEN,Ramsheth Thakur,M,PWPI,274361,D B Patil,M,SHS,231264,43097,1999
262,262,Maharashtra,4,Mumbai-South,GEN,Jayawanti Mehta,F,BJP,144945,Murli Deora,M,INC,134702,10243,1999
263,263,Maharashtra,5,Mumbai-South-Central,GEN,Mohan Vishnu Rawale,M,SHS,176323,A Majeed Memon Advocate,M,SP,97287,79036,1999
264,264,Maharashtra,6,Mumbai-North-Central,GEN,Manohar Gajanan Joshi,M,SHS,294935,Raja Dhale,M,BBM,125940,168995,1999
265,265,Maharashtra,7,Mumbai-North-East,GEN,Kirit Somaiya,M,BJP,400436,Adv Kamat Gurudas,M,INC,393160,7276,1999
266,266,Maharashtra,8,Mumbai-North-West,GEN,Sunil Dutt,M,INC,366669,Madhukar Sirpotdar,M,SHS,281130,85539,1999
267,267,Maharashtra,9,Mumbai-North,GEN,Ram Naik,M,BJP,517941,Chandrakant Gosalia,M,INC,363805,154136,1999
268,268,Maharashtra,10,Thane,GEN,Prakash Paranjpe,M,SHS,391446,Nakul Patil,M,INC,291763,99683,1999
269,269,Maharashtra,11,Dahanu,ST,Adv Chintaman Wanaga,M,BJP,240866,Shingada Damodar Barku,M,INC,178596,62270,1999
270,270,Maharashtra,12,Nashik,GEN,Dhikale Uttamrao Nathuji,M,SHS,303084,Patil Madhav Balwant,M,NCP,266272,36812,1999
271,271,Maharashtra,13,Mgaon,ST,Mahale Haribahu Shankar,M,JD(S),191643,Gangurde Babanrao Lahanu,M,BJP,187251,4392,1999
272,272,Maharashtra,14,Dhule,ST,Ramdas Rupla Gavit,M,BJP,211904,Chaure Bapu Hari,M,INC,198919,12985,1999
273,273,Maharashtra,15,Nandurbar,ST,Gavit Manikrao Hodlya,M,INC,318338,Vasave Govind Ramu,M,NCP,187567,130771,1999
274,274,Maharashtra,16,Erandol,GEN,Annasaheb M K Patil,M,BJP,297867,More Vasantrao Jivanrao,M,NCP,193411,104456,1999
275,275,Maharashtra,17,Jalgaon,GEN,Y G Mahajan Sir,M,BJP,334020,Dr Ulhas Vasudeo Patil,M,INC,244225,89795,1999
276,276,Maharashtra,18,Buldhana,SC,Adsul Anandrao Vithoba,M,SHS,294922,Wasnik Mukul Balkrushna,M,INC,249915,45007,1999
277,277,Maharashtra,19,Akola,GEN,Ambedkar Prakash Yashwant,M,BBM,272243,Fundkar Pandurang Pundlik,M,BJP,263527,8716,1999
278,278,Maharashtra,20,Washim,GEN,Bhawana Pundlikrao Gawali,F,SHS,244820,Deshmukh Anantrao Vitthalrao,M,INC,205225,39595,1999
279,279,Maharashtra,21,Amravati,GEN,Gudhe Anant Mahadeoappa,M,SHS,319916,R S Gavai,M,RPI,246264,73652,1999
280,280,Maharashtra,22,Ramtek,GEN,Subodh Mohite,M,SHS,242454,Purohit Banwari Lal,M,INC,230765,11689,1999
281,281,Maharashtra,23,Nagpur,GEN,Vilas Muttemwar,M,INC,424450,Vinod Yashwantrao Gudadhe (Patil),M,BJP,351755,72695,1999
282,282,Maharashtra,24,Bhandara,GEN,Chunnilalbhau Thakur,M,BJP,291355,Dr Shrikant Jichkar,M,INC,287536,3819,1999
283,283,Maharashtra,25,Chimur,GEN,Diwathe Namdeo Harbaji,M,BJP,300601,Kawade Jogendra Laxman,M,RPI,230561,70040,1999
284,284,Maharashtra,26,Chandrapur,GEN,Puglia Nareshkumar Chunnalal,M,INC,328522,Ahir Hansraj Gangaram,M,BJP,325685,2837,1999
285,285,Maharashtra,27,Wardha,GEN,Prabha Rao,F,INC,249564,Suresh Ganpatrao Waghmare,M,BJP,242502,7062,1999
286,286,Maharashtra,28,Yavatmal,GEN,Uttamrao Deorao Patil,M,INC,258535,Haribhau Rathod,M,BJP,243309,15226,1999
287,287,Maharashtra,29,Hingoli,GEN,Mane Shivaji Gyanbarao,M,SHS,297284,Adv Pole Naik Madhavrao Bahenarao,M,BBM,216629,80655,1999
288,288,Maharashtra,30,Nanded,GEN,Khatgaonkar Bhaskarrao Bapurao,M,INC,327293,Dr Dhanajirao Vyankatrao Deshmukh,M,BJP,294718,32575,1999
289,289,Maharashtra,31,Parbhani,GEN,Jadhav Suresh Ramrao,M,SHS,254019,Jamkar Raosaheb Bapusaheb,M,INC,210354,43665,1999
290,290,Maharashtra,32,Jalna,GEN,Danve Raosaheb Dadarao Patil,M,BJP,332620,Bangar Dnyandeo Ganpatrao,M,INC,208711,123909,1999
291,291,Maharashtra,33,Aurangabad,GEN,Chandrakant Khaire,M,SHS,383144,A R Antulay,M,INC,327255,55889,1999
292,292,Maharashtra,34,Beed,GEN,Jaysingrao Gaikwad Patil,M,BJP,332946,Radhakrishna Sahebrao Patil,M,NCP,281756,51190,1999
293,293,Maharashtra,35,Latur,GEN,Patil Shivraj Vishwanath,M,INC,314213,Dr Gopalrao Vitthlrao Patil,M,BJP,273923,40290,1999
294,294,Maharashtra,36,Osmanabad,SC,Kamble Shivaji Vithalrao,M,SHS,252135,Deokule Kanifnath,M,NCP,193062,59073,1999
295,295,Maharashtra,37,Solapur,GEN,Shinde Sushilkumar Sambhajirao,M,INC,286578,Valyal Lingraj Balirayya,M,BJP,209583,76995,1999
296,296,Maharashtra,By Polls (2003),Solapur,GEN,Mohite P.P.Shankarrao,M,BJP,352360,Anandrao Narayan Deokate,M,INC,229543,122817,1999
297,297,Maharashtra,38,Pandharpur,SC,Athawale Ramdas Bandu,M,IND,413115,Kshirsagar Nagnath Dattatray,M,BJP,153610,259505,1999
298,298,Maharashtra,39,Ahmednagar,GEN,Dilipkumar Mansukhlal Gandhi,M,BJP,278508,Maruti Deoram Alias Dada Patil Shelke,M,NCP,250051,28457,1999
299,299,Maharashtra,40,Kopargaon,GEN,E V Alias Balasaheb Vikhe Patil,M,SHS,253498,Solicitor Gulabrao Sakharam Shelke,M,NCP,206083,47415,1999
300,300,Maharashtra,41,Khed,GEN,Ashok Namdeorao Mohol,M,NCP,284476,Bankhele Kisanrao Baburao,M,SHS,227458,57018,1999
301,301,Maharashtra,42,Pune,GEN,Pradeep Rawat,M,BJP,304955,Joshi Mohan,M,INC,213670,91285,1999
302,302,Maharashtra,43,Baramati,GEN,Pawar Sharadchandra Govindrao,M,NCP,510928,Dr Pratibha Lokhande,M,BJP,212025,298903,1999
303,303,Maharashtra,44,Satara,GEN,Laxmanrao Pandurang Jadhav Patil,M,NCP,313325,Hindurao N Naik Nimbalkar,M,SHS,188554,124771,1999
304,304,Maharashtra,45,Karad,GEN,Shriniwas Dadasaheb Patil (Marulkar),M,NCP,350504,Chavan Prithviraj Dajisaheb,M,INC,227543,122961,1999
305,305,Maharashtra,46,Sangli,GEN,Prakash (Bapu) Vasantrao Patil,M,INC,381162,Patil Madan Vishwanath,M,NCP,220602,160560,1999
306,306,Maharashtra,47,Ichalkaranji,GEN,Mane Nivedita Sambhajirao,F,NCP,337657,Awade Kallappa Baburao,M,INC,324845,12812,1999
307,307,Maharashtra,48,Kolhapur,GEN,Mandlik Sadashivrao Dadoba,M,NCP,346459,Udaysingrao Gaikwad,M,INC,237549,108910,1999
308,308,Manipur,1,Inner Manipur,GEN,Th. Chaoba,M,MSCP,153387,Khaidem Mani,M,MPP,145192,8195,1999
309,309,Manipur,2,Outer Manipur,ST,Holkhomang,M,NCP,120559,R. K. Theko,M,INC,91750,28809,1999
310,310,Meghalaya,1,Shillong,GEN,Paty Ripple Kyndiah,M,INC,145020,Stanlington D. Khongwir,M,UDP,107197,37823,1999
311,311,Meghalaya,2,Tura,GEN,Purno Agitok Sangma,M,NCP,182883,Atul C Marak,M,INC,69304,113579,1999
312,312,Mizoram,1,Mizoram,ST,Vanlalzawma,M,IND,171557,Rokamlova,M,IND,102898,68659,1999
313,313,Nagaland,1,Nagaland,GEN,K. Asungba Sangtam,M,INC,516119,Shurhozelie,M,IND,162521,353598,1999
314,314,Odisha,1,Mayurbhanj,ST,Salkhan Murmu,M,BJP,300902,Kamala Tiria,M,INC,152820,148082,1999
315,315,Odisha,2,Balasore,GEN,Mahameghabahan Aira Kharabela Swain,M,BJP,428070,Subhankar Mohapatra,M,INC,291698,136372,1999
316,316,Odisha,3,Bhadrak,SC,Arjun Charan Sethi,M,BJD,397450,Panchanan Mandal,M,INC,275017,122433,1999
317,317,Odisha,4,Jajpur,SC,Jagannath Mallik,M,BJD,351442,Rama Chandra Mallik,M,INC,237458,113984,1999
318,318,Odisha,5,Kendrapara,GEN,Prabhat Kumar Samantray,M,BJD,359314,Archana Nayak,M,INC,257175,102139,1999
319,319,Odisha,6,Cuttack,GEN,Bhartruhari Mahtab,M,BJD,407603,Kanhu Charan Lenka,M,INC,202286,205317,1999
320,320,Odisha,7,Jagatsinghpur,GEN,Trilochan Kanungo,M,BJD,439888,Ranjib Biswal,M,INC,290606,149282,1999
321,321,Odisha,8,Puri,GEN,Braja Kishore Tripathy,M,BJD,383060,Jayant Das,M,INC,251315,131745,1999
322,322,Odisha,9,Bhubaneswar,GEN,Prasanna Kumar Patasani,M,BJD,414429,Bibhuti Bhusan Singh Mardaraj,M,INC,180468,233961,1999
323,323,Odisha,10,Aska,GEN,Naveen Patnaik,M,BJD,359178,Duti Krushna Panda,M,CPI,102442,256736,1999
324,324,Odisha,By Polls (2000),Aska,GEN,Kumudini Patnaik,F,BJD,288240,Umakanta Mishra,M,INC,108767,179473,1999
325,325,Odisha,11,Berhampur,GEN,Anadicharan Sahu,M,BJP,310704,Jayanti Patnaik,M,INC,256581,54123,1999
326,326,Odisha,12,Koraput,ST,Hema Gamang,F,INC,277555,Jayaram Pangi,M,BJD,265401,12154,1999
327,327,Odisha,13,Nowrangpur,ST,Parsuram Majhi,M,BJP,331863,Chandra Sekhar Majhi,M,INC,315712,16151,1999
328,328,Odisha,14,Kalahandi,GEN,Bikram Keshari Deo,M,BJP,371911,Bhakta Charan Das,M,INC,255392,116519,1999
329,329,Odisha,15,Phulbani,SC,Padmanava Behera,M,BJD,357024,Mrutyunjaya Nayak,M,INC,254809,102215,1999
330,330,Odisha,16,Bolangir,GEN,Sangeeta Kumari Singh Deo,F,BJP,404988,Sarat Pattanayak,M,INC,224009,180979,1999
331,331,Odisha,17,Sambalpur,GEN,Prasanna Acharya,M,BJD,398597,Dr. Krupasindhu Bhoi,M,INC,271634,126963,1999
332,332,Odisha,18,Deogarh,GEN,Debendra Pradhan,M,BJP,376412,Hemananda Biswal,M,INC,289543,86869,1999
333,333,Odisha,19,Dhenkanal,GEN,Kamakhya Prasad Singh Deo,M,INC,248824,Tathagata Satpathy,M,BJD,245150,3674,1999
334,334,Odisha,20,Sundargarh,ST,Jual Oram,M,BJP,326395,Christopher Ekka,M,INC,173881,152514,1999
335,335,Odisha,21,Keonjhar,ST,Ananta Nayak,M,BJP,416956,Yashobant Singh Laguri,M,INC,194403,222553,1999
336,336,Punjab,1,Gurdaspur,GEN,Vinod Khanna,M,BJP,315267,Sukhbuns Kaur,M,INC,313868,1399,1999
337,337,Punjab,2,Amritsar,GEN,Raghunandan Lal  Bhatia,M,INC,296533,Daya Singh Sodhi,M,BJP,264534,31999,1999
338,338,Punjab,3,Tarn Taran,GEN,Tarlochan Singh  Tur,M,SAD,305899,Gurinder Partap Singh Kairon,M,INC,230282,75617,1999
339,339,Punjab,4,Jalandhar,GEN,Balbir Singh,M,INC,267209,Prabhjot  Kaur,M,SAD,232643,34566,1999
340,340,Punjab,5,Phillaur,SC,Santosh  Chowdhary,F,INC,263540,Satnam Singh  Kainth,M,DBSM,236962,26578,1999
341,341,Punjab,6,Hoshiarpur,GEN,Charanjit Singh Channi,M,INC,256211,Kamal Chaudhry,M,BJP,222005,34206,1999
342,342,Punjab,7,Ropar,SC,Shamsher Singh,M,INC,326651,Satwinder Kaur,M,SAD,249270,77381,1999
343,343,Punjab,8,Patiala,GEN,Preneet Kaur,F,INC,360125,Surjit Singh Rakhra,M,SAD,281217,78908,1999
344,344,Punjab,9,Ludhiana,GEN,Gurcharan Singh Galib,M,INC,346928,Amrik Singh Aliwal,M,SAD,241682,105246,1999
345,345,Punjab,10,Sangrur,GEN,Simranjit Singh Mann,M,SAD(M),298846,Surjit Singh Barnala,M,SAD,212529,86317,1999
346,346,Punjab,11,Bathinda,SC,Bhan Singh Bhaura,M,CPI,327484,Chatin Singh   Samaon,M,SAD,266167,61317,1999
347,347,Punjab,12,Faridkot,GEN,Jagmeet Singh  Brar,M,INC,418454,Sukhbir Singh Badal,M,SAD,413306,5148,1999
348,348,Punjab,13,Ferozpur,GEN,Zora Singh,M,SAD,300236,Hans Raj,M,INC,285375,14861,1999
349,349,Rajasthan,1,Ganganagar,SC,Nihal Chand,M,BJP,358104,Er. Shankar Pannu,M,INC,262218,95886,1999
350,350,Rajasthan,2,Bikaner,GEN,Rameshwar Lal Dudi,M,INC,493638,Rampratap Kasania,M,BJP,399129,94509,1999
351,351,Rajasthan,3,Churu,GEN,Ram Singh Kaswan,M,BJP,351485,Narendra Budania,M,INC,304676,46809,1999
352,352,Rajasthan,4,Jhunjhunu,GEN,Sisram Ola,M,INC,330198,Banwari Lal Saini,M,BJP,253850,76348,1999
353,353,Rajasthan,5,Sikar,GEN,Subhash Maharia,M,BJP,341445,Balram,M,INC,313272,28173,1999
354,354,Rajasthan,6,Jaipur,GEN,Girdhari Lal Bhargava,M,BJP,456720,Pt. Raghu Sharma,M,INC,314930,141790,1999
355,355,Rajasthan,7,Dausa,GEN,Rajesh Pilot,M,INC,372263,Rohitash Kumar Sharma,M,BJP,365361,6902,1999
356,356,Rajasthan,By Polls (2000),Dausa,GEN,Rama Pilot,F,INC,349439,R.K.Sharma,M,BJP,284175,65264,1999
357,357,Rajasthan,8,Alwar,GEN,Dr. Jaswant Singh Yadav,M,BJP,325556,Mahendra Kumari,M,INC,267628,57928,1999
358,358,Rajasthan,9,Bharatpur,GEN,Vishvendra Singh,M,BJP,277460,Jagat Singh,M,INC,180442,97018,1999
359,359,Rajasthan,10,Bayana,SC,Bahadur Singh,M,BJP,234881,Jagnnath Pahadia,M,INC,201549,33332,1999
360,360,Rajasthan,11,Sawai Madhopur,ST,Jaskaur,F,BJP,277014,Usha,M,INC,218133,58881,1999
361,361,Rajasthan,12,Ajmer,GEN,Rasa Singh Rawat,M,BJP,332130,Prabha Thakur,M,INC,244456,87674,1999
362,362,Rajasthan,13,Tonk,SC,Shyam Lal Bansiwal,M,BJP,287265,Dwarka Prasad Bairwa,M,INC,238907,48358,1999
363,363,Rajasthan,By Polls (2001),Tonk,SC,Kailash Meghwal,M,BJP,287818,Banwari Lal Bairwa,M,INC,225916,61902,1999
364,364,Rajasthan,14,Kota,GEN,Raghuveer Singh Koushal,M,BJP,320205,Ramnaryan Meena,M,INC,295436,24769,1999
365,365,Rajasthan,15,Jhalawar,GEN,Vansundhara Raje,F,BJP,409574,Dr. Abrar Ahmed,M,INC,257159,152415,1999
366,366,Rajasthan,16,Banswara,ST,Tara Chand Bhagora,M,INC,379775,Rajesh Katara,M,JD(U),263511,116264,1999
367,367,Rajasthan,17,Salumber,ST,Bheru Lal Meena,M,INC,290976,Mahaveer Bhagora,M,BJP,238568,52408,1999
368,368,Rajasthan,18,Udaipur,GEN,Girija Vyas,F,INC,372645,Shanti Lal Chaplot,M,BJP,318554,54091,1999
369,369,Rajasthan,19,Chittorgarh,GEN,Shrichand Kriplani,M,BJP,411275,Udai Lal Anjana,M,INC,373898,37377,1999
370,370,Rajasthan,20,Bhilwara,GEN,Vijayendra Pal Singh,M,BJP,287858,Rampal Upadhayay,M,INC,273629,14229,1999
371,371,Rajasthan,21,Pali,GEN,Pusp Jain,M,BJP,316844,Mithalal Jain,M,INC,212178,104666,1999
372,372,Rajasthan,22,Jalore,SC,Buta Singh,M,INC,330652,Bangaru Laxman,M,BJP,294728,35924,1999
373,373,Rajasthan,23,Barmer,GEN,Col. Sonaram Choudhary,M,INC,424150,Manvendra Singh,M,BJP,392010,32140,1999
374,374,Rajasthan,24,Jodhpur,GEN,Jaswant Singh Vishnoi,M,BJP,368463,Poonam Chand,M,INC,255166,113297,1999
375,375,Rajasthan,25,Nagaur,GEN,Ram Raghunath Choudhary,M,INC,267914,Vijay Poonia,M,BSP,219445,48469,1999
376,376,Sikkim,1,Sikkim,GEN,Bhim Pd. Dahal,M,SDF,107828,Satish Chandra Rai,M,SSP,86466,21362,1999
377,377,Tamil Nadu,1,Madras North,GEN,"Kuppusamy, C.",M,DMK,471101,"Soundara Rajan, A.",M,CPM,311312,159789,1999
378,378,Tamil Nadu,2,Madras Central,GEN,Murasoli Maran,M,DMK,364565,"Abdul Latheef, M.",M,ADMK,227616,136949,1999
379,379,Tamil Nadu,3,Madras South,GEN,"Baalu, T.R.",M,DMK,562221,"Dhandayudhapani, V.",M,INC,322037,240184,1999
380,380,Tamil Nadu,4,Sriperumbudur,SC,"Krishnaswamy,   A.",M,DMK,385558,"Venugopal, K.",M,ADMK,310556,75002,1999
381,381,Tamil Nadu,5,Chengalpattu,GEN,"Moorthy, A.K.",M,PMK,330551,"Thirunavukkarasu, S.S.",M,ADMK,317740,12811,1999
