,State,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
248,Madhya Pradesh,Indore,GEN,Sau. Sumitra Mahajan,M,BJP,338327,Madhukar Verma,M,INC,233894,104433,1996
249,Madhya Pradesh,Ujjain,SC,Satyanarian Jatiya,M,BJP,306935,Sidhnatha Parihar,M,INC,195678,111257,1996
250,Madhya Pradesh,Ratlam,ST,Dileep Singh Bhuria,M,INC,188933,Bhagirath Bhanwar,M,BJP,161034,27899,1996
251,Madhya Pradesh,Mandsaur,GEN,Laxminarian Pandey,M,BJP,345896,Ganshyam Patidar Nehrulal,M,INC,266048,79848,1996
252,Maharashtra,Rajapur,GEN,Suresh Prabhu,M,SHS,193566,Sudhir Sawant,M,INC,127430,66136,1996
253,Maharashtra,Ratnagiri,GEN,Anant Gangaram Geete,M,SHS,275114,Govindrao Nikam,M,INC,143330,131784,1996
254,Maharashtra,Raigad,GEN,Antulay Abdul Rahiman A. Gafoor,M,INC,213187,Tare Anant Waman,M,SHS,209180,4007,1996
255,Maharashtra,Mumbai South,GEN,Jayawantiben Mehta,M,BJP,138831,Murli Deora,M,INC,115623,23208,1996
256,Maharashtra,Mumbai South Central,GEN,Mohan Vishnu Rawale,M,SHS,173900,Datta Samant,M,SP,115248,58652,1996
257,Maharashtra,Mumbai North Central,GEN,Narayan Gajanan Athawale,M,SHS,242536,Sharad Shankar Dighe,M,INC,153337,89199,1996
258,Maharashtra,Mumbai North East,GEN,Pramod Mahajan,M,BJP,428825,Gurudas Kamat,M,INC,237262,191563,1996
259,Maharashtra,Mumbai North West,GEN,Madhukar Sirpotdar,M,SHS,321107,Nirmla Samant Prabhavalkar,F,INC,232638,88469,1996
260,Maharashtra,Mumbai North,GEN,Ram Naik,M,BJP,502738,Anupchand Khimchand Shah,M,INC,246478,256260,1996
261,Maharashtra,Thane,GEN,Paranjpe Prakash Vishwanath,M,SHS,466773,Haribansh Singh Ramakbal Singh,M,INC,274136,192637,1996
262,Maharashtra,Palghar,ST,Chintaman Wanaga,M,BJP,226388,Damodar Barku Shingada,M,INC,153870,72518,1996
263,Maharashtra,Nashik,GEN,Godase Rajaram Parashram,M,SHS,295044,Pawar Vasant Nivrutti,M,INC,221505,73539,1996
264,Maharashtra,Mgaon,ST,Raut Kacharu Bhau,M,BJP,149307,Mahale Haribhau Shankar,M,JD,136426,12881,1996
265,Maharashtra,Dhule,ST,Bagul Sahebrao Sukram,M,BJP,184563,Choure Bapu Hari,M,INC,154930,29633,1996
266,Maharashtra,Nandurbar,ST,Gavit Manikrao Hodlya,M,INC,236608,Valvi Kuwarsing Fulji,M,BJP,203299,33309,1996
267,Maharashtra,Erandol,GEN,Annasaheb Patil M.K,M,BJP,247595,Patil Kishor (Appa) Yashwant,M,INC,201068,46527,1996
268,Maharashtra,Jalgaon,GEN,Gunwantrao Rambhau Sarode,M,BJP,268654,Mahajan Jivram Tukaram,M,INC,184567,84087,1996
269,Maharashtra,Buldhana,SC,Adsul Anandrao Vithoba,M,SHS,281953,Wasnik Mukul Balkrishna,M,INC,212522,69431,1996
270,Maharashtra,Akola,GEN,Phundkar Pandurang Pundlik,M,BJP,221094,Ambedkar Prakash Yeshwant,M,RPI,212041,9053,1996
271,Maharashtra,Washim,GEN,Gawali Pundlikrao Ramji,M,SHS,228238,Naik Sudhakar Rajusingh,M,INC,211549,16689,1996
272,Maharashtra,Amravati,GEN,Gudhe Anantrao Mahadeoappa,M,SHS,215672,Gawai R.S.,M,RPI,157041,58631,1996
273,Maharashtra,Ramtek,GEN,Meghe Dattatray Raghobaji,M,INC,207188,Jadhao Prakash Bhagwant,M,SHS,181466,25722,1996
274,Maharashtra,Nagpur,GEN,Banwarilal Purohit,M,BJP,353547,Kunda Avinash Vijaykar,M,INC,232045,121502,1996
275,Maharashtra,Bhandara‑Gondiya,GEN,Patel Praful Manoharbhai,M,INC,259630,Aswale Ram Gopal,M,BJP,252667,6963,1996
276,Maharashtra,Gadchiroli‑Chimur,GEN,Diwate Namdeo Harbaji,M,BJP,309045,Muttemwar Vilas Baburao,M,INC,196710,112335,1996
277,Maharashtra,Chandrapur,GEN,Ahir Hansaraj Gangaram,M,BJP,253679,Potdukhe Shantaram Rajeshwar,M,INC,157548,96131,1996
278,Maharashtra,Wardha,GEN,Mude Vijay Annaji,M,BJP,190803,Sathe Vasant Purushottam Alias Bapusaheb,M,INC,168828,21975,1996
279,Maharashtra,Yavatmal‑Washim,GEN,Rajabhau Ganeshrao Thakare,M,BJP,267519,Azad Gulam Nabi,M,INC,228957,38562,1996
280,Maharashtra,Hingoli,GEN,Mane Shivaji Gyanbarao,M,SHS,203785,Pole (Naik) Madhavrao Bahenarao,M,BBM,124718,79067,1996
281,Maharashtra,Nanded,GEN,Kunturkar Gangadharrao Mohanrao Deshmukh,M,INC,185302,Dhanajirao Venkatrao Deshmukh,M,BJP,173366,11936,1996
282,Maharashtra,Parbhani,GEN,Jadhav Suresh Ramrao,M,SHS,230762,Deshmukh Ashok Anand Rao,M,INC,115887,114875,1996
283,Maharashtra,Jalna,GEN,Pawar Uttamsing Rajdharsing,M,BJP,319916,Tope Rajesh Ankushrao,M,INC,201286,118630,1996
284,Maharashtra,Aurangabad,GEN,Jaiswal Pradeep,M,SHS,301163,Suresh Patil,M,INC,186584,114579,1996
285,Maharashtra,Beed,GEN,Rajani Ashokrao Patil,M,BJP,279995,Kshirsagar Kesharbai Sonajirao,M,INC,222535,57460,1996
286,Maharashtra,Latur,GEN,Shivraj Vishwanath Patil,M,INC,279775,Patil Gopalrao Vithalrao,M,BJP,200403,79372,1996
287,Maharashtra,Osmanabad,SC,Kamble Shivaji Vithalrao,M,SHS,198521,Arvind Tulshiram Kamble,M,INC,182602,15919,1996
288,Maharashtra,Solapur,GEN,Valyal Lingraj Balairayya,M,BJP,184075,Patil Ravikant Shankarappa,M,JD,166988,17087,1996
289,Maharashtra,Pandharpur,SC,Thorat Sandipan Bhagwan,M,INC,230214,Kamble Changdeo Sukhdeo,M,BJP,155126,75088,1996
290,Maharashtra,Ahmednagar,GEN,Maruti Deoram Alias Dada Patil Shelke,M,INC,212751,Damaniya Parvez Cawas,M,SHS,163342,49409,1996
291,Maharashtra,Kopargaon,GEN,Badade Bhimrao Vishnuji,M,BJP,243543,Kale Shankarrao Devram,M,INC,223292,20251,1996
292,Maharashtra,Khed,GEN,Sherkar Nivruttisheth Namdeo,M,INC,249926,Bankhele Kisanrao,M,SHS,231357,18569,1996
293,Maharashtra,Pune,GEN,Suresh Kalmadi,M,INC,390778,Girish Bapat,M,BJP,303783,86995,1996
294,Maharashtra,Baramati,GEN,Pawar Sharadchandra Govindrao,M,INC,427589,Patil Shankarrao Bajirao,M,IND,267088,160501,1996
295,Maharashtra,Satara,GEN,Naik Nimbalkar Hindurao Nilkanthrao,M,SHS,190526,Bhosale Prataprao Baburao,M,INC,178717,11809,1996
296,Maharashtra,Karad,GEN,Chavan Prithviraj Dajisaheb,M,INC,307840,Bhosale Jaywantrao Krishna,M,IND,158244,149596,1996
297,Maharashtra,Sangli,GEN,Patil Madan Vishwanath,M,INC,300323,Matuti Dnyanu Patil (Mane),M,IND,125610,174713,1996
298,Maharashtra,Ichalkaranji,GEN,Awade Kallappa Baburao,M,INC,237510,Nivedita Sambhajirao Mane,M,IND,209000,28510,1996
299,Maharashtra,Kolhapur,GEN,Gaikwad Udaysingrao Nanasaheb,M,INC,236739,Ramesh Deo,M,SHS,168414,68325,1996
300,Manipur,Inner Manipur,GEN,Th. Chaoba,M,INC,119881,Nongmaithem Pahari,M,FPM,83293,36588,1996
301,Manipur,Outer Manipur,ST,Meijinlung Kamson,M,INC,265325,Kimneilhing Gangte,M,IND,197217,68108,1996
302,Meghalaya,Shillong,GEN,G.Gilbert Swell,M,IND,212205,D.D.Lapang,M,INC,132903,79302,1996
303,Meghalaya,Tura,GEN,Purno Agitok Sangma,M,INC,220424,Enila Shira,M,BJP,35634,184790,1996
304,Mizoram,Mizoram,ST,Silvera C.,M,INC,126191,Lalremsiama F.,M,MNF,111710,14481,1996
305,Nagaland,Nagaland,GEN,Imchalemba,M,INC,472102,Khekiho,M,IND,274699,197403,1996
306,Odisha,Mayurbhanj,ST,Sushila Tiriya,M,INC,218613,Salkhan Murmu,M,BJP,107424,111189,1996
307,Odisha,Balasore,GEN,Kartik Mohapatra,M,INC,411168,Arun Dey,M,IND,220487,190681,1996
308,Odisha,Bhadrak,SC,Muralidhar Jena,M,INC,336265,Ratha Das,M,JD,271693,64572,1996
309,Odisha,Jajpur,SC,Anchal Das,M,JD,294110,Anadi Das,M,INC,290237,3873,1996
310,Odisha,Kendrapara,GEN,Srikanta Kumar Jena,M,JD,328190,Batakrushna Jena,M,INC,288478,39712,1996
311,Odisha,Cuttack,GEN,Biju Patnaik,M,JD,344092,Anadi Charan Sahu,M,INC,286285,57807,1996
312,Odisha,Cuttack,GEN,Anadi Charan Sahu,M,INC,269773,Bhartruhari Mahtab,M,JD,242166,27607,1996
313,Odisha,Jagatsinghpur,GEN,Ranjib Biswal,M,INC,365157,Nityananda Samntaray,M,JD,317879,47278,1996
314,Odisha,Puri,GEN,Pinaki Mishra,M,INC,352837,Brajakishore Tripathy,M,JD,240529,112308,1996
315,Odisha,Bhubaneswar,GEN,Soumya Ranjan Pattnaik,M,INC,298289,Sivaji Patnaik,M,CPI,219870,78419,1996
316,Odisha,Aska,GEN,Biju Patnaik,M,JD,297560,Ramachandra Rath,M,INC,216466,81094,1996
317,Odisha,Aska,GEN,Nabeen Patnaik,M,JD,263902,Ramchandra Rath,M,INC,195732,68170,1996
318,Odisha,Brahmapur,GEN,P V Narasimha Rao,M,INC,340555,V Sugnana Kumari Deo,M,JD,172015,168540,1996
319,Odisha,Koraput,ST,Giridhari Gamang,M,INC,301241,Jayaram Pangi,M,JD,163588,137653,1996
320,Odisha,Nowrangpur,ST,Khagapati Pradhani,M,INC,320103,Jadav Majhi,M,JD,116299,203804,1996
321,Odisha,Kalahandi,GEN,Bhakta Charan Das,M,SAP,200080,Subash Chandra Nayak,M,INC,147047,53033,1996
322,Odisha,Kandhamal,SC,Mrutyunjya Nayak,M,INC,242565,Padmanava Behera,M,JD,208907,33658,1996
323,Odisha,Bolangir,GEN,Sarat Pattanayak,M,INC,199303,Anang Uday Singh Deo,M,JD,187601,11702,1996
324,Odisha,Sambalpur,GEN,Krupasindhu Bhoi,M,INC,292894,Bijaya Singh Bariha,M,JD,208387,84507,1996
325,Odisha,Deogarh,GEN,Sriballav Panigrahi,M,INC,220648,Debendra Pradhan,M,BJP,173266,47382,1996
326,Odisha,Dhenkanal,GEN,Kamakhya Prasad Singh Deo,M,INC,269966,Adwait Prasad Singh,M,JD,183872,86094,1996
327,Odisha,Sundargarh,ST,Frida Topno,M,INC,171937,George Tirkey,M,JMM,158864,13073,1996
328,Odisha,Keonjhar,ST,Madhaba Sardar,M,INC,279971,Harihar Soren,M,BJP,154061,125910,1996
329,Punjab,Gurdaspur,GEN,Sukhbuns Kaur,M,INC,237499,Jagdish Sawhney,M,BJP,162952,74547,1996
330,Punjab,Amritsar,GEN,Raghnandan Lal Bhatia,M,INC,268490,Kirpal Singh,M,JD,234818,33672,1996
331,Punjab,Tarn Taran,GEN,Major Singh Uboke,M,SAD,270499,Surinder Singh Kairon,M,INC,236647,33852,1996
332,Punjab,Jalandhar,GEN,Darbara Singh,M,SAD,276897,Umrao Singh,M,INC,258342,18555,1996
333,Punjab,Phillaur,SC,Harbhajan Lakha,M,BSP,295868,Santosh Chaudhary,M,INC,246001,49867,1996
334,Punjab,Hoshiarpur,GEN,Kanshi Ram,M,BSP,230011,Kamal Choudhary,M,INC,219067,10944,1996
335,Punjab,Ropar,SC,Basant Singh,M,SAD,327958,Shamsher Singh,M,INC,256867,71091,1996
336,Punjab,Ropar,GEN,Satwinder Kaur,F,SAD,394508,Buta Singh,M,INC,265308,129200,1996
337,Punjab,Patiala,GEN,Prem Singh Chandumajra,M,SAD,316554,Sant Ram,M,INC,267488,49066,1996
338,Punjab,Ludhiana,GEN,Amrik Singh Aliwal,M,SAD,356157,Jaswant Kaur,M,INC,284907,71250,1996
339,Punjab,Sangrur,GEN,Surjeet Singh Barnala,M,SAD,238131,Simaranjeet Singh Mann,M,SAD,162479,75652,1996
340,Punjab,Bathinda,SC,Harinder Singh Khalsa(Norway),M,SAD,302302,Sarvjot Singh,M,INC,210073,92229,1996
341,Punjab,Faridkot,GEN,Sukhbir Singh Badal,M,SAD,305669,Kanwaljeet Kaur,M,INC,267811,37858,1996
342,Punjab,Ferozpur,GEN,Mohan Singh,M,BSP,264799,Sunil Kumar,M,INC,204887,59912,1996
343,Rajasthan,Ganganagar,SC,Nihal Chand,M,BJP,233112,Birbal Ram,M,INC,177478,55634,1996
344,Rajasthan,Bikaner,GEN,Mahender Singh Bhati,M,BJP,340632,Manphool Singh,M,INC,309096,31536,1996
345,Rajasthan,Churu,GEN,Narendra Budaniya,M,INC,245437,Ram Singh,M,BJP,220999,24438,1996
346,Rajasthan,Jhunjhunu,GEN,Shees Ram Ola,M,INC,270049,Matu Ram Saini,M,BJP,257250,12799,1996
347,Rajasthan,Sikar,GEN,Hari Singh,M,INC,264523,Subhash Maharia,M,BJP,226514,38009,1996
348,Rajasthan,Jaipur,GEN,Girdhari Lal Bhargava,M,BJP,344994,Pt. Dinesh Chandra Swami,M,INC,229740,115254,1996
349,Rajasthan,Dausa,GEN,Rajesh Pilot,M,INC,337687,Kirori Lal Meena,M,BJP,274826,62861,1996
350,Rajasthan,Alwar,GEN,Nawal Kishore,M,INC,156947,Jaswant Singh Yadav,M,BJP,154514,2433,1996
351,Rajasthan,Bharatpur,GEN,Maharani Divya Singh,M,BJP,209834,Choudary Tayyab Hussen,M,INC,119141,90693,1996
352,Rajasthan,Bayana,SC,Gangaram,M,BJP,205758,Mahendra Singh,M,INC,128460,77298,1996
353,Rajasthan,Sawai Madhopur,ST,Usha Devi,F,INC,166103,Kunji Lal,M,BJP,143853,22250,1996
354,Rajasthan,Ajmer,GEN,Rasa Singh Rawat,M,BJP,217655,Kishan Motwani,M,INC,179523,38132,1996
355,Rajasthan,Tonk,SC,Shyam Lal Banshiwal,M,BJP,195518,Banwari Lal Bairwa,M,INC,192792,2726,1996
356,Rajasthan,Kota,GEN,Dau Dayal Joshi,M,BJP,237673,Ram Narayan Meena,M,INC,236988,685,1996
357,Rajasthan,Jhalawar,GEN,Vasundhara Raje,M,BJP,234360,Mansingh,M,INC,185476,48884,1996
358,Rajasthan,Banswara,ST,Tarachand Bhagora,M,INC,225867,Navneet Lal Ninama,M,BJP,174715,51152,1996
359,Rajasthan,Salumber,ST,Bheru Lal Meena,M,INC,209263,Gambheer Lal Meena,M,BJP,174496,34767,1996
360,Rajasthan,Udaipur,GEN,Girija Vyas,M,INC,250601,Murali Manohar,M,BJP,210136,40465,1996
361,Rajasthan,Chittorgarh,GEN,Jaswant Singh,M,BJP,240840,Gulab Singh Shaktawat,M,INC,192997,47843,1996
362,Rajasthan,Bhilwara,GEN,Subhash Chandra Baheriya,M,BJP,212731,Mahendra Singh Mewar,M,INC,195522,17209,1996
363,Rajasthan,Pali,GEN,Gumanmal Lodha,M,BJP,142356,Mitha Lal Jain,M,IND,127885,14471,1996
364,Rajasthan,Jalore,SC,Parsa Ram Meghwal,M,INC,211727,Gena Ram,M,BJP,205885,5842,1996
365,Rajasthan,Barmer,GEN,Sona Ram,M,INC,329738,Jograj Singh,M,BJP,265072,64666,1996
366,Rajasthan,Jodhpur,GEN,Ashok Gahlot,M,INC,296543,Jaswant Singh,M,BJP,242176,54367,1996
367,Rajasthan,Nagaur,GEN,Nathuram Mirdha,M,INC,287594,Harishchand Kumawat,M,BJP,128560,159034,1996
368,Rajasthan,Nagaur,GEN,Bhanuprakash Mirdha,M,BJP,286896,Ramniwas Mirdha,M,INC,285765,1131,1996
369,Sikkim,Sikkim,GEN,Bhim Prasad Dahal,M,SDF,124218,Nar Bahadur Bhandari,M,SSP,42175,82043,1996
370,Tamil Nadu,Chennai North,GEN,Somu N.V.N,M,DMK,559048,Pandian.D,M,INC,169431,389617,1996
371,Tamil Nadu,Chennai Central,GEN,Murasoli Maran,M,DMK,403867,G.K.J.Bharathi,M,INC,123400,280467,1996
372,Tamil Nadu,Chennai South,GEN,Baalu T.R,M,DMK,538697,Ganesham.H,M,AIADMK,199516,339181,1996
373,Tamil Nadu,Sriperumbudur,SC,Nagaratnam.T,M,DMK,431919,Lata Priyakumar,M,INC,186208,245711,1996
374,Tamil Nadu,Kancheepuram,GEN,Parasuraman.K,M,DMK,410483,Krishnan.S.M,M,INC,174826,235657,1996
375,Tamil Nadu,Arakkonam,GEN,Velu.A.M,M,TMC(M),425974,Raviram.R,M,INC,161129,264845,1996
376,Tamil Nadu,Vellore,GEN,Shanmugam.P,M,DMK,391141,Akber Pasha.B,M,INC,180106,211035,1996
377,Tamil Nadu,Tiruppattur,GEN,Venugopal.D,M,DMK,430766,Anbarasu.R,M,INC,190502,240264,1996
378,Tamil Nadu,Vandavasi,GEN,Balaraman.L,M,TMC(M),342184,Krishnaswamy.M,M,INC,168880,173304,1996
379,Tamil Nadu,Tindivanam,GEN,Venkatraman G,M,DMK,367308,Ramamurthee K,M,INC,177032,190276,1996
380,Tamil Nadu,Cuddalore,GEN,Venkatesan P.R.S,M,TMC(M),389660,Santhamurthy V,M,INC,184456,205204,1996
381,Tamil Nadu,Chidambaram,SC,Ganesan V,M,DMK,336164,Elumalai.R,M,PMK,159898,176266,1996
382,Tamil Nadu,Dharmapuri,GEN,Theertharaman.P,M,TMC(M),297166,Subramaniyam.M.P,M,INC,165920,131246,1996
383,Tamil Nadu,Krishnagiri,GEN,Narasimhan C,M,TMC(M),371009,Elankovan. E.V.K.S.,M,INC,176333,194676,1996
384,Tamil Nadu,Rasipuram,SC,Kandasamy K,M,TMC(M),408791,Jayakumar K,M,INC,215613,193178,1996
385,Tamil Nadu,Salem,GEN,Devadass.R,M,TMC(M),315277,Thangkabalu K.V,M,INC,194392,120885,1996
386,Tamil Nadu,Tiruchengode,GEN,K.P.Ramalingam,M,DMK,471533,Kumarasamy A.V.,M,AIADMK,278345,193188,1996
387,Tamil Nadu,Nilgiris,GEN,Balasubramaniyan S.R.,M,TMC(M),475515,R.Prabhu,M,INC,194139,281376,1996
388,Tamil Nadu,Tiruppur,GEN,Shanmugasundaram V.P,M,DMK,353982,Narayanan P.G,M,AIADMK,211014,142968,1996
389,Tamil Nadu,Coimbatore,GEN,Ramanathan M.,M,DMK,463807,Kuppuswamy C.K.,M,INC,201020,262787,1996
390,Tamil Nadu,Pollachi,SC,Kandasamy .V,M,TMC(M),361743,Anna Nambi .R,M,AIADMK,222852,138891,1996
391,Tamil Nadu,Palani,GEN,Kaarvendhan .S.K,M,TMC(M),405782,Kumarasamy .P,M,AIADMK,213149,192633,1996
392,Tamil Nadu,Dindigul,GEN,Chitthan.N.S.V.,M,TMC(M),444858,Sreenivaasan.C,M,AIADMK,176944,267914,1996
393,Tamil Nadu,Madurai,GEN,Ram Babu A.G.S,M,TMC(M),334055,Subramanian Swamy,M,JD,144249,189806,1996
394,Tamil Nadu,Periyakulam,GEN,Gnanagurusamy R,M,DMK,326665,Ramasamy R,M,AIADMK,195328,131337,1996
395,Tamil Nadu,Karur,GEN,Natrayan.K,M,TMC(M),409830,Thambidurai.M,M,AIADMK,241556,168274,1996
396,Tamil Nadu,Tiruchirappalli,GEN,Adaikkalraj.L,M,TMC(M),434149,Gopal K,M,INC,169441,264708,1996
397,Tamil Nadu,Perambalur,SC,Raja A,M,DMK,399079,Subramanian P.V,M,INC,184832,214247,1996
398,Tamil Nadu,Mayiladuthurai,GEN,Rajendiran P.V,M,TMC(M),367778,Mani Shankar Aiyar,M,INC,214234,153544,1996
399,Tamil Nadu,Nagapattinam,SC,Selvarasu M,M,CPI,394330,Kannivannan M,M,INC,172984,221346,1996
400,Tamil Nadu,Thanjavur,GEN,Palanimanickam S.S,M,DMK,390010,Thulasiah Vandayar K,M,INC,189582,200428,1996
401,Tamil Nadu,Pudukkottai,GEN,"Siva,N.",M,DMK,398209,"Swaminathan, V.N.",M,INC,220336,177873,1996
402,Tamil Nadu,Sivaganga,GEN,Chidambaram P.,M,TMC(M),418774,Gowrishankaran M.,M,INC,171472,247302,1996
403,Tamil Nadu,Ramanathapuram,GEN,"Udayappan, S.P.",M,TMC(M),331249,Rajeshwaran V,M,INC,135945,195304,1996
404,Tamil Nadu,Sivakasi,GEN,"Alagirisamy, V.",M,CPI,238483,Sanjay Ramasamy,M,AIADMK,214861,23622,1996
405,Tamil Nadu,Tirunelveli,GEN,Sivaprakasam D.S.A.,M,DMK,295001,Rajaselvam A.R,M,AIADMK,176721,118280,1996
406,Tamil Nadu,Tenkasi,SC,"Arunachalam, M.",M,TMC(M),290663,Selvaraj V.,M,INC,194737,95926,1996
407,Tamil Nadu,Tiruchendur,GEN,Dhanuskodi Athithan R.,M,TMC(M),317943,Justin S,M,INC,114232,203711,1996
408,Tamil Nadu,Nagercoil,GEN,Dennis N,M,TMC(M),197582,Radhakrishnan P.,M,BJP,169885,27697,1996
409,Tripura,Tripura West,GEN,Badal Choudhury,M,CPI,346457,Ashok Kumar Bhattacharyya,M,INC,265646,80811,1996
410,Tripura,Tripura East,ST,Baju Ban Riyan,M,CPI,327929,Kashiram Reang,M,INC,173560,154369,1996
411,Uttar Pradesh,Tehri Garhwal,GEN,Manbender Shah,M,BJP,94853,Nav Prabhat,M,INC,59936,34917,1996
412,Uttar Pradesh,Garhwal,GEN,Satpal Maharaj,M,INC,163528,Bhuwan Chandra Khanduri,M,BJP,148508,15020,1996
413,Uttar Pradesh,Almora,GEN,Bachi Singh Rawat,M,BJP,161548,Harish Chandra Singh Rawat,M,INC,104642,56906,1996
414,Uttar Pradesh,Nainital‑Udhamsingh Nagar,GEN,Narayan Dutt Tiwari,M,INC,307449,Balraj Pasi,M,BJP,151604,155845,1996
415,Uttar Pradesh,Bijnor,SC,Mangal Ram Premi,M,BJP,220806,Satish Kumar,M,SP,193389,27417,1996
416,Uttar Pradesh,Amroha,GEN,Pratap Singh,M,SP,257905,Chetan Chouhan,M,BJP,210305,47600,1996
417,Uttar Pradesh,Moradabad,GEN,Shafiqur Rahman Warq,M,SP,242030,Sandeep,M,BJP,240145,1885,1996
418,Uttar Pradesh,Rampur,GEN,Begam Nurbano Alias Mehtab Zamani Begum,M,INC,271330,Rajindra Kumar Sharma,M,BJP,196583,74747,1996
419,Uttar Pradesh,Sambhal,GEN,Dharmpal Yadav Alias D.P.Yadav,M,BSP,183742,Shri Pal Singh Yadav,M,JD,178848,4894,1996
420,Uttar Pradesh,Budaun,GEN,Salim Iqbal Shervani,M,SP,198065,Braj Pal Singh,M,BSP,152878,45187,1996
421,Uttar Pradesh,Aonla,GEN,Kunwar Sarvraj Singh,M,SP,146709,Rajvir Singh,M,BJP,139917,6792,1996
422,Uttar Pradesh,Bareilly,GEN,Santosh Kumar Gangwar,M,BJP,225285,Islam Sabir,M,SP,186193,39092,1996
423,Uttar Pradesh,Pilibhit,GEN,Maneka Gandhi,M,JD,395827,Parashu Ram,M,BJP,112517,283310,1996
424,Uttar Pradesh,Shahjahanpur,GEN,Ram Murthi Singh,M,INC,150249,Satyapal Singh Yadav,M,SP,143346,6903,1996
425,Uttar Pradesh,Kheri,GEN,Gaindanlal Kanaujiya,M,BJP,125003,Usha Verma,F,SP,119559,5444,1996
426,Uttar Pradesh,Shahabad,GEN,Aliyas Azmi,M,BSP,188068,Surinder Pal Pathak,M,BJP,130966,57102,1996
427,Uttar Pradesh,Sitapur,GEN,Mukhtar Anis,M,SP,148252,Janaradan Prasad Mishra,M,BJP,138206,10046,1996
428,Uttar Pradesh,Misrikh,SC,Chaudhary Paragi Lal,M,BJP,128791,Shyam Lal Rawat,M,SP,119576,9215,1996
429,Uttar Pradesh,Hardoi,SC,Jaiprakash,M,BJP,142278,Shyam Prakash,M,BSP,118960,23318,1996
430,Uttar Pradesh,Lucknow,GEN,Atal Bihari Vajpayee,M,BJP,394865,Raj Babbar,M,SP,276194,118671,1996
431,Uttar Pradesh,Mohanlalganj,SC,Purnima Verma,M,BJP,164586,Suntvaksh Rawat,M,SP,132147,32439,1996
432,Uttar Pradesh,Unnao,GEN,Devi Bux,F,BJP,167301,P.Vajiurrahman Safavi Alias Vazzi Mian,M,BSP,121645,45656,1996
433,Uttar Pradesh,Rae Bareli,GEN,Ashok Singh,M,BJP,163390,Ashok Singh S/O Ram Aqbal Singh,M,JD,129503,33887,1996
434,Uttar Pradesh,Pratapgarh,GEN,Rajkumari Ratna Singh,M,INC,139326,Udairaj Mishra,M,BJP,117689,21637,1996
435,Uttar Pradesh,Amethi,GEN,Satish Sharma,M,INC,157868,Raja Mohan Singh,M,BJP,117725,40143,1996
436,Uttar Pradesh,Sultanpur,GEN,Devendra Bahadur Rai,M,BJP,238843,Kamruzama Faugi,M,SP,120559,118284,1996
437,Uttar Pradesh,Akbarpur,SC,Ghanshyam Chandra Kharwar,M,BSP,199795,Bechan Ram,M,BJP,175228,24567,1996
438,Uttar Pradesh,Faizabad,GEN,Vinay Katiyar,M,BJP,217038,Mitrasen Yadav,M,SP,190736,26302,1996
439,Uttar Pradesh,Barabanki,SC,Ram Sagar,M,SP,180912,Kapil Dev Singh,M,BJP,166190,14722,1996
440,Uttar Pradesh,Kaiserganj,GEN,Beni Prasad Verma,M,SP,203490,Laxmi Narain Mani Tripathi,M,BJP,179567,23923,1996
441,Uttar Pradesh,Bahraich,GEN,Padam Sen Chaudhari,M,BJP,162165,Aarif Mohd Khan,M,IND,96197,65968,1996
442,Uttar Pradesh,Balrampur,GEN,Satyadev Singh,M,BJP,166132,Akbal Husain,M,SP,108542,57590,1996
443,Uttar Pradesh,Gonda,GEN,Ketki Devi Singh,M,BJP,245605,Kunwar Anand Singh,M,SP,178456,67149,1996
444,Uttar Pradesh,Basti,SC,Sriram Chauhan,M,BJP,199941,Ramkaran Arya,M,SP,150103,49838,1996
445,Uttar Pradesh,Domariyaganj,GEN,Brij Bhushan Tiwari,M,SP,191675,Rampal Singh,M,BJP,165752,25923,1996
446,Uttar Pradesh,Khalilabad,GEN,Surendra Yadav,M,JD,196259,Ram Prashad Choudhary,M,BSP,153071,43188,1996
447,Uttar Pradesh,Bansgaon,SC,Subhawati Debi,F,SP,203591,Raj Narain,M,BJP,177422,26169,1996
448,Uttar Pradesh,Gorakhpur,GEN,Avaidyanath,M,BJP,236369,Virender Pratap Shahi,M,SP,179489,56880,1996
449,Uttar Pradesh,Maharajganj,GEN,Pankaj Chaudhary,M,BJP,182855,Harsh Vardhan,M,BSP,149305,33550,1996
450,Uttar Pradesh,Padrauna,GEN,Ram Nagina Misra,M,BJP,197983,Kasim Ali,M,SP,151463,46520,1996
451,Uttar Pradesh,Deoria,GEN,Shriprakash Mani,M,BJP,227155,Nand Kishore Singh,M,JD,180228,46927,1996
452,Uttar Pradesh,Salempur,GEN,Harivansh Sahay,M,SP,156427,Harikeval Prashad,M,SAP,120731,35696,1996
453,Uttar Pradesh,Ballia,GEN,Chandra Shekhar,M,SAP,305592,Jagannath,M,INC,118987,186605,1996
454,Uttar Pradesh,Ghosi,GEN,Kalapnath Rai,M,IND,194789,Mukhtar Ansari,M,BSP,180237,14552,1996
455,Uttar Pradesh,Azamgarh,GEN,Rama Kant Yadav,M,SP,161586,Ram Krishna Yadav,M,BSP,139505,22081,1996
456,Uttar Pradesh,Lalganj,SC,Bali Ram,M,BSP,223043,Daroga Prashad Saroj,M,SP,168853,54190,1996
