,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
332,Rajasthan,2,Bikaner,GEN,Manfool Singh,M,INC(I),192125,Hari Ram,M,JNP(S),130583,61542,1980
333,Rajasthan,3,Churu,GEN,Daulat Ram Saran,M,JNP(S),138165,Alam Ali Khan,M,JNP,128275,9890,1980
334,Rajasthan,4,Jhunjhunu,GEN,Bhim Singh,M,JNP,143448,Sumitra Singh,M,INC(U),135556,7892,1980
335,Rajasthan,5,Sikar,GEN,Kumbha Ram Arya,M,JNP(S),153218,Shrikishna,M,INC(I),119086,34132,1980
336,Rajasthan,6,Jaipur,GEN,Satish Chandra Agarwal,M,JNP,170406,Dinesh Chnadra Swami,M,INC(I),165722,4684,1980
337,Rajasthan,7,Dausa,GEN,Nawal Kishore Sharma,M,INC(I),145442,Nathu Singh,M,JNP,137370,8072,1980
338,Rajasthan,8,Alwar,GEN,Ram Singh Yadav,M,INC(I),121075,Ramji Lal Yadav,M,JNP,101788,19287,1980
339,Rajasthan,9,Bharatpur,GEN,Rajesh Pilot,M,INC(I),102867,Nathi Singh,M,JNP(S),90608,12259,1980
340,Rajasthan,10,Bayana,SC,Jagannath Persad Pahadia,M,INC(I),123870,Buddhi Ram Lahri,M,JNP,92681,31189,1980
341,Rajasthan,By Polls (1982),Bayana,SC,L.R.Ken,M,INC,101706,B.R.Lahari,M,IND,45750,55956,1980
342,Rajasthan,11,Sawai Madhopur,ST,Ram Kumar,M,INC(I),174226,Meetha Lal,M,JNP,126095,48131,1980
343,Rajasthan,12,Ajmer,GEN,Acharya Bhagwan Dev,M,INC(I),168985,Srikaran Sarda,M,JNP,125606,43379,1980
344,Rajasthan,13,Tonk,SC,Banwari Lal Bairwa,M,INC(I),148558,Ram Kanwar Bairwa,M,JNP,117356,31202,1980
345,Rajasthan,14,Kota,GEN,Krishan Kumar Goyal,M,JNP,151128,Brij Suinder,M,INC(I),144908,6220,1980
346,Rajasthan,15,Jhalawar,GEN,Chatur Bhuj,M,JNP,161682,Brijraj Singh,M,INC(I),156077,5605,1980
347,Rajasthan,16,Banswara,ST,Bhikha Bhai,M,INC(I),181578,Vithalji,M,JNP,92997,88581,1980
348,Rajasthan,17,Salumber,ST,Jai Narain,M,INC(I),169811,Hira Lal Ahari,M,JNP,92760,77051,1980
349,Rajasthan,18,Udaipur,GEN,Mohan Lal Sukhadia,M,INC(I),225689,Bhanu Kumar Shastri,M,JNP,173792,51897,1980
350,Rajasthan,By Polls (1982),Udaipur,GEN,D.Verma,M,INC,187268,S.S.Bhandari,M,BJP,143079,44189,1980
351,Rajasthan,19,Chittorgarh,GEN,Nrimala Kumari,M,INC(I),172846,Virdhi Chand,M,JNP,138209,34637,1980
352,Rajasthan,20,Bhilwara,GEN,Girdhari Lal,M,INC(I),170671,Roop Lal Somani,M,JNP,96322,74349,1980
353,Rajasthan,21,Pali,GEN,Mool Chand Daga,M,INC(I),209960,Devki Nandan Patodiya,M,JNP,101844,108116,1980
354,Rajasthan,22,Jalore,SC,Virda Ram,M,INC(I),217975,Hukam Ram,M,JNP,70994,146981,1980
355,Rajasthan,23,Barmer,GEN,Virdhi Chand,M,INC(I),180917,Chandraveer Singh,M,JNP,142940,37977,1980
356,Rajasthan,24,Jodhpur,GEN,Ashok Gahlot,M,INC(I),171574,Balbir Singh Kachhwah,M,JNP,119055,52519,1980
357,Rajasthan,25,Nagaur,GEN,Nathu Ram,M,INC(U),185025,Gordhan Soni,M,JNP,161810,23215,1980
358,Sikkim,1,Sikkim,GEN,Pahal Man Subba,M,SJP,31750,R.C. Paudyal,M,SCR,11632,20118,1980
359,Tamil Nadu,1,Madras North,GEN,Lakshmanan G.,M,DMK,297268,Abdul Khader M.S.,M,ADK,197950,99318,1980
360,Tamil Nadu,2,Madras Central,GEN,Kalanidhi A.,M,DMK,290199,Ramachandran P.,M,JNP,185150,105049,1980
361,Tamil Nadu,3,Madras South,GEN,Venkataraman R.,M,INC(I),328836,Sulochana Sampath E.V.K.,M,ADK,208474,120362,1980
362,Tamil Nadu,4,Sriperumbudur,SC,Nagaratnam T.,M,DMK,253912,Jaganathan S.,M,ADK,171135,82777,1980
363,Tamil Nadu,5,Chengalpattu,GEN,Anbarasu Era,M,INC(I),283163,Mohanarangam R.,M,ADK,173147,110016,1980
364,Tamil Nadu,6,Arakkonam,GEN,Velu A.M.,M,INC(I),278516,Ragunathan A.M.,M,ADK,161155,117361,1980
365,Tamil Nadu,7,Vellore,GEN,Abdul Samad A.K.A.,M,IND,232567,Dhandayuthapani V.,M,JNP,153021,79546,1980
366,Tamil Nadu,8,Tiruppattur,GEN,Murugian S.,M,DMK,274216,Pandurangan M.,M,ADK,158855,115361,1980
367,Tamil Nadu,9,Vandavasi,GEN,Pattuswamy D.,M,INC(I),285549,Venugopal Gounder C.A.,M,ADK,158395,127154,1980
368,Tamil Nadu,10,Tindivanam,GEN,Ramaswamy Padayatchi S.S.,M,INC(I),290069,Munuswamy Thirukkuralar V.,M,ADK,133171,156898,1980
369,Tamil Nadu,11,Cuddalore,GEN,Muthukumaran R.,M,INC(I),262694,Arvinda Bala Pajanor,M,ADK,154043,108651,1980
370,Tamil Nadu,12,Chidambaram,SC,Kulandaivelu V.,M,DMK,302523,Mahalingam S.,M,CPM,163798,138725,1980
371,Tamil Nadu,13,Dharmapuri,GEN,Arjunan K.,M,DMK,209603,Bhuvarahan G.,M,JNP,142732,66871,1980
372,Tamil Nadu,14,Krishnagiri,GEN,Ramamurthy K.,M,INC(I),222839,Rajahagopal V,M,ADK,122328,100511,1980
373,Tamil Nadu,15,Rasipuram,SC,Devarajan B.,M,INC(I),236112,Anbalagan S.,M,ADK,176240,59872,1980
374,Tamil Nadu,16,Salem,GEN,Palaniappan C.,M,DMK,233971,Kamnan P.,M,ADK,207713,26258,1980
375,Tamil Nadu,17,Tiruchengode,GEN,Kandaswamy M.,M,DMK,276015,Kolanthaivelu R.,M,ADK,254797,21218,1980
376,Tamil Nadu,18,Nilgiris,GEN,Prabhu R.,M,INC(I),273614,Thippiah T.T.S.,M,JNP,187871,85743,1980
377,Tamil Nadu,19,Gobichettipalayam,GEN,Chinnasamy G.,M,ADK,210808,Thiruvankadam N.R.,M,INC(I),196933,13875,1980
378,Tamil Nadu,20,Coimbatore,GEN,Ram Mohan Alias Era Mohan R.,M,DMK,276975,Parvathi Krishnan,M,CPI,220866,56109,1980
379,Tamil Nadu,21,Pollachi,SC,Dhandapani C.T.,M,DMK,233261,Natarajan M.A.M.,M,ADK,217526,15735,1980
380,Tamil Nadu,22,Palani,GEN,Sanapathi Goundar A.,M,INC(I),230733,Lakshimipathyraju P.S.K,M,JNP,171165,59568,1980
381,Tamil Nadu,23,Dindigul,GEN,Maya Thevar K.,M,DMK,244669,Rajan Chellappa V.,M,ADK,217923,26746,1980
382,Tamil Nadu,24,Madurai,GEN,Subburaman A.G.,M,INC(I),292380,Balassubramanyam A.,M,CPM,223185,69195,1980
383,Tamil Nadu,25,Periyakulam,GEN,Natarajan Cumbum N.,M,DMK,255204,Ramasamy S.,M,ADK,235322,19882,1980
384,Tamil Nadu,By Polls (1982),Periyakulam,GEN,Jakkay.S.T.K,M,ADK,252377,C.Eramaddrishnan.N,M,DMK,183117,69260,1980
385,Tamil Nadu,26,Karur,GEN,Dorai Sebastian S.A.,M,INC(I),281149,Kanagaraj K.,M,ADK,207015,74134,1980
386,Tamil Nadu,27,Tiruchirappalli,GEN,Selvaraju N.,M,DMK,278485,Rangarajan T.K.,M,CPM,204886,73599,1980
387,Tamil Nadu,28,Perambalur,SC,Mani K.B.S.,M,INC(I),282767,Thangaraju S.,M,ADK,183595,99172,1980
388,Tamil Nadu,29,Mayiladuthurai,GEN,Kudanthai Ramalingam N.,M,INC(I),291625,Govindasamy S.,M,JNP,199620,92005,1980
389,Tamil Nadu,30,Nagapattinam,SC,Karunanithi-Thazhai,M,DMK,278561,Murugayan K.,M,CPI,267887,10674,1980
390,Tamil Nadu,By Polls (1980),Nagapattinam,GEN,Murugaiyan.K,M,CPI,288000,Mahalingam.M,M,ADK,272059,15941,1980
391,Tamil Nadu,31,Thanjavur,GEN,Singaravadivel S.,M,INC(I),268382,Thangamuthu K.,M,ADK,223843,44539,1980
392,Tamil Nadu,By Polls (1980),Thanjavur,GEN,Singaravadivel.S,M,INC(I),309868,A.Dharmalingam.P,M,DMK,217020,92848,1980
393,Tamil Nadu,32,Pudukkottai,GEN,V.N. Swamynathan,M,INC(I),294494,Kuzha Chellaiya,M,ADK,278395,16099,1980
394,Tamil Nadu,33,Sivaganga,GEN,Swaminathan R.V.,M,INC(I),306748,Pandian D.,M,CPI,172187,134561,1980
395,Tamil Nadu,34,Ramanathapuram,GEN,Sathiyendran M.S.K.,M,DMK,275049,Anbalagan P.,M,ADK,190916,84133,1980
396,Tamil Nadu,35,Sivakasi,GEN,Sourdararajan N.,M,ADK,234654,Jayalakshimi V.,M,ADK,228042,6612,1980
397,Tamil Nadu,36,Tirunelveli,GEN,Sivaprakasam D.S.A.,M,DMK,256626,Arunachalam V.,M,ADK,196664,59962,1980
398,Tamil Nadu,37,Tenkasi,SC,Arunachalam M.,M,INC(I),272260,Rajagopalan S.,M,JNP,163944,108316,1980
399,Tamil Nadu,38,Tiruchendur,GEN,Kosalram K. T.,M,INC(I),227395,"Sounthara Pandian, N.",M,JNP,113576,113819,1980
400,Tamil Nadu,39,Nagercoil,GEN,"Dennis, N.",M,INC(I),187111,"Vijayaraghavan, P.",M,JNP,148703,38408,1980
401,Tripura,1,Tripura West,GEN,Ajoy Biswas,M,CPM,198335,Ashok Kr. Bhattacharya,M,INC(I),142990,55345,1980
402,Tripura,2,Tripura East,ST,Bajuban Riyan,M,CPM,196199,Ratnaprava Das,M,IND,102293,93906,1980
403,Uttar Pradesh,1,Tehri Garhwal,GEN,Trepan Singh Negi,M,INC(I),102911,Vidya Sagar Nautiyal,M,CPI,62148,40763,1980
404,Uttar Pradesh,2,Garhwal,GEN,Hemwati Nandan Bahuguna,M,INC(I),179730,Pratap Singh Puspwan,M,JNP,54290,125440,1980
405,Uttar Pradesh,By Polls (1982),Garhwal,GEN,H.N.Bahuguna,M,IND,149669,C.Mohan,M,INC,120645,29024,1980
406,Uttar Pradesh,3,Almora,GEN,Harish Chandra Singh,M,INC(I),108530,Murli Manohar Joshi,M,JNP,49848,58682,1980
407,Uttar Pradesh,4,Nainital,GEN,Narayana Datt Tewari,M,INC(I),163117,Bharat Bhushan,M,JNP,58695,104422,1980
408,Uttar Pradesh,5,Bijnor,SC,Mangal Ram,M,JNP(S),145514,Mahi Lal,M,JNP,99415,46099,1980
409,Uttar Pradesh,6,Amroha,GEN,Chandra Pal Singh,M,JNP(S),132602,Isharat Ali,M,JNP,89920,42682,1980
410,Uttar Pradesh,7,Moradabad,GEN,Ghulam Mohammad Khan,M,JNP(S),103291,Naubat Ram,M,INC(I),92824,10467,1980
411,Uttar Pradesh,8,Rampur,GEN,Zulfiqar Ali Khan,M,INC(I),175972,Muqim-Ur-Rehman,M,JNP(S),105564,70408,1980
412,Uttar Pradesh,9,Sambhal,GEN,Bijendra Pal Singh,M,INC(I),102559,Shanti Devi,F,JNP(S),86792,15767,1980
413,Uttar Pradesh,10,Badaun,GEN,Mohammad Asrar Ahmad,M,INC(I),123603,Brij Pal Singh,M,JNP(S),113669,9934,1980
414,Uttar Pradesh,11,Aonla,GEN,Jaipal Singh Kashyap,M,JNP(S),106095,Santosh Kumari,F,INC(I),79961,26134,1980
415,Uttar Pradesh,12,Bareilly,GEN,Nisar Yar Khan,M,JNP(S),75448,Ram Singh Khanna,M,INC(I),73738,1710,1980
416,Uttar Pradesh,By Polls (1981),Bareilly,GEN,B. A. Ahmad,F,INC(I),114231,S.K.Gangwar,M,BJP,78935,35296,1980
417,Uttar Pradesh,13,Pilibhit,GEN,Harish Kumar Gangwar,M,INC(I),120916,Mohd. Shamshul Hasan Khan,M,JNP,75809,45107,1980
418,Uttar Pradesh,14,Shahjahanpur,GEN,Kr. Jatendra Prasad,M,INC(I),114714,Satya Pal Singh,M,JNP(S),108455,6259,1980
419,Uttar Pradesh,15,Kheri,GEN,Bal Govind Verma,M,INC(I),134170,S.B.Shah,M,JNP(S),52864,81306,1980
420,Uttar Pradesh,By Polls (1980),Kheri,GEN,U.K.Verma (W),F,INC(I),123640,J.S.Vajpai,M,JNP,55467,68173,1980
421,Uttar Pradesh,16,Shahabad,GEN,Dharmgaj Singh,M,INC(I),134713,Ganga Bhakt Singh,M,JNP,77217,57496,1980
422,Uttar Pradesh,17,Sitapur,GEN,Rajendra Kumari Bajpai,M,INC(I),121211,Hargovind Verma,M,JNP(S),75514,45697,1980
423,Uttar Pradesh,18,Misrikh,SC,Ram Lal Rahi,M,INC(I),111905,Sankata Prasad,M,JNP(S),64232,47673,1980
424,Uttar Pradesh,19,Hardoi,SC,Manni Lal,M,INC(I),113802,Kindar Lal,M,JNP(S),60645,53157,1980
425,Uttar Pradesh,20,Lucknow,GEN,Sheila Kaul,M,INC(I),123231,Mahmood Butt,M,JNP,92849,30382,1980
426,Uttar Pradesh,21,Mohanlalganj,SC,Kailash Pati,M,INC(I),111819,Ram Lal Kuril,M,JNP(S),68754,43065,1980
427,Uttar Pradesh,22,Unnao,GEN,Ziaur Rehman Ansari,M,INC(I),116375,Bajrangbali Brahmachari,M,JNP,81506,34869,1980
428,Uttar Pradesh,23,Rae Bareli,GEN,Indira Gandhi,M,INC(I),223903,Rajmata Vijaya Rajey Scindia,M,JNP,50249,173654,1980
429,Uttar Pradesh,By Polls (1980),Rae Bareli,GEN,A.K.Nehru,M,INC(I),176456,J.Mishra,M,JNP(S),69166,107290,1980
430,Uttar Pradesh,24,Pratapgarh,GEN,Ajit Pratap Singh,M,INC(I),94223,Jai Singh,M,JNP(S),80038,14185,1980
431,Uttar Pradesh,25,Amethi,GEN,Sanjay Gandhi,M,INC(I),186990,Ravindra Pratap Singh,M,JNP,58445,128545,1980
432,Uttar Pradesh,By Polls (1981),Amethi,GEN,Rajeew Ghandhi,M,INC(I),258884,S.Yadav,M,LKD,21188,237696,1980
433,Uttar Pradesh,26,Sultanpur,GEN,Giriraj Isngh,M,INC(I),107241,Trubhuwan Nath Sanda,M,JNP(S),81160,26081,1980
434,Uttar Pradesh,27,Akbarpur,SC,Ram Avadh,M,JNP(S),133607,Ramji Ram,M,INC(I),98304,35303,1980
435,Uttar Pradesh,28,Faizabad,GEN,Jai Ram Verma,M,INC(I),137004,Anant Ram Jaiswal,M,JNP(S),82588,54416,1980
436,Uttar Pradesh,29,Barabanki,SC,Ram Kinkar,M,JNP(S),135481,Baijnath Kureel,M,INC(I),119840,15641,1980
437,Uttar Pradesh,30,Kaiserganj,GEN,Rana Bir Singh,M,INC(I),112837,Masoodul Hasan Nomani,M,JNP(S),79375,33462,1980
438,Uttar Pradesh,31,Bahraich,GEN,Mulana Saiyad Muzaffar Hussain,M,INC(I),112358,Om Prakash Tyagi,M,JNP,62468,49890,1980
439,Uttar Pradesh,32,Balrampur,GEN,Chandra Bhal Mani Tewari,M,INC(I),110767,Sharda Prasad Dwivedi,M,JNP,89781,20986,1980
440,Uttar Pradesh,33,Gonda,GEN,Anand Singh Alias Annubhaiya,M,INC(I),125196,Kaushalendra Dutt,M,JNP(S),52270,72926,1980
441,Uttar Pradesh,34,Basti,SC,Kalpnath,M,INC(I),107432,Girdhari Lal,M,JNP(S),80542,26890,1980
442,Uttar Pradesh,35,Domariyaganj,GEN,Kazi Jalil Abbasi,M,INC(I),164569,Madho Prasad Tripathi,M,JNP,99102,65467,1980
443,Uttar Pradesh,36,Khalilabad,GEN,Krishna Chandra Pandey,M,INC(I),119292,Brij Bhushan,M,JNP(S),99351,19941,1980
444,Uttar Pradesh,37,Bansgaon,SC,Mahabir Prasad,M,INC(I),122269,Ram Surat,M,JNP,90208,32061,1980
445,Uttar Pradesh,38,Gorakhpur,GEN,Hari Kesh Bahadur,M,INC(I),108796,Deep Narain Yadav,M,JNP(S),92655,16141,1980
446,Uttar Pradesh,39,Maharajganj,GEN,Ashfaq Husain,M,INC(I),133088,Janardan Singh Azad,M,JNP(S),109552,23536,1980
447,Uttar Pradesh,40,Padrauna,GEN,Kunwar Chandra Pratap Narain Singh,M,INC(I),119734,Siraj Ahmed,M,JNP(S),96758,22976,1980
448,Uttar Pradesh,41,Deoria,GEN,Ramayan Rai,M,INC(I),110014,Ramdhari Shastri,M,JNP(S),109937,77,1980
449,Uttar Pradesh,42,Salempur,GEN,Ram Nagina Misra,M,INC(I),121340,Ram Naresh Kushwaha,M,JNP(S),105386,15954,1980
450,Uttar Pradesh,43,Ballia,GEN,Chandra Shikhar,M,JNP,159901,Jagannath Chaudhary,M,INC(I),136313,23588,1980
451,Uttar Pradesh,44,Ghosi,GEN,Jharkhande,M,CPI,117343,Kalpnath,M,INC(I),111047,6296,1980
452,Uttar Pradesh,45,Azamgarh,GEN,Chandrajeet,M,JNP(S),159069,Zafaruddin Khan Faizan,M,INC(I),93886,65183,1980
453,Uttar Pradesh,46,Lalganj,SC,Chhagur,M,JNP(S),130496,Ramdhan,M,INC(I),121113,9383,1980
454,Uttar Pradesh,47,Machhlishahr,GEN,Sheo Sharan Verma,M,JNP(S),123284,Nageshwar Dwivedi,M,INC(I),112064,11220,1980
455,Uttar Pradesh,48,Jaunpur,GEN,Azizulla,M,JNP(S),128745,Raj Deo,M,INC(I),125982,2763,1980
456,Uttar Pradesh,49,Saidpur,SC,Rajnath Sonkar Shastri,M,JNP(S),136017,Ram Sagar,M,INC(I),122034,13983,1980
457,Uttar Pradesh,50,Ghazipur,GEN,Jainul Bashar,M,INC(I),125297,Sarjoo Pandey,M,CPI,120006,5291,1980
458,Uttar Pradesh,51,Chandauli,GEN,Nihal Singh,M,JNP,124884,Upendra Pratap,M,INC(I),104026,20858,1980
459,Uttar Pradesh,52,Varanasi,GEN,Kamalapati,M,INC(I),129063,Raj Narain,M,JNPS),104328,24735,1980
460,Uttar Pradesh,53,Robertsganj,SC,Ram Pyare Panika,M,INC(I),125108,Ram Nihore Ram,M,JNP(S),109106,16002,1980
461,Uttar Pradesh,54,Mirzapur,GEN,Aziz Imam,M,INC(I),116929,Yusuf,M,JNP(S),82406,34523,1980
462,Uttar Pradesh,55,Phulpur,GEN,B.D. Singh,M,JNP(S),145820,Kamla Bahuguna,M,INC(I),107032,38788,1980
463,Uttar Pradesh,56,Allahabad,GEN,Vishwa Nath Pratap Singh,M,INC(I),153062,Laxmi Bhushna Varshney Urf Lalla,M,JNP(S),80037,73025,1980
464,Uttar Pradesh,By Polls (1981),Allahabad,GEN,K. P. Tiwari,M,INC(I),84612,M.Ahmad,M,LKD,37921,46691,1980
465,Uttar Pradesh,57,Chail,SC,Ram Nihore Rakesh,M,INC(I),91611,B.L. Shailesh,M,JNP(S),77894,13717,1980
466,Uttar Pradesh,58,Fatehpur,GEN,Hari Kishan Shastri,M,INC(I),127851,Syed Liyaqat Hussain,M,JNP(S),87705,40146,1980
467,Uttar Pradesh,59,Banda,GEN,Ram Nath Dubey,M,INC(I),126031,Chandra Bhan Azad,M,CPI,80977,45054,1980
468,Uttar Pradesh,60,Hamirpur,GEN,Doongar Singh,M,INC(I),143821,Shiva Nandan Singh,M,JNP(S),77612,66209,1980
469,Uttar Pradesh,61,Jhansi,GEN,Vishwa Nath Sharma,M,INC(I),191672,Ramesh Sinha,M,CPI,81918,109754,1980
470,Uttar Pradesh,62,Jalaun,SC,Nathuram Shakyawar,M,INC(I),147400,Ram Sewak,M,JNP(S),130966,16434,1980
471,Uttar Pradesh,63,Ghatampur,SC,Ash Karan Sankhwar,M,JNP(S),145671,Dwarika Prasad Sankhwar,M,INC(I),101951,43720,1980
472,Uttar Pradesh,64,Bilhaur,GEN,Ram Narain Tripathi,M,INC(I),119203,Raghunath Singh,M,JNP,110013,9190,1980
473,Uttar Pradesh,65,Kanpur,GEN,Arif Mohammad Khan,M,INC(I),163230,Maqbool Husain Kureshi,M,JNP,88049,75181,1980
474,Uttar Pradesh,66,Etawah,GEN,Ram Singh Shakya,M,JNP(S),177968,Arjun Singh,M,JNP,121893,56075,1980
475,Uttar Pradesh,67,Kannauj,GEN,Chhotey Singh Yadav,M,JNP(S),147901,Ram Prakash Tripathi,M,JNP,108764,39137,1980
476,Uttar Pradesh,68,Farrukhabad,GEN,Daya Ram Shakya,M,JNP,77541,Siya Ram Gangwar,M,INC(I),71431,6110,1980
477,Uttar Pradesh,69,Mainpuri,GEN,Raghunath Singh Verma,M,JNP(S),167344,Sheo Baksh Singh Rathore,M,INC(U),84128,83216,1980
478,Uttar Pradesh,70,Jalesar,GEN,Chaudhary Multan Singh,M,JNP(S),157872,Ramswarup Singh,M,INC(I),99392,58480,1980
479,Uttar Pradesh,71,Etah,GEN,Malik Mohd. Mishir A.Khan,M,INC(I),91340,Mahadipak Singh,M,JNP,83000,8340,1980
480,Uttar Pradesh,72,Firozabad,SC,Rajesh Kumar Singh,M,IND,110208,Azad Kumar Kardam,M,INC(I),88122,22086,1980
481,Uttar Pradesh,73,Agra,GEN,Nihal Singh,M,INC(I),117942,Adi Ram Singhal,M,JNP,101527,16415,1980
482,Uttar Pradesh,74,Mathura,GEN,Chaudhary Digamber Singh,M,JNP(S),166774,Acharay Laxmi Raman,M,INC(I),84111,82663,1980
483,Uttar Pradesh,75,Hathras,SC,Chandra Pal Shailani,M,JNP(S),136293,Dharam Pal,M,INC(I),101440,34853,1980
484,Uttar Pradesh,76,Aligarh,GEN,Indra Kumari,M,JNP(S),128353,Ghan Shyam Singh,M,INC(I),110375,17978,1980
485,Uttar Pradesh,77,Khurja,SC,Trilok Chand,M,JNP(S),132766,Hari Singh,M,INC(I),98497,34269,1980
486,Uttar Pradesh,78,Bulandshahr,GEN,Mahmood Hasan Khan,M,JNP(S),163871,Kr. Surendra Pal Singh,M,INC(I),107211,56660,1980
487,Uttar Pradesh,79,Hapur,GEN,Anwar,M,JNP(S),151659,Prem Mohan,M,INC(I),146257,5402,1980
488,Uttar Pradesh,80,Meerut,GEN,Mohsina Kidwai,M,INC(I),179004,Harish Pal,M,JNP(S),121787,57217,1980
489,Uttar Pradesh,81,Baghpat,GEN,Charan Singh,M,JNP(S),323077,Ram Chandra Vikal,M,INC(I),157956,165121,1980
490,Uttar Pradesh,82,Muzaffarnagar,GEN,Ghayoor Ali Khan,M,JNP(S),183538,Nazar Mohammad,M,INC(I),133366,50172,1980
491,Uttar Pradesh,83,Kairana,GEN,Gyatri Devi,M,JNP(S),203242,Narayan Singh,M,INC(I),143761,59481,1980
492,Uttar Pradesh,84,Saharanpur,GEN,Rasheed Masood,M,JNP(S),155933,Qamar Alam,M,JNP,112257,43676,1980
493,Uttar Pradesh,85,Hardwar,SC,Jagpal Singh,M,JNP(S),151530,Bhagwan Dass,M,JNP,125086,26444,1980
494,West Bengal,1,Cooch Behar,SC,Amar Roy Pradhan,M,FBL,304158,Ambika Charan Roy,M,INC(I),186012,118146,1980
495,West Bengal,2,Alipurduars,ST,Pius Tirkey,M,RSP,243485,Tuna Oraon,M,INC(I),128028,115457,1980
496,West Bengal,3,Jalpaiguri,GEN,Subodh Sen,M,CPM,232751,Sriram Singh,M,INC(I),142355,90396,1980
497,West Bengal,4,Darjeeling,GEN,Ananda Pathak,M,CPM,185612,K.B. Chettri,M,INC(I),167451,18161,1980
498,West Bengal,5,Raiganj,GEN,Golam Yazdani,M,INC(I),196241,Abdul Hafiz,M,CPM,194936,1305,1980
499,West Bengal,6,Balurghat,SC,Barman Palas,M,RSP,284766,Ranajit Sarkar,M,INC(I),204438,80328,1980
500,West Bengal,7,Malda,GEN,Abul Barkat Ataul G K Choudhury,M,INC(I),251952,Dinesh Chandra Joarder,M,CPM,239193,12759,1980
501,West Bengal,8,Jangipur,GEN,Zainal Abedin,M,CPM,268932,Lutfal Haque,M,INC(I),196106,72826,1980
502,West Bengal,9,Murshidabad,GEN,Masudal Hassain Syed,M,CPM,291325,Abdus Sattar,M,INC(I),222570,68755,1980
503,West Bengal,10,Berhampore,GEN,Tridib Chaudhari,M,RSP,307328,Jagadish Sinha,M,INC(I),215059,92269,1980
504,West Bengal,11,Krishnanagar,GEN,Renupada Das,M,CPM,255568,Sankar Das Banerji,M,INC(I),189377,66191,1980
505,West Bengal,12,Nabadwip,SC,Bidha Gohse (Goswami),M,CPM,301296,Anada Mohan Biswas,M,INC(I),217831,83465,1980
506,West Bengal,13,Barasat,GEN,Chitta Basu,M,FBL,297758,Harasit Ghosh,M,INC(I),203838,93920,1980
507,West Bengal,14,Basirhat,GEN,Indrajit Gupta,M,CPI,311121,Abdul Gaffar Quazi,M,INC(I),215267,95854,1980
508,West Bengal,15,Joynagar,SC,Sanat Kumar Mandal,M,RSP,236044,Gobinda Chandra Naskar,M,INC(I),187515,48529,1980
509,West Bengal,16,Mathurapur,SC,Mukundaram Mandal,M,CPM,262917,Bimlendu Sekhar Naskar,M,INC(I),185075,77842,1980
510,West Bengal,By Polls (1982),Mathurapur,SC,N.Sinha,M,CPM,254758,G.Naskar,M,INC(I),199282,55476,1980
511,West Bengal,17,Diamond Harbour,GEN,Jyotirmoy Basu,M,CPM,310406,A.K.M. Ishaque,M,INC(I),164474,145932,1980
512,West Bengal,By Polls (1982),Diamond Harbour,GEN,A.Datta,M,CPM,296980,J.Abedin,M,INC,180757,116223,1980
513,West Bengal,18,Jadavpur,GEN,Somnath Chatterjee,M,CPM,309094,Sachinath Mitra,M,INC(I),162979,146115,1980
514,West Bengal,19,Barrackpore,GEN,Mahammed Ismail,M,CPM,266698,Devi Ghosal,M,INC(I),162773,103925,1980
515,West Bengal,20,Dum Dum,GEN,Niren Ghosh,M,CPM,368214,Barid Baran Das,M,INC(I),202542,165672,1980
516,West Bengal,21,Calcutta North West,GEN,Ashoke Kumar Sen,M,INC(I),150476,Shyam Sundar Gupta,M,FBL,106643,43833,1980
517,West Bengal,22,Calcutta North East,GEN,Sunil Moitra,M,CPM,187951,Ajit Kumar Panja,M,INC(I),160882,27069,1980
518,West Bengal,23,Calcutta South,GEN,Satya Sadhan Chakrabarty,M,CPM,213441,Bholanath Sen,M,INC(I),176432,37009,1980
519,West Bengal,24,Howrah,GEN,Samar Mukherjee,M,CPM,263337,Nityananda Dey,M,INC(I),205028,58309,1980
520,West Bengal,25,Uluberia,GEN,Hannan Mollah,M,CPM,304332,Ardhendu Hazra,M,INC(I),165254,139078,1980
521,West Bengal,26,Serampore,GEN,Dinen Bhattacharya,M,CPM,292993,Gopal Das Nag,M,INC(I),186886,106107,1980
522,West Bengal,By Polls (1981),Serampore,GEN,Ajit Beg,M,CPM,265372,S.M.Roy,M,INC(I),168823,96549,1980
523,West Bengal,27,Hooghly,GEN,Rup Chand Pal,M,CPM,280605,Santimohan Roy,M,INC(I),202212,78393,1980
524,West Bengal,28,Arambagh,GEN,Bijoy Krishna Modak,M,CPM,285633,Prafulla Chandra Sen,M,JNP,242642,42991,1980
525,West Bengal,29,Panskura,GEN,Gita Mukherjee,M,CPI,291528,Rajani Kanta Dolai,M,INC(I),193298,98230,1980
526,West Bengal,30,Tamluk,GEN,Misra Satyagopal,M,CPM,307864,Shyam Das Bhattacharyya,M,INC(I),184813,123051,1980
527,West Bengal,31,Contai,GEN,Giri Sudhir Kumar,M,CPM,237002,Pradip Sarkar,M,INC(I),147228,89774,1980
528,West Bengal,32,Midnapore,GEN,Narayan Choubey,M,CPI,276144,Sudhir Kumar Ghosal,M,INC(I),151793,124351,1980
529,West Bengal,33,Jhargram,ST,Hasada Matilal,M,CPM,257936,Tushar Tudu,M,INC(I),159767,98169,1980
