,State,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
39,Andhra Pradesh,Warangal,GEN,T. Kalpana Devi,F,TDP,232088,Kamaluddin Ahmed,M,INC,223632,8456,1984
40,Andhra Pradesh,Khammam,GEN,Jalagam Vengala Rao,M,INC,261056,Nallamala Prasad Rao,M,CPI,169557,91499,1984
41,Andhra Pradesh,Nalgonda,GEN,Mallareddy Raguma Reddy,M,TDP,324973,Damodar Reddy Tummalpally,M,INC,210563,114410,1984
42,Andhra Pradesh,Miryalguda,GEN,Bhimreddy Narsimha Reddy,M,CPI,282973,Chakilam Sreenivasa Rao,M,INC,241218,41755,1984
43,Arunachal Pradesh,Arunachal West,GEN,P.K.Thangon,M,INC,56219,Tomo Riba,M,PPA,55758,461,1984
44,Arunachal Pradesh,Arunachal East,GEN,Wangpha Lowang,M,INC,41912,Bakin Pertin,M,PPA,22697,19215,1984
45,Bihar,Bagaha,SC,Bhola Raut,M,INC,209301,Jagannath Prasad Swatantra,M,JNP,43767,165534,1984
46,Bihar,Bettiah,GEN,Manoj Kumar Pande,M,INC,223945,Pitambar Singh,M,CPI,88677,135268,1984
47,Bihar,Motihari,GEN,Prabhawati Gupta,F,INC,255980,Kamla Mishra Madhukar,M,CPI,111685,144295,1984
48,Bihar,Gopalganj,GEN,Kali Prasad Pandey,M,IND,287360,Nagina Roy,M,LKD,110268,177092,1984
49,Bihar,Siwan,GEN,Abdul Ghafoor,M,INC,250235,Janardan Tiwari,M,BJP,112243,137992,1984
50,Bihar,Maharajganj,GEN,Krishnapratap Singh,M,INC,255462,Ram Deo Singh,M,JNP,121558,133904,1984
51,Bihar,Saran,GEN,Ram Bahadur Singh,M,JNP,163494,Bhishmaprasad Yadav,M,INC,137488,26006,1984
52,Bihar,Hajipur,SC,Ram Ratan Ram,M,INC,314725,Ram Bilas Paswan,M,LKD,263509,51216,1984
53,Bihar,Vaishali,GEN,Kishori Sinha,F,INC,267546,Tarkeshwari Sinha,F,LKD,247593,19953,1984
54,Bihar,Muzaffarpur,GEN,Laliteshwar Prasad Shahi,M,INC,325604,Jainarayan Prasad Nishad,M,LKD,176630,148974,1984
55,Bihar,Sitamarhi,GEN,Ranshresth Khirhar,M,INC,217307,Indal Singh Navin,M,LKD,95763,121544,1984
56,Bihar,Sheohar,GEN,Ram Dulari Singh,F,INC,254881,Hari Kishor Singh,M,JNP,174328,80553,1984
57,Bihar,Madhubani,GEN,Abdul Hannan An,M,INC,350684,Bhogendra Jha,M,CPI,201864,148820,1984
58,Bihar,Jhanjharpur,GEN,Gauri Shankar Rajhans,M,INC,375745,Dhanik Lal Mandal,M,LKD,170353,205392,1984
59,Bihar,Darbhanga,GEN,Vijay Kumar Mishra,M,LKD,224540,Hari Nath Mishra,M,INC,152373,72167,1984
60,Bihar,Rosera,SC,Ram Bhagat Paswan,M,INC,268848,Ram Sewak Hazari,M,LKD,171630,97218,1984
61,Bihar,Samastipur,GEN,Ramdeo Rai,M,INC,327585,Karpoori Thakur,M,LKD,219224,108361,1984
62,Bihar,Barh,GEN,Prakash Chandra,M,INC,384719,Dharamaveer Singh,M,INC,161983,222736,1984
63,Bihar,Balia,GEN,Chandra Bhanu Devi,F,INC,246049,Surj Narayan Singh,M,CPI,122148,123901,1984
64,Bihar,Saharsa,GEN,Chandra Kishore Pathak,M,INC,273793,Vinayak Prasad Yadav,M,LKD,165709,108084,1984
65,Bihar,Madhepura,GEN,Mahabir Prasad Yadav,M,INC,298258,Rajendra Prasad Yadav,M,LKD,222961,75297,1984
66,Bihar,Araria,SC,Doomar Lal Baitha,M,INC,294582,Mahendra Nasardar,M,LKD,95696,198886,1984
67,Bihar,Kishanganj,GEN,Jamilur Rahman,M,INC,191754,M. Mushtak,M,LKD,75624,116130,1984
68,Bihar,Kishanganj,GEN,S.Shahabuddin,M,JNP,212423,I.Haque,M,INC,138731,73692,1984
69,Bihar,Purnia,GEN,Madhuree Singh,F,INC,294076,Kamal Natha Jha,M,LKD,103676,190400,1984
70,Bihar,Katihar,GEN,Tariq Anwar,M,INC,229883,Juvraj,M,JNP,183940,45943,1984
71,Bihar,Rajmahal,ST,Seth Hembrom,M,INC,154676,Simon Marandi,M,JMM,75820,78856,1984
72,Bihar,Dumka,ST,Prithiwi Chand Kisku,M,INC,199722,Shibu Soren,M,JMM,102535,97187,1984
73,Bihar,Godda,GEN,Saminuddin,M,INC,192465,Falguni Prasad Yaddav,M,BJP,72092,120373,1984
74,Bihar,Godda,GEN,Salauddin,M,INC,197478,J.Yadav,M,BJP,185901,11577,1984
75,Bihar,Banka,GEN,Manorma Singh,F,INC,306703,Janardan Yadav,M,BJP,154731,151972,1984
76,Bihar,Banka,GEN,C.Singh,M,INC,162754,G.Fernandes,M,JNP,125659,37095,1984
77,Bihar,Banka,GEN,M.Singh,F,INC,186237,G.Fernendes,M,JNP,156853,29384,1984
78,Bihar,Bhagalpur,ST,Bhagwat Jha Azad,M,INC,228030,Jagesar Mandal,M,LKD,197545,30485,1984
79,Bihar,Khagaria,GEN,Chandra Shekhar Prasad Verma,M,INC,252055,Yogeshwar Gope,M,CPI,110529,141526,1984
80,Bihar,Monghyr,GEN,Devendra Pd. Yadav,M,INC,268328,Brahmanand Singh,M,CPI,104985,163343,1984
81,Bihar,Begusarai,GEN,Krishna Shahi,F,INC,387165,Kapil Deo Singh,M,JNP,105529,281636,1984
82,Bihar,Nalanda,GEN,Vijay Kumar Yadav,M,CPI,230531,Pankaj Kumar Sinha,M,INC,191060,39471,1984
83,Bihar,Patna,GEN,C. P. Thakur,M,INC,214989,Ramavatar Shashtri,M,CPI,142808,72181,1984
84,Bihar,Arrah,GEN,Bali Ram Bhagat,M,INC,227206,Noor Ahmad,M,LKD,72284,154922,1984
85,Bihar,Buxar,GEN,Kamla Kant Tiwari,M,INC,207732,Tej Narayan Singh,M,CPI,152030,55702,1984
86,Bihar,Sasaram,SC,Jagjiwan Ram,M,ICJ,207275,Mahabir Paswan,M,INC,205903,1372,1984
87,Bihar,Bikramganj,GEN,Tapeshwar Singh,M,INC,283232,Ram Awadhesh Singh,M,LKD,281819,1413,1984
88,Bihar,Aurangabad,GEN,Satyendra Narain Singh,M,INC,277567,Shankar Deyal Singh,M,JNP,111532,166035,1984
89,Bihar,Jahanabad,GEN,Ramasharay Pd. Singh,M,CPI,376640,Mahendra Prasad,M,INC,345664,30976,1984
90,Bihar,Nawada,GEN,Kunwar Ram,M,INC,351358,Prem Pradeep,M,CPI,114256,237102,1984
91,Bihar,Gaya,SC,Ram Swaroop Ram,M,INC,234195,Ishwar Chaudhary,M,BJP,149760,84435,1984
92,Bihar,Chatra,GEN,Yogeshwar Prasad Yogesh,M,INC,211020,Shukdeo Prasad Verma,M,ICJ,54478,156542,1984
93,Bihar,Kodarma,GEN,Tilak Dhari Singh,M,INC,208731,Ritlal Pd. Verma,M,BJP,97348,111383,1984
94,Bihar,Giridih,GEN,Sarfraj Ahmed,M,INC,195519,Binod Bihari Mahto,M,IND,70766,124753,1984
95,Bihar,Dhanbad,GEN,Shankar Dayal Singh,M,INC,203909,A.K.Roy,M,IND,141614,62295,1984
96,Bihar,Hazaribagh,GEN,Damodar Pandey,M,INC,176762,Bhuwaneshwar Pd. Mehto,M,CPI,116381,60381,1984
97,Bihar,Ranchi,GEN,Sheo Prasad Sahu,M,INC,162945,Ram Tahal Chowdhary,M,BJP,54384,108561,1984
98,Bihar,Jamshedpur,GEN,Gopeshwar,M,INC,196965,Tikaram Manjhi,M,CPI,130763,66202,1984
99,Bihar,Singhbhum,ST,Begun Sumbrui,M,INC,103160,Devendra Majhi,M,IND,42949,60211,1984
100,Bihar,Khunti,ST,Simon Tigga,M,INC,97721,Nirel Enem Horo,M,IND,64711,33010,1984
101,Bihar,Lohardaga,ST,Sumati Oraon,F,INC,157284,Lalit Oraon,M,BJP,55217,102067,1984
102,Bihar,Palamu,SC,Kamla Kumari,F,INC,254846,Ram Sundar Das,M,JNP,69796,185050,1984
103,Goa,Panaji,GEN,Shantaram L. Naik,M,INC,88326,Bandekar Motilal Bombi,M,MAG,48778,39548,1984
104,Goa,South Goa,GEN,Eduardo Faleiro,M,INC,100453,Luizinho Faleiro,M,IND,41644,58809,1984
105,Gujarat,Kachchh,GEN,Ushaben Raghavji Thakkar,F,INC,129624,Mahipatray Mulshanker Mehta,M,LKD,99539,30085,1984
106,Gujarat,Surendranagar,GEN,Jhala Digivijaysinhji Pratapsinhji,M,INC,191632,Shah Babulal,M,BJP,155254,36378,1984
107,Gujarat,Jamnagar,GEN,Jadeja Daulatsinh Partap Sinh,M,INC,177317,Chelubhai Rambhai,M,IND,154227,23090,1984
108,Gujarat,Rajkot,GEN,Mavani Ramaben Ramjibhai,F,INC,225360,Shukla Chimanbhai Harilal,M,BJP,167770,57590,1984
109,Gujarat,Porbandar,GEN,Odedara Bharatbhai Maldevji,M,INC,205262,Amin Ramadas Kishordas (R.K.Amin),M,BJP,127311,77951,1984
110,Gujarat,Junagadh,GEN,Patel Mohanbhai Laljibhai,M,INC,188441,Ramnikbhai Dhami,M,JNP,156498,31943,1984
111,Gujarat,Amreli,GEN,Ravani Navinchandrabhai Parmananddas,M,INC,208205,Pateldwarkadas Mohan Lal,M,IND,170337,37868,1984
112,Gujarat,Bhavnagar,GEN,Gohil Gigabhai Bhavubhai,M,INC,132444,Mehta Prasannvadan Manilal,M,JNP,121449,10995,1984
113,Gujarat,Dhandhuka,SC,Narsinhbhai Karsanbhai Makwana,M,INC,194403,Ratilal Kalidas Verma,M,BJP,171787,22616,1984
114,Gujarat,Ahmedabad,GEN,Haroobhai Mehta,M,INC,231751,Ashok Bhatt,M,BJP,198614,33137,1984
115,Gujarat,Gandhinagar,GEN,G.I.Patel,M,INC,250126,Indubhai Chaturbhai Patel,M,JNP,247372,2754,1984
116,Gujarat,Mahesana,GEN,A.K.Patel,M,BJP,287555,Rayanka Sagarbhai Kalyanbhai,M,INC,243659,43896,1984
117,Gujarat,Patan,GEN,Vankar Punamchand Mithabhai,M,INC,183052,Chavda Khemchandbhai Sombhai,M,JNP,176265,6787,1984
118,Gujarat,Banaskantha,GEN,B.K.Gadhvi,M,INC,182674,Chavda Harisinhji Pratapsinhji,M,JNP,155391,27283,1984
119,Gujarat,Sabarkantha,GEN,H.M.Patel,M,JNP,208477,Shantubhai Chunibhai Patel,M,INC,201718,6759,1984
120,Gujarat,Kapadvanj,GEN,Solanki Nataversingh Kesarisinghji,M,INC,229664,Gabhaji Mangaji Thakor,M,BJP,197340,32324,1984
121,Gujarat,Dohad,GEN,Damor Somjibhai Punjabhai,M,INC,169944,Hathila Narsinhbhai Kanjibhai,M,JNP,55207,114737,1984
122,Gujarat,Godhra,GEN,Jaydeepsinhji,M,INC,205741,Solanki Gopalsinh Gulabsinh,M,BJP,119894,85847,1984
123,Gujarat,Godhra,GEN,P.S.Pursottambhai,M,JNP,141633,U.Baria,M,INC,104796,36837,1984
124,Gujarat,Kaira,GEN,Ajitsinh Fulsinhji Dyabhai,M,INC,292019,Satyam Patel,M,LKD,144586,147433,1984
125,Gujarat,Anand,GEN,Ishverbhai Khodabhai Chavada,M,INC,250877,Manubhai Dahyabhai Patel,M,JNP,175704,75173,1984
126,Gujarat,Chhota Udaipur,ST,Rathwa Amarsinh Viriyabhai,M,INC,222414,Kolidhor Bhimsinhbhai Nagjibhai,M,JNP,110427,111987,1984
127,Gujarat,Vadodara,GEN,Gaekwad Ranjitsinh Pratapshinh,M,INC,296716,Jaspalsing Niranjansing,M,BJP,144164,152552,1984
128,Gujarat,Bharuch,GEN,Patel Ahmedbhai Mohammedbhai,M,INC,271458,Deshmukh Chandubhai Shanabhai,M,JNP,148389,123069,1984
129,Gujarat,Surat,GEN,Patel Chhaganbhai Devabhai,M,INC,286928,Rana Kashiram Chhabildas,M,BJP,236253,50675,1984
130,Gujarat,Mandvi,ST,Gamit Chhitubhai Devjibhai,M,INC,239862,Amarsinh Zinabhai Chaudhary,M,JNP,134339,105523,1984
131,Gujarat,Valsad,ST,Patel Uttambhai Harjibhai,M,INC,220217,Patel Kanjibhai Maganbhai,M,BJP,165527,54690,1984
132,Haryana,Ambala,SC,Ram Prakash,M,INC,283062,Suraj Bhan,M,BJP,105710,177352,1984
133,Haryana,Kurukshetra,GEN,Harpal Singh,M,INC,275112,Manohar Lal,M,LKD,131836,143276,1984
134,Haryana,Karnal,GEN,Chiranji Lal,M,INC,247063,Devi Singh,M,ICJ,148111,98952,1984
135,Haryana,Sonipat,GEN,Dharam Pal Singh,M,INC,243491,Devi Lal,M,LKD,240550,2941,1984
136,Haryana,Rohtak,GEN,Hardwari Lal,M,INC,216294,Sarup Singh,M,LKD,185363,30931,1984
137,Haryana,Rohtak,GEN,Hardwari Lal,M,LKD,263209,S.Singh,M,INC,160705,102504,1984
138,Haryana,Faridabad,GEN,Rahim Khan,M,INC,285214,Tayyab Hussain,M,ICJ,150843,134371,1984
139,Haryana,Faridabad,GEN,K.A.Chaudhry,M,LKD,288123,J.P.Nagar,M,INC,186240,101883,1984
140,Haryana,Bhiwani‑Mahendragarh,GEN,Birender Singh,M,INC,360971,Ram Bilas,M,BJP,130757,230214,1984
141,Haryana,Bhiwani‑Mahendragarh,GEN,Bansi Lal,M,INC,347226,Jai Narain,M,ICJ,160149,187077,1984
142,Haryana,Bhiwani‑Mahendragarh,GEN,R.N.Singh,M,LKD,312900,D.Nand,M,INC,223548,89352,1984
143,Haryana,Hisar,GEN,Birinder Singh,M,INC,251367,Om Parkash,M,LKD,200161,51206,1984
144,Haryana,Sirsa,SC,Dalbir Singh,M,INC,277855,Mani Ram,M,LKD,195923,81932,1984
145,Haryana,Sirsa,SC,H.Ram,M,LKD,300442,Selja,M,INC,185098,115344,1984
146,Himachal Pradesh,Shimla,SC,Krishan Dutt Sultanpuri,M,INC,244010,Kirpal Dharampuri,M,JNP,47719,196291,1984
147,Himachal Pradesh,Mandi,GEN,Sukh Ram,M,INC,224146,Madhukar,M,BJP,92495,131651,1984
148,Himachal Pradesh,Kangra,GEN,Chandresh Kumari,F,INC,232287,Sarvan Kumar,M,BJP,114854,117433,1984
149,Himachal Pradesh,Hamirpur,GEN,Narain Chand,M,INC,242214,Prem Kumar Dhumel,M,BJP,117281,124933,1984
150,Jammu And Kashmir,Baramulla,GEN,Saif -Ud- Din Soz,M,JKN,234357,Mohi -Ud -Din -Wani,M,IND,93938,140419,1984
151,Jammu And Kashmir,Srinagar,GEN,Abdul Rashid Kabuli,M,JKN,367249,Muzaffer Ahmed Shah,M,IND,80972,286277,1984
152,Jammu And Kashmir,Anantnag‑Rajouri,GEN,Akbar Jahan Begum,F,JKN,240973,Peer Hussan-Ud-Din,M,INC,158963,82010,1984
153,Jammu And Kashmir,Ladakh,GEN,Phuntsog Namgyal,M,INC,33037,Qamar Ali,M,JKN,25060,7977,1984
154,Jammu And Kashmir,Udhampur,GEN,Girdhari Lal Dogra,M,INC,206639,Bhim Singh,M,JPP,95149,111490,1984
155,Jammu And Kashmir,Udhampur,GEN,Mohd. A. Khan,M,INC,133893,B.Singh,M,JPP,131517,2376,1984
156,Jammu And Kashmir,Jammu,GEN,Janak Raj Gupta,M,INC,262796,Shabir Ahmed Salaria,M,JKN,142604,120192,1984
157,Karnataka,Bidar,SC,Nasing Suryavansi,M,INC,179836,Rajendra Verma,M,BJP,120221,59615,1984
158,Karnataka,Gulbarga,GEN,Veerenira Patil,M,INC,235751,Vidyadhar Guruji,M,JNP,140261,95490,1984
159,Karnataka,Raichur,GEN,B. V. Desai,M,INC,212244,Vishwanath Reddy,M,JNP,154858,57386,1984
160,Karnataka,Raichur,GEN,M.Y.Chorpade,M,INC,169696,R.A.Naik,M,JNP,164014,5682,1984
161,Karnataka,Koppal,GEN,H. G. Ramulu,M,INC,238466,K. Paparao Veerayya,M,JNP,180515,57951,1984
162,Karnataka,Bellary,GEN,Basavarajeswari,F,INC,276640,M. P. Prakash,M,JNP,204354,72286,1984
163,Karnataka,Davanagere,GEN,Channaiah Odeyar,M,INC,290003,K. G. Maheswarappa,M,JNP,224262,65741,1984
164,Karnataka,Chitradurga,GEN,K. H. Ranganath,M,INC,279146,B. L. Gowda,M,JNP,222335,56811,1984
165,Karnataka,Tumkur,GEN,G. S. Basavaraju,M,INC,265249,Y. K. Ramaiah,M,JNP,234839,30410,1984
166,Karnataka,Chikkaballapur,GEN,V. Krishna Rao,M,INC,282279,R. L .Jalappa,M,JNP,237965,44314,1984
167,Karnataka,Kolar,SC,V. Venkatesh,M,JNP,239562,G. Y. Krishnan,M,INC,194797,44765,1984
168,Karnataka,Kanakapura,GEN,M. V. Chandrashekara Murthy,M,INC,305210,P. G. R. Sindhiya,M,JNP,298184,7026,1984
169,Karnataka,Bangalore North,GEN,C. K. Jaffer Sharief,M,INC,260279,George Fernandes,M,JNP,218733,41546,1984
170,Karnataka,Bangalore South,GEN,V. S. Krishna Iyer,M,JNP,264765,K. Venkatagiri Gowda,M,INC,252033,12732,1984
171,Karnataka,Mandya,GEN,K. V. Shankaragowda,M,JNP,319176,S. M. Krishna,M,INC,198780,120396,1984
172,Karnataka,Chamarajanagar,SC,V. Sreenivasa Prasad,M,INC,240665,G. N. Malleshaiah,M,JNP,160012,80653,1984
173,Karnataka,Mysore,GEN,Srikantadatta Narasimharaja Wadiyar,M,INC,247754,K. P. Shanthamurthy,M,IND,183144,64610,1984
174,Karnataka,Dakshina Kannada,GEN,Janardhana Poojary,M,INC,299490,K. Rama Bhat,M,BJP,180091,119399,1984
175,Karnataka,Udupi,GEN,Oscar Fernandes,M,INC,287412,K. S. Hegde,M,BJP,145076,142336,1984
176,Karnataka,Hassan,GEN,H. N. Nanjegowda,M,INC,265488,K. B. Mallappa,M,JNP,233519,31969,1984
177,Karnataka,Chikmagalur,GEN,D. K. Taradevi,F,INC,268912,B. K. Sundaresh,M,CPI,128872,140040,1984
178,Karnataka,Shimoga,GEN,T. V. Chandrashekarappa,M,INC,299038,D. G. Shivannagowda,M,BJP,175364,123674,1984
179,Karnataka,Uttara Kannada,GEN,G. Devaray Naik,M,INC,237064,G. S. Hegde Ajjibal,M,JNP,187866,49198,1984
180,Karnataka,Dharwad North,GEN,Naikar Dyamappa Kallappa,M,INC,229865,S. I. Shettar,M,JNP,185014,44851,1984
181,Karnataka,Dharwad South,GEN,Azeez Sait,M,INC,257834,Abdul Nairsab,M,JNP,200227,57607,1984
182,Karnataka,Belgaum,GEN,Sidnal Shanmukhappa Basappa,M,INC,202506,Appayyagouda Basagouda Patil,M,JNP,166966,35540,1984
183,Karnataka,Chikkodi,SC,B. Shankaranad,M,INC,228030,Annappa Kallappa Rayannavar,M,JNP,224385,3645,1984
184,Karnataka,Bagalkot,GEN,Patil Hanmantagouda Bhimanagouda,M,INC,234955,Nadagouda Mallangagouda Pravatagouda,M,JNP,224443,10512,1984
185,Karnataka,Bijapur,GEN,Guraddi Shivashankareppa Mallappa,M,JNP,206737,Choudhari Rayagondappa Bhimanna,M,INC,204318,2419,1984
186,Kerala,Kasaragod,GEN,I. Rama Rai,M,INC,262904,Balanandan,M,CPI,251535,11369,1984
187,Kerala,Kannur,GEN,Muliappalli Ramachandran,M,INC,288791,Pattiam Rajan,M,CPI,263738,25053,1984
188,Kerala,Badagara,GEN,K. P. Unnikrishnan,M,INC,270416,K. M. Radhakrishnan,M,IND,259437,10979,1984
189,Kerala,Kozhikode,GEN,K. G. Adiyodi,M,INC,278216,Moideenkutty Haji (Bavae Haji),M,IML,224155,54061,1984
190,Kerala,Manjeri,GEN,Ebrahim Sulaman Sait,M,MUL,287538,E. K. Imbichi Bava,M,CPI,216363,71175,1984
191,Kerala,Ponnani,GEN,G. M. Banatwalla,M,MUL,288216,Koladi Govindankutty,M,CPI,185890,102326,1984
192,Kerala,Palakkad,GEN,V. S. Vijayaraghavan,M,INC,287170,T. Sivadasa Menon,M,CPI,249017,38153,1984
193,Kerala,Ottapalam,SC,K. R. Narayanan,M,INC,290177,A. K. Balan,M,CPI,234607,55570,1984
194,Kerala,Thrissur,GEN,P. A. Antony,M,INC,268683,V. V. Raghavan,M,CPI,217393,51290,1984
195,Kerala,Mukundapuram,GEN,K. Mohandas,M,KCJ,290594,M. M. Lawrence,M,CPI,246209,44385,1984
196,Kerala,Ernakulam,GEN,K. V. Thomas,M,INC,277374,A. A. Kochunny Master,M,INC,207050,70324,1984
197,Kerala,Muvattupuzha,GEN,George Joseph Mundakkal (Baby),M,KCJ,307519,P. P. Esthose,M,CPI,199319,108200,1984
198,Kerala,Kottayam,GEN,Suresh Kurup,M,CPI,264444,Skaria Thomas,M,KEC,258591,5853,1984
199,Kerala,Idukki,GEN,P. J. Kurian,M,INC,308056,C. A. Kurian,M,CPI,177432,130624,1984
200,Kerala,Alappuzha,GEN,Vakkon Purushothaman,M,INC,303732,Suseela Gopalan,F,CPI,265968,37764,1984
201,Kerala,Mavelikkara,GEN,Thampan Thomas,M,JNP,232339,T. N. Upendranatha Kurup,M,IND,231052,1287,1984
202,Kerala,Adoor,SC,K. K. Kunhambu,M,INC,273463,P. K. Raghavan,M,CPI,222491,50972,1984
203,Kerala,Kollam,GEN,S. Krishna Kumar,M,INC,279728,R. S. Unni,M,IND,259371,20357,1984
204,Kerala,Chirayinkil,GEN,Thalekkunnil Basheer,M,INC,266230,K. Sudhakaran,M,CPI,234765,31465,1984
205,Kerala,Thiruvananthapuram,GEN,A. Charles,M,INC,239791,A. Neela Lohithadasan Nadar,M,LKD,186353,53438,1984
206,Madhya Pradesh,Morena,SC,Kammodilal Jatav,M,INC,157683,Munsilal,M,BJP,136115,21568,1984
207,Madhya Pradesh,Bhind,GEN,Krishna Singh,M,INC,194160,Vasundhara Raje,F,BJP,106757,87403,1984
208,Madhya Pradesh,Gwalior,GEN,Madhavrao Jiwajirao Scindia,M,INC,307735,Atal Behari,M,BJP,132141,175594,1984
