,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
24,24,Andhra Pradesh,25,Anantapur,GEN,Anantha Venkatarami Reddy,M,INC,320474,K.Ramakrishna,M,CPI,238076,82398,1998
25,25,Andhra Pradesh,26,Kurnool,GEN,Kotla Vijaya Bhaskara Reddy,M,INC,368044,K.E.Krishnamurthy,M,TDP,355208,12836,1998
26,26,Andhra Pradesh,27,Nandyal,GEN,Bhuma Nagi Reddy,M,TDP,338100,Gangula Prathapa Reddy,M,INC,333450,4650,1998
27,27,Andhra Pradesh,28,Nagarkurnool,SC,Dr.Mallu Ravi,M,INC,329127,Dr. Manda Jagannath,M,TDP,309452,19675,1998
28,28,Andhra Pradesh,29,Mahabubnagar,GEN,S.Jaipal Reddy,M,JD,278302,Dr. Mallikarjun,M,INC,255661,22641,1998
29,29,Andhra Pradesh,30,Hyderabad,GEN,Sultan Salahuddin Owaisi,M,AIMIM,485785,Baddam Bal Reddy,M,BJP,414173,71612,1998
30,30,Andhra Pradesh,31,Secunderabad,GEN,Bandaru Dattatreya,M,BJP,438586,P.V.Rajeswar Rao,M,INC,252676,185910,1998
31,31,Andhra Pradesh,32,Siddipet,SC,Malyala Rajaiah,M,TDP,348194,Yellaiah Nandi,M,INC,337169,11025,1998
32,32,Andhra Pradesh,33,Medak,GEN,M.Baga Reddy,M,INC,269122,Ale Narendra,M,BJP,252642,16480,1998
33,33,Andhra Pradesh,34,Nizamabad,GEN,Gangareddy Gaddam,M,TDP,281851,Atmacharan Reddy Gaddam,M,BJP,249095,32756,1998
34,34,Andhra Pradesh,35,Adilabad,GEN,Dr.S.Venugopala Chary,M,TDP,291168,Allola Indrakaran Reddy,M,INC,257634,33534,1998
35,35,Andhra Pradesh,36,Peddapalli,SC,C. Suguna Kumari,F,TDP,322801,G.Venkata Swamy,M,INC,316627,6174,1998
36,36,Andhra Pradesh,37,Karimnagar,GEN,Chennamaneni Vidyasagar Rao,M,BJP,329030,Lgandula Ramana,M,TDP,233033,95997,1998
37,37,Andhra Pradesh,38,Hanamkonda,GEN,Chada Suresh Reddy,M,TDP,287277,Kamaluddin Ahmed M.,M,INC,241786,45491,1998
38,38,Andhra Pradesh,39,Warangal,GEN,Azmeera Chandulal,M,TDP,323093,Dr. T. Kalpana Devi,M,INC,298292,24801,1998
39,39,Andhra Pradesh,40,Khammam,GEN,Nadendla Bhaskar Rao,M,INC,363747,Thammineni Veerabhadram,M,CPM,352083,11664,1998
40,40,Andhra Pradesh,41,Nalgonda,GEN,Suravaram Sudhakar Reddy,M,CPI,314983,Hanumanthrao.V,M,INC,290528,24455,1998
41,41,Andhra Pradesh,42,Miryalguda,GEN,Baddam Narsimha Reddy,M,INC,334183,Cherupalli Seeta Ramulu,M,CPM,319685,14498,1998
42,42,Arunachal Pradesh,1,Arunachal West,GEN,Omak Apang,M,AC,104041,Jarbom Gamlin,M,INC,58936,45105,1998
43,43,Arunachal Pradesh,2,Arunachal East,GEN,Wangcha Rajkumar,M,AC,68455,Sotai Kri,M,BJP,41018,27437,1998
44,44,Assam,1,Karimganj,SC,Nepal Chandra Das,M,INC,288643,Swapan Kumar Das,M,BJP,278175,10468,1998
45,45,Assam,2,Silchar,GEN,Kabindra Purkayastha,M,BJP,230747,Santosh Mohan Dev,M,INC,210807,19940,1998
46,46,Assam,3,Autonomous District,ST,Dr. Jayanta Rongpi,M,ASDC,184241,Biren Singh Engti,M,INC,79377,104864,1998
47,47,Assam,4,Dhubri,GEN,Abdul Hamid,M,INC,374625,Dr. Pannalal Oswal,M,BJP,180987,193638,1998
48,48,Assam,5,Kokrajhar,ST,Sansuma Khunggur Bwiswmuthiary,M,IND,192975,Theodor Kisku Rapaz,M,URMCA,151543,41432,1998
49,49,Assam,6,Barpeta,GEN,A.F.Golam Osmani,M,UMFA,357759,Manjushree Pathak,M,BJP,133297,224462,1998
50,50,Assam,7,Gauhati,GEN,Bhubaneswar Kalita,M,INC,285482,Manoranjan Goswami,M,BJP,157309,128173,1998
51,51,Assam,8,Mangaldoi,GEN,Madhab Rajbangshi,M,INC,278591,Munindra Singha Lahkar,M,BJP,148014,130577,1998
52,52,Assam,9,Tezpur,GEN,Moni Kumar Subba,M,INC,286372,Iswar Prasanna Hazarika,M,BJP,156023,130349,1998
53,53,Assam,10,Nowgong,GEN,Nripen Goswami,M,INC,267448,Rajen Gohain,M,BJP,229664,37784,1998
54,54,Assam,11,Kaliabor,GEN,Tarun Gogoi,M,INC,383822,Keshab Mahanta,M,AGP,151487,232335,1998
55,55,Assam,12,Jorhat,GEN,Bijoy Krishna Handique,M,INC,216406,Deba Kumar Bora,M,AGP,54397,162009,1998
56,56,Assam,13,Dibrugarh,GEN,Paban Singh Ghatowar,M,INC,234195,Ajit Chaliha,M,BJP,93073,141122,1998
57,57,Assam,14,Lakhimpur,GEN,Ranee Narah,F,INC,268794,Dr. Arun Kumar Sarma,M,AGP,148012,120782,1998
58,58,Bihar,1,Bagaha,SC,Mahendra Baitha,M,SAP,231919,Purnamasi Ram,M,JD,186176,45743,1998
59,59,Bihar,2,Bettiah,GEN,Dr.Madan Prasad Jaiswal,M,BJP,301388,Motiurrahman,M,RJD,259487,41901,1998
60,60,Bihar,3,Motihari,GEN,Rama Devi,F,RJD,274272,Radha Mohan Singh,M,BJP,186198,88074,1998
61,61,Bihar,4,Gopalganj,GEN,Abdul Ghafoor,M,SAP,322012,Lal Babu Pd. Yadav,M,RJD,253407,68605,1998
62,62,Bihar,5,Siwan,GEN,M.Sahabuddin,M,RJD,327341,Vijay Shankar Dubey,M,BJP,206857,120484,1998
63,63,Bihar,6,Maharajganj,GEN,Prabhunath Singh,M,SAP,360265,Mahachandra Prasad Singh,M,INC,154712,205553,1998
64,64,Bihar,7,Chapra,GEN,Heera Lal Rai,M,RJD,331591,Rajeev Pratap Rudy,M,BJP,322264,9327,1998
65,65,Bihar,8,Hajipur,SC,Ram Vilas Paswan,M,JD,486350,Ram Sunder Das,M,SJP(R),308789,177561,1998
66,66,Bihar,9,Vaishali,GEN,Raghuvansh Prasad Singh,M,RJD,322101,Brishim Patel,M,SAP,280607,41494,1998
67,67,Bihar,10,Muzaffarpur,GEN,Captain Jai Na. Pd. Nishad,M,RJD,319996,Harendra Kumar,M,SAP,298073,21923,1998
68,68,Bihar,11,Sitamarhi,GEN,Sita Ram Yadav,M,RJD,277898,Nawal Kishore Rai,M,JD,254389,23509,1998
69,69,Bihar,12,Sheohar,GEN,Anand Mohan,M,AIRJP,289830,Hari Kishore Singh,M,SAP,196686,93144,1998
70,70,Bihar,13,Madhubani,GEN,Dr.Shakeel Ahmad,M,INC,285029,Hukumdeo Narayan Yadav,M,BJP,268544,16485,1998
71,71,Bihar,14,Jhanjharpur,GEN,Surendra Prasad Yadav,M,RJD,260700,Jagdish N. Choudhary,M,SAP,223432,37268,1998
72,72,Bihar,15,Darbhanga,GEN,Md.Ali Asharaf Fatmi,M,RJD,315503,Tara Kant Jha,M,BJP,279395,36108,1998
73,73,Bihar,16,Rosera,SC,Pitambar Paswan,M,RJD,260492,Ram Sewak Hazari,M,SAP,217211,43281,1998
74,74,Bihar,17,Samastipur,GEN,Ajit Kumar Mehta,M,RJD,301099,Ashok Singh,M,SAP,263445,37654,1998
75,75,Bihar,18,Barh,GEN,Nitish Kumar,M,SAP,356836,Vijoy Krishna,M,RJD,341646,15190,1998
76,76,Bihar,19,Balia,GEN,Rajbanshi Mahto,M,RJD,240119,Shatraghna Pd. Singh,M,CPI,187635,52484,1998
77,77,Bihar,20,Saharsa,GEN,Anuplal Yadav,M,RJD,259961,Dinesh Chandra Yadav,M,JD,205793,54168,1998
78,78,Bihar,21,Madhepura,GEN,Lalu Prasad,M,RJD,297686,Sharad Yadav,M,JD,245703,51983,1998
79,79,Bihar,22,Araria,SC,Ramje Das Rishideo,M,BJP,309233,Geeta Devi,M,RJD,275296,33937,1998
80,80,Bihar,23,Kishanganj,GEN,Taslim Uddin,M,RJD,236744,Asrarul Haque,M,SP,230256,6488,1998
81,81,Bihar,24,Purnia,GEN,Jay Krishna Mandal,M,BJP,265096,Rajesh Ranjan,M,SP,229279,35817,1998
82,82,Bihar,25,Katihar,GEN,Tariq Anawar,M,INC,337360,Nikhil Kumar Choudhary,M,BJP,316923,20437,1998
83,83,Bihar,26,Rajmahal,ST,Som Marandi,M,BJP,198889,Thomas Hansda,M,INC,198880,9,1998
84,84,Bihar,27,Dumka,ST,Babu Lal Marandi,M,BJP,277334,Shibu Soren,M,JMM,264778,12556,1998
85,85,Bihar,28,Godda,GEN,Jagdambi Prasad Yadav,M,BJP,334015,Suraj Mandal,M,JMM,258335,75680,1998
86,86,Bihar,29,Banka,GEN,Digvijay Singh,M,SAP,331660,Giridhari Yadav,M,RJD,320369,11291,1998
87,87,Bihar,30,Bhagalpur,GEN,Prabhas Chandra Tiwari,M,BJP,349463,Chun Chun Prasad Yadav,M,RJD,257616,91847,1998
88,88,Bihar,31,Khagaria,GEN,Shakuni Choudhury,M,SAP,333475,Anil Kumar Yadav,M,RJD,250288,83187,1998
89,89,Bihar,32,Monghyr,GEN,"Bijoy Kumar ""Bijoy""",M,RJD,350583,Brahamanand Mandal,M,SAP,346518,4065,1998
90,90,Bihar,33,Begusarai,GEN,Rajo Singh,M,INC,296475,Krishana Sahi,M,SAP,243568,52907,1998
91,91,Bihar,34,Nalanda,GEN,George Fernandes,M,SAP,444784,Ram Swaroop Prasad,M,RJD,329114,115670,1998
92,92,Bihar,35,Patna,GEN,C.P.Thakur,M,BJP,331860,Ram Kripal Yadav,M,RJD,279254,52606,1998
93,93,Bihar,36,Arrah,GEN,H.P.Singh,M,SAP,286286,Chandra Deo Prasad Verma,M,RJD,228122,58164,1998
94,94,Bihar,37,Buxar,GEN,Lalmuni Chaubey,M,BJP,266961,Udai Pratap Singh,M,RJD,182645,84316,1998
95,95,Bihar,38,Sasaram,SC,Muni Lall,M,BJP,282865,Ram Keshi Prasad,M,RJD,194137,88728,1998
96,96,Bihar,39,Bikramganj,GEN,Bashist Narayan Singh,M,SAP,301789,Kanti Singh,M,RJD,293938,7851,1998
97,97,Bihar,40,Aurangabad,GEN,Sushil Kumar Singh,M,SAP,295449,Virendra Kumar Singh,M,RJD,209156,86293,1998
98,98,Bihar,41,Jahanabad,GEN,Surendra Prasad Yadav,M,RJD,355322,Arun Kumar,M,SAP,296415,58907,1998
99,99,Bihar,42,Nawada,SC,Malti Devi,F,RJD,405495,Kameshwar Paswan,M,BJP,391111,14384,1998
100,100,Bihar,43,Gaya,SC,Krishna Kumar Chaudhary,M,BJP,303225,Bhagwati Devi,M,RJD,265779,37446,1998
101,101,Bihar,44,Chatra,GEN,Dhirendra Agrawal,M,BJP,225086,Nagmani,M,RJD,191711,33375,1998
102,102,Bihar,45,Kodarma,GEN,Ritlal Prasad Verma,M,BJP,280635,Avid Hussain,M,RJD,182724,97911,1998
103,103,Bihar,46,Giridih,GEN,Rabindra Kumar Pandey,M,BJP,285523,Rajendra Prasad Singh,M,INC,216732,68791,1998
104,104,Bihar,47,Dhanbad,GEN,Rita Verma,F,BJP,442590,A.K. Roy,M,MCO,263901,178689,1998
105,105,Bihar,48,Hazaribagh,GEN,Yashwant Sinha,M,BJP,323283,Bhuwaneshwar Pd.Mehta,M,CPI,159777,163506,1998
106,106,Bihar,49,Ranchi,GEN,Ramtahal Choudhary,M,BJP,398022,Keshav Mahto Kamlesh,M,INC,254442,143580,1998
107,107,Bihar,50,Jamshedpur,GEN,Abha Mahato,F,BJP,296686,Russi Modi,M,IND,199253,97433,1998
108,108,Bihar,51,Singhbhum,ST,Vijay Singh Soy,M,INC,186248,Chitrasen Sinku,M,BJP,175418,10830,1998
109,109,Bihar,52,Khunti,ST,Kariya Munda,M,BJP,200406,Sushila Kerketta,M,INC,160457,39949,1998
110,110,Bihar,53,Lohardaga,ST,Indra Nath Bhagat,M,INC,233629,Lalit Oraon,M,BJP,214232,19397,1998
111,111,Bihar,54,Palamu,SC,Braj Mohan Ram,M,BJP,317513,Uday Narayan Chaudhary,M,RJD,236686,80827,1998
112,112,Goa,1,Panaji,GEN,Ravi Sitaram Naik,M,INC,68224,Raut Pandurang Dattaram,M,BJP,67807,417,1998
113,113,Goa,2,Mormugao,GEN,Sardinha Francisco Caetano,M,INC,100090,Angle Ramakant Soiru,M,BJP,92240,7850,1998
114,114,Gujarat,1,Kutch,GEN,Gadhvi Pushpadan Shambhudan,M,BJP,224795,Maheshbhai Thakkar,M,INC,163770,61025,1998
115,115,Gujarat,2,Surendranagar,GEN,Dave Bhavnaben Kardamkumar,F,BJP,268819,Mehta Sanatkumar Maganlal,M,INC,259158,9661,1998
116,116,Gujarat,3,Jamnagar,GEN,Koradia Chandreshbhai Valjibhai  (Chandresh Patel),M,BJP,231124,Ahir Bhikhubhai Varotaria,M,INC,171005,60119,1998
117,117,Gujarat,4,Rajkot,GEN,Dr.Kathiriya Vallabhbhai Ramjibhai,M,BJP,480316,Radadiya Vithalbhai Hansrajbhai,M,AIRJP,126129,354187,1998
118,118,Gujarat,5,Porbandar,GEN,Javiya Gordhanbhai Jadavbhai,M,BJP,257516,Odedara Bharatbhai Maldevji,M,INC,130228,127288,1998
119,119,Gujarat,6,Junagadh,GEN,Chikhaliya Bhavanaben Devrajbhai,F,BJP,318667,Jora Jethalal Ranabhai,M,INC,228356,90311,1998
120,120,Gujarat,7,Amreli,GEN,Dileep Sanghani,M,BJP,264814,Kotadia Manubhai Naranbhai,M,INC,142641,122173,1998
121,121,Gujarat,8,Bhavnagar,GEN,Rana Rajendrasinh Ghanshyamsinh (Rajubhai Rana),M,BJP,289344,Gohil Shaktisinhji Harichandrasinhji,M,INC,210138,79206,1998
122,122,Gujarat,9,Dhandhuka,SC,Varma Ratilal Kalidas,M,BJP,260061,Chavda Motibhai Mavjibhai,M,INC,243666,16395,1998
123,123,Gujarat,10,Ahmedabad,GEN,Harin Pathak,M,BJP,350699,Harubhai Mehta,M,INC,213886,136813,1998
124,124,Gujarat,11,Gandhinagar,GEN,Advani Lalkrishna,M,BJP,541340,P. K. Datta,M,INC,264639,276701,1998
125,125,Gujarat,12,Mehsana,GEN,Dr. A.K.Patel,M,BJP,338368,Mansinh Sursinh Thakor,M,INC,213034,125334,1998
126,126,Gujarat,13,Patan,SC,Kanodiya Maheshkumar Mithabhai,M,BJP,293800,Chavda Mahendrakumar Khemchandbhai,M,AIRJP,164281,129519,1998
127,127,Gujarat,14,Banaskantha,GEN,Chaudhari Haribhai Parathibhai,M,BJP,382714,B.K. Gadhvi,M,INC,297959,84755,1998
128,128,Gujarat,15,Sabarkantha,GEN,Nishaben Amarsinhbhai Chaudhari,F,INC,288752,Kanubhai Ravjibhai Patel,M,BJP,278886,9866,1998
129,129,Gujarat,16,Kapadvanj,GEN,Chauhan Jaysinhji Manshingji,M,BJP,274507,Jagadishbhai Motiji Thakor,M,INC,223213,51294,1998
130,130,Gujarat,17,Dohad,ST,Damor Somjibhai Punjabhai,M,INC,276011,Damor Tersinhbhai Badiabhai,M,BJP,161731,114280,1998
131,131,Gujarat,18,Godhra,GEN,Patel Shantilal Parshotamdas,M,INC,200168,Solanki Gopalsinhjee Gulabsinhjee,M,BJP,160920,39248,1998
132,132,Gujarat,19,Kaira,GEN,Dinsha Patel,M,INC,273372,Chauhan Prabhatsinh Hathisinh,M,BJP,233157,40215,1998
133,133,Gujarat,20,Anand,GEN,Chavda Ishvarbhai Khodabhai,M,INC,337265,Patel Jayprakash Vaghijibhai (Babal Bhai),M,BJP,299209,38056,1998
134,134,Gujarat,21,Chhota Udaipur,ST,Naranbhai Jemalabhai Rathawa,M,INC,279867,Rathawa  Ramsingbhai Patalbhai,M,BJP,218852,61015,1998
135,135,Gujarat,22,Baroda,GEN,Thakkar Jayaben Bharatkumar,F,BJP,387798,Gaekwad Satyajitsinh Duleepsinh,M,INC,335381,52417,1998
136,136,Gujarat,23,Bharuch,GEN,Chandubhai Shanabhai Deshmukh,M,BJP,222981,Kakuji Iqbalbhai Mahammedbhai (Iqbal Kakuji),M,INC,211372,11609,1998
137,137,Gujarat,By Polls (1998),Bharuch,GEN,Mansukhbhai Vasava,M,BJP,263499,Kakuji Iqbalbhai Mohmedbhai (Iqbal Kakuji),M,INC,212011,51488,1998
138,138,Gujarat,24,Surat,GEN,Kashiram Rana,M,BJP,564601,Thakorbhai Naik,M,INC,260579,304022,1998
139,139,Gujarat,25,Mandvi,ST,Gamit Chhitubhai Devjibhai,M,INC,285905,Patel Mansinhbhai Kalyanjibhai,M,BJP,269419,16486,1998
140,140,Gujarat,26,Bulsar,ST,Chaudhari Manibhai Ramjibhai,M,BJP,290312,Uttambhai Harjibhai Patel,M,INC,273036,17276,1998
141,141,Haryana,1,Ambala,SC,Aman Kumar Nagra,M,BSP,273792,Suraj Bhan,M,BJP,270928,2864,1998
142,142,Haryana,2,Kurukshetra,GEN,Kailasho  Devi,F,HLD(R),333387,Kuldip Sharma,M,INC,191867,141520,1998
143,143,Haryana,3,Karnal,GEN,Bhajan Lal,M,INC,327750,I.D. Swami,M,BJP,275689,52061,1998
144,144,Haryana,4,Sonipat,GEN,Kishan Singh,M,HLD(R),290299,Abhey Ram Dahiya,M,HVP,152975,137324,1998
145,145,Haryana,5,Rohtak,GEN,Bhupinder Singh,M,INC,254951,Devi Lal S/O Sh. Lekh Ram,M,HLD(R),254568,383,1998
146,146,Haryana,6,Faridabad,GEN,Ramchander Bainda,M,BJP,304022,Khurshid Ahmad,M,INC,288679,15343,1998
147,147,Haryana,7,Mahendragarh,GEN,Inderjit Singh,M,INC,329126,Col .Ram Singh,M,BJP,260990,68136,1998
148,148,Haryana,8,Bhiwani,GEN,Surender Singh S/O Bansi Lal,M,HVP,361257,Ajay  Singh,M,HLD(R),351546,9711,1998
149,149,Haryana,9,Hisar,GEN,Surender Singh Barwala,M,HLD(R),260271,Om  Parkash Jindal,M,HVP,179780,80491,1998
150,150,Haryana,10,Sirsa,SC,Dr.Sushil Kumar Indora,M,HLD(R),309451,Selja,M,INC,215521,93930,1998
151,151,Himachal Pradesh,1,Shimla,SC,Karishan Datt Sultanpuri,M,INC,307861,Virender Kashyap,M,BJP,265836,42025,1998
152,152,Himachal Pradesh,2,Mandi,GEN,Maheshwar Singh,M,BJP,304210,Smt.Pratibha Singh,M,INC,172378,131832,1998
153,153,Himachal Pradesh,3,Kangra,GEN,Shanta Kumar,M,BJP,334684,Sat Mahajan,M,INC,275449,59235,1998
154,154,Himachal Pradesh,4,Hamirpur,GEN,Suresh Chandel,M,BJP,319631,Maj.Gen.Bikram Singh,M,INC,241722,77909,1998
155,155,Jammu And Kashmir,1,Baramulla,GEN,Professor Saifuddin Soz,M,JKN,131164,Muzaffar Hussain Baig,M,IND,93179,37985,1998
156,156,Jammu And Kashmir,2,Srinagar,GEN,Omar Abdullah,M,JKN,144609,Aga Syed Mohdi,M,INC,73770,70839,1998
157,157,Jammu And Kashmir,3,Anantnag,GEN,Mufti Mohmad Sayeed,M,INC,120444,Mohd. Yusuf Teng,M,JKN,68444,52000,1998
158,158,Jammu And Kashmir,4,Ladakh,GEN,Syed Hussain,M,JKN,62432,Phuntsog Namgyal,M,INC,31875,30557,1998
159,159,Jammu And Kashmir,5,Udhampur,GEN,Prof. Chaman Lal Gupta,M,BJP,250813,Rajinder Singh Chib,M,JKN,169449,81364,1998
160,160,Jammu And Kashmir,6,Jammu,GEN,Vaid Vishno Dutt,M,BJP,336472,Janak Raj Gupta,M,JKN,208571,127901,1998
161,161,Karnataka,1,Bidar,SC,Ramchandra Veerappa,M,BJP,317504,Babu Honna Naik,M,JD,132871,184633,1998
162,162,Karnataka,2,Gulbarga,GEN,Baswaraj Patil Sedam,M,BJP,328982,Qamarul Islam,M,JD,197184,131798,1998
163,163,Karnataka,3,Raichur,GEN,A.Venkatesh Naik,M,INC,264187,Raja Rangappa Naik,M,JD,185909,78278,1998
164,164,Karnataka,4,Koppal,GEN,H.G.Ramulu,M,INC,289681,Basavaraj Rayareddy,M,JD,206559,83122,1998
165,165,Karnataka,5,Bellary,GEN,K.C.Kondaiah,M,INC,284909,N.Thippanna,M,LS,221171,63738,1998
166,166,Karnataka,6,Davanagere,GEN,Shamanur Shiva Shankarappa,M,INC,343704,G.Mallikarjunappa,M,BJP,332372,11332,1998
167,167,Karnataka,7,Chitradurga,GEN,C.P.Mudala Giriyappa,M,INC,321930,P.Kodandaramaiah,M,LS,263609,58321,1998
168,168,Karnataka,8,Tumkur,GEN,S.Mallikarjunaiah,M,BJP,327312,R.Narayana,M,INC,256125,71187,1998
169,169,Karnataka,9,Chikkaballapur,GEN,R.L.Jalappa,M,INC,360761,C.Byre Gowda,M,JD,233706,127055,1998
170,170,Karnataka,10,Kolar,SC,K.H.Muniyappa,M,INC,304261,Balaji Channaiah,M,JD,226289,77972,1998
171,171,Karnataka,11,Kanakapura,GEN,M.Srinivas,M,BJP,470387,Dr.D.Premachandra Sagar,M,INC,453946,16441,1998
172,172,Karnataka,12,Bangalore North,GEN,C.K.Jaffer Sharief,M,INC,399582,Dr. Jeevaraj Alva,M,LS,327135,72447,1998
173,173,Karnataka,13,Bangalore South,GEN,Ananth Kumar,M,BJP,429648,D.P.Sharma,M,INC,249601,180047,1998
174,174,Karnataka,14,Mandya,GEN,Ambareesh,M,JD,431439,G.Made Gowda,M,INC,250916,180523,1998
175,175,Karnataka,15,Chamarajanagar,SC,Siddaraju. A.,M,JD,340490,Sreenivasa Prasad. V.,M,INC,270175,70315,1998
176,176,Karnataka,16,Mysore,GEN,C.H.Vijayashankar,M,BJP,355846,S.Chikkamadu,M,INC,252822,103024,1998
177,177,Karnataka,17,Mangalore,GEN,V.Dhananjaya Kumar,M,BJP,341362,Janardhana Poojary,M,INC,334455,6907,1998
178,178,Karnataka,18,Udupi,GEN,I.M.Jayarama Shetty,M,BJP,341466,Oscar Fernandes,M,INC,284898,56568,1998
179,179,Karnataka,19,Hassan,GEN,H.D.Devegowda,M,JD,336407,H.C.Sreekantaiah,M,INC,304753,31654,1998
180,180,Karnataka,20,Chikmagalur,GEN,Sreekantappa  D.C.,M,BJP,316137,M.Veerappa Moily,M,INC,263641,52496,1998
181,181,Karnataka,21,Shimoga,GEN,Ayanoor Manjunath,M,BJP,352277,D.B.Chandre Gowda,M,INC,192370,159907,1998
182,182,Karnataka,22,Kanara,GEN,Anant Kumar,M,BJP,363051,Alva Margret,M,INC,276004,87047,1998
183,183,Karnataka,23,Dharwad South,GEN,B.M.Menasinakai,M,LS,328333,Prof. I.G.Sanadi,M,INC,241371,86962,1998
184,184,Karnataka,24,Dharwad North,GEN,Vijay Sankeshwar,M,BJP,339660,D.K.Naikar,M,INC,210459,129201,1998
185,185,Karnataka,25,Belgaum,GEN,Babagouda Rudragouda Patil,M,BJP,327891,S.B.Sidnal,M,INC,230834,97057,1998
186,186,Karnataka,26,Chikkodi,SC,Jigajinagi Ramesh Chandappa,M,LS,359760,B.Shankaranand,M,INC,228522,131238,1998
187,187,Karnataka,27,Bagalkot,GEN,Ajaykumar Sambasadashiv Sarnaik,M,LS,352795,Siddu Nyamagouda,M,INC,269163,83632,1998
188,188,Karnataka,28,Bijapur,GEN,Patil Mallanagouda Basanagouda,M,INC,261623,Patil Basanagouda Linganagouda,M,BJP,208801,52822,1998
189,189,Kerala,1,Kasaragod,GEN,T. Govindan,M,CPM,395910,Khader Mangad,M,INC,347670,48240,1998
190,190,Kerala,2,Cannanore,GEN,Mullappally Ramachandran,M,INC,380465,A.C.Shanmukha Das,M,IND,378285,2180,1998
191,191,Kerala,3,Badagara,GEN,A.K. Premajam,F,CPM,407876,P.M. Suresh Babu,M,INC,348715,59161,1998
