,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
17,17,Andhra Pradesh,18,Ongole,GEN,Rajamohana Reddy Mekapati,M,INC,396282,Narayanaswamy Katuri,M,TDP,298912,97370,1989
18,18,Andhra Pradesh,19,Nellore,SC,Putchalapalli Penchalaiah,M,INC,377602,M.Nagabhushanamma,F,TDP,305763,71839,1989
19,19,Andhra Pradesh,20,Tirupati,SC,Chinta Mohan,M,INC,406057,M.Muragaiah,M,TDP,333557,72500,1989
20,20,Andhra Pradesh,21,Chittoor,GEN,Gnanendra Reddy,M,INC,390786,N.Rangaswamy,M,TDP,308278,82508,1989
21,21,Andhra Pradesh,22,Rajampet,GEN,Annaiahgari Sai Prathap,M,INC,340796,Ramachandraiah C.,M,TDP,302373,38423,1989
22,22,Andhra Pradesh,23,Kadapa,GEN,Y.S.Rajasekhar Reddy,M,INC,480524,M.V.Ramana Reddy,M,TDP,313772,166752,1989
23,23,Andhra Pradesh,24,Hindupur,GEN,S.Gangadhara,M,INC,327512,K.Rameschandra Reddy,M,TDP,325344,2168,1989
24,24,Andhra Pradesh,25,Anantapur,GEN,Anantha Venkata Reddy,M,INC,349685,G. Ramanna Chowdary,M,TDP,290203,59482,1989
25,25,Andhra Pradesh,26,Kurnool,GEN,Kotla Vijay Bhaskara Reddy,M,INC,363955,Erasu Ayyapu Reddy,M,TDP,253537,110418,1989
26,26,Andhra Pradesh,27,Nandyal,GEN,Bojja Venkata Reddy,M,INC,370097,Madduru Subba Reddy,M,TDP,313835,56262,1989
27,27,Andhra Pradesh,28,Nagarkurnool,SC,Anatha Ramulu Mullu,M,INC,363026,V.Tulassi Ram,M,TDP,291852,71174,1989
28,28,Andhra Pradesh,29,Mahabubnagar,GEN,Mallikarjun,M,INC,335762,Jayapal Reddy,M,JD,265984,69778,1989
29,29,Andhra Pradesh,30,Hyderabad,GEN,Sultan Salahuddin Owaisi,M,MIM,403625,Teegala Krishana Reddy,M,TDP,270547,133078,1989
30,30,Andhra Pradesh,31,Secunderabad,GEN,T.Manemma,F,INC,348491,P.Babul Reddy,M,JD,200890,147601,1989
31,31,Andhra Pradesh,32,Siddipet,SC,Yellaiah Nandi,M,INC,378172,G.Vijaya Rama Rao,M,TDP,291335,86837,1989
32,32,Andhra Pradesh,33,Medak,GEN,Bagareddy M.,M,INC,383586,P.Manik Reddy,M,TDP,287490,96096,1989
33,33,Andhra Pradesh,34,Nizamabad,GEN,Taduri Bala Goud,M,INC,294340,P.Srinivas Reddy,M,TDP,270241,24099,1989
34,34,Andhra Pradesh,35,Adilabad,GEN,P.Narasa Reddy,M,INC,290072,C.Madhava Reddy,M,TDP,245707,44365,1989
35,35,Andhra Pradesh,36,Peddapalli,SC,G.Venkat Swamy,M,INC,320628,Gotte Bhoopathy,M,TDP,289993,30635,1989
36,36,Andhra Pradesh,37,Karimnagar,GEN,Chokka Rao Juvvadi,M,INC,284200,Anand Rao Chalimeda,M,TDP,249008,35192,1989
37,37,Andhra Pradesh,38,Hanamkonda,GEN,Kamaluddin Ahmed,M,INC,310079,Janga Reddy Chanduptla,M,BJP,246736,63343,1989
38,38,Andhra Pradesh,39,Warangal,GEN,Janga Reddy Chanduptla,M,INC,311810,Kalpana Devi Tourtreddy,F,TDP,257689,54121,1989
39,39,Andhra Pradesh,40,Khammam,GEN,Jalagam Vengal Rao,M,INC,388461,Radhakrishna Murthy Yelamanchili,M,CPM,329209,59252,1989
40,40,Andhra Pradesh,41,Nalgonda,GEN,Chalilam Srinivasa Rao,M,INC,357733,Rama Sharma Boddupally,M,CPI,315883,41850,1989
41,41,Andhra Pradesh,42,Miryalguda,GEN,B.N.Reddy,M,INC,396615,Narsimha Reddy Bheemireddy,M,CPM,361620,34995,1989
42,42,Arunachal Pradesh,1,Arunachal West,GEN,Prem Khandu Thungon,M,INC,63247,Tomo Riba,M,PPA,55501,7746,1989
43,43,Arunachal Pradesh,2,Arunachal East,GEN,Laeta Umbrey,M,INC,73294,L. Wanglat,M,PPA,40680,32614,1989
44,44,Bihar,1,Bagaha,SC,Mahendra Baitha,M,JD,232362,Bholarai,M,INC,144330,88032,1989
45,45,Bihar,2,Bettiah,GEN,Dharmesh Prassad Verma,M,JD,209009,Abdul Mogani Kaifi,M,CPI,160661,48348,1989
46,46,Bihar,3,Motihari,GEN,Radha Mohan Singh,M,BJP,253292,Kamala Mishra Madhukar,M,CPI,175181,78111,1989
47,47,Bihar,4,Gopalganj,GEN,Rajmangal Mishra,M,JD,429563,Kali Prasad Panday,M,INC,235642,193921,1989
48,48,Bihar,5,Siwan,GEN,Janardan Tiwari,M,BJP,334637,Abdul Gaffur,M,INC,175686,158951,1989
49,49,Bihar,6,Maharajganj,GEN,Chanrasbekhar,M,JD,382488,Krishna Pratap,M,INC,165170,217318,1989
50,50,Bihar,7,Saran,GEN,Laloo Prassad,M,JD,333897,Tajiv Ranjan Singh,M,JNP(JP),192015,141882,1989
51,51,Bihar,8,Hajipur,SC,Ram Vilas Paswan,M,JD,615129,Mahabir Paswan,M,INC,110681,504448,1989
52,52,Bihar,9,Vaishali,GEN,Usha Singh,F,JD,441514,Kishori Sinha,F,INC,228297,213217,1989
53,53,Bihar,10,Muzaffarpur,GEN,George Farnandes,M,JD,492615,Laliteshwar Pd. Sahi,M,INC,207605,285010,1989
54,54,Bihar,11,Sitamarhi,GEN,Hukumdeo Narayan Yadav,M,JD,335796,Nagendra Pd. Yadav,M,INC,164935,170861,1989
55,55,Bihar,12,Sheohar,GEN,Hari Kishor Singh,M,JD,463687,Madhureendra Kumar Singh,M,INC,149212,314475,1989
56,56,Bihar,13,Madhubani,GEN,Bhogendra Jha,M,CPI,275858,A. Hannan An.,M,INC,134492,141366,1989
57,57,Bihar,14,Jhanjharpur,GEN,Devandra Prassad Yadav,M,JD,339454,Gauri Sankar Rajhans,M,INC,180118,159336,1989
58,58,Bihar,15,Darbhanga,GEN,Shakeeul Rahman,M,JD,356894,Nagendra Jha (Baghant),M,INC,278437,78457,1989
59,59,Bihar,16,Rosera,SC,Dashai Chaudhary,M,JD,394291,Ram Bhagat Paswan,M,INC,189804,204487,1989
60,60,Bihar,17,Samastipur,GEN,Manjai Lal,M,JD,451477,Ramdeo Rai,M,INC,213796,237681,1989
61,61,Bihar,18,Barh,GEN,Nitish Kumar,M,JD,368972,Ramlakhan Singh Yadav,M,INC,290625,78347,1989
62,62,Bihar,19,Balia,GEN,Suryanarayan Singh,M,CPI,324353,Chandra Bhatu Devi,F,INC,162904,161449,1989
63,63,Bihar,20,Saharsa,GEN,Surya Nr. Yadav,M,JD,502662,Cjandra Kishore Pathak,M,INC,225581,277081,1989
64,64,Bihar,21,Madhepura,GEN,Ramesh Kumar Yadav Ravi,M,JD,451856,Mahavir Prasad,M,INC,158908,292948,1989
65,65,Bihar,22,Araria,SC,Sukdeo Paswan,M,JD,245693,Dumar Lal Bhitha,M,INC,173038,72655,1989
66,66,Bihar,23,Kishanganj,GEN,M.J.Akbar,M,INC,178556,Asrarul Haque,M,IND,152565,25991,1989
67,67,Bihar,24,Purnia,GEN,Taslimudin,M,JD,177159,Ajit Sarkar,M,CPM,122602,54557,1989
68,68,Bihar,25,Katihar,GEN,Yuvarj,M,JD,338782,Tarique Anwar,M,INC,235604,103178,1989
69,69,Bihar,26,Rajmahal,ST,Simon Marandi,M,JMM,265332,Jai Kumar Tudu,M,IND,98917,166415,1989
70,70,Bihar,27,Dumka,ST,Shibu Sohan,M,JMM,247502,Prithwi Chandkishu,M,INC,137901,109601,1989
71,71,Bihar,28,Godda,GEN,Janardhan Yadav,M,BJP,308134,Suraj Mandal,M,JMM,126701,181433,1989
72,72,Bihar,29,Banka,GEN,Pratap Singh,M,JD,369771,Manorman Singh,F,INC,153156,216615,1989
73,73,Bihar,30,Bhagalpur,ST,Chun Chun Prasad Yadav,M,JD,547723,Bhagwad Jha Azad,M,INC,112325,435398,1989
74,74,Bihar,31,Khagaria,GEN,Ram Sharan Yadav,M,JD,300774,Satish Pd. Singh,M,INC,164252,136522,1989
75,75,Bihar,32,Monghyr,GEN,Dhanraj Singh,M,JD,279533,Devendra Prasad Yadav,M,INC,224347,55186,1989
76,76,Bihar,33,Begusarai,GEN,Lalit Vijay Singh,M,JD,333570,Krishna Sahi,F,INC,258849,74721,1989
77,77,Bihar,34,Nalanda,GEN,Ram Saroop Prasad,M,INC,256349,Vijoy Kumar Yadav,M,CPI,245137,11212,1989
78,78,Bihar,35,Patna,GEN,Shailendra Nath Srivastava,M,BJP,187666,C.P.Thakur,M,INC,166073,21593,1989
79,79,Bihar,36,Arrah,GEN,Rameshwar Prasad,M,IPF,178211,Tulsi Singh,M,JD,161771,16440,1989
80,80,Bihar,37,Buxar,GEN,Tej Narain Singh,M,CPI,212596,Kamal Singh,M,BJP,175274,37322,1989
81,81,Bihar,38,Sasaram,SC,Chhedi Paswan,M,JD,306615,Meera Kumar,F,INC,192959,113656,1989
82,82,Bihar,39,Bikramganj,GEN,Ram Parsad Singh,M,JD,219941,Tapeshwar Singh,M,INC,93948,125993,1989
83,83,Bihar,40,Aurangabad,GEN,Ram Naresh Singh,M,JD,269493,Shyama Singh,F,INC,212411,57082,1989
84,84,Bihar,41,Jahanabad,GEN,Ramashray Prasad Singh,M,CPI,286800,Shyamnandan Mishra,M,INC,213899,72901,1989
85,85,Bihar,42,Nawada,GEN,Prem Pardeep,M,CPM,310370,Kamaswar Paswan,M,BJP,160768,149602,1989
86,86,Bihar,43,Gaya,SC,Inswar Chaudhary,M,JD,390200,Janki Paswan,M,CPI,137277,252923,1989
87,87,Bihar,44,Chatra,GEN,Upender Nath Verma,M,JD,224839,Yogehswar Parsad Yogesh,M,INC,147468,77371,1989
88,88,Bihar,45,Kodarma,GEN,Ritlal Prasad Verma,M,BJP,243805,Tilakdhari Prasad Singh,M,INC,141511,102294,1989
89,89,Bihar,46,Giridih,GEN,Ram Das Singh,M,BJP,164573,Binod Bihari Mahto,M,IND,156391,8182,1989
90,90,Bihar,47,Dhanbad,GEN,A.K.Roy,M,M-COR,247013,Samresh Singh,M,BJP,233442,13571,1989
91,91,Bihar,48,Hazaribagh,GEN,Yadunath Pandey,M,BJP,233060,Bhuneshwar Pd. Mehta,M,CPI,189641,43419,1989
92,92,Bihar,49,Ranchi,GEN,Subodh Kant Sahay,M,JD,163919,Ram Tahal Choudhary,M,BJP,148933,14986,1989
93,93,Bihar,50,Jamshedpur,GEN,Shailendra Mahto,M,JMM,140006,Chandan Bagchi,M,INC,131122,8884,1989
94,94,Bihar,51,Singhbhum,ST,Bagua Samburi,M,INC,84591,Mangal Singh Lamaye,M,JD,64612,19979,1989
95,95,Bihar,52,Khunti,ST,Karia Munda,M,BJP,110580,Miral Enem Horo,M,JKD,106795,3785,1989
96,96,Bihar,53,Lohardaga,ST,Sumati Oraon,F,INC,148320,Lalit Oraon,M,BJP,109248,39072,1989
97,97,Bihar,54,Palamu,SC,Jaorwar Ram,M,JD,142573,Ram Deo Ram,M,BJP,109177,33396,1989
98,98,Goa,1,Panaji,GEN,Gopal Mayokar,M,MAG,116392,Shantaram L. Naik,M,INC,100555,15837,1989
99,99,Goa,2,South Goa,GEN,Faleiro Edurado Marthinho,M,INC,97545,Rabello Ferdino Assis,M,JD,75479,22066,1989
100,100,Gujarat,1,Kachchh,GEN,Babu Bhai Meghji Shah,M,BJP,228394,Usha Raghavji Thaker,F,INC,146830,81564,1989
101,101,Gujarat,2,Surendranagar,GEN,Koli Patel Somabhai Gandabhi,M,BJP,257344,Digvijayasinhji Pratapsinhji Jhala,M,INC,129671,127673,1989
102,102,Gujarat,3,Jamnagar,GEN,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),M,BJP,182356,Dolatsinh Pratapsinh,M,INC,136782,45574,1989
103,103,Gujarat,4,Rajkot,GEN,Vekaria Shivlal Nagibhai,M,BJP,345185,Ramaben Ramjibhi,F,INC,150759,194426,1989
104,104,Gujarat,5,Porbandar,GEN,Manvar Balvantbhai Bachubhai,M,JD,198058,Bharatbhai Maldevji,M,INC,130689,67369,1989
105,105,Gujarat,6,Junagadh,GEN,Shekhada Govindhhal Kanjibhai,M,JD,270966,Mohanlal Laljibhai,M,INC,162939,108027,1989
106,106,Gujarat,7,Amreli,GEN,Manubhai Kotadiya,M,JD,281279,Navichandra Premananddas,M,INC,161387,119892,1989
107,107,Gujarat,8,Bhavnagar,GEN,Jamod Shashikant Mavjibhai,M,INC,143294,Jadeja Pravinsinhi,M,JD,142742,552,1989
108,108,Gujarat,9,Dhandhuka,SC,Ratilal Kalidas Verma,M,BJP,288301,Narsinhbhai Karsabhai,M,INC,146683,141618,1989
109,109,Gujarat,10,Ahmedabad,GEN,Harin Pathak,M,BJP,334098,Rajput Surendra Kumar Netrapalsinh (Surendra Rajput),M,INC,186741,147357,1989
110,110,Gujarat,11,Gandhinagar,GEN,Veghela Shankarji Laxmanji,M,BJP,495383,Kokila Vayas,F,INC,226891,268492,1989
111,111,Gujarat,12,Mahesana,GEN,A.K.Patel,M,BJP,387797,Chaudhary Motibhai Ranchhodbhai,M,INC,252467,135330,1989
112,112,Gujarat,13,Patan,SC,Chawada Khem Chandbhai Somabhai,M,JD,346562,Yogendra Makwana,M,INC,133508,213054,1989
113,113,Gujarat,14,Banaskantha,GEN,Shah Jayantilal Virchandbhai,M,JD,392636,Gadhvi B.K.,M,INC,142385,250251,1989
114,114,Gujarat,15,Sabarkantha,GEN,Maganbhai Manibhai Patel,M,JD,286947,Tarna Arjunsinh Gurjar,F,INC,183491,103456,1989
115,115,Gujarat,16,Kapadvanj,GEN,Gabhaji Mangaji Thakor,M,BJP,321995,Solanki Natvarsinhji Kesarisinhji,M,INC,165154,156841,1989
116,116,Gujarat,17,Dohad,GEN,Somaibahi Damor,M,INC,168774,Bhabhor Suman Bhai Rangibhai,M,JD,141015,27759,1989
117,117,Gujarat,18,Godhra,GEN,Patel Shantila Purushottamdas,M,JD,229391,Chauhan Prabhatsingh Pratapsinh,M,INC,169018,60373,1989
118,118,Gujarat,19,Kaira,GEN,Chauhan Prabhatsinh Hathisinh,M,JD,331605,Ajitsinhiji Fulsinhiji Dabhi,M,INC,222402,109203,1989
119,119,Gujarat,20,Anand,GEN,Patel Nathubhai Manibhai,M,BJP,313548,Chavda Ishwarbhai Khodbahai,M,INC,243249,70299,1989
120,120,Gujarat,21,Chhota Udaipur,ST,Rahawa Naranbhai Jamalbhai,M,JD,228521,Rathwa Amarsinhbhai Virayabhai,M,INC,207220,21301,1989
121,121,Gujarat,22,Vadodara,GEN,Koko Alias Prakash Kanubhai Brahmbhatt,M,JD,346397,Gaekwad Ranjit Singh Pratapsingh,M,INC,293499,52898,1989
122,122,Gujarat,23,Bharuch,GEN,Deshmukh Chandubhai Shambhai,M,BJP,360381,Ahemadbhai Mahmmadbhai Patel,M,INC,245046,115335,1989
123,123,Gujarat,24,Surat,GEN,Kashiram Rana,M,BJP,428465,C.D.Patel,M,INC,234424,194041,1989
124,124,Gujarat,25,Mandvi,ST,Ghamit Chhitubhai Devibhai,M,INC,225458,Donwala Naranbhai Harjibhai,M,JD,179319,46139,1989
125,125,Gujarat,26,Valsad,ST,Ajunbhai Lallubhai Patel,M,JD,223146,Patel Uttambhai Harjibhai,M,INC,201061,22085,1989
126,126,Haryana,1,Ambala,SC,Ram Parkash,M,INC,264074,Suraj Bhan,M,BJP,241425,22649,1989
127,127,Haryana,2,Kurukshetra,GEN,Gurdial Singh Saini,M,JD,301640,Harpal Singh,M,INC,263452,38188,1989
128,128,Haryana,3,Karnal,GEN,Chiranjit Lal,M,INC,274465,Sushma Swaraj,F,BJP,265792,8673,1989
129,129,Haryana,4,Sonipat,GEN,Kapil Dev,M,JD,308291,Dharampal Singh,M,INC,237287,71004,1989
130,130,Haryana,5,Rohtak,GEN,Devi Lal,M,JD,390243,Hardwari Lal,M,INC,201238,189005,1989
131,131,Haryana,6,Faridabad,GEN,Bhajan Lal,M,INC,404646,Khursid Ahmad Chaudhry,M,JD,273419,131227,1989
132,132,Haryana,7,Bhiwani‑Mahendragarh,GEN,Birender Singh,M,JD,304805,Ram Singh,M,INC,301295,3510,1989
133,133,Haryana,8,Bhiwani‑Mahendragarh,GEN,Bansi Lal,M,INC,357625,Dharambir,M,JD,200295,157330,1989
134,134,Haryana,9,Hisar,GEN,Jai Parkash,M,JD,291073,Virender Singh,M,INC,246394,44679,1989
135,135,Haryana,10,Sirsa,SC,Het Ram,M,JD,304768,Mani Ram,M,INC,266355,38413,1989
136,136,Himachal Pradesh,1,Shimla,SC,Krishan Dutt Sultan Puri,M,INC,201912,Balak Ram,M,BJP,144922,56990,1989
137,137,Himachal Pradesh,2,Mandi,GEN,Maheshwar Singh,M,BJP,234164,Sukh Ram,M,INC,206095,28069,1989
138,138,Himachal Pradesh,3,Kangra,GEN,Shanta Kumar,M,BJP,235147,Chandresh Kumari,F,INC,175943,59204,1989
139,139,Himachal Pradesh,4,Hamirpur,GEN,Thakur Prem Kumar Dhumal,M,BJP,237429,Narianchand Prashar,M,INC,205854,31575,1989
140,140,Jammu And Kashmir,1,Baramulla,GEN,Saif Ud Din Soze,M,JKN,35139,Sheikh Ad. Rahman,M,IND,719,34420,1989
142,142,Jammu And Kashmir,3,Anantnag‑Rajouri,GEN,P.L.Handoo,M,JKN,36055,Abdul Rashid Khan,M,IND,186,35869,1989
143,143,Jammu And Kashmir,4,Ladakh,GEN,Mohd. Hassan,M,IND,45151,Phuntsong Namgyal,M,INC,40612,4539,1989
144,144,Jammu And Kashmir,5,Udhampur,GEN,Dharam Paul,M,INC,127161,Abdul Rehman,M,JD,96351,30810,1989
145,145,Jammu And Kashmir,6,Jammu,GEN,Janak Rai Gupta,M,INC,239701,Rajinder Singh Chib,M,JD,218006,21695,1989
146,146,Karnataka,1,Bidar,SC,Narsingrao Surya Vanshi,M,INC,177828,Prabhudev Kalmath,M,IND,138881,38947,1989
147,147,Karnataka,2,Gulbarga,GEN,B.G.Jawali,M,INC,283796,Abdul Hameed,M,JD,174958,108838,1989
148,148,Karnataka,3,Raichur,GEN,R.Ambanna Naik Dore,M,INC,228065,Nazeer Ahmed Sidsiddiqui,M,JD,139143,88922,1989
149,149,Karnataka,4,Koppal,GEN,Basavaraj Patil,M,JD,317341,H.G.Ramulu,M,INC,294253,23088,1989
150,150,Karnataka,5,Bellary,GEN,Basavarajesweri,F,INC,336337,N.Thippana,M,JD,260252,76085,1989
151,151,Karnataka,6,Davanagere,GEN,Channaiah Odeyar,M,INC,369969,K.G.Maheswarappa,M,JD,293849,76120,1989
152,152,Karnataka,7,Chitradurga,GEN,C.P.Mudalagiriyappa,M,INC,339303,M.Sanna Chikkappa,M,JD,197110,142193,1989
153,153,Karnataka,8,Tumkur,GEN,G.S.Basavaraj,M,INC,376878,Y.K.Ramalah,M,JNP(JP),177740,199138,1989
154,154,Karnataka,9,Chikkaballapur,GEN,V.Krishna Rao,M,INC,367638,Chandrashekara,M,JD,230750,136888,1989
155,155,Karnataka,10,Kolar,SC,Y.Ramakrishna,M,INC,350009,B.Muniyappa,M,JD,217407,132602,1989
156,156,Karnataka,11,Kanakapura,GEN,M.V.Chandrashekhara Murthy,M,INC,472265,C.Narayanaswamy,M,JD,217044,255221,1989
157,157,Karnataka,12,Bangalore North,GEN,C.K.Jaffer Sharieff,M,INC,390460,Lawrence V.Fernandes,M,JD,283336,107124,1989
158,158,Karnataka,13,Bangalore South,GEN,R.Gundu Rao,M,INC,413574,M.Raghupathy,M,JD,173720,239854,1989
159,159,Karnataka,14,Mandya,GEN,G.Made Gowda,M,INC,337024,H.L.Nage Gowda,M,JNP(JP),262135,74889,1989
160,160,Karnataka,15,Chamarajanagar,SC,V.Srinivasa Prasad,M,INC,366922,Devanur Shivamallu,M,JD,213277,153645,1989
161,161,Karnataka,16,Mysore,GEN,Srikantadatta Narasimbharaj Wadeyar,M,INC,384888,D.Mandegowda,M,JNP(JP),135524,249364,1989
162,162,Karnataka,17,Dakshina Kannada,GEN,Janardhana Poojary,M,INC,275672,V.Dhanajaya Kumar,M,BJP,184575,91097,1989
163,163,Karnataka,18,Udupi,GEN,Oscar Pernandes,M,INC,313849,M.Sanjeeva,M,JD,161656,152193,1989
164,164,Karnataka,19,Hassan,GEN,H.C.Srikantaiah,M,INC,403286,H.N.Nanjegowda,M,JNP(JP),214131,189155,1989
165,165,Karnataka,20,Chikmagalur,GEN,D.M.Putte Gowda,M,INC,303195,B.K.Sundaresh,M,CPI,141838,161357,1989
166,166,Karnataka,21,Shimoga,GEN,T.V.Chandrashekarappa,M,INC,269074,M.Kotoji Rao,M,JD,128704,140370,1989
167,167,Karnataka,22,Uttara Kannada,GEN,Devaray Naik G,M,INC,240571,Anant Nag,M,JD,209003,31568,1989
168,168,Karnataka,23,Dharwad South,GEN,Mujahid B.M.,M,INC,339235,B.G.Banakar,M,JD,310587,28648,1989
169,169,Karnataka,24,Dharwad North,GEN,D.K.Naikar,M,INC,276545,Chandrakant Bellad,M,JD,220997,55548,1989
170,170,Karnataka,25,Belgaum,GEN,Sidnal Shanmukappa Bassappa,M,INC,210329,Amar Vasantrao Patil,M,JD,187281,23048,1989
171,171,Karnataka,26,Chikkodi,SC,B.Shankaranand,M,INC,274975,Avinash Datta Katti,M,RPK,213711,61264,1989
172,172,Karnataka,27,Bagalkot,GEN,Patil Subhash Tammannappa,M,INC,306990,Malaghan Sangappa Shivalingappa,M,JD,274752,32238,1989
173,173,Karnataka,28,Bijapur,GEN,Gudadinni Basagondappa Kadappa,M,INC,306050,Shivashankareppa Mallappa Guraddi,M,JD,182717,123333,1989
174,174,Kerala,1,Kasaragod,GEN,M. Rammana Rai,M,CPM,358723,I. Rama Rai,M,INC,357177,1546,1989
175,175,Kerala,2,Kannur,GEN,Mullappally Ramachandran,M,INC,391042,P.Sasi,M,CPM,348638,42404,1989
176,176,Kerala,3,Badagara,GEN,K. P. Unnikrishnan,M,ICS(SCS),370434,A. Sujanapal,M,INC,362225,8209,1989
177,177,Kerala,4,Kozhikode,GEN,K. Muraleedharan,M,INC,377858,E. K. Imbichibava,M,CPM,348901,28957,1989
178,178,Kerala,5,Manjeri,GEN,Ebrahim Sulaiman Sait,M,MUL,401975,K. V. Salahuddin,M,IND,331693,70282,1989
179,179,Kerala,6,Ponnani,GEN,G. M. Banat Walia,M,MUL,378347,M. Rahmathulia,M,CPI,270828,107519,1989
180,180,Kerala,7,Palakkad,GEN,A. Vijayaraghavan,M,CPM,348401,V. S. Vijayaraghavan,M,INC,347115,1286,1989
181,181,Kerala,8,Ottapalam,SC,K. R. Narayanan,M,INC,350683,Lenin Rajendran,M,CPM,324496,26187,1989
182,182,Kerala,9,Thrissur,GEN,P. A. Antony,M,INC,338271,Meenakshy Thampan,F,CPI,332036,6235,1989
183,183,Kerala,10,Mukundapuram,GEN,Savithri Lakshmanan,F,INC,367931,C. O. Poulose Master,M,CPM,349177,18754,1989
184,184,Kerala,11,Ernakulam,GEN,K. V. Thomas,M,INC,385176,P. Subramnoian Poti,M,IND,348711,36465,1989
185,185,Kerala,12,Muvattupuzha,GEN,P. C. Thomas,M,KCM,352191,C. Poulose,M,IND,283380,68811,1989
186,186,Kerala,13,Kottayam,GEN,Ramesh Chennithala,M,INC,384809,Suresh Kurup,M,CPM,331276,53533,1989
187,187,Kerala,14,Idukki,GEN,Palai K. M. Mathew,M,INC,398516,M. C. Josephine,F,CPM,307037,91479,1989
188,188,Kerala,15,Alappuzha,GEN,Vakkom Purushotham,M,INC,375763,K. V. Devadas,M,CPM,350640,25123,1989
189,189,Kerala,16,Mavelikkara,GEN,P. J. Kurien,M,INC,334864,Thampan Thomas,M,JD,277682,57182,1989
190,190,Kerala,17,Adoor,SC,Kodikunnil Suresh,M,INC,343672,N. Rajan,M,CPI,322130,21542,1989
191,191,Kerala,18,Kollam,GEN,S. Krishnakumar,M,INC,386855,Bagu Divakaran,M,RSP,359393,27462,1989
192,192,Kerala,19,Chirayinkil,GEN,Thalekunnil Basheer,M,INC,349068,Susheela Gopalan,F,CPM,343938,5130,1989
193,193,Kerala,20,Thiruvananthapuram,GEN,A. Charles,M,INC,367825,O. N. V. Kurup,M,IND,316912,50913,1989
194,194,Madhya Pradesh,1,Morena,SC,Chhaviram,M,BJP,209381,Kammodilal,M,INC,121520,87861,1989
195,195,Madhya Pradesh,2,Bhind,GEN,Narsingh Rao Dixit,M,BJP,136765,Ram Bihari,M,BSP,114841,21924,1989
196,196,Madhya Pradesh,3,Gwalior,GEN,Madhava Rao Scindiya Jeewaji Rao,M,INC,279799,Sheetla Saha,M,BJP,130374,149425,1989
197,197,Madhya Pradesh,4,Guna,GEN,Vijaya Raje Scindia,F,BJP,332641,Mahinder Singh,M,INC,186351,146290,1989
