,State,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
48,Assam,Diphu,GEN,Jayanta Rongpi,M,ADC,139785,Biren Singh Engti,M,INC,82004,57781,1991
49,Assam,Dhubri,GEN,Nurul Islam,M,INC,189843,Dinesh Chandra Sarkar,M,BJP,140391,49452,1991
50,Assam,Kokrajhar,GEN,Satyendra Nath Brohmo Choudhury,M,IND,426727,Louis Islary,M,INC,163588,263139,1991
51,Assam,Barpeta,GEN,Uddhab Barman,M,CPI,206772,Abdul Latif,M,INC,153665,53107,1991
52,Assam,Guwahati,GEN,Kirip Chaliha,M,INC,169628,Asfaf Ali,M,NAGP,124823,44805,1991
53,Assam,Darrang–Udalguri,GEN,Prbin Deka,M,INC,164410,Birendra Prasad Baishya,M,AGP,146397,18013,1991
54,Assam,Sonitpur,GEN,Swarup Upadhayaya,M,INC,237955,Purna Narayan Sinha,M,AGP,131638,106317,1991
55,Assam,Nowgong,GEN,Muhiram Saikia,M,AGP,151481,Bishnu Prasad,M,INC,138564,12917,1991
56,Assam,Kaliabor,GEN,Tarun Gogoi,M,INC,295049,Debeswar Bora,M,AGP,170330,124719,1991
57,Assam,Jorhat,GEN,Bijoy Krishna Handuqui,M,INC,239369,Paragehar Chaliha,M,AGP,128706,110663,1991
58,Assam,Dibrugarh,GEN,Paban Singh Ghatowar,M,INC,243937,Dipen Tanti,M,AGP,106017,137920,1991
59,Assam,Lakhimpur,GEN,Bolin Kuli,M,INC,187610,Iswar Prasanna Hazarika,M,AGP,126250,61360,1991
60,Bihar,Bagaha,SC,Mahendra Baitha,M,JD,182265,Kanchan Baitha,M,BJP,133690,48575,1991
61,Bihar,Bettiah,GEN,Faiyazulazam,M,JD,283073,Madan Pra. Jaiswal,M,BJP,184715,98358,1991
62,Bihar,Motihari,GEN,Kamla Mishra Madhukar,M,CPI,264423,Radha Mohan Singh,M,BJP,166371,98052,1991
63,Bihar,Gopalganj,GEN,Abdul Ghafoor,M,JD,351243,Kali Prasad Pandey,M,INC,238593,112650,1991
64,Bihar,Siwan,GEN,Brishin Patel,M,JD,315336,Umashankar Singh,M,JP,169444,145892,1991
65,Bihar,Maharajganj,GEN,Girija Devi (W),F,JD,239700,Ram Bahadur Singh,M,JP,215365,24335,1991
66,Bihar,Saran,GEN,Lal Babu Rai,M,JD,350282,Rajiv Ranjan Singh,M,JP,225709,124573,1991
67,Bihar,Hajipur,SC,Ram Sunder Das,M,JD,489105,Dasai Choudhary,M,JP,121353,367752,1991
68,Bihar,Vaishali,GEN,Sheo Sharan Singh,M,JD,346003,Usha Singh (W),F,INC,236160,109843,1991
69,Bihar,Muzaffarpur,GEN,George Fernandese,M,JD,320833,Raghunath Pandey,M,INC,270786,50047,1991
70,Bihar,Sitamarhi,GEN,Nawal Kishore Ray,M,JD,425186,Rambriksha Chaudhary,M,INC,196035,229151,1991
71,Bihar,Sheohar,GEN,Hari Kishore Singh,M,JD,311178,Raghunath Jha,M,JP,151242,159936,1991
72,Bihar,Madhubani,GEN,Bhogendra Jha,M,CPI,330111,Jagannath Mishra,M,INC,250020,80091,1991
73,Bihar,Jhanjharpur,GEN,Devendra Prasad Yadav,M,JD,372785,Jagdina Chaudhary,M,INC,242711,130074,1991
74,Bihar,Darbhanga,GEN,Md. Ali Asraf Fatmi,M,JD,318253,Nagendra Jha,M,INC,178275,139978,1991
75,Bihar,Rosera,SC,Ram Vilas Paswan,M,JD,373710,Ashok Kumar,M,INC,113226,260484,1991
76,Bihar,Samastipur,GEN,Manjay Lal,M,JD,430450,Baliram Bhagat,M,INC,191418,239032,1991
77,Bihar,Barh,GEN,Nitish Kumar,M,JD,416275,Sidheshwar Prasad,M,INC,241736,174539,1991
78,Bihar,Balia,GEN,Surya Narayan Singh,M,CPI,258150,Shyam Sunder Singh Dhiraj,M,INC,163298,94852,1991
79,Bihar,Saharsa,GEN,Surya Narain Yadav,M,JD,440749,Taranand Sada,M,INC,242641,198108,1991
80,Bihar,Madhepura,GEN,Sharad Yadav,M,JD,437483,Anand Mohan,M,JP,152106,285377,1991
81,Bihar,Araria,SC,Sukdeo Paswan,M,JD,292887,Sukha Paswan,M,BJP,121893,170994,1991
82,Bihar,Kishanganj,GEN,Syed Shahabuddin,M,JD,231703,Vishwanath Kejriwal,M,BJP,152075,79628,1991
83,Bihar,Katihar,GEN,Md. Yunus Salim,M,JD,174430,Tarique Anwer,M,INC,150808,23622,1991
84,Bihar,Rajmahal,ST,Simon Marandi,M,JMM,176223,Thomas Hansda,M,INC,143559,32664,1991
85,Bihar,Dumka,ST,Shibu Soren,M,JMM,260169,Babulal Marandi,M,BJP,126528,133641,1991
86,Bihar,Godda,GEN,Suraj Mandal,M,JMM,259348,Janardan Yadav,M,BJP,155200,104148,1991
87,Bihar,Banka,GEN,Pratap Singh,M,JD,241797,Manorma Singh (W),F,INC,131410,110387,1991
88,Bihar,Bhagalpur,GEN,Chunchun Pra. Yadav,M,JD,315292,Sadanand Singh,M,IND,146668,168624,1991
89,Bihar,Khagaria,GEN,Ram Sharan Yadav,M,JD,303773,Vimala Rai (W),F,BJP,150552,153221,1991
90,Bihar,Monghyr,GEN,Brahmanand Mandal,M,CPI,279472,Dhanraj Singh,M,JP,168488,110984,1991
91,Bihar,Begusarai,GEN,Krishna Sahi (W),F,INC,343050,Ram Badan Rai,M,JD,275104,67946,1991
92,Bihar,Nalanda,GEN,Vijoy Kumar Yadav,M,CPI,365566,Ram Swaroop Prasad,M,INC,273695,91871,1991
93,Bihar,Arrah,GEN,Ram Lakhan Singh Yadav,M,JD,275320,Surajdeo Singh,M,JP,219972,55348,1991
94,Bihar,Buxar,GEN,Tej Narain Singh,M,CPI,234088,Kamal Singh,M,BJP,168088,66000,1991
95,Bihar,Sasaram,SC,Chhedi Paswan,M,JD,210823,Meera Kumar (W),F,INC,188261,22562,1991
96,Bihar,Bikramganj,GEN,Ram Prasad Singh,M,JD,258761,Indu Devi (W),F,INC,81685,177076,1991
97,Bihar,Aurangabad,GEN,Ram Naresh Singh,M,JD,207642,Satyendra Narain Sinha,M,INC,154786,52856,1991
98,Bihar,Jahanabad,GEN,Ramramasharay Prasad Singh,M,CPI,332484,Mahendra Prasad,M,INC,297493,34991,1991
99,Bihar,Nawada,SC,Prem Chand Ram,M,CPI,418010,Mahaveer Choudhary,M,INC,316417,101593,1991
100,Bihar,Gaya,SC,Rajesh Kumar,M,JD,308077,Jitan Ram Manjhi,M,INC,254282,53795,1991
101,Bihar,Chatra,GEN,Upendra Nath Verma,M,JD,152477,Dhirendra Agrawal,M,BJP,111098,41379,1991
102,Bihar,Kodarma,GEN,Mumtaz Ansari,M,JD,162419,Ritlal Prasad Verma,M,BJP,148297,14122,1991
103,Bihar,Giridih,GEN,Binod Bihari Mahto,M,JMM,228413,Ramdas Singh,M,BJP,150610,77803,1991
104,Bihar,Giridih,GEN,R.K.Mahte,M,JMM,211345,S.Singh,M,BJP,149842,61503,1991
105,Bihar,Dhanbad,GEN,Rita Verma (W),F,BJP,257066,A.K. Roy,M,M-COR,171767,85299,1991
106,Bihar,Hazaribagh,GEN,Bhuneshwar Prasad Mehta,M,CPI,171725,Yadunath Pandey,M,BJP,147044,24681,1991
107,Bihar,Ranchi,GEN,Ram Tahal Choudhary,M,BJP,223824,Awadhesh Kumar Singh,M,JD,104247,119577,1991
108,Bihar,Jamshedpur,GEN,Silendra Mahto,M,JMM,205296,Amrendra Pratap Singh,M,BJP,149049,56247,1991
109,Bihar,Singhbhum,ST,Krishna Marandi,M,JMM,121125,Bijay Singh Soy,M,INC,74945,46180,1991
110,Bihar,Khunti,ST,Karia Munda,M,BJP,123583,Niral Enem Horo,M,JKP,80209,43374,1991
111,Bihar,Lohardaga,ST,Lalit Oraon,M,BJP,139611,Sumati Oraon (W),F,INC,85095,54516,1991
112,Bihar,Palamu,SC,Ram Deo Ram,M,BJP,130864,Jorawar Ram,M,JD,110622,20242,1991
113,Goa,Panaji,GEN,Prabhu Zantye Harish Narayan,M,INC,88336,Gopal Mayekar,M,MAG,30892,57444,1991
114,Goa,South Goa,GEN,Falerio Edurado Martinho,M,INC,93098,Prabhu M.S.,M,MAG,33860,59238,1991
115,Gujarat,Kachchh,GEN,Patel Harilal Nanji,M,INC,179109,Babulal Meghji Shah,M,BJP,146106,33003,1991
116,Gujarat,Surendranagar,GEN,Kolipatel Somabhai Gadabhai,M,BJP,189389,Sanat Magnlal Mehta,M,INC,178503,10886,1991
117,Gujarat,Jamnagar,GEN,Kordiya Chandresh Kumar Valjibhai,M,BJP,178027,Urmilaben Chimanbhai Patel (Dr. Urimila Ben Patel) (W),F,JD(G),131307,46720,1991
118,Gujarat,Rajkot,GEN,Shivlalbhai Veraria,M,BJP,277289,Manoharsinhji Pradumnasinhji Jadeja,M,INC,222429,54860,1991
119,Gujarat,Porbandar,GEN,Patel Hiralal Madhavjibhai,M,BJP,192869,Manvar Balwantbhai Bachubhai,M,JD(G),113820,79049,1991
120,Gujarat,Junagadh,GEN,Chikhaliya Bhavenaben Devrajbhai (W),F,BJP,195821,Govindbhai Kanjibhai (Shekhada),M,JD(G),117381,78440,1991
121,Gujarat,Amreli,GEN,Dilipbhai Sanghani,M,BJP,235950,Kotadiya Manubhai Naranbhai,M,JD(G),139349,96601,1991
122,Gujarat,Bhavnagar,GEN,Mahavirsinh Harisinhji Gohil,M,BJP,215604,Dhanajibhai Baladhiya,M,INC,125401,90203,1991
123,Gujarat,Dhandhuka,SC,Ratilal Verma,M,BJP,202061,Narsinh Makwana,M,INC,171545,30516,1991
124,Gujarat,Ahmedabad,GEN,Harin Pathak,M,BJP,233568,Maganbhai Barot,M,INC,141683,91885,1991
125,Gujarat,Gandhinagar,GEN,Lal Krishna Advani,M,BJP,356902,G.I. Patel,M,INC,231223,125679,1991
126,Gujarat,Mahesana,GEN,A.K. Patel,M,BJP,251605,Patel Babaldas Shankardas,M,INC,169583,82022,1991
127,Gujarat,Patan,SC,Mahesh Kanodiya,M,BJP,204115,Parmar Narendrakumar Muljibhai,M,JD(G),159606,44509,1991
128,Gujarat,Banaskantha,GEN,Chavda Harisinhji Patapsinhji,M,BJP,226895,Shah Jayantilal Virchandbhai,M,JD(G),174853,52042,1991
129,Gujarat,Sabarkantha,GEN,Arvind Trivedi (Lankesh),M,BJP,168704,Maganbhai Manibhai Patel,M,JD(G),132286,36418,1991
130,Gujarat,Kapadvanj,GEN,Gabhaji Mangaji Thakor,M,BJP,175471,Chauhan Budhaji Jitaji,M,INC,147137,28334,1991
131,Gujarat,Dohad,ST,Damor Somjibhai Punjabhai,M,INC,155707,Bhabhor Sumanbhai Rangjibhai,M,BJP,105998,49709,1991
132,Gujarat,Godhra,GEN,Veghela Shankerji Laxmanji,M,BJP,202171,Patel Shantilal Purushottamdas,M,JD(G),90694,111477,1991
133,Gujarat,Kaira,GEN,K.D. Jeswani,M,BJP,168285,Chauhan Prabtsinh Hathisinh,M,JD(G),166597,1688,1991
134,Gujarat,Anand,GEN,Chavda Ishvarbhai Khodabhai,M,INC,234875,Patel Rajnikant Dhulabhai,M,BJP,198836,36039,1991
135,Gujarat,Chhota Udaipur,ST,Naranbhai Jamlabhai Rathava,M,JD(G),173809,Bhikhubhai Rathava,M,BJP,129722,44087,1991
136,Gujarat,Vadodara,GEN,Dipika Chikhliya (W),F,BJP,276038,Gaekwad Ranjit Singh Pratapsingh,M,INC,241850,34188,1991
137,Gujarat,Bharuch,GEN,Chandubhai Deshmukh,M,BJP,248437,Ahmadbhai Mohammedbhai Patel,M,INC,226264,22173,1991
138,Gujarat,Surat,GEN,Kashiram Rana,M,BJP,336285,Chaudhary Sahdev Bherabhai,M,INC,229931,106354,1991
139,Gujarat,Mandvi,ST,Gamit Chhitubhai Devjibhai,M,INC,258829,Patel Kanjibhai Maganbhai,M,BJP,152813,106016,1991
140,Gujarat,Valsad,ST,Uttambhai Harjibhai Patel,M,INC,190868,Khalpabhai Chhaganbhai Patel,M,BJP,125260,65608,1991
141,Haryana,Ambala,SC,Ram Prakash,M,INC,196406,Suraj Bhan,M,BJP,124464,71942,1991
142,Haryana,Kurukshetra,GEN,Tara Singh,M,INC,212783,Shyam Singh,M,JP,182758,30025,1991
143,Haryana,Karnal,GEN,Chiranji Lal Sharma,M,INC,200770,Chasham Pal Singh,M,JD,145598,55172,1991
144,Haryana,Sonipat,GEN,Dharampal Singh,M,INC,247572,Kapil Dev,M,JP,202770,44802,1991
145,Haryana,Rohtak,GEN,Bhupender Singh,M,INC,241235,Devi Lal,M,JP,210662,30573,1991
146,Haryana,Faridabad,GEN,Avtar Singh Bhadana,M,INC,268965,Khurshid Ahmed,M,JD,217443,51522,1991
147,Haryana,Bhiwani‑Mahendragarh,GEN,Ram Singh,M,INC,241808,Birender Singh,M,JP,169820,71988,1991
148,Haryana,Bhiwani‑Mahendragarh,GEN,Jangbir Singh,M,INC,210090,Jai Narain,M,INC,179525,30565,1991
149,Haryana,Hisar,GEN,Narain Singh,M,INC,233012,Jai Parkash,M,JP,206818,26194,1991
150,Haryana,Sirsa,SC,Shailja (W),F,INC,287927,Het Ram,M,JP,188829,99098,1991
151,Himachal Pradesh,Shimla,SC,Krishan Dutt Sultanpuri,M,INC,209406,Roop Dass Kashyap,M,BJP,162546,46860,1991
152,Himachal Pradesh,Mandi,GEN,Sukh Ram,M,INC,233380,Maheshwar Singh,M,BJP,206753,26627,1991
153,Himachal Pradesh,Kangra,GEN,D.D. Khanoria,M,BJP,174457,Chandresh Kumari (W),F,INC,163641,10816,1991
154,Himachal Pradesh,Hamirpur,GEN,Prem Kumar Dhumal,M,BJP,205970,Narain Chandra Parashar,M,INC,202232,3738,1991
155,Karnataka,Bidar,SC,Ramchandra Veerappa,M,BJP,227867,Narsingrao Hulaji Suryawanshi,M,INC,111642,116225,1991
156,Karnataka,Gulbarga,GEN,B.G. Jawali,M,INC,182351,Basawaraj Patil Sedam,M,BJP,120268,62083,1991
157,Karnataka,Raichur,GEN,Venkatesh Naik,M,INC,194709,Nazeer Ahmed Siddiqui,M,JD,72251,122458,1991
158,Karnataka,Koppal,GEN,Anwari Basavaraj Patil,M,INC,241176,Siddaramaiah,M,JD,229979,11197,1991
159,Karnataka,Bellary,GEN,Basavarajeshwari (W),F,INC,234812,Y. Netakallappa,M,JD,168831,65981,1991
160,Karnataka,Davanagere,GEN,Channaiah Odeyar,M,INC,237542,S.A. Rabindranath,M,BJP,237087,455,1991
161,Karnataka,Chitradurga,GEN,C.P. Mudalagiriyappa,M,INC,302847,L.G. Havanura,M,BJP,220335,82512,1991
162,Karnataka,Tumkur,GEN,S. Mallikarjunaiah,M,BJP,255186,G.S. Basavaraj,M,INC,236269,18917,1991
163,Karnataka,Chikkaballapur,GEN,V. Krishna Rao,M,INC,309614,R.L. Jalappa,M,JD,206243,103371,1991
164,Karnataka,Kolar,SC,K.H. Muniyappa,M,INC,235902,V. Hanumappa,M,BJP,173525,62377,1991
165,Karnataka,Kanakapura,GEN,M.V. Chandrashekara Murthy,M,INC,301455,Ramchandra Gowda,M,BJP,267992,33463,1991
166,Karnataka,Bangalore North,GEN,C.K. Jaffer Sharief,M,INC,252272,C. Narayanaswamy,M,JD,191955,60317,1991
167,Karnataka,Bangalore South,GEN,K. Venkatgiri Gowda,M,BJP,275083,R. Gundu Rao,M,INC,247835,27248,1991
168,Karnataka,Mandya,GEN,G. Madegowda,M,INC,259500,D. Ramalingaiah,M,BJP,164153,95347,1991
169,Karnataka,Chamarajanagar,SC,V. Sreenivasa Prasad,M,INC,217735,H.C. Mahadevappa,M,JD,148775,68960,1991
170,Karnataka,Mysore,GEN,Chandraprabha Urs (W),F,INC,225881,Srikantadatta Narasimharaja Wadiyar,M,BJP,208999,16882,1991
171,Karnataka,Dakshina Kannada,GEN,V. Dhananjaya Kumar,M,BJP,274700,Janardhana Poojari,M,INC,239695,35005,1991
172,Karnataka,Udupi,GEN,Oscar Fernandes,M,INC,234120,A. Rukmayya Poojary,M,BJP,146308,87812,1991
173,Karnataka,Hassan,GEN,H.D. Devegowda,M,JP,260761,H.C. Srikanthaiah Alias Annaiah,M,INC,257570,3191,1991
174,Karnataka,Chikmagalur,GEN,D.K. Tharadevi (W),F,INC,217309,D.C. Srikantappa,M,BJP,185437,31872,1991
175,Karnataka,Shimoga,GEN,K.G. Shivappa,M,INC,281182,B.S. Yediyurappa,M,BJP,240479,40703,1991
176,Karnataka,Uttara Kannada,GEN,Naik G. Devaraya,M,INC,171436,Karki Manjunath,M,BJP,141472,29964,1991
177,Karnataka,Dharwad South,GEN,B.M. Mujahid,M,INC,231473,B.G. Banakar,M,BJP,157702,73771,1991
178,Karnataka,Dharwad North,GEN,D.K. Naikar,M,INC,157682,Bellad Chandrakant,M,BJP,135891,21791,1991
179,Karnataka,Belgaum,GEN,Sidnal Shanmukhappa Basappa,M,INC,161391,Babagouda Rudragouda Patil,M,KRS,115282,46109,1991
180,Karnataka,Chikkodi,SC,B. Shankaranand,M,INC,261884,A.K. Rayannavar,M,JD,149268,112616,1991
181,Karnataka,Bagalkot,GEN,Siddappa Bhimappa Nyamagoudar,M,INC,276849,Ramakrishna Hegade,M,JD,255645,21204,1991
182,Karnataka,Bijapur,GEN,Gudadinni Basagondappa Kadappa,M,INC,207887,Pattan Shetty Rajashekar Veergondappa,M,BJP,140233,67654,1991
183,Kerala,Kasaragod,GEN,M. Ramanna Rai,M,CPI,344536,K.C. Venugopal,M,INC,335113,9423,1991
184,Kerala,Kannur,GEN,Mullappally Ramachandran,M,INC,376696,E. Ebranhim Kutty,M,CPI,335569,41127,1991
185,Kerala,Badagara,GEN,Unnikrishnan K.P. (Scs),M,ICS(SCS),395501,M. Ratnasingh,M,IND,378012,17489,1991
186,Kerala,Kozhikode,GEN,K. Muraleedharan,M,INC,355113,M.P. Veerendra Kumar,M,JD,339229,15884,1991
187,Kerala,Manjeri,GEN,E. Ahamed,M,MUL,375456,V. Venugopal,M,IND,286133,89323,1991
188,Kerala,Ponnani,GEN,Ebrahim Sulaiman Sait,M,MUL,339766,Kattisseri Hamza Kunju,M,CPI,244060,95706,1991
189,Kerala,Palakkad,GEN,V.S. Vijayaraghavan,M,INC,334913,A. Vijayaraghavan,M,CPI,319145,15768,1991
190,Kerala,Ottapalam,SC,K.R. Narayanan,M,INC,327043,Lenin Rajendran,M,CPI,311955,15088,1991
191,Kerala,Ottapalam,SC,S.Sivaraman,M,CPI,377184,R.K. Balakrishnan,M,CPI,244510,132674,1991
192,Kerala,Thrissur,GEN,P.C. Chacko,M,INC,342896,K.P. Rajendran,M,CPI,313665,29231,1991
193,Kerala,Mukundapuram,GEN,Savithri Lakshmanan (W),F,INC,362029,A.P. Kurian,M,CPI,349664,12365,1991
194,Kerala,Ernakulam,GEN,K.V. Thomas,M,INC,362975,V. Viswanatha Menon,M,CPI,315831,47144,1991
195,Kerala,Muvattupuzha,GEN,P.C. Thomas,M,KCM,384255,P.I. Devasia,M,IND,286152,98103,1991
196,Kerala,Kottayam,GEN,Ramesh Chennithala,M,INC,366759,Thampan Thomas,M,JD,304137,62622,1991
197,Kerala,Idukki,GEN,Palai K.M. Mathew,M,INC,345139,P.J. Joseph,M,KEC,319933,25206,1991
198,Kerala,Alappuzha,GEN,T.J. Anjalose,M,CPI,364794,Vakkom Purushothaman,M,INC,350719,14075,1991
199,Kerala,Mavelikkara,GEN,P.J. Kurian,M,INC,304519,Suresh Kurup,M,CPI,279031,25488,1991
200,Kerala,Adoor,SC,Kodikunnil Suresh,M,INC,327066,Bhargavi Thankappan (W),F,CPI,308471,18595,1991
201,Kerala,Kollam,GEN,S. Krishna Kumar,M,INC,370523,R.S. Unni,M,RSP,342796,27727,1991
202,Kerala,Chirayinkil,GEN,Suseela Gopalan (W),F,CPI,331518,Thalekunnil Basheer,M,INC,330412,1106,1991
203,Kerala,Thiruvananthapuram,GEN,A. Charles,M,INC,334272,E.J. Vijayamma (W),F,CPI,290602,43670,1991
204,Madhya Pradesh,Morena,SC,Barelal Jatav,M,INC,116227,Chhaviram Argal,M,BJP,99482,16745,1991
205,Madhya Pradesh,Bhind,GEN,Yoganand Saraswati,M,BJP,142185,Udayan Sharma,M,INC,103331,38854,1991
206,Madhya Pradesh,Gwalior,GEN,Madhav Rao Scindia,M,INC,195212,Shejwalkar N.K.,M,BJP,96156,99056,1991
207,Madhya Pradesh,Guna,GEN,Vijaya Raje Scindia (W),F,BJP,188773,Shashi Bhooshan,M,INC,133721,55052,1991
208,Madhya Pradesh,Sagar,SC,Anand Ahirwar,M,INC,178478,Ram Prasad Ahirwar,M,BJP,169130,9348,1991
209,Madhya Pradesh,Khajuraho,GEN,Uma Bharti,F,BJP,251714,Ramratan,M,INC,186731,64983,1991
